name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"28,762,000,000","28,931,000,000","29,942,000,000","28,780,000,000","74,197,000,000","73,566,000,000","73,110,000,000","70,867,000,000","67,643,000,000","70,130,000,000","69,067,000,000","67,697,000,000","66,132,000,000","63,456,000,000","64,190,000,000","61,834,000,000","60,656,000,000","60,658,000,000","60,163,000,000","58,618,000,000","57,464,000,000","55,072,000,000","54,845,000,000","52,733,000,000","51,038,000,000","49,859,000,000","50,557,000,000","49,424,000,000","48,307,000,000","47,535,000,000","46,552,000,000","45,355,000,000","42,770,000,000","42,087,000,000","40,947,000,000","39,414,000,000","39,139,000,000","39,171,000,000","39,633,000,000","37,052,000,000","36,211,000,000","36,042,000,000","35,130,000,000","34,053,000,000","32,948,000,000","32,454,000,000","32,639,000,000","30,526,000,000","30,290,000,000","27,683,300,000","27,853,700,000","26,270,600,000","25,842,100,000","26,427,500,000","26,924,600,000","26,157,600,000","26,002,300,000","25,807,500,000","26,115,900,000","25,695,900,000","25,385,000,000","25,101,100,000","25,070,128,000","23,102,611,000","22,909,263,000","22,815,992,000","23,146,470,000","22,513,959,000","22,007,573,000","22,559,527,000","22,132,268,000","21,275,863,000","20,384,648,000","20,197,258,000","19,863,963,000","19,141,152,000","18,542,063,000","19,504,826,000","19,284,845,000","18,513,794,000","17,689,908,000","17,401,681,000","17,549,908,000","16,753,525,000","16,506,196,000","16,415,541,000","16,233,625,000","16,398,658,000","16,154,298,000","16,054,075,000","16,018,600,000","16,097,100,000","15,709,400,000","15,845,203,000","15,605,300,000","16,194,500,000","16,023,300,000","15,755,349,000","15,683,100,000","15,358,100,000","15,183,900,000","15,051,100,000","14,954,400,000","14,820,900,000","14,855,600,000","14,953,900,000","13,942,600,000","13,827,700,000","4,120,200,000","4,194,000,000","4,167,600,000","4,068,800,000","4,033,500,000","4,049,600,000","3,901,800,000","3,867,200,000","3,653,600,000","3,531,100,000","3,428,200,000","3,599,600,000","3,437,900,000","3,383,100,000","3,671,200,000","3,660,000,000","3,515,400,000","3,546,900,000","3,190,700,000","3,392,300,000","3,253,700,000","3,178,200,000","3,173,100,000","2,988,700,000","2,967,800,000","2,400,300,000","2,492,900,000","2,932,500,000","2,873,900,000"
TotalLiabilitiesNetMinorityInterest,"23,927,000,000","23,919,000,000","24,702,000,000","23,179,000,000","67,512,000,000","66,777,000,000","66,770,000,000","64,741,000,000","62,596,000,000","63,861,000,000","62,746,000,000","61,607,000,000","60,467,000,000","58,484,000,000","59,026,000,000","56,750,000,000","55,473,000,000","55,327,000,000","54,784,000,000","53,306,000,000","52,269,000,000","50,153,000,000","49,487,000,000","47,540,000,000","46,101,000,000","45,089,000,000","45,651,000,000","44,440,000,000","43,207,000,000","42,481,000,000","41,474,000,000","40,197,000,000","37,797,000,000","37,318,000,000","36,237,000,000","34,776,000,000","34,231,000,000","34,423,000,000","34,669,000,000","32,277,000,000","31,479,000,000","31,351,000,000","30,510,000,000","29,428,000,000","28,336,000,000","27,834,000,000","27,910,000,000","26,095,000,000","25,983,000,000","23,764,400,000","24,051,600,000","23,078,000,000","23,163,300,000","23,825,900,000","24,033,500,000","23,160,200,000","22,859,900,000","22,661,500,000","23,007,400,000","22,437,300,000","22,047,100,000","21,888,300,000","22,029,348,000","20,377,765,000","20,207,420,000","20,097,340,000","20,482,657,000","19,682,996,000","19,399,006,000","19,909,394,000","19,661,950,000","18,995,706,000","17,905,462,000","17,933,538,000","17,528,980,000","16,739,362,000","16,352,952,000","17,307,954,000","17,085,279,000","16,435,382,000","15,768,435,000","15,448,572,000","15,508,214,000","14,674,447,000","14,398,107,000","14,358,978,000","14,394,051,000","14,641,473,000","14,322,770,000","14,224,827,000","14,091,900,000","14,036,600,000","13,553,000,000","13,607,250,000","13,291,200,000","13,935,100,000","13,777,800,000","13,579,643,000","13,299,800,000","13,083,100,000","13,143,600,000","13,002,300,000","13,107,700,000","13,123,500,000","13,146,500,000","13,199,400,000","12,537,100,000","12,546,200,000","2,622,800,000","2,639,100,000","2,537,500,000","2,433,700,000","2,372,000,000","2,312,200,000","2,193,700,000","2,227,000,000","2,094,400,000","2,011,700,000","2,009,900,000","2,183,200,000","1,936,900,000","1,886,100,000","2,063,500,000","2,057,600,000","1,938,500,000","1,885,400,000","1,541,400,000","1,524,300,000","1,402,100,000","1,333,900,000","1,242,500,000","1,081,800,000","1,081,900,000","630,400,000","836,000,000","840,300,000","1,048,000,000"
TotalEquityGrossMinorityInterest,"4,835,000,000","5,012,000,000","5,240,000,000","5,601,000,000","6,685,000,000","6,789,000,000","6,340,000,000","6,126,000,000","5,047,000,000","6,269,000,000","6,321,000,000","6,090,000,000","5,665,000,000","4,972,000,000","5,164,000,000","5,084,000,000","5,183,000,000","5,331,000,000","5,379,000,000","5,312,000,000","5,195,000,000","4,919,000,000","5,358,000,000","5,193,000,000","4,937,000,000","4,770,000,000","4,906,000,000","4,984,000,000","5,100,000,000","5,054,000,000","5,078,000,000","5,158,000,000","4,973,000,000","4,769,000,000","4,710,000,000","4,638,000,000","4,908,000,000","4,748,000,000","4,964,000,000","4,775,000,000","4,732,000,000","4,691,000,000","4,620,000,000","4,625,000,000","4,612,000,000","4,620,000,000","4,729,000,000","4,431,000,000","4,307,000,000","3,918,900,000","3,802,100,000","3,192,600,000","2,678,800,000","2,601,600,000","2,891,100,000","2,997,400,000","3,142,400,000","3,146,000,000","3,108,500,000","3,258,600,000","3,337,900,000","3,212,800,000","3,040,780,000","2,724,846,000","2,701,843,000","2,718,652,000","2,663,813,000","2,830,963,000","2,608,567,000","2,650,133,000","2,470,318,000","2,280,157,000","2,479,186,000","2,263,720,000","2,334,983,000","2,401,790,000","2,189,111,000","2,196,872,000","2,199,566,000","2,078,412,000","1,921,473,000","1,953,109,000","2,041,694,000","2,079,078,000","2,108,089,000","2,056,563,000","1,839,574,000","1,757,185,000","1,831,528,000","1,829,248,000","1,926,700,000","2,060,500,000","2,156,400,000","2,237,953,000","2,314,100,000","2,259,400,000","2,245,500,000","2,175,706,000","2,383,300,000","2,275,000,000","2,040,300,000","2,048,800,000","1,846,700,000","1,697,400,000","1,709,100,000","1,754,500,000","1,405,500,000","1,281,500,000","1,497,400,000","1,554,900,000","1,630,100,000","1,635,100,000","1,661,500,000","1,737,400,000","1,708,100,000","1,640,200,000","1,559,200,000","1,519,400,000","1,418,300,000","1,416,400,000","1,501,000,000","1,497,000,000","1,607,700,000","1,602,400,000","1,576,900,000","1,661,500,000","1,649,300,000","1,868,000,000","1,851,600,000","1,844,300,000","1,930,600,000","1,906,900,000","1,885,900,000","1,769,900,000","1,656,900,000","2,092,200,000","1,825,900,000"
	StockholdersEquity,"4,835,000,000","5,012,000,000","5,240,000,000","5,601,000,000","6,685,000,000","6,789,000,000","6,340,000,000","6,126,000,000","5,047,000,000","6,269,000,000","6,321,000,000","6,090,000,000","5,665,000,000","4,970,000,000","5,164,000,000","5,084,000,000","5,183,000,000","5,330,000,000","5,379,000,000","5,312,000,000","5,191,000,000","4,916,000,000","5,161,000,000","5,000,000,000","4,755,000,000","4,592,000,000","4,724,000,000","4,802,000,000","4,923,000,000","4,879,000,000","4,904,000,000","4,985,000,000","4,796,000,000","4,599,000,000","4,542,000,000","4,473,000,000","4,733,000,000","4,578,000,000","4,779,000,000","4,622,000,000","4,580,000,000","4,545,000,000","4,465,000,000","4,472,000,000","4,463,000,000","4,470,000,000","4,577,000,000","4,285,000,000","4,165,000,000","3,781,100,000","3,669,600,000","3,067,300,000","2,563,400,000","2,490,000,000","2,776,600,000","2,874,800,000","3,020,100,000","3,046,100,000","3,012,900,000","2,970,100,000","3,041,000,000","2,928,900,000","2,760,223,000","2,475,303,000","2,449,025,000","2,457,542,000","2,402,982,000","2,558,232,000","2,358,963,000","2,430,547,000","2,260,305,000","2,094,141,000","2,271,364,000","2,076,161,000","1,836,205,000","1,874,225,000","1,716,903,000","1,725,848,000","1,724,431,000","1,614,749,000","1,472,191,000","1,498,379,000","1,582,970,000","1,562,168,000","1,589,305,000","1,548,530,000","1,346,658,000","1,277,677,000","1,348,413,000","1,339,978,000","1,431,900,000","1,560,800,000","1,648,700,000","1,716,177,000","1,788,700,000","1,737,500,000","1,728,900,000","1,662,709,000","1,711,300,000","1,618,900,000","1,475,300,000","1,554,400,000","1,531,300,000","1,395,500,000","1,406,700,000","1,440,100,000","1,100,500,000","987,100,000","1,490,700,000","1,548,700,000","1,625,300,000","1,630,900,000","1,644,100,000","1,722,300,000","1,708,100,000","1,624,600,000","1,543,000,000","1,502,800,000","1,401,300,000","1,399,200,000","1,483,800,000","1,479,000,000","1,589,400,000","1,571,400,000","1,549,300,000","1,634,200,000","1,622,400,000","1,841,300,000","1,825,100,000","1,826,800,000","1,913,000,000","1,896,000,000","1,872,500,000","1,769,900,000","1,656,900,000","2,092,200,000","1,825,900,000"
		CapitalStock,"85,000,000","85,000,000","85,000,000","85,000,000","85,000,000","86,000,000","87,000,000","89,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","89,000,000","89,000,000","89,000,000","89,000,000","88,000,000","88,000,000","88,000,000","88,000,000","87,000,000","87,000,000","87,000,000","87,000,000","87,000,000","87,000,000","88,000,000","88,000,000","88,000,000","88,000,000","90,000,000","90,000,000","90,000,000","89,000,000","89,000,000","90,000,000","89,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113,500,000","115,500,000","119,300,000","119,400,000","119,300,000","79,115,000","78,581,000","78,482,000","78,068,000","77,474,000","77,230,000","76,966,000","76,634,000","73,681,000","73,447,000","73,314,000","73,056,000","69,688,000","69,636,000","69,528,000","69,129,000","68,974,000","68,791,000","68,656,000","68,492,000","68,215,000","68,012,000","67,835,000","67,410,000","58,754,000","58,533,000","58,544,000","58,420,000",,,,"60,928,000",,,,"61,049,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"85,000,000","85,000,000","85,000,000","85,000,000","85,000,000","86,000,000","87,000,000","89,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","89,000,000","89,000,000","89,000,000","89,000,000","88,000,000","88,000,000","88,000,000","88,000,000","87,000,000","87,000,000","87,000,000","87,000,000","87,000,000","87,000,000","88,000,000","88,000,000","88,000,000","88,000,000","90,000,000","90,000,000","90,000,000","89,000,000","89,000,000","90,000,000","89,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113,500,000","115,500,000","119,300,000","119,400,000","119,300,000","79,115,000","78,581,000","78,482,000","78,068,000","77,474,000","77,230,000","76,966,000","76,634,000","73,681,000","73,447,000","73,314,000","73,056,000","69,688,000","69,636,000","69,528,000","69,129,000","68,974,000","68,791,000","68,656,000","68,492,000","68,215,000","68,012,000","67,835,000","67,410,000","58,754,000","58,533,000","58,544,000","58,420,000",,,,"60,928,000",,,,"61,049,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,340,000,000","1,330,000,000","1,315,000,000","1,303,000,000","1,279,000,000","1,281,000,000","1,283,000,000","1,299,000,000","1,309,000,000","1,307,000,000","1,292,000,000","1,277,000,000","1,256,000,000","1,245,000,000","1,231,000,000","1,220,000,000","1,205,000,000","1,181,000,000","1,167,000,000","1,158,000,000","1,138,000,000","1,111,000,000","1,242,000,000","1,228,000,000","1,218,000,000","1,214,000,000","1,195,000,000","1,183,000,000","1,173,000,000","1,152,000,000","1,150,000,000","1,152,000,000","1,138,000,000","1,123,000,000","1,109,000,000","1,088,000,000","1,090,000,000","1,063,000,000","1,162,000,000","1,207,000,000","1,223,000,000","1,219,000,000","1,213,000,000","1,239,000,000","1,262,000,000","1,271,000,000","1,298,000,000","1,299,000,000","1,323,000,000","1,344,800,000","1,377,800,000","1,360,800,000","1,355,600,000","1,351,400,000","1,345,300,000","1,334,700,000","1,304,300,000","1,186,500,000","1,202,100,000","1,236,800,000","1,231,800,000","1,220,500,000","1,245,175,000","1,222,813,000","1,208,901,000","1,194,600,000","1,172,272,000","1,159,179,000","1,157,061,000","1,145,873,000","1,055,674,000","1,045,049,000","1,041,963,000","1,035,784,000","931,049,000","930,215,000","928,220,000","923,042,000","920,017,000","916,199,000","914,514,000","911,074,000","910,387,000","909,166,000","905,840,000","898,066,000","746,872,000","741,702,000","743,257,000","742,220,000",,,,"770,721,000",,,,"775,689,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"3,541,000,000","3,478,000,000","3,680,000,000","4,023,000,000","4,354,000,000","4,149,000,000","3,737,000,000","3,685,000,000","3,616,000,000","4,009,000,000","4,022,000,000","3,914,000,000","3,875,000,000","3,588,000,000","3,800,000,000","3,628,000,000","3,584,000,000","3,248,000,000","3,435,000,000","3,451,000,000","3,466,000,000","3,343,000,000","3,079,000,000","3,016,000,000","3,002,000,000","2,987,000,000","2,981,000,000","2,968,000,000","2,886,000,000","2,912,000,000","2,948,000,000","2,944,000,000","2,891,000,000","2,826,000,000","2,774,000,000","2,697,000,000","2,684,000,000","2,595,000,000","2,686,000,000","2,642,000,000","2,643,000,000","2,769,000,000","2,689,000,000","2,654,000,000","2,698,000,000","2,720,000,000","2,672,000,000","2,588,000,000","2,552,000,000","2,273,600,000","2,169,900,000","2,060,000,000","1,947,800,000","1,841,600,000","1,817,700,000","1,811,200,000","1,776,900,000","1,733,500,000","1,695,400,000","1,655,700,000","1,610,900,000","1,533,600,000","1,415,833,000","1,333,609,000","1,224,842,000","1,134,074,000","1,059,536,000","1,095,623,000","1,024,636,000","976,340,000","897,950,000","775,545,000","728,787,000","664,721,000","480,968,000","448,074,000","426,255,000","409,777,000","414,540,000","396,259,000","392,721,000","359,513,000","345,068,000","427,990,000","438,730,000","442,454,000","552,132,000","588,942,000","587,812,000","557,538,000","557,400,000","563,400,000","543,300,000","527,028,000","584,500,000","553,200,000","528,000,000","477,071,000","612,400,000","600,500,000","568,400,000","559,700,000","576,900,000","478,900,000","445,700,000","387,100,000","312,600,000","273,100,000","873,000,000","867,500,000","864,100,000","848,500,000","845,900,000","912,300,000","883,400,000","811,200,000","731,100,000","707,000,000","581,500,000","577,600,000","701,700,000","705,100,000","775,800,000","763,100,000","751,300,000","736,300,000","725,200,000","704,900,000","686,500,000","669,300,000","652,000,000","629,700,000","610,000,000","524,400,000","428,200,000","737,000,000","584,700,000"
		GainsLossesNotAffectingRetainedEarnings,"-131,000,000","119,000,000","160,000,000","190,000,000","967,000,000","1,273,000,000","1,233,000,000","1,053,000,000","32,000,000","863,000,000","917,000,000","809,000,000","444,000,000","48,000,000","44,000,000","147,000,000","305,000,000","813,000,000","689,000,000","615,000,000","499,000,000","375,000,000","753,000,000","669,000,000","448,000,000","304,000,000","461,000,000","563,000,000","776,000,000","727,000,000","718,000,000","799,000,000","677,000,000","560,000,000","570,000,000","599,000,000","869,000,000","831,000,000","931,000,000","773,000,000","714,000,000","557,000,000","563,000,000","579,000,000","503,000,000","479,000,000","607,000,000","398,000,000","290,000,000","162,700,000","121,900,000","-353,500,000","-740,000,000","-703,000,000","-386,400,000","-271,100,000","-61,100,000","12,600,000","-100,000","-41,700,000","78,900,000","55,500,000","20,100,000","-159,700,000","-63,200,000","50,800,000","93,700,000","226,200,000","100,300,000","231,700,000","233,000,000","200,100,000","427,300,000","302,600,000","354,500,000","426,300,000","292,900,000","323,900,000","320,900,000","233,500,000","96,300,000","159,300,000","259,300,000","157,000,000","176,900,000","140,600,000",,,,"-18,200,000",,,,"357,500,000",,,,"348,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			UnrealizedGainLoss,"-109,000,000","136,000,000","178,000,000","205,000,000","963,000,000","1,255,000,000","1,212,000,000",,,"862,000,000","920,000,000","812,000,000","464,000,000","83,000,000","93,000,000","191,000,000",,"840,000,000","706,000,000","639,000,000",,,"772,000,000","684,000,000","466,000,000","332,000,000",,,,"743,000,000",,"805,000,000","685,000,000","526,000,000","568,000,000","600,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
