name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"272,745,000","285,233,000","294,448,000","303,493,000","311,245,000","131,136,000"
	CurrentAssets,"268,617,000","283,773,000","293,242,000","302,969,000","310,545,000","129,645,000"
		CashCashEquivalentsAndShortTermInvestments,"265,833,000","280,789,000","290,484,000","299,151,000","309,871,000","129,094,000"
			CashAndCashEquivalents,"34,453,000","15,566,000","10,571,000","50,404,000","221,036,000","104,916,000"
			OtherShortTermInvestments,"231,380,000","265,223,000","279,913,000","248,747,000","88,835,000","24,178,000"
		PrepaidAssets,"2,784,000","2,984,000","2,758,000","3,818,000","674,000","551,000"
	TotalNonCurrentAssets,"4,128,000","1,460,000","1,206,000","524,000","700,000","1,491,000"
		NetPPE,"3,569,000","912,000","911,000","524,000","499,000","516,000"
			GrossPPE,"4,354,000","1,614,000","1,535,000","1,084,000","1,008,000","946,000"
				OtherProperties,"4,354,000",,,,,
			AccumulatedDepreciation,"-785,000","-702,000","-624,000","-560,000","-509,000","-430,000"
		OtherNonCurrentAssets,"559,000","548,000","295,000",,"201,000","975,000"
TotalLiabilitiesNetMinorityInterest,"12,389,000","10,850,000","9,049,000","6,739,000","4,851,000","164,556,000"
	CurrentLiabilities,"10,004,000","10,521,000","8,754,000","6,739,000","4,851,000","4,342,000"
		PayablesAndAccruedExpenses,"8,658,000","7,724,000","6,724,000","5,366,000","4,179,000","3,167,000"
			Payables,"5,340,000","3,843,000","2,292,000","2,816,000","1,621,000","1,580,000"
				AccountsPayable,"5,340,000","3,843,000","2,292,000","2,816,000","1,621,000","1,580,000"
			CurrentAccruedExpenses,"3,318,000","3,881,000","4,432,000","2,550,000","2,558,000","1,587,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,346,000","2,797,000","2,030,000","1,373,000","672,000","1,175,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,385,000","329,000","295,000","0","0","160,214,000"
		LongTermDebtAndCapitalLeaseObligation,"2,198,000",,,,,
			LongTermCapitalLeaseObligation,"2,198,000",,,,,
		PreferredSecuritiesOutsideStockEquity,,"0",,"0","0","160,214,000"
		OtherNonCurrentLiabilities,"187,000","329,000","295,000",,,
TotalEquityGrossMinorityInterest,"260,356,000","274,383,000","285,399,000","296,754,000","306,394,000","-33,420,000"
	StockholdersEquity,"260,356,000","274,383,000","285,399,000","296,754,000","306,394,000","-33,420,000"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","0"
			PreferredStock,"0","0",,"5,000","0",
			CommonStock,"5,000","5,000","5,000","0","5,000","0"
		AdditionalPaidInCapital,"353,903,000","351,852,000","349,682,000","348,097,000","347,405,000","727,000"
		RetainedEarnings,"-91,620,000","-76,960,000","-64,264,000","-51,315,000","-40,962,000","-34,147,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,932,000","-514,000","-24,000","-33,000","-54,000",
TotalCapitalization,"260,356,000","274,383,000","285,399,000","296,754,000","306,394,000","-33,420,000"
PreferredStockEquity,,,,"5,000",,
CommonStockEquity,"260,356,000","274,383,000","285,399,000","296,749,000","306,394,000","-33,420,000"
CapitalLeaseObligations,"2,198,000",,,,,
NetTangibleAssets,"260,356,000","274,383,000","285,399,000","296,754,000","306,394,000","-33,420,000"
WorkingCapital,"258,613,000","273,252,000","284,488,000","296,230,000","305,694,000","125,303,000"
InvestedCapital,"260,356,000","274,383,000","285,399,000","296,749,000","306,394,000","-33,420,000"
TangibleBookValue,"260,356,000","274,383,000","285,399,000","296,749,000","306,394,000","-33,420,000"
TotalDebt,"2,198,000",,,,,
ShareIssued,"49,556,306","49,500,308","49,295,840","49,261,995","49,254,311","49,261,995"
OrdinarySharesNumber,"49,556,306","49,500,308","49,295,840","49,261,995","49,254,311","49,261,995"
