name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
				AccountsPayable,"689,000","570,000","549,000","599,000",,"391,000",,,"691,000","718,000","753,000","820,000","882,000","541,000","480,000","465,000","453,000","414,000","374,000","352,000","339,000",,"90,000","129,000","232,000","299,000","291,000","325,000","349,000","498,000","469,000","359,000","382,000","384,000",,"3,346,000","1,455,000","1,788,000",,"822,000",
				DividendsPayable,"16,740,000","16,674,000","16,523,000","16,528,000","14,248,000","11,124,000","11,072,000","11,072,000","11,057,000","9,546,000","9,526,000","9,527,000","9,520,000","8,914,000","8,323,000","8,036,000","8,008,000","7,722,000","7,717,000","7,718,000","7,690,000","7,406,000","7,406,000","7,413,000","7,429,000","7,152,000","7,152,000","7,152,000","7,146,000","7,147,000","7,151,000","7,151,000","7,147,000","7,127,000","7,119,000","6,822,000","2,317,000","2,316,000","556,000","555,000","502,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,284,000","890,000","418,000"
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843,000",,"1,126,000"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000",,"71,000"
		CurrentDebtAndCapitalLeaseObligation,"719,374,000","819,399,000","635,366,000","383,557,000","328,934,000","651,428,000","687,012,000",,"801,829,000","560,502,000","491,418,000",,"448,286,000",,"715,967,000","804,179,000","738,003,000","744,509,000","555,871,000","668,959,000","487,096,000","578,544,000","607,420,000","408,304,000","415,079,000","305,306,000","393,744,000","349,934,000","416,946,000","524,363,000","211,238,000","319,778,000","277,142,000","264,419,000","224,919,000","68,905,000","167,890,000","112,096,000",,,
			CurrentDebt,"719,374,000","819,399,000","635,366,000","383,557,000","328,934,000","651,428,000","687,012,000",,"801,829,000","560,502,000","491,418,000",,"448,286,000",,"715,967,000","804,179,000","738,003,000","744,509,000","555,871,000","668,959,000","487,096,000","578,544,000","607,420,000","408,304,000","415,079,000","305,306,000","393,744,000","349,934,000","416,946,000","524,363,000","211,238,000","319,778,000","277,142,000","264,419,000","224,919,000","68,905,000","167,890,000","112,096,000",,,
				LineOfCredit,"719,374,000","819,399,000","635,366,000","383,557,000","328,934,000","651,428,000","687,012,000",,"801,829,000","560,502,000","455,138,000",,"448,286,000",,"715,967,000","804,179,000","738,003,000","744,509,000","555,871,000","668,959,000","487,096,000","578,544,000","607,420,000","408,304,000","415,079,000","305,306,000","393,744,000","349,934,000","416,946,000","524,363,000","211,238,000","319,778,000","277,142,000","264,419,000","224,919,000","68,905,000","167,890,000","112,096,000",,,
				OtherCurrentBorrowings,,,,,,,,,,,"36,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,887,000","1,334,000","53,584,000"
		LongTermProvisions,,,,,,,,,,,,,,,,,,,,,,,,,"8,741,000","8,969,000","8,953,000","11,183,000","11,745,000","12,349,000","13,322,000","14,440,000","16,599,000","16,480,000","19,530,000",,,,,,
		LongTermDebtAndCapitalLeaseObligation,"1,056,092,000","1,083,151,000","1,107,476,000","1,143,655,000","1,139,530,000","675,498,000","666,128,000","655,407,000","654,263,000","643,314,000","606,870,000","606,410,000","587,019,000","379,082,000","444,797,000","444,683,000","435,510,000","457,126,000","479,042,000","494,799,000","457,008,000","227,557,000","284,736,000","174,861,000","255,343,000","324,105,000","352,906,000","398,936,000","408,824,000","596,141,000","595,986,000","529,082,000","527,374,000","462,842,000","150,595,000","99,915,000","99,571,000","99,449,000",,,"47,289,000"
			LongTermDebt,"1,056,092,000","1,083,151,000","1,107,476,000","1,143,655,000","1,139,530,000","675,498,000","666,128,000","655,407,000","654,263,000","643,314,000","606,870,000","606,410,000","587,019,000","379,082,000","444,797,000","444,683,000","435,510,000","457,126,000","479,042,000","494,799,000","457,008,000","227,557,000","284,736,000","174,861,000","255,343,000","324,105,000","352,906,000","398,936,000","408,824,000","596,141,000","595,986,000","529,082,000","527,374,000","462,842,000","150,595,000","99,915,000","99,571,000","99,449,000",,,"47,289,000"
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,223,000","1,825,000",,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,295,000"
TotalEquityGrossMinorityInterest,"689,334,000","678,628,000","672,743,000","679,037,000","575,973,000","473,015,000","469,349,000","465,126,000","466,065,000","426,339,000","425,744,000","425,757,000","425,102,000","425,587,000","424,158,000","422,196,000","420,714,000","419,170,000","420,500,000","416,982,000","417,890,000","429,673,000","465,268,000","454,297,000","454,001,000","456,488,000","491,624,000","489,150,000","487,155,000","480,886,000","401,039,000","403,835,000","404,088,000","406,216,000","410,647,000","394,876,000","163,584,000","165,438,000","166,683,000","167,658,000","29,271,000"
	StockholdersEquity,"689,334,000","678,628,000","672,743,000","679,037,000","575,973,000","473,015,000","469,349,000","465,126,000","466,065,000","426,339,000","425,744,000","425,757,000","425,102,000","425,587,000","424,158,000","422,196,000","420,714,000","419,170,000","420,500,000","416,982,000","417,890,000","419,029,000","418,260,000","407,291,000","406,982,000","409,471,000","407,573,000","405,099,000","403,069,000","402,954,000","401,039,000","403,835,000","404,088,000","406,216,000","410,647,000","394,876,000","163,584,000","165,438,000","166,683,000","167,658,000","29,271,000"
		CapitalStock,"467,000","465,000","464,000","464,000","399,000","329,000","329,000","329,000","329,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","272,000","92,000","92,000","92,000","92,000","15,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0"
			CommonStock,"467,000","465,000","464,000","464,000","399,000","329,000","329,000","329,000","329,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","283,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","284,000","272,000","92,000","92,000","92,000","92,000","15,000"
		AdditionalPaidInCapital,"707,579,000","703,950,000","701,370,000","700,994,000","598,936,000","497,803,000","497,421,000","497,054,000","496,689,000","423,619,000","423,137,000","422,658,000","422,231,000","421,739,000","421,415,000","421,086,000","420,871,000","420,637,000","420,428,000","420,251,000","420,154,000","420,056,000","419,946,000","420,013,000","420,983,000","421,179,000","421,006,000","420,758,000","420,543,000","420,344,000","420,182,000","419,930,000","419,669,000","419,405,000","419,251,000","404,005,000","169,336,000","169,200,000","169,210,000","169,075,000","29,985,000"
		RetainedEarnings,"-29,170,000","-28,631,000","-29,110,000","-22,538,000","-23,625,000","-25,117,000","-28,401,000","-32,257,000","-30,953,000","2,437,000","2,324,000","2,816,000","2,588,000","3,565,000","2,460,000","827,000","-440,000","-1,750,000","-211,000","-3,552,000","-2,547,000","-1,310,000","-1,969,000","-13,005,000","-14,285,000","-11,992,000","-13,717,000","-15,943,000","-17,758,000","-17,674,000","-19,427,000","-16,379,000","-15,865,000","-13,473,000","-8,888,000","-9,401,000","-5,844,000","-3,854,000","-2,619,000","-1,509,000","-729,000"
		GainsLossesNotAffectingRetainedEarnings,"10,458,000","2,844,000","19,000","117,000","263,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	MinorityInterest,,,,,,,,,,,,,,,,,,"0","0","0","0","10,644,000","47,008,000","47,006,000","47,019,000","47,017,000","84,051,000","84,051,000","84,086,000","77,932,000",,,,,,,,,,,
TotalCapitalization,"1,745,426,000","1,761,779,000","1,780,219,000","1,822,692,000","1,715,503,000","1,148,513,000","1,135,477,000","1,120,533,000","1,120,328,000","1,069,653,000","1,032,614,000","1,032,167,000","1,012,121,000","804,669,000","868,955,000","866,879,000","856,224,000","876,296,000","899,542,000","911,781,000","874,898,000","646,586,000","702,996,000","582,152,000","662,325,000","733,576,000","760,479,000","804,035,000","811,893,000","999,095,000","997,025,000","932,917,000","931,462,000","869,058,000","561,242,000","494,791,000","263,155,000","264,887,000",,,"76,560,000"
CommonStockEquity,"689,334,000","678,628,000","672,743,000","679,037,000","575,973,000","473,015,000","469,349,000","465,126,000","466,065,000","426,339,000","425,744,000","425,757,000","425,102,000","425,587,000","424,158,000","422,196,000","420,714,000","419,170,000","420,500,000","416,982,000","417,890,000","419,029,000","418,260,000","407,291,000","406,982,000","409,471,000","407,573,000","405,099,000","403,069,000","402,954,000","401,039,000","403,835,000","404,088,000","406,216,000","410,647,000","394,876,000","163,584,000","165,438,000","166,683,000","167,658,000","29,271,000"
NetTangibleAssets,"689,334,000","678,628,000","672,743,000","679,037,000","575,973,000","473,015,000","469,349,000","465,126,000","466,065,000","426,339,000","425,744,000","425,757,000","425,102,000","425,587,000","424,158,000","422,196,000","420,714,000","419,170,000","420,500,000","416,982,000","417,890,000","419,029,000","418,260,000","407,291,000","346,004,000","347,671,000","347,425,000","345,022,000","344,544,000","344,065,000","341,425,000","345,277,000","343,956,000","346,576,000","349,769,000","394,876,000","163,584,000","165,438,000","166,683,000","167,658,000","29,271,000"
WorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"214,632,000","166,028,000","81,224,000"
InvestedCapital,"2,464,800,000","2,581,178,000","2,415,585,000","2,206,249,000","2,044,437,000","1,799,941,000","1,822,489,000","1,120,533,000","1,922,157,000","1,630,155,000","1,524,032,000","1,032,167,000","1,460,407,000","804,669,000","1,584,922,000","1,671,058,000","1,594,227,000","1,620,805,000","1,455,413,000","1,580,740,000","1,361,994,000","1,225,130,000","1,310,416,000","990,456,000","1,077,404,000","1,038,882,000","1,154,223,000","1,153,969,000","1,228,839,000","1,523,458,000","1,208,263,000","1,252,695,000","1,208,604,000","1,133,477,000","786,161,000","563,696,000","431,045,000","376,983,000",,,"76,560,000"
TangibleBookValue,"689,334,000","678,628,000","672,743,000","679,037,000","575,973,000","473,015,000","469,349,000","465,126,000","466,065,000","426,339,000","425,744,000","425,757,000","425,102,000","425,587,000","424,158,000","422,196,000","420,714,000","419,170,000","420,500,000","416,982,000","417,890,000","419,029,000","418,260,000","407,291,000","346,004,000","347,671,000","347,425,000","345,022,000","344,544,000","344,065,000","341,425,000","345,277,000","343,956,000","346,576,000","349,769,000","394,876,000","163,584,000","165,438,000","166,683,000","167,658,000","29,271,000"
TotalDebt,"1,775,466,000","1,902,550,000","1,742,842,000","1,527,212,000","1,468,464,000","1,326,926,000","1,353,140,000","655,407,000","1,456,092,000","1,203,816,000","1,098,288,000","606,410,000","1,035,305,000","379,082,000","1,160,764,000","1,248,862,000","1,173,513,000","1,201,635,000","1,034,913,000","1,163,758,000","944,104,000","806,101,000","892,156,000","583,165,000","670,422,000","629,411,000","746,650,000","748,870,000","825,770,000","1,120,504,000","807,224,000","848,860,000","804,516,000","727,261,000","375,514,000","168,820,000","267,461,000","211,545,000",,,"47,289,000"
NetDebt,"1,761,707,000","1,851,935,000","1,727,055,000","1,451,541,000","1,370,520,000","1,252,150,000","1,271,845,000","582,420,000","1,381,594,000","1,198,560,000","1,092,336,000","601,195,000","1,022,491,000","367,993,000","1,155,730,000","1,243,817,000","1,168,312,000","1,173,292,000","1,006,668,000","1,158,035,000","899,704,000","758,831,000","850,388,000","577,856,000","664,258,000","620,416,000","736,251,000","740,765,000","816,765,000","1,103,953,000","795,776,000","828,708,000","774,114,000","707,161,000","362,961,000","128,585,000","244,911,000","188,155,000",,,"42,703,000"
ShareIssued,"47,412,436","47,144,058","47,001,821","47,001,121","40,477,841","33,442,332","33,441,937","33,441,937","33,398,952","28,865,610","28,865,610","28,868,735","28,849,070","28,755,665","28,698,600","28,698,600","28,598,916","28,598,916","28,582,690","28,582,690","28,482,756","28,482,756","28,482,756","28,513,137","28,573,519","28,609,650","28,609,650","28,609,650","28,584,095","28,586,915","28,604,798","28,604,798","28,589,634","28,506,977","28,476,596","27,286,769","9,267,162","9,267,162","9,267,162","9,242,162","9,235,135"
OrdinarySharesNumber,"47,412,436","47,144,058","47,001,821","47,001,121","40,477,841","33,442,332","33,441,937","33,441,937","33,398,952","28,865,610","28,865,610","28,868,735","28,849,070","28,755,665","28,698,600","28,698,600","28,598,916","28,598,916","28,582,690","28,582,690","28,482,756","28,482,756","28,482,756","28,513,137","28,573,519","28,609,650","28,609,650","28,609,650","28,584,095","28,586,915","28,604,798","28,604,798","28,589,634","28,506,977","28,476,596","27,286,769","9,267,162","9,267,162","9,267,162","9,242,162","9,235,135"
