name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
TotalAssets,"17,434,000,000","17,852,000,000","17,232,000,000","16,829,000,000","16,660,000,000","16,923,000,000","18,787,000,000","18,216,000,000","17,429,000,000","16,204,000,000","15,844,000,000","15,517,000,000","16,096,000,000","15,913,000,000","15,274,000,000","14,806,000,000","15,045,000,000","15,221,000,000","14,580,000,000","13,938,000,000","13,629,000,000","14,262,000,000","13,716,700,000","13,140,100,000","12,735,900,000","13,065,400,000","12,267,600,000","11,797,600,000","11,383,400,000","11,718,916,000","9,227,043,000","8,687,294,000","8,279,299,000","8,208,914,000","7,617,149,000","7,012,320,000","6,709,302,000","6,521,571,000","6,107,039,000","5,654,219,000","5,668,125,000","5,507,933,000","5,104,115,000","4,916,702,000","4,637,873,000","4,583,074,000","4,246,279,000","3,764,154,000","3,509,747,000","3,338,240,000","2,976,482,000","2,673,287,000","2,429,045,000","2,374,560,000","2,212,228,000","2,109,781,000","1,941,657,000","1,838,306,000","1,739,013,000","1,584,354,000","1,444,690,000","1,325,981,000","1,182,512,000","1,046,066,000","934,327,000","869,893,000","771,736,000","683,208,000","604,847,000","572,745,000","506,842,000","442,683,000","389,350,000","360,589,000","313,993,000","271,412,000","241,692,000","231,473,000","200,776,000","180,792,000","154,321,000","144,983,000","138,573,000","123,283,000","111,795,000","109,540,000","95,378,000","83,048,000","72,809,000","69,000,000","61,000,000","56,400,000","53,800,000","51,700,000","44,700,000","40,100,000"
	CurrentAssets,"7,077,000,000","7,342,000,000","6,995,000,000","6,451,000,000","6,595,000,000","6,851,000,000","8,619,000,000","8,531,000,000","8,325,000,000","7,611,000,000","7,391,000,000","7,206,000,000","7,883,000,000","8,677,000,000","8,727,000,000","8,303,000,000","8,990,000,000","9,111,000,000","8,557,000,000","8,099,000,000","7,842,000,000","8,600,000,000","8,199,800,000","7,758,900,000","7,570,900,000","7,908,600,000","7,237,900,000","6,771,400,000","6,406,500,000","6,750,297,000","7,260,026,000","6,740,690,000","6,290,740,000","6,147,882,000","5,739,205,000","5,133,961,000","4,836,640,000","4,814,294,000","4,541,531,000","4,152,352,000","4,196,742,000","4,085,506,000","3,812,197,000","3,757,897,000","3,535,800,000","3,518,234,000","3,234,680,000","2,804,924,000","2,469,233,000","2,307,568,000","2,016,826,000","1,763,674,000","1,525,656,000","1,468,119,000","1,321,208,000","1,268,620,000","1,116,421,000","1,242,179,000","1,353,594,000","1,229,570,000","1,137,593,000","1,040,391,000","921,217,000","811,590,000","709,133,000","663,423,000","591,860,000","531,858,000","482,379,000","453,997,000","412,004,000","360,205,000","307,041,000","278,497,000","242,870,000","203,859,000","182,542,000","175,834,000","169,316,000","149,944,000","127,072,000","117,335,000","111,264,000","99,721,000","88,773,000","88,223,000","77,522,000","67,465,000","60,544,000","56,700,000","48,700,000","45,100,000","43,700,000","42,400,000","37,100,000","32,500,000"
		CashCashEquivalentsAndShortTermInvestments,"2,319,000,000","2,719,000,000","2,413,000,000","1,850,000,000","2,158,000,000","2,724,000,000","4,575,000,000","4,582,000,000","4,282,000,000","3,424,000,000","3,077,000,000","3,003,000,000","3,668,000,000","4,511,000,000","4,763,000,000","4,247,000,000","4,830,000,000","5,056,000,000","4,713,000,000","4,378,000,000","4,274,000,000","5,169,000,000","4,858,600,000","4,481,200,000","4,451,700,000","4,949,500,000","4,050,700,000","3,566,500,000","3,349,800,000","3,774,726,000","4,618,479,000","4,129,221,000","3,864,984,000","3,747,473,000","3,360,599,000","2,900,569,000","2,744,446,000","2,863,758,000","2,631,748,000","2,346,142,000","2,491,195,000","2,432,264,000","2,291,276,000","2,269,411,000","2,168,115,000","2,226,388,000","1,928,816,000","1,651,999,000","1,433,881,000","1,399,332,000","1,182,701,000","983,172,000","808,640,000","762,579,000","595,396,000","551,172,000","474,947,000","670,425,000","809,256,000","710,236,000","673,101,000","648,159,000","535,598,000","468,200,000","422,548,000","424,001,000","368,496,000","326,802,000","314,394,000","314,761,000","270,391,000","233,173,000","198,859,000","194,221,000","159,749,000","137,739,000","126,647,000","126,211,000","123,082,000","103,843,000","91,186,000","84,977,000","79,767,000","67,659,000","60,966,000","61,976,000","52,836,000","45,209,000","40,360,000","42,600,000","33,700,000","29,400,000","25,100,000","28,400,000","26,100,000","21,500,000"
			CashAndCashEquivalents,"2,192,000,000","1,792,000,000","1,664,000,000","1,368,000,000","1,973,000,000","2,680,000,000","4,436,000,000","4,422,000,000","3,886,000,000","2,645,000,000","2,343,000,000","1,660,000,000","950,000,000","1,161,000,000","1,339,000,000","901,000,000","1,440,000,000","1,925,000,000","1,577,000,000","1,157,000,000","1,308,000,000","2,034,000,000","1,550,300,000","1,684,500,000","1,523,800,000","2,125,200,000","1,476,700,000","1,089,300,000","1,271,400,000","2,010,149,000","2,617,619,000","1,992,442,000","1,935,991,000","2,213,006,000","2,031,119,000","1,678,205,000","1,474,860,000","1,570,077,000","1,324,739,000","1,050,245,000","1,328,535,000","1,310,906,000","1,181,219,000","1,193,040,000","1,293,499,000","1,540,969,000","1,317,077,000","1,039,686,000","1,080,942,000","1,100,930,000","992,926,000","860,377,000","758,568,000","735,066,000","569,262,000","521,193,000","449,739,000","339,845,000","296,488,000","268,985,000","273,038,000","265,937,000","197,700,000","203,105,000","165,362,000","196,938,000","214,909,000","180,123,000","174,988,000","293,446,000","250,370,000","197,027,000","161,985,000","194,221,000","159,749,000","137,739,000","126,647,000","126,211,000","123,082,000","103,843,000","91,186,000","84,977,000","79,767,000","67,659,000","60,966,000","61,976,000","52,836,000","45,209,000","40,360,000","42,600,000","33,700,000","29,400,000","25,100,000","28,400,000","26,100,000","21,500,000"
			OtherShortTermInvestments,"127,000,000","927,000,000","749,000,000","482,000,000","185,000,000","44,000,000","139,000,000","160,000,000","396,000,000","779,000,000","734,000,000","1,343,000,000","2,718,000,000","3,350,000,000","3,424,000,000","3,346,000,000","3,390,000,000","3,131,000,000","3,136,000,000","3,221,000,000","2,966,000,000","3,135,000,000","3,308,300,000","2,796,700,000","2,927,900,000","2,824,300,000","2,574,000,000","2,477,200,000","2,078,400,000","1,764,577,000","2,000,860,000","2,136,779,000","1,928,993,000","1,534,467,000","1,329,480,000","1,222,364,000","1,269,586,000","1,293,681,000","1,307,009,000","1,295,897,000","1,162,660,000","1,121,358,000","1,110,057,000","1,076,371,000","874,616,000","685,419,000","611,739,000","612,313,000","352,939,000","298,402,000","189,775,000","122,795,000","50,072,000","27,513,000","26,134,000","29,979,000","25,208,000","330,580,000","512,768,000","441,251,000","400,063,000","382,222,000","337,898,000","265,095,000","257,186,000","227,063,000","153,587,000","146,679,000","139,406,000","21,315,000","20,021,000","36,146,000","36,874,000",,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"3,663,000,000","3,557,000,000","3,510,000,000","3,419,000,000","3,232,000,000","3,087,000,000","3,118,000,000","3,208,000,000","3,220,000,000","3,256,000,000","3,438,000,000","3,386,000,000","3,377,000,000","3,257,000,000","3,187,000,000","3,204,000,000","3,145,000,000","3,222,000,000","3,292,000,000","3,089,000,000","3,039,000,000","2,905,000,000","2,915,700,000","2,878,500,000","2,751,300,000","2,621,600,000","2,556,600,000","2,548,700,000","2,448,100,000","2,293,264,000","2,147,131,000","2,120,580,000","1,970,954,000","1,875,272,000","1,891,186,000","1,785,227,000","1,702,334,000","1,528,746,000","1,577,195,000","1,503,887,000","1,421,258,000","1,318,670,000","1,268,076,000","1,227,592,000","1,123,150,000","1,014,268,000","1,065,136,000","933,691,000","812,325,000","709,240,000","684,770,000","635,916,000","600,707,000","579,639,000","599,950,000","583,132,000","519,396,000","436,456,000","428,501,000","403,599,000","347,763,000","298,475,000","296,722,000","266,259,000","217,683,000","176,696,000","171,588,000","165,678,000","131,194,000","110,517,000","103,733,000","90,038,000","84,232,000","61,796,000","74,982,000","52,234,000","46,833,000","41,005,000","39,357,000","38,115,000","29,785,000","27,966,000","27,206,000","27,579,000","23,670,000","22,489,000","20,055,000","17,454,000","16,444,000","11,100,000","13,200,000","13,600,000","16,300,000","12,200,000","8,500,000","8,900,000"
			AccountsReceivable,"3,663,000,000","3,557,000,000","3,510,000,000","3,419,000,000","3,232,000,000","3,087,000,000","3,118,000,000","3,208,000,000","3,220,000,000","3,256,000,000","3,438,000,000","3,386,000,000","3,377,000,000","3,257,000,000","3,187,000,000","3,204,000,000","3,145,000,000","2,865,000,000","2,889,000,000","2,680,000,000","2,644,000,000","2,556,000,000","2,492,100,000","2,427,400,000","2,319,100,000","2,252,600,000","2,135,700,000","2,162,200,000","2,059,900,000","1,968,680,000","1,809,038,000","1,822,636,000","1,703,605,000","1,648,785,000","1,637,126,000","1,560,856,000","1,495,996,000","1,345,661,000","1,363,454,000","1,503,887,000","1,421,258,000","1,179,043,000","1,104,703,000","1,227,592,000","994,948,000","1,014,268,000","1,065,136,000","933,691,000","812,325,000","709,240,000","684,770,000","635,916,000","600,707,000","579,639,000","599,950,000","583,132,000","519,396,000","436,456,000","428,501,000","403,599,000","347,763,000","298,475,000","296,722,000","266,259,000","217,683,000","153,971,000","146,865,000","143,076,000","112,452,000","96,363,000","86,781,000","76,353,000","71,512,000","52,253,000","53,215,000","42,908,000","40,610,000","36,697,000","31,820,000","31,082,000","23,774,000","22,544,000","27,206,000","23,223,000","19,944,000",,,,,,,,,,,
				GrossAccountsReceivable,,"3,607,000,000",,,,"3,144,000,000",,"3,283,000,000","3,294,000,000","3,323,000,000","3,542,000,000","3,486,000,000","3,469,000,000","3,335,000,000","3,255,000,000","3,272,000,000","3,211,000,000","2,930,000,000","2,951,000,000","2,744,000,000","2,702,000,000","2,604,000,000","2,537,300,000","2,476,200,000","2,368,200,000","2,291,600,000","2,175,200,000","2,195,500,000","2,091,400,000","2,005,605,000","1,838,453,000","1,855,440,000","1,732,080,000","1,675,609,000","1,668,470,000","1,590,427,000","1,523,390,000","1,371,477,000","1,390,824,000","1,530,770,000","1,446,570,000","1,203,701,000","1,128,498,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-50,000,000",,,,"-57,000,000",,"-75,000,000","-74,000,000","-67,000,000","-104,000,000","-100,000,000","-92,000,000","-78,000,000","-68,000,000","-68,000,000","-66,000,000","-65,000,000","-62,000,000","-64,000,000","-58,000,000","-48,000,000","-45,200,000","-48,800,000","-49,100,000","-39,000,000","-39,500,000","-33,300,000","-31,500,000","-36,925,000","-29,415,000","-32,804,000","-28,475,000","-26,824,000","-31,344,000","-29,571,000","-27,394,000","-25,816,000","-27,370,000","-26,883,000","-25,312,000","-24,658,000","-23,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"357,000,000","403,000,000","409,000,000","395,000,000","349,000,000","423,600,000","451,100,000","432,200,000","369,000,000","420,900,000","386,500,000","388,200,000","324,584,000","338,093,000","297,944,000","267,349,000","226,487,000","254,060,000","224,371,000","206,338,000","183,085,000","213,741,000",,"187,081,000","139,627,000","163,373,000","152,399,000","128,202,000",,,,,,,,,,,,,,,,,,,,,"22,725,000","24,723,000","22,602,000","18,742,000","14,154,000","16,952,000","13,685,000","12,720,000","9,543,000","21,767,000","9,326,000","6,223,000","4,308,000","7,537,000","7,033,000","6,011,000","5,422,000",,"4,356,000","3,726,000",,,,,,,,,,,
