name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
MarketCap,"1,529,904,070","1,828,850,812","1,863,968,367","1,836,978,835","1,792,405,013","1,700,611,766","1,312,500,081","863,405,158","1,055,360,759","972,679,164","1,616,533,950","1,504,609,691","1,869,667,467","1,733,767,088","1,675,035,534","1,736,016,627","2,102,975,270","2,053,314,648","1,978,900,931","2,291,367,303","2,162,956,189","2,036,370,343","2,049,913,674","1,657,038,110","1,615,769,442","1,611,916,752","1,689,124,559","1,519,950,705","1,468,024,989","1,278,853,132","1,070,551,345","828,029,808","877,015,991","937,704,214","792,883,983","729,859,933","575,788,790","511,935,818","458,409,116","347,963,552","318,486,033","338,252,320","289,522,608","234,116,556","263,992,256","278,352,022","284,276,575","225,832,222","231,511,365","232,660,088","204,523,340","186,861,139","111,939,753","79,656,982","73,284,424","96,875,886","91,472,302","127,762,778","117,627,910","128,904,635","158,254,527","156,366,289","168,008,156","176,261,192","184,544,050","169,995,773","166,999,131","172,040,736","145,029,908","138,653,304","110,867,456","102,749,888","98,628,211","105,874,629","94,698,341","81,459,140","43,607,609","39,846,619","39,620,472","34,760,205","42,138,618","45,714,296","29,386,087","33,293,925","31,780,909","17,531,234","17,274,538","15,983,265","16,242,270","16,497,511","17,327,763","17,327,763","17,327,763","17,323,562"
PeRatio,"8.547","10.328","10.744","10.748","11.806","13.01","10.482","7.202","8.397","7.227","11.336","10.257","12.415","11.357","13.165","14.709","19.338","20.497","17.981","21.84","21.313","20.874","22.004","18.476","18.72","19.2","21.754","20.495","21.033","19.692","18.5","17.388","18.855","20.511","17.979","16.803","14.23","13.596","12.404","12.029","12.5","14.684","14.116","11.427","14.149","16.337","18.74","17.662","20.31","20.431","19.036","19.958","15.073","10.675","9.274","10.782","12.171","16.731","15.513","17","21.179","20.272","21.905","22.282","23.336","22.596","23.717","24.469","25.163","26.133","22.854","27.143","28.077","29.697","22.948","16","13.759","12.971","15.884","18.174","30.957","27.224","17.5","18.128","19.948","16.667","18.145","40.43","41.085",,,,,
ForwardPeRatio,"10.299","12.953","12.97","12.771","12.195","12.195","10.87","6.868","9.747","7.174","10.811","9.872","11.521","10.526",,"10.764","14.205","13.831","15.949","18.868","20.408","19.418","20.121","16.949","17.513","16.502","19.231","17.637","17.483","15.974","15.625","14.104","14.859","16.367","15.504","14.144","11.848","11.325","11.351","9.931","8.711","11.429","10.56","8.826","11.111","11.933","16.287",,,,,,,,,,"16.807","23.753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,"1.583","4.18","2.29","3.481","1.305","2.513","1.431","1.458","1.21",,"0.868",,,,,,,,,,,,,,"1.996","1.952","1.764","1.858","2.047","1.937","1.768","1.481","1.416","1.418","1.242","1.089","1.428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.251","5","5.083","4.891","4.8","4.689","3.718","2.515","3.184","2.955","4.785","4.402","5.397","5.092","4.98","5.297","6.552","6.557","6.566","7.791","7.483","7.149","7.419","6.128","6.139","6.141","6.685","5.97","5.871","5.375","5.17","4.819","5.209","5.614","4.785","4.392","3.498","3.41","3.111","2.62","2.62","3.018","2.791","2.259","2.722","3.069","3.36","2.896","2.942","2.791","2.316","2.076","1.882","1.478","1.451","2.033","2.291","3.279","3.1","3.532","4.474","4.484","4.889","5.311","5.563","5.251","6.173","6.369","5.418","5.664","4.922","5.325","4.919","5.066","4.243","2.871","3.421","3.127","3.103","3.494","4.656","5.055","3.249","4.277","4.248","2.797","4.114","4.227","4.295","5.443","6.984","24.776","24.776","24.776"
PbRatio,"1.196","1.354","1.4","1.406","1.422","1.37","1.073","0.727","0.908","0.817","1.365","1.27","1.628","1.563","1.578","1.697","2.135","2.16","2.119","2.538","2.477","2.416","2.542","2.101","2.119","2.182","2.365","2.193","2.192","2.33","2.773","2.237","2.479","2.78","2.436","2.333","1.889","1.745","1.563","1.577","1.478","1.611","1.437","1.16","1.362","1.485","1.561","1.256","1.329","1.368","1.234","1.139","1.029","0.737","0.691","0.963","1.086","1.529","1.449","1.696","2.125","2.144","2.381","2.574","2.695","2.528","2.626","2.706","2.375","2.325","1.894","1.819","1.802","1.937","1.786","1.57","2.022","1.91","1.978","1.814","2.433","2.668","1.715","2.002","1.945","1.129","1.164","1.13","1.148","1.195","1.265","1.238","1.238","1.193"
