name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996
TotalAssets,"3,890,544,000","4,035,240,000","4,091,004,000","4,088,655,000","4,020,772,000","3,959,505,000","3,903,336,000","3,906,669,000","4,060,276,000","4,007,169,000","3,956,526,000","4,015,603,000","3,965,949,000","3,860,536,000","3,790,649,000","3,804,064,000","2,785,751,000","2,725,174,000","2,757,109,000","2,679,323,000","2,607,160,000","2,576,215,000","2,642,362,000","2,646,066,000","2,569,416,000","2,516,111,000","2,539,965,000","2,511,736,000","2,464,648,000","2,354,659,000","2,397,202,000","2,323,073,000","2,238,440,000","2,200,173,000","2,205,684,000","2,121,348,000","2,104,566,000","2,048,817,000","1,859,964,000","1,794,237,000","1,816,340,000","1,736,363,000","1,781,434,000","1,762,500,000","1,680,816,000","1,609,933,000","1,663,233,000","1,577,588,000","1,598,338,000","1,616,753,000","1,696,422,000","1,757,888,000","1,439,707,000","1,424,436,000","927,017,000","887,833,000","863,830,000","821,823,000","829,767,000","809,263,000","786,838,000","764,778,000","735,497,000","707,246,000","697,020,000","678,879,000","705,466,000","685,641,000","680,967,000","670,004,000","654,294,000","627,714,000","624,025,000","625,805,000","615,999,000","613,563,000","567,168,000","566,518,000","582,395,000","594,605,000","594,318,000","571,999,000","584,628,000","575,706,000","544,956,000","531,387,000","533,723,000","524,589,000","532,429,000","532,900,000","550,700,000","546,600,000","553,100,000","558,800,000","563,400,000","547,500,000","332,200,000","326,400,000","348,100,000","339,500,000","344,200,000","341,000,000"
	CurrentAssets,"1,331,390,000","1,446,731,000","1,464,723,000","1,443,528,000","1,368,162,000","1,246,554,000","1,210,865,000","1,236,947,000","1,339,806,000","1,329,197,000","1,271,228,000","1,298,109,000","1,244,092,000","1,126,436,000","1,114,797,000","1,137,114,000","1,029,250,000","979,242,000","1,021,189,000","965,644,000","910,523,000","884,796,000","944,424,000","950,516,000","892,221,000","908,057,000","947,476,000","969,374,000","973,073,000","920,430,000","1,008,644,000","986,199,000","929,251,000","910,277,000","957,113,000","941,453,000","935,902,000","897,987,000","903,477,000","852,239,000","862,957,000","782,960,000","817,793,000","799,599,000","748,754,000","679,853,000","719,142,000","634,088,000","633,859,000","626,206,000","696,244,000","701,991,000","688,323,000","657,697,000","538,055,000","493,647,000","468,639,000","432,722,000","438,605,000","426,220,000","403,102,000","370,959,000","381,234,000","363,879,000","365,399,000","345,991,000","369,573,000","352,411,000","341,131,000","323,684,000","308,796,000","281,768,000","275,825,000","274,079,000","259,272,000","248,525,000","243,776,000","237,136,000","248,686,000","257,973,000","256,647,000","252,531,000","261,468,000","255,342,000","246,876,000","229,539,000","234,293,000","225,866,000","231,593,000","230,400,000","247,400,000","240,000,000","244,400,000","245,800,000","247,000,000","232,100,000","198,000,000","189,000,000","209,700,000","201,500,000","204,900,000","196,900,000"
		CashCashEquivalentsAndShortTermInvestments,"207,833,000","426,075,000","446,555,000","360,100,000","284,098,000","199,973,000","149,773,000","98,483,000","99,969,000","145,378,000","97,573,000","63,302,000","65,303,000","71,634,000","79,959,000","108,109,000","100,147,000","85,779,000","87,552,000","89,002,000","78,953,000","80,885,000","81,090,000","118,119,000","84,745,000","84,422,000","82,202,000","87,384,000","80,761,000","58,462,000","115,287,000","95,842,000","56,665,000","54,590,000","48,556,000","60,972,000","54,658,000","69,456,000","61,829,000","39,903,000","56,329,000","50,380,000","74,539,000","72,598,000","60,819,000","61,308,000","105,579,000","78,708,000","72,560,000","76,620,000","100,863,000","67,556,000","126,873,000","97,520,000","109,833,000","80,976,000","60,242,000","61,142,000","71,635,000","68,472,000","38,276,000","43,383,000","83,718,000","66,938,000","76,653,000","71,551,000","84,597,000","74,671,000","65,024,000","54,959,000","48,895,000","27,861,000","36,969,000","41,683,000","24,058,000","26,015,000","30,852,000","28,096,000","29,828,000","10,141,000","13,042,000","12,974,000","10,542,000","6,712,000","9,206,000","8,724,000","9,315,000","14,399,000","13,544,000","9,400,000","10,400,000","16,300,000","19,200,000","18,000,000","12,400,000","7,400,000","7,700,000","12,200,000","15,000,000","14,300,000","14,000,000","9,100,000"
			CashAndCashEquivalents,"207,833,000","426,075,000","446,555,000","360,100,000","284,098,000","199,973,000","149,773,000","98,483,000","99,969,000","145,378,000","97,573,000","63,302,000","65,303,000","71,634,000","79,959,000","108,109,000","100,147,000","85,779,000","87,552,000","89,002,000","78,953,000","80,885,000","81,090,000","118,119,000","84,745,000","84,422,000","82,202,000","87,384,000","80,761,000","58,462,000","115,287,000","95,842,000","56,665,000","54,590,000","48,556,000","60,972,000","54,658,000","69,456,000","61,829,000","39,903,000","56,329,000","50,380,000","74,539,000","72,598,000","60,819,000","61,308,000","105,579,000","78,708,000","72,560,000","76,620,000","100,863,000","67,556,000","126,873,000","97,520,000","109,833,000","80,976,000","60,242,000","61,142,000","71,635,000","68,472,000","38,276,000","43,383,000","83,718,000","66,938,000","76,653,000","71,551,000","84,597,000","74,671,000","65,024,000","54,959,000","48,895,000","27,861,000","36,969,000","41,683,000","24,058,000","26,015,000","30,852,000","28,096,000","29,828,000","10,141,000","13,042,000","12,974,000","10,542,000","6,712,000","9,206,000","8,724,000","9,315,000","14,399,000","13,544,000","9,400,000","10,400,000","16,300,000","19,200,000","18,000,000","12,400,000","7,400,000","7,700,000","12,200,000","15,000,000","14,300,000","14,000,000","9,100,000"
		Receivables,"592,589,000","515,144,000","535,122,000","603,272,000","618,523,000","543,813,000","566,866,000","572,200,000","638,630,000","581,186,000","599,628,000","658,847,000","606,304,000","493,298,000","438,217,000","394,104,000","389,620,000","350,280,000","421,558,000","329,602,000","295,839,000","275,890,000","364,126,000","295,921,000","278,535,000","279,457,000","344,053,000","299,431,000","331,376,000","310,021,000","353,432,000","329,104,000","327,312,000","317,366,000","395,136,000","351,839,000","349,284,000","306,011,000","361,871,000","308,961,000","314,518,000","256,271,000","300,070,000","275,748,000","272,518,000","235,874,000","266,683,000","203,638,000","209,033,000","195,406,000","225,928,000","239,270,000","204,774,000","195,227,000","178,128,000","168,242,000","162,751,000","147,623,000","162,287,000","138,002,000","137,411,000","119,925,000","119,041,000","112,827,000","107,446,000","99,761,000","112,733,000","98,623,000","99,613,000","97,238,000","99,277,000","92,553,000","84,100,000","79,850,000","89,589,000","77,793,000","74,335,000","69,442,000","76,406,000","93,621,000","88,693,000","90,258,000","102,008,000","112,689,000","107,329,000","94,770,000","105,153,000","90,768,000","92,636,000","96,400,000","115,500,000","94,400,000","98,600,000","102,200,000","108,200,000","95,900,000","81,500,000","70,900,000","91,800,000","79,300,000","75,900,000","71,300,000"
			AccountsReceivable,"311,302,000","258,270,000","318,455,000","273,951,000","304,682,000","265,732,000","307,914,000","334,796,000","399,638,000","366,974,000","416,205,000","452,798,000","455,654,000","369,339,000","412,567,000","362,459,000","326,057,000","275,433,000","367,715,000","299,225,000","263,773,000","255,402,000","346,308,000","285,091,000","279,607,000","249,387,000","323,137,000","266,422,000","280,905,000","248,436,000","291,584,000","279,579,000","271,440,000","315,297,000","389,937,000","356,038,000","351,374,000","307,377,000","354,386,000","300,661,000","308,395,000","251,995,000","297,614,000","265,420,000","256,379,000","222,241,000","248,513,000","195,453,000","195,837,000","178,382,000","209,626,000","233,650,000","204,774,000","195,227,000","178,128,000","166,571,000","162,140,000","140,669,000","152,826,000","134,914,000","137,034,000","119,925,000","117,254,000","109,930,000","103,206,000","99,293,000","107,403,000","94,812,000","99,613,000","97,238,000","99,277,000","92,553,000","84,100,000","79,850,000","87,807,000","77,793,000","74,335,000","69,442,000","76,406,000","93,621,000","88,693,000","90,258,000","102,008,000","112,689,000",,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,"322,119,000",,,"312,628,000",,"341,976,000","403,691,000","370,787,000","424,113,000","456,702,000","459,687,000","373,334,000","412,567,000","362,459,000","326,057,000","275,433,000","367,715,000","299,225,000","263,773,000","255,402,000","346,308,000","285,091,000","279,607,000","249,387,000","323,137,000","266,422,000","280,905,000","248,436,000","291,584,000","279,579,000",,"315,297,000","389,937,000","356,038,000","351,374,000","307,377,000","361,603,000","305,552,000","312,167,000","254,658,000","299,936,000","267,593,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,"-3,664,000",,,,,"-7,180,000","-4,053,000","-3,813,000","-7,908,000","-3,904,000","-4,033,000","-3,995,000",,,,,,,,,,,,,,,,,,,,,,,,,"-7,217,000","-4,891,000","-3,772,000","-2,663,000","-2,322,000","-2,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"17,415,000","8,928,000","12,071,000","31,329,000","30,459,000","34,092,000","28,879,000","34,685,000","37,406,000","8,743,000","8,099,000","8,070,000","13,968,000","3,769,000","6,397,000","7,994,000","24,269,000","18,842,000","19,376,000","11,706,000","15,942,000","23,129,000","20,358,000","4,740,000","1,687,000","33,518,000","21,838,000","24,529,000","20,298,000","9,860,000","6,574,000","6,641,000","6,820,000","10,577,000","14,071,000","5,941,000","5,549,000","5,949,000","7,485,000","8,300,000","6,123,000","4,276,000","2,456,000","10,328,000","16,139,000","13,633,000","18,170,000","8,185,000","13,196,000","17,024,000","16,302,000","5,620,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"267,013,000","251,255,000","204,596,000","301,823,000","290,904,000","251,488,000","236,962,000","202,719,000","201,586,000","205,469,000","175,324,000","197,979,000","136,682,000","120,190,000","23,191,000","27,319,000","42,969,000","59,798,000","38,243,000","21,119,000","18,618,000",,,"8,888,000",,,"2,919,000","13,607,000","36,719,000","58,482,000","62,352,000","50,144,000","49,052,000",,,,,,,,,,,,,,,,,,,,,,,"1,671,000","611,000","6,954,000","9,461,000","3,088,000","377,000",,"1,787,000","2,897,000","4,240,000","468,000","5,330,000","3,811,000",,,,,,,"1,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
