name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996
TotalAssets,"805,614,000","703,217,000","725,242,000","800,074,000","840,759,000","808,166,000","777,402,000","786,843,000","738,569,000","769,759,000","765,881,000","769,611,000","780,706,000","546,065,000","510,015,000","497,979,000","475,249,000","461,846,000","458,332,000","469,985,000","458,782,000","458,854,000","466,901,000","469,081,000","452,952,000","442,372,000","451,972,000","466,087,000","472,620,000","452,397,000","443,705,000","441,440,000","437,093,000","416,345,000","416,227,000","402,947,000","394,281,000","377,331,000","352,318,000","342,331,000","335,829,000","313,696,000","313,278,000","325,280,000","318,829,000","314,265,000","290,304,000","310,087,000","295,592,000","276,704,000","255,064,000","253,889,000","253,075,000","235,087,000","234,100,000","248,637,000","222,585,000","216,734,000","223,781,000","227,027,000","208,058,000","212,853,000","196,317,000","192,122,000","195,291,000","195,829,000","193,332,000","212,041,000","211,503,000","202,105,000","182,872,000","183,117,000","173,291,000","168,562,000","161,608,000","152,859,000","140,616,000","129,580,000","134,460,000","133,270,000","121,987,000","115,315,000","124,066,000","119,374,000","111,120,000","101,252,000","107,892,000","97,882,000","89,520,000","83,278,000","88,600,000","84,300,000","73,900,000","68,600,000","73,100,000","66,000,000","62,900,000","53,400,000","59,400,000","50,000,000","46,200,000","40,400,000","44,500,000"
	CurrentAssets,"368,538,000","277,014,000","324,338,000","418,922,000","475,056,000","439,800,000","412,120,000","419,766,000","380,494,000","372,512,000","381,789,000","382,638,000","386,790,000","367,856,000","401,426,000","388,739,000","363,776,000","346,774,000","340,798,000","350,233,000","338,879,000","338,264,000","350,213,000","354,599,000","340,984,000","330,368,000","352,073,000","368,420,000","375,013,000","355,498,000","343,590,000","342,250,000","339,582,000","323,649,000","328,628,000","334,263,000","333,439,000","321,614,000","300,731,000","296,601,000","291,538,000","268,773,000","268,908,000","280,598,000","273,841,000","269,341,000","246,463,000","266,867,000","252,045,000","231,520,000","209,060,000","206,409,000","204,195,000","185,765,000","185,312,000","199,559,000","171,997,000","165,987,000","172,830,000","176,549,000","163,539,000","166,889,000","152,387,000","149,912,000","154,185,000","155,476,000","155,185,000","174,715,000","177,374,000","167,353,000","157,036,000","157,339,000","147,391,000","142,259,000","135,707,000","127,184,000","114,773,000","103,191,000","107,531,000","106,074,000","94,729,000","87,683,000","98,007,000","93,720,000","86,251,000","76,523,000","84,752,000","76,072,000","68,378,000","62,517,000","69,300,000","66,700,000","57,500,000","52,400,000","57,200,000","50,800,000","49,100,000","40,900,000","47,500,000","39,100,000","35,400,000","30,100,000","34,600,000"
		CashCashEquivalentsAndShortTermInvestments,"23,221,000","17,054,000","29,749,000","176,841,000","270,852,000","209,290,000","177,698,000","217,809,000","106,205,000","66,078,000","77,372,000","97,790,000","116,963,000","61,756,000","121,177,000","119,591,000","115,827,000","73,544,000","58,325,000","52,760,000","75,856,000","38,958,000","41,195,000","45,887,000","73,415,000","32,274,000","45,453,000","85,302,000","119,089,000","88,397,000","71,481,000","81,447,000","110,275,000","66,227,000","69,937,000","80,913,000","103,188,000","76,911,000","75,288,000","71,467,000","95,831,000","55,138,000","53,001,000","65,186,000","85,344,000","75,517,000","52,492,000","65,956,000","71,354,000","49,691,000","24,819,000","15,568,000","34,606,000","20,841,000","6,804,000","14,364,000","6,775,000","10,933,000","11,043,000","9,872,000","18,996,000","30,367,000","13,242,000","5,464,000","26,762,000","39,171,000","34,670,000","48,900,000","60,885,000","58,342,000","44,542,000","44,409,000","44,422,000","41,963,000","25,875,000","23,030,000","21,994,000","12,016,000","288,000","3,638,000","936,000","1,972,000","796,000","3,671,000","2,049,000","1,884,000","1,092,000","1,854,000","228,000","860,000","600,000","4,700,000","700,000","900,000","1,400,000","300,000","6,100,000","4,500,000","2,500,000","1,100,000","2,000,000","2,300,000","300,000"
			CashAndCashEquivalents,"23,221,000","17,054,000","29,749,000","176,841,000","270,852,000","209,290,000","177,698,000","217,809,000","106,205,000","66,078,000","77,372,000","97,790,000","116,963,000","61,756,000","121,177,000","119,591,000","115,827,000","73,544,000","58,325,000","52,760,000","75,856,000","38,958,000","41,195,000","45,887,000","73,415,000","32,274,000","45,453,000","85,302,000","119,089,000","88,397,000","71,481,000","81,447,000","110,275,000","66,227,000","69,937,000","80,913,000","103,188,000","76,911,000","75,288,000","71,467,000","95,831,000","55,138,000","53,001,000","65,186,000","85,344,000","75,517,000","52,492,000","65,956,000","71,354,000","49,691,000","24,819,000","15,568,000","34,606,000","20,650,000","6,525,000","14,114,000","6,548,000","10,742,000","10,751,000","9,580,000","18,704,000","30,367,000","12,740,000","4,962,000","15,335,000","25,944,000","16,992,000","31,128,000","60,885,000","58,342,000","44,542,000","44,409,000","44,422,000","41,963,000","25,875,000","23,030,000","21,994,000","12,016,000","288,000","3,638,000","936,000","1,972,000","796,000","3,671,000","2,049,000","1,884,000","1,092,000","1,854,000","228,000","860,000","600,000","4,700,000","700,000","900,000","1,400,000","300,000","6,100,000","4,500,000","2,500,000","1,100,000","2,000,000","2,300,000","300,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"191,000","279,000","250,000","227,000","191,000","292,000","292,000","292,000",,"502,000","502,000","11,427,000","13,227,000","17,678,000","17,772,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"13,877,000","13,607,000","13,349,000","14,230,000","14,445,000","11,905,000","12,762,000","13,907,000","20,003,000","8,477,000","6,732,000","8,574,000","8,284,000","9,470,000",,,,"6,599,000",,,,"8,902,000",,,,"7,076,000",,,,"7,577,000",,,,"8,400,000","6,785,000","6,916,000","9,591,000","5,954,000",,,,"6,123,000","6,542,000","7,027,000","5,529,000","5,385,000",,,,"4,629,000",,,,"5,388,000","5,721,000","6,029,000","5,742,000","5,575,000","4,600,000","5,693,000","3,963,000","4,651,000","5,358,000","4,935,000","5,209,000","4,745,000","4,948,000","4,633,000","3,762,000","4,857,000","5,228,000","7,583,000","2,752,000","3,594,000","3,494,000","6,434,000","3,051,000","3,371,000","2,956,000","2,516,000","2,068,000","2,352,000","2,654,000","2,840,000","2,184,000","2,649,000","2,634,000","2,357,000","1,849,000","2,123,000","2,400,000","2,600,000","2,000,000","2,100,000","1,900,000","1,900,000","1,600,000","1,800,000","2,100,000","2,200,000","2,300,000","2,100,000","2,500,000"
			AccountsReceivable,"13,877,000","13,607,000","13,349,000","14,230,000","14,445,000","11,905,000","12,762,000","13,907,000","20,003,000","8,477,000","6,732,000","8,574,000","8,284,000","9,470,000",,,,"6,599,000",,,,"4,666,000",,,,"3,787,000",,,,"3,681,000",,,,"3,798,000","6,785,000","6,916,000","9,591,000","3,346,000",,,,"6,123,000","6,542,000","7,027,000","5,529,000","5,385,000",,,,"4,629,000",,,,"5,388,000","5,721,000","6,029,000","5,742,000","5,575,000","4,600,000","5,693,000","3,963,000","4,651,000","5,358,000","4,935,000","5,209,000","4,745,000","4,948,000","4,633,000","3,762,000","4,857,000","5,228,000","4,064,000","2,752,000","3,594,000","3,494,000","3,470,000","3,051,000","3,371,000","2,956,000","2,516,000","2,068,000","2,352,000","2,654,000","2,840,000","2,184,000","2,649,000",,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,"4,236,000",,,,"3,289,000",,,,"3,896,000",,,,"4,602,000",,,,"2,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,519,000",,,,"2,964,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"314,861,000","221,219,000","258,839,000","216,789,000","182,371,000","202,038,000","210,857,000","182,035,000","241,984,000","288,011,000","288,876,000","270,563,000","248,548,000","280,287,000","256,854,000","248,135,000","229,109,000","253,201,000","265,422,000","276,430,000","249,359,000","280,701,000","292,461,000","292,906,000","251,841,000","283,099,000","276,938,000","251,340,000","233,359,000","240,408,000","242,788,000","227,866,000","206,338,000","226,545,000","230,172,000","221,221,000","205,495,000","221,378,000","207,283,000","198,971,000","180,877,000","195,071,000","197,203,000","192,770,000","174,729,000","174,878,000","178,076,000","177,758,000","165,056,000","169,394,000","171,202,000","174,564,000","154,983,000","151,776,000","162,315,000","165,885,000","151,253,000","141,406,000","148,513,000","149,753,000","133,371,000","125,240,000","130,934,000","131,168,000","116,142,000","108,862,000","112,375,000","114,111,000","106,230,000","103,009,000","105,422,000","100,715,000","95,416,000","94,777,000","102,033,000","93,755,000","85,806,000","86,246,000","99,917,000","94,372,000","87,031,000","81,082,000","90,521,000","82,881,000","78,014,000","70,058,000","79,605,000","70,376,000","64,622,000","58,066,000","64,700,000","57,800,000","52,100,000","47,700,000","52,400,000","46,200,000","39,200,000","33,300,000","41,300,000","33,500,000","28,900,000","24,500,000","29,700,000"
		PrepaidAssets,,,,,,,,,,,,,,"16,343,000",,,,"13,430,000",,,,"9,703,000",,,,"7,919,000",,,,"9,296,000",,,,"13,429,000","21,734,000","25,213,000","15,165,000","8,603,000",,,,"4,639,000","12,162,000","15,615,000","8,239,000","6,033,000",,,,"1,643,000",,,,"3,822,000","6,575,000","9,902,000","5,564,000","5,348,000","7,037,000","8,871,000","5,087,000","5,024,000","1,670,000","7,073,000","4,802,000","1,495,000","2,289,000","5,942,000","4,304,000","996,000","906,000","3,679,000","3,833,000","942,000","3,233,000","3,197,000","3,139,000","760,000","2,941,000","3,072,000","3,240,000","902,000","2,854,000","2,788,000","2,909,000","822,000",,,,,,,,,,,,,,,,,
