name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,08/31/2020,06/30/2020,05/31/2020,03/31/2020,12/31/2019,09/30/2019,08/31/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,08/31/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
MarketCap,"14,330,797,737","14,667,571,184","20,519,231,800","17,440,274,679","17,191,822,335","14,276,944,674","15,108,287,954","16,752,831,768","16,091,436,228","14,536,434,370","15,093,242,047","12,651,562,847","11,438,033,164","10,003,485,431","9,353,290,090","11,474,140,584","10,603,752,009","10,162,025,352","12,262,548,557","12,501,525,851","11,805,341,833","9,955,700,766","8,264,004,039","8,682,793,822","10,205,718,370","8,862,963,041","7,674,314,786","7,300,548,330","6,350,450,946","6,607,615,230","6,079,505,783","5,896,951,619","6,214,689,457","5,566,534,271","5,231,440,041","4,241,988,408","4,027,706,968","4,292,961,340","3,884,288,004","3,781,549,934","3,246,210,666","2,894,437,236","2,452,441,993","2,143,115,990","1,756,410,304","2,101,746,332","1,975,832,420","1,587,184,970","1,532,638,701","1,137,062,292","957,666,295","782,758,777","667,616,362","802,089,806","489,677,766","509,184,663","429,666,965","374,510,116","267,457,632","692,460,027","655,954,721","786,147,219","789,369,101","1,028,034,537","1,147,784,468","2,035,224,048","1,748,622,512","1,598,461,291","1,538,374,194","1,767,860,281","1,625,860,882","1,556,302,502","1,473,228,393","1,210,442,617","1,222,621,213","1,009,236,629"
EnterpriseValue,"19,443,312,737","19,811,263,184","25,523,547,800","22,462,181,679","21,278,590,335","18,465,125,674","19,121,894,954","20,912,205,768","20,250,810,228","18,676,439,370","19,233,247,047","16,811,445,847","15,048,694,164","13,564,594,431","12,914,399,090","15,105,015,584","14,109,898,009","13,550,904,352","15,577,324,557","15,816,301,851","14,910,267,833","13,073,746,766","11,363,005,039","10,811,373,822","12,333,182,370","11,008,025,041","9,875,094,786","9,492,290,330","8,387,194,946","8,714,959,230","7,574,919,783","7,398,458,619","7,667,134,457","7,059,790,271","6,724,793,041","5,751,104,408","5,519,741,968","5,815,021,340","5,394,732,004","5,289,284,934","4,725,751,666","4,400,416,236","3,958,420,993","3,705,473,990","3,120,842,304","3,466,446,332","3,395,314,420","3,006,666,970","2,905,742,701","2,496,410,292","2,325,743,295","2,219,257,777","2,133,731,362","2,316,657,806","2,047,277,766","2,111,436,663","2,056,463,965","1,989,456,116","1,926,869,632","2,377,222,027","2,323,874,721","2,487,833,219","2,498,108,101","2,645,016,537","1,866,358,468","2,738,599,048","2,478,514,512","2,363,511,291","2,303,424,194","2,552,686,281","2,359,159,882","2,289,601,502","2,233,396,393","1,909,082,617","1,962,925,213","1,793,334,629"
PeRatio,"30.489","30.06","42.915","38.465","37.864","29.684","32.887","37.87","36.417","35.421","36.993","33.899","32.825","27.328","25.345","32.547","30.91","31.794","41.935","42.469","42.948","40.062","36.061","39.552","45.296","42.86","39.91","40.93","37.008","38","35.317","34.81","38.311","35.157","33.753","28.61","28.112","31.036","29.638","30.066","27.047","26.932","22.801","22.176","18.963","21.228","21.352","17.138","16.827","12.537","11","9.055","7.584","9.884","6.141","7.556","7.219","5.901","5.065","12.388","11.856","19.551","22.424","15.8","13.144","19.679","16","15.452","14.904","17.623","16.575","15.973","20.611","20.767","21.975","20.137"
ForwardPeRatio,"30.303","28.249","36.63","30.121","37.313","28.986","29.499","33.003","35.971","34.843","36.9","29.851","27.174","22.422","23.981","29.499","27.248",,"30.395","35.714","34.364","29.586","27.855","29.412","38.61","35.088","31.847","30.864","32.895","27.473","29.586","27.933","29.412","26.11","27.701","23.365","22.422","23.697","23.474","23.042","19.646","18.215","19.608","16.42","13.038","16.077","17.953","14.97","14.706","11.468","10.917",,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.846","2.687","3.158","2.595","3.397","2.29","2.1","2.374","2.585","2.568","2.8","2.342","2.015","1.449","1.551","1.874","1.703",,"1.9","2.229","2.151","1.848","1.739","1.838","2.417","2.194","1.991","1.927","2.053","1.719","1.849","1.747","1.964","1.741","1.847","1.557","1.495","1.581","1.565","1.537","1.31","1.215","1.308","1.41","1.12","1.332","1.524","1.426","1.442","1.115","1.06",,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.355","3.521","4.965","4.3","4.362","3.541","3.931","4.593","4.417","4.172","4.357","3.754","3.547","2.953","2.739","3.418","3.259","3.337","4.26","4.315","4.435","3.994","3.409","3.715","4.097","3.721","3.38","3.451","3.153","3.304","2.972","2.942","3.157","2.871","2.805","2.352","2.286","2.465","2.273","2.263","1.992","1.808","1.531","1.381","1.144","1.355","1.299","1.043","0.978","0.717","0.617","0.51","0.443","0.548","0.345","0.371","0.308","0.268","0.193","0.504","0.494","0.583","0.581","0.725","0.812","1.454","1.258","1.165","1.124","1.296","1.553","1.497","1.335","0.962","0.946","0.231"
EnterprisesValueRevenueRatio,"4.434","19.593","19.002","22.507","20.609","18.771","14.096","21.61","20.926","20.3","20.905","19.255","13.082","16.526","15.734","18.61","16.879","12.522","19.819","20.123","19.131","16.647","12.746","16.797","19.62","17.635","12.051","16.751","15.324","16.164","10.22","15.264","15.691","14.063","10.459","12.878","12.253","12.813","9.522","13.091","11.415","10.537","7.335","9.801","8.297","9.013","6.767","7.99","7.549","6.414","4.846","6.388","5.888","6.078","4.423","6.975","6.495","6.182","4.5","7.346","6.95","7.338","5.602","7.841","5.485","8.071","5.694","7.235","7.028","7.343","5.158","6.782","6.437","5.164","4.102","5.518"
EnterprisesValueEBITDARatio,"22.388","107.924","91.202","114.076","102.229","89.844","72.199","117.679","113.957","104.349","117.117","98.429","67.073","86.328","89.685","98.145","89.311","68.296","106.925","118.72","106.834","90.148","59.796","84.482","99.93","87.614","60.389","86.531","74.597","81.289","51.092","83.812","76.695","69.43","56.649","68.539","62.692","64.164","50.876","72.582","59.334","54.194","41.483","55.254","43.922","47.969","40.819","48.554","42.996","35.261","31.282","40.601","34.649","33.469","25.917","34.987","34.948","27.499","33.827","48.667","37.684","42.4","35.999","50.293","25.387","40.158","33.547","39.98","42.273","40.938","34.804","42.76","40.941","32.545","27.355","63.195"
