name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
OperatingCashFlow,"318,311,000","98,845,000","114,286,000","76,408,000","28,772,000","38,055,000","109,494,000","120,462,000","77,363,000","13,691,000","71,292,000","27,930,000","-36,168,000","36,527,000","2,606,000","-15,830,000","74,172,000","9,248,000","133,943,000","70,255,000","38,909,000","96,797,000","47,708,000","32,341,000","-22,158,000","126,714,000","53,793,000","59,414,000","-41,919,000","75,164,000","115,812,000","43,491,000","-80,129,000","125,907,000","65,046,000","64,039,000","-82,682,000"
	CashFlowFromContinuingOperatingActivities,"318,311,000","98,845,000","114,286,000","76,408,000","28,772,000","38,055,000","109,494,000","120,462,000","77,363,000","13,691,000","71,292,000","27,930,000","-36,168,000","36,527,000","2,606,000","-15,830,000","74,172,000","9,248,000","133,943,000","70,255,000","38,909,000","96,797,000","47,708,000","32,341,000","-22,158,000","126,714,000","53,793,000","59,414,000","-41,919,000","75,164,000","115,812,000","43,491,000","-80,129,000","125,907,000","65,046,000","64,039,000","-82,682,000"
		NetIncomeFromContinuingOperations,"473,226,000","112,824,000","118,137,000","139,540,000","102,725,000","67,012,000","78,879,000","79,645,000","40,476,000","-141,214,000","14,648,000","-11,898,000","-16,615,000","-48,635,000","-514,642,000","-32,818,000","-52,348,000","-15,922,000","53,743,000","-114,705,000","16,652,000","857,000","-377,659,000","73,224,000","29,124,000","37,313,000","43,159,000","32,674,000","33,891,000","15,907,000","-11,169,000","33,745,000","41,045,000","47,931,000","33,459,000","30,719,000","21,148,000"
		OperatingGainsLosses,"796,000","573,000","124,000","102,000","-3,000","9,186,000","-16,895,000","83,000","195,000","-1,067,000","9,000",,,"5,983,000","6,496,000","6,577,000","-50,000","42,000","4,000","6,000","77,000","99,000",,,"41,000","503,000","-678,000","468,000","30,000","-1,265,000","818,000","321,000","-10,000","4,205,000","2,435,000","1,014,000","14,000"
			GainLossOnSaleOfBusiness,"0","0",,,,"0","-18,467,000",,,"2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"796,000","573,000","124,000","102,000","-3,000","2,715,000","1,572,000","83,000","195,000","-1,069,000","-422,000","374,000","0","5,983,000","6,496,000","6,577,000","-50,000","42,000","4,000","6,000","77,000","99,000",,,"41,000","503,000","-678,000","468,000","30,000","-1,265,000","818,000","321,000","-10,000","4,205,000","2,435,000","1,014,000","14,000"
		DepreciationAmortizationDepletion,"72,340,000","20,329,000","19,327,000","16,439,000","16,245,000","16,640,000","16,303,000","15,681,000","16,486,000","16,655,000","15,171,000","19,645,000","16,387,000","18,107,000","18,405,000","20,010,000","20,981,000","21,694,000","22,309,000","23,094,000","22,662,000","21,954,000","24,439,000","23,604,000","23,782,000","19,878,000","18,301,000","17,878,000","16,557,000","19,055,000","16,570,000","16,025,000","14,901,000","15,288,000","14,668,000","8,757,000","6,189,000"
			DepreciationAndAmortization,"72,340,000","20,329,000","19,327,000","16,439,000","16,245,000","16,640,000","16,303,000","15,681,000","16,486,000","16,655,000","15,171,000","19,645,000","16,387,000","18,107,000","18,405,000","20,010,000","20,981,000","21,694,000","22,309,000","23,094,000","22,662,000","21,954,000","24,439,000","23,604,000","23,782,000","19,878,000","18,301,000","17,878,000","16,557,000","19,055,000","16,570,000","16,025,000","14,901,000","15,288,000","14,668,000","8,757,000","6,189,000"
				Depreciation,"46,094,000","12,114,000","11,713,000","11,020,000","11,247,000","11,639,000","11,357,000","10,735,000","11,533,000","11,656,000","9,957,000","14,960,000","11,290,000","13,017,000","12,741,000","13,232,000","14,139,000","13,678,000","13,909,000","13,951,000","13,552,000","13,352,000","13,812,000","13,317,000","13,676,000","10,819,000","9,350,000","9,529,000","9,255,000","11,021,000","8,836,000","8,243,000","7,305,000","8,412,000","7,051,000","5,179,000","4,249,000"
				AmortizationCashFlow,"26,246,000","8,215,000","7,614,000","5,419,000","4,998,000","5,001,000","4,946,000","4,946,000","4,953,000","4,999,000","5,214,000","4,685,000","5,097,000","5,090,000","5,664,000","6,778,000","6,842,000","8,016,000","8,400,000","9,143,000","9,110,000","8,602,000","10,627,000","10,287,000","10,106,000","9,059,000","8,951,000","8,349,000","7,302,000","8,034,000","7,734,000","7,782,000","7,596,000","6,876,000","7,617,000","3,578,000","1,940,000"
					AmortizationOfIntangibles,"26,246,000","8,215,000","7,614,000","5,419,000","4,998,000","5,001,000","4,946,000","4,946,000","4,953,000","4,999,000","5,214,000","4,685,000","5,097,000","5,090,000","5,664,000","6,778,000","6,842,000","8,016,000","8,400,000","9,143,000","9,110,000","8,602,000","10,627,000","10,287,000","10,106,000","9,059,000","8,951,000","8,349,000","7,302,000","8,034,000","7,734,000","7,782,000","7,596,000","6,876,000","7,617,000","3,578,000","1,940,000"
		DeferredTax,"11,857,000","13,144,000","-1,556,000","-43,000","312,000","-12,555,000","782,000","1,761,000","-94,000","-4,869,000","548,000","-32,000","-168,000","3,892,000","-13,840,000","-9,468,000","-3,302,000","-2,816,000","-46,748,000","-29,427,000","2,000","7,701,000","-30,160,000","-63,000","52,000","-1,154,000","2,000","-310,000","1,005,000","2,926,000","-4,211,000","350,000","-12,000","12,023,000","-3,656,000","-16,000","395,000"
			DeferredIncomeTax,"11,857,000","13,144,000","-1,556,000","-43,000","312,000","-12,555,000","782,000","1,761,000","-94,000","-4,869,000","548,000","-32,000","-168,000","3,892,000","-13,840,000","-9,468,000","-3,302,000","-2,816,000","-46,748,000","-29,427,000","2,000","7,701,000","-30,160,000","-63,000","52,000","-1,154,000","2,000","-310,000","1,005,000","2,926,000","-4,211,000","350,000","-12,000","12,023,000","-3,656,000","-16,000","395,000"
