name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalRevenue,"3,904,285,000","911,387,000","980,251,000","990,260,000","1,022,387,000","926,328,000","936,022,000","957,812,000","705,287,000","871,023,000","980,208,000","965,937,000","975,169,000","945,852,000","989,453,000","965,997,000","996,283,000","975,321,000","994,964,000","974,195,000","998,043,000","966,470,000","999,609,000","976,358,000","998,161,000","980,067,000","998,032,000","964,231,000","967,890,000","937,755,000","964,468,000","944,288,000","949,275,000","919,471,000","940,464,000","906,435,000","912,101,000","898,239,000","905,441,000","882,557,000","886,991,000","889,281,000","864,815,000","837,186,000","836,576,000","801,805,000","793,564,000","747,797,000","742,975,000","720,467,000","704,851,000","676,176,000","673,337,000","641,511,000","645,576,000","672,228,000","676,830,000","643,346,000","655,787,000","639,737,000","634,880,000","609,276,000","629,879,000","606,110,000","599,534,000","593,275,000","593,275,000"
	OperatingRevenue,"3,904,285,000","911,387,000","980,251,000","990,260,000","1,022,387,000","926,328,000","936,022,000","957,812,000","705,287,000","871,023,000","980,208,000","965,937,000","975,169,000","945,852,000","989,453,000","965,997,000","996,283,000","975,321,000","994,964,000","974,195,000","998,043,000","966,470,000","999,609,000","976,358,000","998,161,000","980,067,000","998,032,000","964,231,000","967,890,000","937,755,000","964,468,000","944,288,000","949,275,000","919,471,000","940,464,000","906,435,000","912,101,000","898,239,000","905,441,000","882,557,000","886,991,000","889,281,000","864,815,000","837,186,000","836,576,000","801,805,000","793,564,000","747,797,000","742,975,000","720,467,000","704,851,000","676,176,000","673,337,000","641,511,000","645,576,000","672,228,000","676,830,000","643,346,000","655,787,000","639,737,000","634,880,000","609,276,000","629,879,000","606,110,000","599,534,000","593,275,000","593,275,000"
CostOfRevenue,"1,923,443,000","446,055,000","480,122,000","489,285,000","507,981,000","459,099,000","465,298,000","468,669,000","383,441,000","441,266,000","505,360,000","486,647,000","492,947,000","477,528,000","508,748,000","487,905,000","502,913,000","488,999,000","508,335,000","491,753,000","495,404,000","478,364,000","507,901,000","492,917,000","499,185,000","492,593,000","503,983,000","488,920,000","486,571,000","470,303,000","490,699,000","476,748,000","473,564,000","463,075,000","479,938,000","457,077,000","455,018,000","453,785,000","461,073,000","442,320,000","442,612,000","452,495,000","442,958,000","424,318,000","426,045,000","409,991,000","414,173,000","381,780,000","382,116,000","376,183,000","371,637,000","356,360,000","355,492,000","339,399,000","342,032,000","357,293,000","361,764,000","344,922,000","349,618,000","344,387,000","343,993,000","326,258,000","345,387,000","332,573,000","323,127,000",,
GrossProfit,"1,980,842,000","465,332,000","500,129,000","500,975,000","514,406,000","467,229,000","470,724,000","489,143,000","321,846,000","429,757,000","474,848,000","479,290,000","482,222,000","468,324,000","480,705,000","478,092,000","493,370,000","486,322,000","486,629,000","482,442,000","502,639,000","488,106,000","491,708,000","483,441,000","498,976,000","487,474,000","494,049,000","475,311,000","481,319,000","467,452,000","473,769,000","467,540,000","475,711,000","456,396,000","460,526,000","449,358,000","457,083,000","444,454,000","444,368,000","440,237,000","444,379,000","436,786,000","421,857,000","412,868,000","410,531,000","391,814,000","379,391,000","366,017,000","360,859,000","344,284,000","333,214,000","319,816,000","317,845,000","302,112,000","303,544,000","314,935,000","315,066,000","298,424,000","306,169,000","295,350,000","290,887,000","283,018,000","284,492,000","273,537,000","276,407,000",,
OperatingExpense,"1,538,144,000","378,871,000","386,250,000","386,542,000","386,481,000","391,087,000","366,170,000","366,982,000","314,599,000","383,299,000","377,930,000","363,954,000","360,183,000","361,626,000","366,987,000","365,864,000","378,598,000","368,461,000","371,286,000","362,264,000","367,247,000","359,857,000","374,251,000","372,622,000","364,892,000","365,016,000","363,114,000","356,078,000","350,470,000","338,445,000","357,533,000","341,421,000","340,715,000","332,308,000","338,733,000","321,270,000","314,517,000","316,617,000","322,497,000","322,376,000","307,832,000","305,129,000","308,567,000","298,679,000","274,280,000","286,158,000","287,019,000","272,602,000","268,255,000","259,926,000","262,660,000","243,691,000","235,624,000","229,891,000","237,275,000","243,997,000","238,479,000","232,911,000","236,293,000","200,936,000","232,273,000","222,247,000","248,204,000","220,083,000","253,584,000",,
	SellingGeneralAndAdministration,"1,538,144,000","378,871,000","386,250,000","386,542,000","386,481,000","391,087,000","366,170,000","366,982,000","314,599,000","383,299,000","377,930,000","363,954,000","360,183,000","361,626,000","366,987,000","365,864,000","378,598,000","368,461,000","371,286,000","333,913,000","337,992,000","331,979,000","347,412,000","345,489,000","339,459,000","341,311,000","339,728,000","330,855,000","327,870,000","317,456,000","336,954,000","320,497,000","320,726,000","312,813,000","319,478,000","301,931,000","295,719,000","299,370,000","305,689,000","305,470,000","291,533,000","289,189,000","293,014,000","283,118,000","259,007,000","271,381,000","272,908,000","258,465,000","255,588,000","247,496,000","250,771,000","231,485,000","223,982,000","218,420,000","225,528,000","230,843,000","226,673,000","221,090,000","224,541,000","188,911,000","221,508,000","212,222,000","238,414,000","220,083,000","244,170,000",,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,"28,351,000","29,255,000","27,878,000","26,839,000","27,133,000","25,433,000","23,705,000","23,386,000","25,223,000","22,600,000","20,989,000","20,579,000","20,924,000","19,989,000","19,495,000","19,255,000","19,339,000","18,798,000","17,247,000","16,808,000","16,906,000","16,299,000","15,940,000","15,553,000","15,561,000","15,273,000","14,777,000","14,111,000","14,137,000","12,667,000","12,430,000","11,889,000","12,206,000","11,642,000","11,471,000","11,747,000","13,154,000","11,806,000","11,821,000","11,752,000","12,025,000","10,765,000","10,025,000","9,790,000",,"9,414,000",,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,"28,351,000","29,255,000","27,878,000","26,839,000","27,133,000","25,433,000","23,705,000","23,386,000","25,223,000","22,600,000","20,989,000","20,579,000","20,924,000","19,989,000","19,495,000","19,255,000","19,339,000","18,798,000","17,247,000","16,808,000","16,906,000","16,299,000","15,940,000","15,553,000","15,561,000","15,273,000","14,777,000","14,111,000","14,137,000","12,667,000","12,430,000","11,889,000","12,206,000","11,642,000","11,471,000","11,747,000","13,154,000","11,806,000","11,821,000","11,752,000","12,025,000","10,765,000","10,025,000","9,790,000",,"9,414,000",,
OperatingIncome,"442,698,000","86,461,000","113,879,000","114,433,000","127,925,000","76,142,000","104,554,000","122,161,000","7,247,000","46,458,000","96,918,000","115,336,000","122,039,000","106,698,000","113,718,000","112,228,000","114,772,000","117,861,000","115,343,000","120,178,000","135,392,000","128,249,000","117,457,000","110,819,000","134,084,000","122,458,000","130,935,000","119,233,000","130,849,000","129,007,000","116,236,000","126,119,000","134,996,000","124,088,000","121,793,000","128,088,000","142,566,000","127,837,000","121,871,000","117,861,000","136,547,000","131,657,000","113,290,000","114,189,000","136,251,000","105,656,000","92,372,000","93,415,000","92,604,000","84,358,000","70,554,000","76,125,000","82,221,000","72,221,000","66,269,000","70,938,000","76,587,000","65,513,000","69,876,000","94,414,000","58,614,000","60,771,000","36,288,000","53,454,000","22,823,000","593,275,000","593,275,000"
NetNonOperatingInterestIncomeExpense,"-83,785,000","-19,896,000","-20,241,000","-20,196,000","-23,452,000","-23,883,000","-25,978,000","-28,310,000","-27,298,000","-21,644,000","-21,541,000","-22,217,000","-25,781,000","-23,821,000","-24,489,000","-24,383,000","-24,501,000","-25,262,000","-24,016,000","-52,283,000","-26,969,000","-26,848,000","-26,799,000","-26,620,000","-26,703,000","-26,971,000","-63,943,000","-29,152,000","-29,221,000","-29,228,000","-29,241,000","-29,262,000","-29,308,000","-29,258,000","-28,489,000","-27,185,000","-27,006,000","-26,779,000","-26,725,000","-25,172,000","-26,925,000","-22,355,000","-63,961,000","-27,472,000","-27,741,000","-27,793,000","-29,523,000","-27,833,000","-28,255,000","-28,414,000","-28,480,000","-29,330,000","-31,050,000","-31,969,000",,,,,,,,,,,,,
