name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018
TotalAssets,"2,574,131,000","2,541,265,000","2,410,503,000","2,355,687,000","2,297,120,000","2,336,507,000","2,051,119,000","2,053,310,000","1,921,488,000","1,891,138,000","1,786,365,000","1,761,836,000","1,738,400,000","1,615,417,000","1,719,436,000","1,169,698,000","614,472,000","619,973,000"
	CurrentAssets,"1,362,524,000","1,319,596,000","1,206,589,000","1,182,789,000","1,111,436,000","1,162,348,000","929,760,000","968,023,000","1,043,243,000","943,890,000","869,390,000","943,493,000","922,126,000","984,521,000","1,265,511,000","968,063,000","415,733,000","418,795,000"
		CashCashEquivalentsAndShortTermInvestments,"967,615,000","802,822,000","818,458,000","822,869,000","780,632,000","773,505,000","598,574,000","674,039,000","757,949,000","656,142,000","653,777,000","750,253,000","752,124,000","769,014,000","1,094,133,000","818,795,000","269,429,000","256,867,000"
			CashAndCashEquivalents,"638,190,000","509,059,000","503,884,000","518,577,000","518,972,000","566,055,000","374,984,000","404,262,000","442,237,000","241,203,000","197,697,000","224,290,000","236,476,000","517,811,000","1,094,133,000","818,795,000","269,429,000","256,867,000"
			OtherShortTermInvestments,"329,425,000","293,763,000","314,574,000","304,292,000","261,660,000","207,450,000","223,590,000","269,777,000","315,712,000","414,939,000","456,080,000","525,963,000","515,648,000","251,203,000",,,,
		Receivables,"314,240,000","453,538,000","320,289,000","298,723,000","265,632,000","340,453,000","283,562,000","241,546,000","233,838,000","250,343,000","177,385,000","154,200,000","130,494,000","185,164,000","142,667,000","122,125,000","116,158,000","138,010,000"
			AccountsReceivable,"300,872,000","440,950,000","305,599,000","284,730,000","250,365,000","323,570,000","261,085,000","224,502,000","220,602,000","237,841,000","159,464,000","138,652,000","117,134,000","174,548,000","130,611,000","108,365,000","104,128,000","123,750,000"
				GrossAccountsReceivable,"305,948,000","446,757,000","311,987,000","291,167,000","255,758,000","328,932,000",,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,076,000","-5,807,000","-6,388,000","-6,437,000","-5,393,000","-5,362,000",,,,,,,,,,,,
			OtherReceivables,"13,368,000","12,588,000","14,690,000","13,993,000","15,267,000","16,883,000","22,477,000","17,044,000","13,236,000","12,502,000","17,921,000","15,548,000","13,360,000","10,616,000","12,056,000","13,760,000","12,030,000","14,260,000"
