name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalRevenue,"1,962,881,000","540,915,000","496,263,000","453,644,000","472,059,000","387,961,000","386,197,000","351,416,000","306,174,000","280,264,000","527,085,000","484,706,000","508,356,000","517,728,000","524,728,000","499,877,000","544,720,000","561,815,000","587,783,000","532,287,000","578,581,000","583,728,000","600,789,000","596,912,000","635,732,000","642,977,000","627,399,000","641,219,000","680,352,000","693,339,000","656,907,000","665,569,000","671,130,000","681,605,000","610,233,000","655,579,000","649,503,000","670,722,000","651,853,000","636,665,000","641,722,000","650,817,000","569,207,000","538,546,000","551,449,000","537,158,000","474,973,000","483,022,000","465,371,000","481,588,000","435,730,000","446,863,000","419,915,000","410,643,000","373,379,000","394,243,000","405,218,000","409,564,000","409,297,000","415,913,000","436,029,000","453,088,000","446,286,000","403,563,000","404,653,000","391,981,000","375,730,000","358,665,000","342,925,000","327,255,000","285,551,000","269,773,000","254,767,000","256,791,000","215,509,000","210,569,000","173,436,476","168,984,597","138,325,418","137,260,963","125,068,123","130,453,641","101,381,987","93,978,124","89,492,217","93,233,012","73,124,293","68,990,473","60,638,316","56,692,814","41,802,281","40,000,000","36,800,000","36,400,000","26,700,000","26,800,000","27,400,000","25,900,000","17,600,000","18,900,000","20,100,000","18,700,000","15,600,000","16,800,000","15,600,000","14,800,000","15,300,000","15,500,000","14,700,000","14,100,000","15,300,000","16,000,000","13,900,000","13,100,000","12,000,000","10,900,000","10,800,000","10,100,000","7,400,000","7,300,000","7,700,000"
	OperatingRevenue,"1,962,881,000","540,915,000","496,263,000","453,644,000","472,059,000","387,961,000","386,197,000","351,416,000","306,174,000","280,264,000","527,085,000","484,706,000","508,356,000","517,728,000","524,728,000","499,877,000","544,720,000","561,815,000","587,783,000","532,287,000","578,581,000","583,728,000","600,789,000","596,912,000","635,732,000","642,977,000","627,399,000","641,219,000","680,352,000","693,339,000","656,907,000","665,569,000","671,130,000","681,605,000","610,233,000","655,579,000","649,503,000","670,722,000","651,853,000","636,665,000","641,722,000","650,817,000","569,207,000","538,546,000","551,449,000","537,158,000","474,973,000","483,022,000","465,371,000","481,588,000","435,730,000","446,863,000","419,915,000","410,643,000","373,379,000","394,243,000","405,218,000","409,564,000","409,297,000","415,913,000","436,029,000","453,088,000","446,286,000","403,563,000","404,653,000","391,981,000","375,730,000","358,665,000","342,925,000","327,255,000","285,551,000","269,773,000","254,767,000","256,791,000","215,509,000","210,569,000","173,436,476","168,984,597","138,325,418","137,260,963","125,068,123","130,453,641","101,381,987","93,978,124","89,492,217","93,233,012","73,124,293","68,990,473","60,638,316","56,692,814","41,802,281","40,000,000","36,800,000","36,400,000","26,700,000","26,800,000","27,400,000","25,900,000","17,600,000","18,900,000","20,100,000","18,700,000","15,600,000","16,800,000","15,600,000","14,800,000","15,300,000","15,500,000","14,700,000","14,100,000","15,300,000","16,000,000","13,900,000","13,100,000","12,000,000","10,900,000","10,800,000","10,100,000","7,400,000","7,300,000","7,700,000"
CostOfRevenue,"1,209,113,000","324,350,000","324,956,000","269,205,000","290,601,000","261,166,000","312,859,000","274,252,000","261,408,000","291,359,000","355,698,000","313,668,000","339,734,000","326,897,000","366,027,000","318,899,000","347,853,000","334,947,000","366,222,000","335,585,000","369,480,000","346,315,000","387,392,000","366,618,000","394,922,000","380,642,000","308,862,000","290,737,000","314,384,000","297,569,000","328,741,000","301,776,000","319,658,000","298,714,000","300,598,000","291,569,000","293,361,000","283,878,000","305,125,000","272,369,000","279,542,000","272,221,000","271,334,000","237,038,000","242,122,000","219,495,000","222,251,000","207,955,000","206,164,000","200,008,000","197,696,000","189,585,000","188,874,000","177,255,000","207,423,000","182,870,000","191,857,000","180,762,000","214,193,000","173,449,000","184,300,000","173,323,000","205,265,000","162,826,000","160,735,000","150,590,000","152,597,000","133,308,000","136,429,000","125,198,000","115,303,000","101,568,000","98,082,000","96,955,000","85,752,000","81,202,000","65,833,766","64,689,213","56,305,675","54,885,267","49,589,568","48,989,591","42,752,780","38,435,837","35,807,668","34,834,838","35,949,971","26,765,901","24,335,941","21,618,764","16,942,391","15,800,000","14,700,000","14,200,000","10,700,000","10,400,000","10,500,000","10,300,000","7,400,000","7,500,000","8,600,000","7,600,000","5,600,000","5,900,000","6,800,000","5,900,000","6,100,000","5,900,000","6,500,000","5,700,000","5,500,000","5,500,000","4,700,000","4,400,000","4,000,000","3,900,000","3,900,000",,,,
GrossProfit,"753,768,000","216,565,000","171,307,000","184,439,000","181,458,000","126,795,000","73,338,000","77,164,000","44,766,000","-11,095,000","171,387,000","171,038,000","168,622,000","190,831,000","158,701,000","180,978,000","196,867,000","226,868,000","221,561,000","196,702,000","209,101,000","237,413,000","213,397,000","230,294,000","240,810,000","262,335,000","318,537,000","350,482,000","365,968,000","395,770,000","328,166,000","363,793,000","351,472,000","382,891,000","309,635,000","364,010,000","356,142,000","386,844,000","346,728,000","364,296,000","362,180,000","378,596,000","297,873,000","301,508,000","309,327,000","317,663,000","252,722,000","275,067,000","259,207,000","281,580,000","238,034,000","257,278,000","231,041,000","233,388,000","165,956,000","211,373,000","213,361,000","228,802,000","195,104,000","242,464,000","251,729,000","279,765,000","241,021,000","240,737,000","243,918,000","241,391,000","223,133,000","225,357,000","206,496,000","202,057,000","170,248,000","168,205,000","156,685,000","159,836,000","129,757,000","129,367,000","107,602,710","104,295,384","82,019,743","82,375,696","75,478,555","81,464,050","58,629,207","55,542,287","53,684,549","58,398,174","37,174,322","42,224,572","36,302,375","35,074,050","24,859,890","24,200,000","22,100,000","22,200,000","16,000,000","16,400,000","16,900,000","15,600,000","10,200,000","11,400,000","11,500,000","11,100,000","10,000,000","10,900,000","8,800,000","8,900,000","9,200,000","9,600,000","8,200,000","8,400,000","9,800,000","10,500,000","9,200,000","8,700,000","8,000,000","7,000,000","6,900,000",,,,
OperatingExpense,"634,257,000","171,158,000","154,781,000","162,469,000","145,849,000","134,319,000","136,201,000","153,096,000","107,304,000","130,171,000","176,974,000","180,586,000","170,983,000","185,408,000","180,846,000","178,394,000","174,089,000","186,419,000","192,002,000","171,424,000","173,642,000","182,539,000","191,990,000","188,350,000","188,860,000","209,372,000","318,356,000","327,575,000","308,437,000","328,217,000","317,774,000","321,574,000","304,737,000","319,049,000","302,379,000","308,528,000","286,262,000","304,899,000","296,118,000","297,190,000","276,121,000","291,676,000","259,138,000","254,522,000","240,356,000","243,443,000","221,167,000","230,906,000","211,846,000","225,706,000","209,982,000","220,967,000","202,049,000","203,563,000","228,424,000","213,072,000","205,480,000","212,109,000","229,346,000","219,181,000","193,974,000","205,103,000","215,823,000","176,597,000","161,826,000","161,768,000","156,497,000","143,050,000","130,538,000","128,644,000","119,075,000","109,023,000","99,918,000","102,582,000","88,589,000","86,362,000","68,387,279","66,909,232","58,008,562","57,533,912","49,284,831","49,717,484","42,909,813","41,330,633","35,942,236","36,429,193","28,023,943","29,699,319","24,575,133","23,113,449","19,654,116","17,700,000","15,800,000","15,400,000","13,400,000","12,300,000","12,400,000","11,700,000","10,400,000","9,700,000","9,800,000","9,300,000","8,600,000","8,900,000","8,100,000","8,400,000","8,100,000","8,300,000","7,700,000","9,600,000","7,800,000","7,800,000","7,000,000","6,400,000","6,000,000","5,200,000","5,100,000",,,,
	SellingGeneralAndAdministration,"634,257,000","171,158,000","154,781,000","162,469,000","145,849,000","134,319,000","136,201,000","153,096,000","107,304,000","130,171,000","176,974,000","180,586,000","170,983,000","185,408,000","180,846,000","178,394,000","174,089,000","186,419,000","192,002,000","171,424,000","173,642,000","182,539,000","191,990,000","188,350,000","188,860,000","209,372,000","318,356,000","327,575,000","308,437,000","328,217,000","317,774,000","321,574,000","304,737,000","319,049,000","302,379,000","308,528,000","286,262,000","304,899,000","296,118,000","297,190,000","276,121,000","291,676,000","259,138,000","254,522,000","240,356,000","243,443,000","221,167,000","230,906,000","211,846,000","225,706,000","295,105,000","190,080,000","202,049,000","203,563,000","204,760,000","213,072,000","205,480,000","212,109,000","229,346,000","219,181,000","193,974,000","205,103,000","191,238,000","161,373,000","146,576,000","148,234,000","143,488,000","131,711,000","120,056,000","119,274,000","107,342,000","101,976,000","92,994,000","95,805,000","82,596,000","80,815,000","63,410,017","62,284,362","53,698,785","53,665,916","45,741,110","46,409,208","32,908,726","41,330,633","35,942,236","36,429,193","32,032,614","28,143,889","23,267,122","21,968,219","18,646,577","16,900,000","15,000,000","14,700,000","12,700,000","11,700,000","11,800,000","11,200,000","9,900,000","9,200,000","9,200,000","8,800,000","8,100,000","8,400,000","7,700,000","7,900,000","7,700,000","7,900,000","7,300,000","9,200,000","7,600,000","7,600,000","6,800,000","6,200,000","5,800,000","5,100,000","4,900,000",,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,"174,089,000",,,,,,,,"188,860,000","209,372,000",,,,,,"321,574,000",,,,,"286,262,000","304,899,000",,,,,,"215,514,000","219,283,000","212,545,000","197,705,000","198,978,000","193,835,000","196,626,000","276,006,000","165,106,000","185,881,000","185,729,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,"174,089,000",,,,,,,,"188,860,000","209,372,000",,,,,,"321,574,000",,,,,"286,262,000","304,899,000",,,,,,"215,514,000","219,283,000","212,545,000","197,705,000","198,978,000","193,835,000","196,626,000","276,006,000","165,106,000","185,881,000","185,729,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,008,000","21,073,000","30,898,000","23,462,000","31,928,000","18,011,000","29,080,000","19,099,000","24,974,000","16,168,000","17,834,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,833,000","15,224,000","15,250,000","13,534,000","13,009,000","11,339,000","10,482,000","9,370,000","11,733,000","7,047,000","6,924,000","6,777,000","5,993,000","5,547,000","4,977,262","4,624,870","4,309,777","3,867,996","3,543,721","3,308,276",,,,"2,106,458",,"1,555,430","1,308,011","1,145,230","1,007,539","800,000","800,000","700,000","700,000","600,000","600,000","500,000","500,000","500,000","600,000","500,000","500,000","500,000","400,000","500,000","400,000","400,000","400,000","400,000","200,000","200,000","200,000","200,000","200,000","100,000","200,000",,,,
