name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"1,054,196,000","1,065,539,000","1,100,926,000","1,094,430,000","1,070,349,000","890,608,000","670,432,000","657,957,000","665,276,000","341,416,000","320,954,000","313,495,000","303,655,000","150,420,000","149,093,000","136,553,000","115,764,000","104,494,000","72,550,000","68,238,000","69,973,000"
	CurrentAssets,"413,297,000","412,885,000","431,525,000","408,229,000","406,674,000","193,599,000","590,815,000","577,331,000","566,873,000","226,949,000","233,312,000","233,219,000","235,604,000","91,414,000","95,129,000","87,194,000","78,622,000","65,252,000","30,225,000","28,447,000","28,043,000"
		CashCashEquivalentsAndShortTermInvestments,"316,008,000","331,453,000","321,819,000","309,615,000","329,731,000","112,163,000","530,959,000","521,759,000","491,982,000","184,414,000","192,410,000","195,930,000","198,391,000","58,661,000","63,510,000","56,798,000","47,265,000","37,627,000","5,366,000","5,679,000","6,788,000"
			CashAndCashEquivalents,"316,008,000","331,453,000","321,819,000","309,615,000","319,731,000","72,163,000","300,179,000","290,979,000","491,982,000","184,414,000","192,410,000","140,091,000","138,871,000","41,261,000","48,574,000","45,806,000","38,773,000","37,627,000","5,366,000","5,679,000","6,788,000"
			OtherShortTermInvestments,,"0","0","0","10,000,000","40,000,000","230,780,000","230,780,000",,"0","0","55,839,000","59,520,000","17,400,000","14,936,000","10,992,000","8,492,000",,,,
		Receivables,"68,827,000","61,572,000","75,161,000","63,098,000","51,458,000","55,243,000","46,452,000","41,779,000","37,072,000","30,187,000","30,030,000","26,695,000","27,898,000","24,009,000","23,780,000","23,001,000","24,404,000","21,225,000","18,702,000","16,968,000","16,838,000"
			AccountsReceivable,"32,256,000","31,036,000","42,987,000","31,997,000","22,591,000","26,504,000","20,980,000","19,122,000","16,553,000","14,692,000","14,708,000","12,706,000","15,559,000","13,620,000","12,374,000","13,375,000","15,002,000","44,692,000","40,351,000","36,552,000","31,734,000"
				GrossAccountsReceivable,,,,,,,,,"16,553,000","14,692,000","14,708,000","12,706,000","15,559,000","13,620,000","12,374,000","13,375,000","15,002,000","44,692,000","40,351,000","36,552,000","31,734,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-883,000","-769,000","-1,406,000","-1,093,000","-1,018,000","-906,000","-786,000","-1,473,000","-1,290,000","-32,463,000","-30,040,000","-27,513,000","-22,571,000"
			OtherReceivables,"38,251,000","32,197,000","33,641,000","32,465,000","30,085,000","29,942,000","26,361,000","23,254,000","21,402,000","16,264,000","16,728,000","15,082,000","13,357,000","11,295,000","12,192,000","11,099,000","10,692,000","8,996,000","8,391,000","7,929,000","7,675,000"
