name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990
TotalAssets,"11,134,000,000","11,108,000,000","7,779,000,000","7,670,000,000","7,660,000,000","7,643,000,000","7,224,000,000","7,040,000,000","7,028,000,000","6,972,000,000","7,104,000,000","7,001,000,000","6,995,000,000","4,213,445,000","3,339,195,000","3,301,445,000","3,232,712,000","3,260,857,000","3,013,610,000","2,969,822,000","2,765,512,000","2,783,331,000","2,721,206,000","2,645,276,000","2,558,099,000","2,143,161,000","2,092,078,000","2,046,532,000","2,049,340,000","1,871,580,000","1,931,839,000","1,723,139,000","1,345,931,000","1,334,424,000","1,285,329,000","1,257,372,000","1,255,646,000","1,249,788,000","1,274,000,000","1,246,735,000","1,236,546,000","1,233,980,000","1,237,629,000","1,227,251,000","1,239,584,000","1,242,293,000","1,251,959,000","1,238,017,000","1,235,815,000","1,245,739,000","1,240,000,000","1,234,674,000","1,248,442,000","1,278,265,000","1,628,578,000","1,611,827,000","1,609,991,000","1,625,969,000","1,615,343,000","1,613,581,000","1,610,390,000","1,628,287,000","1,629,463,000","1,627,600,000","1,624,155,000","1,525,054,000","1,352,183,000","1,344,553,000","1,368,261,000","1,373,469,000","1,371,242,000","1,336,617,000","1,328,372,000","1,325,329,000","1,290,624,000","1,285,081,000","1,291,106,000","1,296,724,000","607,013,683","595,911,130","578,601,388","794,336,978","615,666,054","616,869,906","621,175,420","636,771,735","640,508,816","644,338,079","646,354,334","658,200,000","479,300,000","480,800,000","480,200,000","469,000,000","471,200,000","343,700,000","342,300,000","345,100,000","347,000,000","304,000,000","298,700,000","298,700,000","301,800,000","112,500,000","113,500,000","78,200,000","75,600,000","73,900,000","71,100,000","68,800,000","46,900,000","25,100,000","20,800,000","22,400,000","22,200,000","21,900,000","24,300,000","24,400,000","26,400,000","30,400,000","31,700,000","41,600,000","40,200,000","39,500,000","39,200,000"
	CurrentAssets,"1,018,000,000","963,000,000","872,000,000","1,257,000,000","1,298,000,000","1,304,000,000","918,000,000","759,000,000","721,000,000","672,000,000","789,000,000","683,000,000","674,000,000","872,745,000","762,028,000","722,405,000","649,613,000","666,757,000","379,601,000","329,372,000","212,155,000","536,311,000","467,590,000","397,361,000","323,235,000","285,454,000","228,117,000","360,421,000","355,821,000","168,304,000","233,749,000","198,975,000","147,144,000","130,587,000","130,858,000","103,687,000","101,533,000","96,383,000","123,027,000","97,352,000","84,704,000","79,355,000","81,159,000","68,487,000","80,757,000","84,691,000","94,734,000","77,313,000","78,051,000","86,784,000","77,026,000","70,158,000","77,630,000","101,807,000","109,561,000","94,307,000","87,549,000","98,007,000","81,680,000","74,306,000","67,437,000","80,158,000","80,002,000","74,644,000","72,539,000","81,184,000","73,323,000","70,344,000","97,366,000","119,909,000","123,262,000","93,808,000","84,165,000","78,035,000","74,763,000","72,800,000","76,391,000","78,870,000","52,634,999","46,519,783","33,605,767","204,704,074","35,819,993","33,283,575","31,766,200","39,599,701","37,265,959","35,589,727","34,230,359","39,600,000","33,800,000","32,600,000","29,500,000","31,600,000","31,500,000","28,500,000","26,300,000","28,700,000","29,100,000","24,300,000","22,700,000","23,500,000","26,000,000","14,500,000","15,400,000","13,400,000","11,100,000","10,500,000","9,600,000","10,800,000","7,900,000","5,000,000","5,700,000","5,800,000","5,400,000","4,900,000","6,500,000","6,600,000","8,500,000","12,900,000","12,500,000","22,500,000","21,400,000","20,700,000","20,200,000"
		CashCashEquivalentsAndShortTermInvestments,"247,000,000","189,000,000","322,000,000","785,000,000","819,000,000","773,000,000","467,000,000","379,000,000","296,000,000","212,000,000","326,000,000","251,000,000","225,000,000","666,980,000","550,932,000","510,577,000","443,425,000","462,399,000","172,854,000","42,360,000","23,541,000","325,189,000","230,398,000","176,345,000","120,654,000","97,318,000","81,169,000","222,183,000","224,613,000","30,769,000","79,807,000","66,070,000","27,044,000","13,478,000","43,320,000","23,404,000","20,990,000","11,067,000","45,695,000","28,041,000","15,111,000","5,190,000","9,135,000","3,457,000","9,772,000","5,431,000","20,170,000","15,714,000","13,664,000","16,000,000","8,200,000","9,786,000","14,857,000","32,033,000","34,821,000","25,802,000","19,394,000","19,515,000","1,233,000","3,378,000","1,309,000","4,741,000","4,157,000","7,441,000","7,004,000","9,315,000","4,056,000","6,203,000","36,703,000","50,566,000","56,990,000","31,761,000","24,683,000","11,947,000","10,208,000","14,769,000","22,294,000","12,915,000","19,089,610","15,469,987","3,165,379","557,521","2,650,527","1,694,601","1,104,586","2,214,838","1,730,439","1,460,741","1,826,156","1,800,000","3,900,000","5,100,000","2,300,000","1,900,000","1,900,000","2,700,000","1,100,000","2,400,000","1,800,000","500,000","400,000","1,100,000","5,600,000","1,300,000","2,100,000","600,000","300,000","200,000","300,000","600,000","500,000","400,000","400,000","300,000","600,000","400,000","900,000","1,100,000","3,500,000","7,000,000","6,400,000","17,100,000","16,500,000","15,400,000","14,900,000"
			CashAndCashEquivalents,"247,000,000","189,000,000","322,000,000","785,000,000","819,000,000","773,000,000","467,000,000","379,000,000","296,000,000","212,000,000","326,000,000","251,000,000","225,000,000","666,980,000","550,932,000","510,577,000","443,425,000","462,399,000","172,854,000","42,360,000","23,541,000","325,189,000","230,398,000","176,345,000","120,654,000","97,318,000","81,169,000","222,183,000","224,613,000","30,769,000","79,807,000","66,070,000","27,044,000","13,478,000","43,320,000","23,404,000","20,990,000","11,067,000","45,695,000","28,041,000","15,111,000","5,190,000","9,135,000","3,457,000","9,772,000","5,431,000","20,170,000","15,714,000","13,664,000","16,000,000","8,200,000","9,786,000","14,857,000","30,649,000","32,575,000","22,568,000","15,294,000","15,338,000","1,233,000","3,378,000","1,309,000","4,741,000","4,157,000","7,441,000","7,004,000","9,315,000","4,056,000","6,203,000","36,703,000","50,566,000","56,990,000","31,761,000","24,683,000","11,947,000","10,208,000","14,769,000","22,294,000","12,915,000","19,089,610","15,469,987","3,165,379","557,521","2,650,527","1,694,601","1,104,586","2,214,838","1,730,439","1,460,741","1,826,156","1,800,000","3,900,000","5,100,000","2,300,000","1,900,000","1,900,000","2,700,000","1,100,000","2,400,000","1,800,000","500,000","400,000","1,100,000","5,600,000","1,300,000","2,100,000","600,000","300,000","200,000","300,000","600,000","500,000","400,000","400,000","300,000","600,000","400,000","900,000","1,100,000","3,500,000","7,000,000","6,400,000","17,100,000","16,500,000","15,400,000","14,900,000"
				CashFinancial,"247,000,000","189,000,000","322,000,000","785,000,000","819,000,000","773,000,000","467,000,000","379,000,000","296,000,000","212,000,000","326,000,000","251,000,000","225,000,000","666,980,000","550,932,000","510,577,000","443,425,000","462,399,000","172,854,000","42,360,000","23,541,000","325,189,000","230,398,000","176,345,000","120,654,000","97,318,000","81,169,000","222,183,000","224,613,000","30,769,000","79,807,000","66,070,000","27,044,000","13,478,000","43,320,000","23,404,000","20,990,000","11,067,000","45,695,000","28,041,000","15,111,000","5,190,000","9,135,000","3,457,000","9,772,000","5,431,000","20,170,000","15,714,000","13,664,000","16,000,000","8,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,384,000","2,246,000","3,234,000","4,100,000","4,177,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"665,000,000","645,000,000","461,000,000","429,000,000","434,000,000","446,000,000","384,000,000","354,000,000","385,000,000","411,000,000","402,000,000","390,000,000","414,000,000","183,592,000","180,510,000","176,712,000","168,186,000","171,230,000","166,073,000","260,670,000","156,756,000","146,811,000","149,864,000","147,839,000","137,842,000","121,473,000","110,812,000","105,230,000","99,388,000","106,692,000","95,934,000","84,149,000","69,429,000","70,047,000","59,582,000","61,934,000","58,972,000","62,472,000","61,370,000","60,723,000","57,766,000","62,085,000","56,203,000","56,077,000","58,084,000","64,487,000","56,094,000","53,793,000","52,580,000","57,179,000","50,128,000","51,472,000","49,601,000","54,685,000","54,698,000","58,462,000","53,902,000","63,070,000","61,672,000","61,771,000","54,264,000","62,056,000","56,758,000","58,151,000","53,368,000","60,081,000","54,624,000","57,377,000","51,179,000","58,375,000","52,312,000","55,070,000","49,585,000","55,215,000","50,753,000","50,502,000","43,441,000","54,770,000","25,145,795","26,338,099","24,926,846","29,722,141","25,984,925","28,015,798","24,310,989","30,321,372","26,133,753","30,301,665","25,314,634","30,300,000","21,900,000","22,800,000","21,000,000","22,900,000","22,900,000","20,000,000","18,300,000","19,500,000","17,200,000","16,700,000","14,700,000","17,400,000","16,400,000","10,800,000","10,100,000","9,600,000","8,200,000","8,800,000","7,600,000","8,400,000","6,000,000","3,700,000","3,300,000","3,300,000","3,300,000","3,300,000","3,800,000","3,600,000","3,400,000","3,600,000","3,900,000","3,600,000","3,500,000","3,900,000","3,900,000"
			AccountsReceivable,"644,000,000","624,000,000","440,000,000","408,000,000","413,000,000","425,000,000","384,000,000","354,000,000","385,000,000","411,000,000","402,000,000","390,000,000","414,000,000","183,592,000","180,510,000","176,712,000","168,186,000","171,230,000","166,073,000","169,846,000","156,756,000","146,811,000","149,864,000","147,839,000","137,842,000","121,473,000","110,812,000","105,230,000","99,388,000","106,692,000","95,934,000","84,149,000","69,429,000","70,047,000","59,582,000","61,934,000","58,972,000","62,472,000","61,370,000","60,723,000","57,766,000","62,085,000","56,203,000","56,077,000","58,084,000","64,487,000","56,094,000","53,793,000","52,580,000","57,179,000","50,128,000","51,472,000","49,601,000","54,685,000","54,698,000","58,462,000","53,902,000","63,070,000","61,672,000","61,771,000","54,264,000","60,346,000","53,338,000","58,142,000","53,052,000","58,436,000","53,455,000","56,043,000","49,968,000","56,964,000","50,702,000","53,460,000","49,585,000","55,215,000","50,753,000","50,502,000","43,441,000","54,770,000","25,145,795","26,338,099","24,926,846","29,722,141","24,939,598","27,115,665","24,310,989","30,321,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"659,000,000","640,000,000","451,000,000","418,000,000","423,000,000","435,000,000","395,000,000","369,000,000","397,000,000","422,000,000","410,000,000","399,000,000","423,000,000","188,938,000","183,555,000","179,736,000","172,842,000","175,836,000","170,113,000","173,461,000","160,378,000","149,974,000","152,827,000","150,348,000","140,111,000","123,267,000","112,564,000","106,941,000","101,251,000","108,359,000","96,641,000","85,064,000","70,605,000","70,777,000","60,219,000","63,782,000","61,198,000","64,536,000","63,437,000","62,837,000","60,049,000","64,399,000","58,468,000","57,618,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-15,000,000","-16,000,000","-11,000,000","-10,000,000","-10,000,000","-10,000,000","-11,000,000","-15,000,000","-12,000,000","-11,000,000","-8,000,000","-9,000,000","-9,000,000","-5,346,000","-3,045,000","-3,024,000","-4,656,000","-4,606,000","-4,040,000","-3,615,000","-3,622,000","-3,163,000","-2,963,000","-2,509,000","-2,269,000","-1,794,000","-1,752,000","-1,711,000","-1,863,000","-1,667,000","-707,000","-915,000","-1,176,000","-730,000","-637,000","-1,848,000","-2,226,000","-2,064,000","-2,067,000","-2,114,000","-2,283,000","-2,314,000","-2,265,000","-1,541,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
