name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"983,881,000","284,013,000","257,827,000","241,900,000","200,141,000","100,799,000","59,140,000","59,118,000","26,039,000","99,212,000","166,283,000","176,900,000","165,876,000","146,145,000","155,814,000","159,214,000","151,386,000","129,022,000","132,608,000","132,709,000","118,299,000","104,033,000","112,226,000","98,224,000","82,506,000","133,096,000","119,723,000","98,703,000","81,630,000","68,552,000","55,970,000","45,897,000","39,659,000","31,316,000","27,325,000","22,419,000","20,839,000","16,251,000"
	OperatingRevenue,"983,881,000","284,013,000","257,827,000","241,900,000","200,141,000","100,799,000","59,140,000","59,118,000","26,039,000","99,212,000","166,283,000","176,900,000","165,876,000","146,145,000","155,814,000","159,214,000","151,386,000","129,022,000","132,608,000","132,709,000","118,299,000","104,033,000","112,226,000","98,224,000","82,506,000","133,096,000","119,723,000","98,703,000","81,630,000","68,552,000","55,970,000","45,897,000","39,659,000","31,316,000","27,325,000","22,419,000","20,839,000","16,251,000"
PretaxIncome,"114,173,000","45,824,000","28,874,000","29,867,000","9,608,000","-49,905,000","-26,979,000","-34,399,000","-78,471,000","-47,768,000","374,000","-295,000","-11,070,000","-19,900,000","-13,394,000","-22,787,000","-60,788,000","-31,141,000","-91,387,000","-6,646,000","-25,496,000","-29,884,000","-32,493,000","-36,695,000","-85,297,000","4,288,000","5,153,000","2,183,000","-3,751,000","-5,747,000","-8,706,000","-6,952,000","-8,547,000","-7,299,000","2,858,000","2,628,000","1,782,000","40,000"
TaxProvision,"7,673,000","4,988,000","-234,000","2,682,000","237,000","-2,821,000","-324,000","-74,000","0","319,000","140,000","97,000","-438,000","0","18,000","-38,000","24,000","39,000","711,000","13,000","-52,000","-40,000","-224,000","-209,000","-3,946,000","151,000","584,000","1,233,000","389,000","627,000","331,000","419,000","640,000",,"0","-85,000","85,000","0"
NetIncomeCommonStockholders,"106,500,000","40,836,000","29,014,000","27,185,000","9,371,000","-47,084,000","-24,696,000","-27,779,000","-61,389,000","-95,444,000","234,000","-383,000","-10,661,000","-19,935,000","-13,462,000","-22,804,000","-60,861,000","-31,181,000","-92,007,000","-6,530,000","-25,454,000","-29,844,000","-32,269,000","-36,486,000","-81,351,000","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","7,308,000","0","1,697,000","40,000"
	NetIncome,"106,500,000","40,836,000","29,108,000","27,185,000","9,371,000","-47,084,000","-26,655,000","-34,325,000","-78,471,000","-48,087,000","234,000","-383,000","-10,661,000","-19,935,000","-13,462,000","-22,804,000","-60,861,000","-31,181,000","-92,007,000","-6,530,000","-25,454,000","-29,844,000","-32,269,000","-36,486,000","-81,351,000","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","2,858,000","2,713,000","1,697,000","40,000"
		NetIncomeIncludingNoncontrollingInterests,"106,500,000","40,836,000","29,108,000","27,185,000","9,371,000","-47,084,000","-26,655,000","-34,325,000","-78,471,000","-48,087,000","234,000","-392,000","-10,632,000","-19,900,000","-13,412,000","-22,749,000","-60,812,000","-31,180,000","-92,098,000","-6,659,000","-25,444,000","-29,844,000","-32,269,000","-36,486,000","-81,351,000","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","2,858,000","2,713,000","1,697,000","40,000"
			NetIncomeContinuousOperations,"106,500,000","40,836,000","29,108,000","27,185,000","9,371,000","-47,084,000","-26,655,000","-34,325,000","-78,471,000","-48,087,000","234,000","-392,000","-10,632,000","-19,900,000","-13,412,000","-22,749,000","-60,812,000","-31,180,000","-92,098,000","-6,659,000","-25,444,000","-29,844,000","-32,269,000","-36,486,000","-81,351,000","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","2,858,000","2,713,000","1,697,000","40,000"
		MinorityInterests,,,,,,,"0","0","0","0","0","9,000","-29,000","-35,000","-50,000","-55,000","-49,000","-1,000","91,000","129,000","-10,000",,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,"0",,,"50,204,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,"-1,308,000","-1,959,000","-6,546,000","-17,082,000","-2,847,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,713,000",,
DilutedNIAvailtoComStockholders,"106,500,000","40,836,000","29,014,000","27,185,000","9,371,000","-47,084,000","-24,696,000","-27,779,000","-61,389,000","-95,444,000","234,000","-383,000","-10,661,000","-19,935,000","-13,462,000","-22,804,000","-60,861,000","-31,181,000","-92,007,000","-6,530,000","-25,454,000","-29,844,000","-32,269,000","-36,486,000","-81,351,000","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","7,308,000","0","1,697,000","40,000"
BasicEPS,,"0.4","0.29","0.27","0.1","-0.49","-0.29","-0.38","-0.87","-1.1","0.003","-0.004","-0.12","-0.25","-0.15","-0.25","-0.7","-0.35","-1.1","-0.1","-0.3","-0.35","-0.4","-0.45","-1.05","0.05","0.05","0.013","-0.05","-0.1","-0.35","-0.102","-0.793","-0.63",,"0","0.146","0.003"
DilutedEPS,,"0.39","0.27","0.26","0.09","-0.49","-0.29","-0.38","-0.87","-1.1","0.003","-0.004","-0.12","-0.25","-0.15","-0.25","-0.7","-0.35","-1.1","-0.1","-0.3","-0.35","-0.4","-0.45","-1.05","0.05","0.05","0.012","-0.05","-0.1","-0.35","-0.102","-0.793","-0.63",,"0","0.146","0.003"
BasicAverageShares,,"101,493,561","100,320,691","99,073,507","97,785,089","92,666,169","81,368,674","73,566,385","70,304,166","86,505,560","88,371,672","87,588,495","86,719,049","86,108,871","85,539,436","84,871,828","84,238,897","83,659,860","83,201,042","82,555,799","81,335,399","80,061,704","79,175,410","78,290,663","76,578,680","76,053,327","75,726,268","75,196,424","74,568,389","74,391,862","25,571,856","72,222,307","11,591,767","11,591,767",,"11,591,767","11,591,767","11,591,767"
DilutedAverageShares,,"105,052,904","108,096,823","106,108,662","102,031,088","92,666,169","81,368,674","73,566,385","70,304,166","86,505,560","88,912,677","87,588,495","86,719,049","86,108,871","85,539,436","84,871,828","84,238,897","83,659,860","83,201,042","82,555,799","81,335,399","80,061,704","79,175,410","78,290,663","76,578,680","78,479,565","80,526,802","80,386,976","74,568,389","74,391,862","25,571,856","72,222,307","11,591,767","11,591,767",,"11,591,767","11,591,767","11,591,767"
NetIncomeFromContinuingAndDiscontinuedOperation,"106,500,000","40,836,000","29,108,000","27,185,000","9,371,000","-47,084,000","-26,655,000","-34,325,000","-78,471,000","-48,087,000","234,000","-383,000","-10,661,000","-19,935,000","-13,462,000","-22,804,000","-60,861,000","-31,181,000","-92,007,000","-6,530,000","-25,454,000","-29,844,000","-32,269,000","-36,486,000","-81,351,000","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","2,858,000","2,713,000","1,697,000","40,000"
NormalizedIncome,"106,500,000","40,836,000","29,108,000","27,185,000","9,371,000","-47,084,000","-26,655,000","-34,325,000","-78,471,000","-48,087,000","234,000","-383,000","-10,661,000","-19,935,000","-13,462,000","-13,082,239.259","-25,897,650","-21,326,000","-45,657,000","-6,530,000","-25,454,000","-29,844,000","-32,269,000","-34,845,397.738","-47,588,670.727","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","2,858,000","2,713,000","1,697,000","40,000"
InterestIncome,"359,895,000","111,653,000","97,655,000","82,860,000","67,727,000","44,590,000","32,950,000","46,773,000","60,560,000","69,411,000","74,791,000","77,820,000","92,562,000","100,172,000","106,170,000","115,514,000","127,760,000","138,018,000","141,471,000","151,532,000","157,260,000","160,996,000","167,230,000","171,868,000","179,685,000","177,879,000","163,141,000","145,833,000","130,526,000","113,472,000","354,453,000","94,038,000","85,212,000","73,048,000","-124,771,000","51,386,000","41,021,000","32,364,000"
InterestExpense,"65,890,000","11,973,000","14,523,000","17,572,000","21,822,000","26,084,000","27,056,000","32,440,000","37,766,000","44,241,000","49,251,000","55,060,000","66,916,000","75,360,000","83,222,000","90,642,000","100,898,000","110,843,000","122,796,000","139,681,000","150,340,000","158,607,000","164,645,000","169,444,000","177,596,000","176,683,000","162,074,000","144,659,000","129,727,000","113,280,000","103,561,000","94,460,000","85,594,000","73,000,000","62,720,000","51,370,000","41,032,000","32,325,000"
NetInterestIncome,"294,005,000","99,680,000","83,132,000","65,288,000","45,905,000","18,506,000","5,894,000","14,333,000","22,794,000","25,170,000","25,540,000","22,760,000","25,646,000","24,812,000","22,948,000","24,872,000","26,862,000","27,175,000","18,675,000","11,851,000","6,920,000","2,389,000","2,585,000","2,424,000","2,089,000","1,196,000","1,067,000","1,174,000","799,000","192,000","250,892,000","-422,000","-382,000","48,000","-187,491,000","16,000","-11,000","39,000"
ReconciledDepreciation,"4,848,000","11,039,000","-3,698,000","-3,871,000","1,694,000","11,450,000","12,197,000","12,348,000","16,611,000","12,873,000","15,118,000","13,878,000","14,301,000","15,855,000","14,837,000","15,651,000","12,575,000","11,701,000","13,803,000","11,306,000","10,845,000","10,254,000","8,508,000","7,628,000","7,091,000","6,655,000","6,053,000","5,772,000","5,060,000","4,693,000","3,638,000","3,157,000","2,456,000","1,007,000","756,000","412,000","321,000","174,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"106,500,000","40,836,000","29,108,000","27,185,000","9,371,000","-47,084,000","-26,655,000","-34,325,000","-78,471,000","-48,087,000","234,000","-383,000","-10,661,000","-19,935,000","-13,462,000","-22,804,000","-60,861,000","-31,181,000","-92,007,000","-6,530,000","-25,454,000","-29,844,000","-32,269,000","-36,486,000","-81,351,000","4,137,000","4,569,000","950,000","-4,140,000","-6,374,000","-9,037,000","-7,371,000","-9,187,000","-7,299,000","2,858,000","2,713,000","1,697,000","40,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,"0","0","0","0","0","-9,738,000","-47,895,000","-13,500,000","-77,250,000","0","0",,"0","-1,650,000","-35,400,000",,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,"0","0","0","0","0","-9,738,000","-47,895,000","-13,500,000","-77,250,000","0","0",,"0","-1,650,000","-35,400,000",,,,,,,,,,,,,
TaxRateForCalcs,"0.067","0.109","0.27","0.09","0.025","0.057","0.012","0.002","0","0.27","0.374","0.27","0.04","0","0.27","0.002","0.27","0.27","0.4","0.4","0.002","0.001","0.007","0.006","0.046","0.035","0.113","0.4","0.4","0.4","0.35","0.35","0.35","0","0","0.35","0.048","0"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-16,239.259","-12,931,650","-3,645,000","-30,900,000","0","0","0","0","-9,397.738","-1,637,670.727","0","0","0","0","0","0","0","0","0","0","0","0","0"
