name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
OperatingCashFlow,"18,997,000","120,747,000","4,164,000","-21,316,000","-84,598,000","-46,704,000","41,804,000","72,738,000","92,237,000","-34,007,000","25,165,000","222,851,000","13,299,000","-124,785,000","56,163,000","27,619,000","11,023,000","-73,403,000","161,646,000","36,524,000","-1,775,000","-32,845,000","19,170,000","89,590,000","-11,368,000","15,944,000","-6,602,000","52,432,000","-29,434,000","-2,324,000","86,747,000","-81,990,000","-20,305,000","-41,130,000","61,786,000","27,512,000","45,885,000","-84,455,000","-39,986,000","3,990,000","-6,829,000","-25,038,000","93,392,000","-36,540,000","-39,722,000","-47,654,000","62,221,000","-48,633,000","72,975,000","-60,291,000","26,010,000","-11,499,000","2,971,000","-43,529,000","94,861,000","-41,671,000","47,814,000","25,050,000","99,465,000","31,659,000","101,460,000","48,946,000","104,650,000","43,152,000","-4,499,000","-26,397,000","40,356,000","8,284,000","8,287,000","-26,588,000","30,965,000","8,516,000","51,634,000","-31,349,000","37,950,000","-265,000","-25,131,000","30,022,000","19,877,000","-16,656,000","1,323,000","-8,176,000","8,099,000","4,409,000","8,973,000","-19,408,000","34,976,000","34,587,000","-18,390,000","-8,525,000","39,300,000","-7,900,000","31,000,000","-34,600,000","8,800,000","-19,100,000","51,100,000","-11,100,000","31,900,000","-27,300,000","9,100,000","-1,000,000","5,400,000","-6,700,000","9,300,000","-32,300,000","15,800,000","-16,900,000","4,400,000","21,300,000","-12,300,000","17,500,000","6,300,000","-16,500,000","14,500,000","9,000,000","-5,300,000","-19,800,000","46,000,000","60,100,000","3,800,000","14,000,000","-7,800,000"
	CashFlowFromContinuingOperatingActivities,"18,997,000","120,747,000","4,164,000","-21,316,000","-84,598,000","-46,704,000","41,804,000","72,738,000","92,237,000","-34,007,000","25,165,000","222,851,000","13,299,000","-124,785,000","56,163,000","27,619,000","11,023,000","-73,403,000","161,646,000","36,524,000","-1,775,000","-32,845,000","19,170,000","89,590,000","-11,368,000","15,944,000","-6,602,000","52,432,000","-29,434,000","-2,324,000","86,747,000","-81,990,000","-20,305,000","-41,130,000","61,786,000","27,512,000","45,885,000","-84,455,000","-39,986,000","3,990,000","-6,829,000","-25,038,000","93,392,000","-36,540,000","-39,722,000","-47,654,000","62,221,000","-48,633,000","72,975,000","-60,291,000","26,010,000","-11,499,000","2,971,000","-43,529,000","94,861,000","-41,671,000","47,814,000","25,050,000","99,465,000","31,659,000","101,460,000","48,946,000","104,650,000","43,152,000","-4,499,000","-26,397,000","40,356,000","8,284,000","8,287,000","-26,588,000","30,965,000","8,516,000","51,634,000","-31,349,000","37,950,000","-265,000","-25,131,000","30,022,000","19,877,000","-16,656,000","1,323,000","-8,176,000","8,099,000","4,409,000","8,973,000","-19,408,000","34,976,000","34,587,000","-18,390,000","-8,525,000","39,300,000","92,100,000","-69,000,000","-34,600,000","8,800,000","-19,100,000","51,100,000","-11,100,000","31,900,000","-27,300,000","9,100,000","-1,000,000","5,400,000","-6,700,000","9,300,000","-32,300,000","15,800,000","-16,900,000","4,400,000","21,300,000","-12,300,000","17,500,000","6,300,000","-16,500,000","14,500,000","9,000,000","-5,300,000","-19,800,000","46,000,000","60,100,000","3,800,000","14,000,000","-7,800,000"
		NetIncomeFromContinuingOperations,"90,232,000","-18,813,000","41,193,000","26,241,000","41,611,000","25,105,000","46,017,000","49,323,000","30,859,000","26,138,000","-76,229,000","26,721,000","-315,439,000","4,722,000","55,391,000","25,436,000","27,896,000","-10,942,000","82,847,000","25,300,000","32,633,000","13,764,000","30,261,000","28,801,000","21,360,000","15,400,000","8,712,000","19,677,000","11,777,000","5,126,000","27,722,000","35,730,000","28,545,000","15,939,000","33,259,000","23,759,000","15,478,000","14,800,000",,,,,,,,"6,929,000","18,909,000","30,933,000","32,725,000","20,933,000","32,499,000","26,684,000","38,897,000","38,981,000","-162,956,000","34,106,000","28,557,000","25,153,000","22,872,000","24,011,000","27,578,000","22,653,000","19,302,000","9,583,000","4,561,000","8,090,000","-13,913,000","5,952,000","6,460,000","5,550,000","6,180,000","6,430,000","12,176,000","11,221,000","22,585,000","6,396,000","3,618,000","11,419,000","9,525,000","3,644,000","4,690,000","5,215,000","6,396,000","5,843,000","7,359,000","6,820,000","7,361,000","5,938,000","5,909,000","5,173,000","4,700,000","4,600,000","-95,300,000","2,400,000","2,600,000","3,800,000","3,100,000","2,200,000","-1,700,000","2,900,000","2,300,000","1,900,000","-76,400,000","2,300,000","2,000,000","1,500,000","1,300,000","-30,700,000","900,000","900,000","1,200,000","1,000,000","-2,700,000","800,000","800,000","700,000","1,000,000","700,000","-22,200,000","1,000,000","800,000","700,000","700,000"
		OperatingGainsLosses,"2,487,000","-132,000","635,000","1,644,000","340,000","20,000","936,000","-2,640,000","492,000","-461,000","-40,681,000","-320,000","-1,372,000","-107,000","-421,000","-651,000","3,000","1,471,000","1,507,000","-27,000","-218,000","-131,000","153,000","96,000","-81,000","285,000","-2,088,000","-508,000","-37,000","-276,000","-125,000","499,000","1,786,000","427,000","269,000","-40,000","-104,000","-76,000","71,000","-21,000","609,000","2,620,000","4,133,000","-5,042,000","-450,000","596,000","924,000","-84,000","434,000","0","201,000","276,000","91,000","396,000","-1,084,000","230,000","-334,000","120,000","-1,568,000","-1,040,000","57,000","25,000","-11,829,000","13,033,000","-1,365,000","1,087,000","191,000","1,312,000","1,579,000","1,157,000",,,,,,,"-28,863,000","24,207,000",,"-3,167,000","29,524,000","-14,262,000","3,666,000","17,506,000","3,184,000","4,426,000","4,536,000","5,502,000","385,000","3,897,000","-4,200,000","116,500,000","-17,200,000","1,900,000","1,100,000","-33,600,000","35,500,000","-1,500,000","-2,700,000","-600,000","1,900,000","1,500,000","72,500,000","100,000","2,600,000","100,000","-900,000","7,700,000","9,700,000","-3,600,000",,,"-1,400,000","4,400,000","11,000,000","3,200,000","2,000,000","-35,700,000","-2,000,000","-5,000,000","4,700,000","0","-800,000"
			GainLossOnSaleOfPPE,"2,487,000","-132,000","635,000","1,644,000","340,000","20,000","936,000","-2,640,000","492,000","-461,000","-2,889,000","-320,000","-1,372,000","-107,000","-421,000","-651,000","3,000","1,471,000","1,507,000","-27,000","-218,000","-131,000","153,000","96,000","-81,000","285,000","-2,088,000","-508,000","-37,000","-276,000","-125,000","499,000","0","427,000","269,000","-40,000","-104,000","-76,000","-193,000","-21,000","609,000","-79,000",,"-1,042,000","-450,000","596,000",,"-84,000","434,000","0","537,000","109,000","26,000","292,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0","0","0","264,000","0","0","2,699,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"111,593,000","20,238,000","26,033,000","30,061,000","35,261,000","26,874,000","27,400,000","30,858,000","25,965,000","22,811,000","20,503,000","16,227,000","14,597,000","13,717,000","13,686,000","12,417,000","10,977,000","10,187,000","11,467,000","9,705,000","9,762,000","20,996,000","20,007,000","17,339,000","15,460,000","14,496,000","11,201,000","11,094,000","10,840,000","10,594,000","13,807,000","12,087,000","15,419,000","14,659,000","17,644,000","14,200,000","13,773,000","13,793,000","14,781,000","14,570,000","16,316,000","15,790,000","18,037,000","12,609,000","8,942,000","8,043,000","8,006,000","7,439,000","7,859,000","8,030,000","8,774,000","9,101,000","10,417,000","10,215,000","16,402,000","6,020,000","2,600,000","2,574,000","2,603,000","2,561,000","2,551,000","3,228,000","2,522,000","2,268,000","2,664,000","2,473,000","2,521,000","1,384,000","138,000","2,660,000","1,147,000","1,143,000","1,118,000","1,720,000","865,000","857,000","835,000","832,000","893,000","720,000","702,000","887,000","697,000","691,000","632,000","582,000","579,000","558,000","557,000","497,000","1,100,000","700,000","800,000","800,000","-100,000","600,000","600,000","500,000","-200,000","800,000","600,000","700,000","700,000","600,000","600,000","700,000","1,000,000","500,000","600,000","700,000","700,000","1,000,000","500,000","700,000","800,000","900,000","1,100,000","700,000","1,600,000","1,900,000","1,800,000","1,700,000","1,800,000"
			DepreciationAndAmortization,"111,593,000","20,238,000","26,033,000","30,061,000","35,261,000","26,874,000","27,400,000","30,858,000","25,965,000","22,811,000","20,503,000","16,227,000","14,597,000","13,717,000","13,686,000","12,417,000","10,977,000","10,187,000","11,467,000","9,705,000","9,762,000","20,996,000","20,007,000","17,339,000","15,460,000","14,496,000","11,201,000","11,094,000","10,840,000","10,594,000","13,807,000","12,087,000","15,419,000","14,659,000","17,644,000","14,200,000","13,773,000","13,793,000","14,781,000","14,570,000","16,316,000","15,790,000","18,037,000","12,609,000","8,942,000","8,043,000","8,006,000","7,439,000","7,859,000","8,030,000","8,774,000","9,101,000","10,417,000","10,215,000","16,402,000","6,020,000","2,600,000","2,574,000","2,603,000","2,561,000","2,551,000","3,228,000","2,522,000","2,268,000","2,664,000","2,473,000","2,521,000","1,384,000","138,000","2,660,000","1,147,000","1,143,000","1,118,000","1,720,000","865,000","857,000","835,000","832,000","893,000","720,000","702,000","887,000","697,000","691,000","632,000","582,000","579,000","558,000","557,000","497,000","1,100,000","700,000","800,000","800,000","-100,000","600,000","600,000","500,000","-200,000","800,000","600,000","700,000","700,000","600,000","600,000","700,000","1,000,000","500,000","600,000","700,000","700,000","1,000,000","500,000","700,000","800,000","900,000","1,100,000","700,000","1,600,000","1,900,000","1,800,000","1,700,000","1,800,000"
				Depreciation,"77,234,000","14,733,000","17,182,000","20,729,000","24,590,000","20,231,000","19,124,000","21,575,000","17,181,000","16,999,000","16,934,000","15,341,000","13,712,000","12,831,000","12,800,000","11,531,000","10,092,000","9,301,000","10,581,000","8,819,000","8,877,000","20,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"34,359,000","5,505,000","8,851,000","9,332,000","10,671,000","6,643,000","8,276,000","9,283,000","8,784,000","5,812,000","3,569,000","886,000","885,000","886,000","886,000","886,000","885,000","886,000","886,000","886,000","885,000","886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"34,359,000","5,505,000","8,851,000","9,332,000","10,671,000","6,643,000","8,276,000","9,283,000","8,784,000","5,812,000","3,569,000","886,000","885,000","886,000","886,000","886,000","885,000","886,000","886,000","886,000","885,000","886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-14,034,000","-52,000","-14,011,000","-2,089,000","2,118,000","95,000","26,116,000","16,714,000","2,949,000","2,474,000","-23,291,000","2,003,000","-50,463,000","142,000","-682,000","117,000","-70,000","186,000","-23,738,000","643,000","525,000","-526,000","-1,533,000","-8,265,000","-216,000","-155,000","15,848,000","6,543,000",,,"5,472,000","16,052,000","-109,000","45,000","9,512,000","-1,003,000","152,000","348,000","16,402,000","413,000","-48,114,000","5,693,000","10,442,000","1,687,000","-864,000","-411,000","-767,000","-935,000","-987,000","-1,137,000","-4,947,000","-909,000","-3,906,000","-779,000","-9,413,000","432,000","625,000","372,000","-6,036,000","-3,933,000","359,000","-1,058,000","-665,000","6,747,000","3,241,000","5,950,000","-10,995,000","2,923,000","3,631,000","1,137,000","-4,175,000","4,096,000","468,000","-230,000",,"-270,000","0","-7,000,000",,,,,,,,,,"-763,000","-1,520,000","-836,000",,"-2,700,000","1,500,000","1,400,000",,"-100,000","100,000","400,000","21,300,000","-18,800,000","300,000","-400,000","-27,800,000","3,600,000","-1,600,000","4,400,000","8,100,000","19,800,000","-3,700,000","-5,000,000","3,500,000","200,000","-5,500,000","-3,500,000","1,800,000","3,600,000","-8,700,000","14,500,000","-12,000,000","-1,000,000","600,000","6,900,000","-300,000"
