name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
TotalAssets,"3,638,387,000","3,557,124,000","2,986,244,000","2,624,359,000","2,443,079,000","1,465,612,000","772,905,000","833,046,000","849,271,000","916,571,000","888,716,000","899,720,000","888,344,000","855,768,000","913,504,000","927,327,000","949,909,000","835,728,000","813,652,000","797,098,000","786,536,000","768,319,000","735,509,000","709,629,000","693,178,000","656,894,000","627,954,000","611,138,000","581,865,000","558,797,000","559,733,000","568,358,000","568,564,000","585,514,000","552,677,000","536,117,000","546,129,000","477,938,000","455,940,000","434,317,000","448,453,000","453,851,000","415,194,000","403,092,000","393,540,000","381,566,000","355,966,000","365,280,000","375,497,000","383,330,000","346,565,000","314,266,000","303,915,000","292,139,000","298,887,000","266,864,000","252,672,000","241,387,000","230,037,000","226,083,000","214,912,000","248,816,000","210,121,000","208,446,000","242,098,000","277,773,000","253,792,000","239,057,000","351,025,000","336,956,000","291,942,000","149,129,000","130,842,000","114,793,000","96,467,000","91,942,000","80,452,000","79,873,000","81,862,000","95,110,000","95,452,000","103,632,000","128,641,000","166,349,000","231,046,000","259,087,000","242,063,000","287,677,000","193,222,000","203,368,000","140,300,000","131,100,000","124,300,000","82,700,000","76,600,000","75,300,000"
	CurrentAssets,"246,988,000","267,965,000","197,622,000","208,458,000","250,754,000","272,620,000","218,436,000","672,773,000","693,062,000","753,446,000","721,754,000","727,288,000","718,412,000","778,399,000","838,466,000","853,536,000","876,480,000","763,611,000","730,854,000","715,184,000","704,455,000","684,987,000","649,117,000","621,030,000","608,119,000","565,314,000","536,854,000","513,449,000","483,429,000","462,365,000","464,257,000","466,486,000","462,362,000","479,948,000","441,646,000","422,243,000","431,404,000","358,141,000","335,497,000","314,896,000","332,816,000","343,205,000","310,393,000","305,277,000","309,752,000","296,858,000","275,767,000","286,803,000","301,346,000","305,220,000","282,003,000","243,322,000","225,029,000","214,429,000","216,748,000","209,594,000","195,828,000","182,723,000","169,786,000","162,366,000","152,871,000","175,406,000","129,802,000","119,700,000","147,216,000","173,387,000","139,172,000","116,590,000","192,254,000","175,177,000","129,178,000","95,776,000","105,462,000","89,317,000","74,290,000","69,507,000","57,381,000","54,975,000","53,153,000","63,153,000","60,799,000","67,935,000","74,721,000","105,702,000","137,684,000","154,873,000","120,901,000","185,388,000","102,409,000","121,406,000","103,400,000","105,400,000","102,500,000","63,500,000","62,100,000","64,000,000"
		CashCashEquivalentsAndShortTermInvestments,"92,677,000","63,356,000","56,975,000","56,399,000","82,544,000","59,675,000","52,653,000","530,871,000","539,222,000","565,646,000","578,289,000","574,846,000","551,057,000","576,110,000","699,175,000","699,594,000","695,467,000","675,171,000","646,104,000","632,395,000","618,492,000","589,383,000","578,902,000","550,086,000","536,297,000","485,661,000","456,877,000","427,895,000","391,823,000","345,466,000","354,602,000","367,539,000","365,831,000","357,369,000","343,948,000","317,775,000","330,195,000","224,393,000","216,609,000","195,540,000","211,132,000","199,634,000","186,300,000","193,025,000","203,143,000","174,097,000","184,302,000","202,682,000","231,862,000","224,769,000","200,670,000","176,167,000","162,193,000","122,915,000","127,287,000","119,603,000","99,877,000","85,194,000","75,725,000","76,151,000","66,993,000","78,996,000","47,843,000","46,962,000","70,781,000","96,079,000","75,482,000","50,646,000","131,624,000","106,130,000","74,793,000","60,817,000","76,321,000","51,882,000","38,721,000","34,874,000","21,970,000","15,080,000","22,376,000","37,041,000","33,217,000","39,313,000","42,527,000","60,561,000","91,033,000","68,770,000","41,068,000","100,031,000","54,760,000","25,941,000","43,800,000","34,800,000","45,100,000","27,500,000","29,900,000","40,000,000"
			CashAndCashEquivalents,"92,677,000","63,356,000","56,975,000","56,399,000","82,544,000","59,675,000","52,653,000","420,899,000","429,276,000","456,727,000","375,071,000","261,497,000","258,743,000","109,924,000","112,082,000","90,427,000","152,155,000","420,244,000","386,855,000","379,694,000","358,676,000","401,975,000","365,555,000","347,389,000","308,887,000","292,341,000","230,188,000","201,146,000","165,094,000","146,919,000","136,006,000","111,859,000","214,751,000","220,171,000","163,777,000","188,688,000","330,195,000","224,393,000","216,609,000","195,540,000","211,132,000","199,634,000","186,300,000","193,025,000","203,143,000","174,097,000","184,302,000","202,682,000","231,862,000","224,769,000","200,670,000","176,167,000","162,193,000","122,915,000","127,287,000","119,603,000","99,877,000","85,194,000","75,725,000","76,140,000","66,978,000","78,980,000","47,828,000","46,940,000","42,744,000","42,318,000","39,614,000","50,632,000","63,239,000","68,314,000","74,793,000","60,817,000","76,321,000","51,882,000","38,721,000","34,874,000","21,929,000","15,036,000","22,323,000","36,951,000","32,627,000","38,409,000","42,166,000","57,165,000","86,825,000","67,685,000","38,704,000","93,823,000","17,534,000","25,941,000","22,400,000","34,800,000","45,100,000","27,500,000","29,900,000","40,000,000"
			OtherShortTermInvestments,,,,,,"0","0","109,972,000","109,946,000","108,919,000","203,218,000","313,349,000","292,314,000","466,186,000","587,093,000","609,167,000","543,312,000","254,927,000","259,249,000","252,701,000","259,816,000","187,408,000","213,347,000","202,697,000","227,410,000","193,320,000","226,689,000","226,749,000","226,729,000","198,547,000","218,596,000","255,680,000","151,080,000","137,198,000","180,171,000","129,087,000",,,,,,,,,,,,,,"0","0","0",,,,,,,,"11,000","15,000","16,000","15,000","22,000","28,037,000","53,761,000","35,868,000","14,000","68,385,000","37,816,000",,,,,,,"41,000","44,000","53,000","90,000","590,000","904,000","361,000","3,396,000","4,208,000","1,085,000","2,364,000","6,208,000","37,226,000",,"21,400,000",,,,,
		Receivables,"126,930,000","189,280,000","123,748,000","131,516,000","150,626,000","197,461,000","148,512,000","123,794,000","124,935,000","163,516,000","118,002,000","129,144,000","133,922,000","171,359,000","110,761,000","125,115,000","147,332,000","69,500,000","66,337,000","68,005,000","73,394,000","83,319,000","58,052,000","54,887,000","56,558,000","68,154,000","55,039,000","56,038,000","58,436,000","78,633,000","57,514,000","57,525,000","67,742,000","86,181,000","62,869,000","73,397,000","69,486,000","93,758,000","75,474,000","78,893,000","76,854,000","94,723,000","77,084,000","70,974,000","64,094,000","82,056,000","57,729,000","52,608,000","43,317,000","56,399,000","56,010,000","41,604,000","37,971,000","49,670,000","45,196,000","40,405,000","44,726,000","52,214,000","52,782,000","41,215,000","34,138,000","54,468,000","41,701,000","34,069,000","37,699,000","43,052,000","28,854,000","32,387,000","27,903,000","40,917,000","30,352,000","27,456,000","23,144,000","30,993,000","28,207,000","28,956,000","24,038,000","28,195,000","19,850,000","22,761,000","22,652,000","22,281,000","24,043,000","34,374,000","35,129,000","49,061,000","39,465,000","40,716,000","35,348,000","37,586,000","54,600,000","46,400,000","37,200,000","33,100,000","29,500,000","22,500,000"
			AccountsReceivable,"126,930,000","189,280,000","123,748,000","131,516,000","150,626,000","197,461,000","148,512,000","123,794,000","124,935,000","163,516,000","118,002,000","129,144,000","133,922,000","171,359,000","110,761,000","125,115,000","147,332,000","69,500,000","66,337,000","68,005,000","73,394,000","83,319,000","58,052,000","54,887,000","56,558,000","68,154,000","55,039,000","56,038,000","58,436,000","78,633,000","57,514,000","57,525,000","67,742,000","86,181,000","62,869,000","73,397,000","69,486,000","93,758,000","75,474,000","78,893,000","76,854,000","94,723,000","77,084,000","70,974,000","64,094,000","82,056,000","57,729,000","52,608,000","43,317,000","56,399,000","56,010,000","41,604,000","37,971,000","49,670,000","45,196,000","40,405,000","44,726,000","52,214,000","52,782,000","41,215,000","34,138,000","54,468,000","41,701,000","34,069,000","37,699,000","43,052,000","28,854,000","32,387,000","27,903,000","40,917,000","30,352,000","27,456,000","23,144,000","30,993,000","28,207,000","28,956,000","24,038,000","28,195,000","19,850,000","22,761,000","22,652,000","22,281,000","24,043,000","34,374,000","35,129,000",,,,,,,,,,,
				GrossAccountsReceivable,"129,623,000","192,055,000","126,118,000","133,913,000","152,686,000","200,221,000","151,234,000","125,802,000","126,971,000","165,153,000","121,336,000","133,443,000","138,490,000","176,848,000","114,483,000","129,034,000","151,289,000","73,690,000","70,428,000","72,631,000","77,543,000","86,500,000","62,460,000","58,930,000","60,867,000","71,979,000","58,790,000","59,783,000","62,597,000","83,045,000","61,416,000","61,668,000","72,619,000","90,170,000","67,052,000","77,519,000","73,589,000",,"81,118,000","84,518,000","82,717,000","100,840,000","83,373,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,693,000","-2,775,000","-2,370,000","-2,397,000","-2,060,000","-2,760,000","-2,722,000","-2,008,000","-2,036,000","-1,637,000","-3,334,000","-4,299,000","-4,568,000","-5,489,000","-3,722,000","-3,919,000","-3,957,000","-4,190,000","-4,091,000","-4,626,000","-4,149,000","-3,181,000","-4,408,000","-4,043,000","-4,309,000","-3,825,000","-3,751,000","-3,745,000","-4,161,000","-4,412,000","-3,902,000","-4,143,000","-4,877,000","-3,989,000","-4,183,000","-4,122,000","-4,103,000",,"-5,644,000","-5,625,000","-5,863,000","-6,117,000","-6,289,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"21,116,000","14,251,000","15,750,000","19,338,000","16,390,000","14,400,000","16,040,000","16,887,000","26,163,000","23,195,000","24,665,000","22,259,000","32,511,000","30,068,000","27,629,000","27,863,000","32,656,000","18,002,000","17,649,000","13,951,000","11,718,000","11,548,000","11,597,000","15,414,000","14,563,000","10,881,000","12,078,000","14,389,000","17,856,000","17,669,000","19,682,000","19,041,000","14,100,000","14,260,000","13,597,000","11,836,000","12,013,000","13,288,000","16,601,000","18,476,000","15,469,000","17,043,000","19,956,000","19,314,000","22,971,000","26,751,000","14,562,000","15,306,000","12,363,000","10,861,000","10,145,000","8,053,000","9,881,000","9,518,000","11,553,000","13,618,000","13,628,000","12,681,000","9,366,000","9,698,000","8,890,000","8,633,000","7,845,000","7,490,000","6,854,000","6,209,000","5,716,000","4,685,000","6,085,000","6,337,000","6,565,000","5,055,000","3,398,000","3,888,000","6,144,000","4,258,000","4,911,000","5,032,000","4,865,000","3,100,000","4,736,000","5,902,000","7,548,000","10,203,000","11,122,000",,,,,,,,,,,
		RestrictedCash,"6,265,000","1,078,000","1,149,000","1,205,000","1,194,000","1,084,000","1,231,000","1,221,000","2,742,000","1,089,000","798,000","1,039,000","922,000","862,000","901,000","964,000","1,025,000","938,000","764,000","833,000","851,000","737,000","566,000","643,000","701,000","618,000","487,000","655,000","716,000","661,000","1,550,000","705,000","1,123,000","583,000","194,000","122,000","200,000","86,000","228,000","247,000","337,000","289,000","413,000","470,000","313,000",,"1,061,000","1,054,000","1,026,000","549,000","321,000","1,523,000","542,000","619,000","514,000","2,293,000","2,222,000","2,982,000","2,875,000","3,787,000","3,827,000","3,799,000","3,833,000","5,225,000","5,140,000","5,076,000","4,933,000","5,998,000","6,225,000","1,210,000","738,000","722,000","726,000","747,000","797,000","679,000","6,193,000","6,173,000","6,062,000","251,000","194,000","439,000","603,000","564,000","400,000",,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","12,373,000","14,472,000","14,598,000","19,936,000","30,909,000","21,676,000","13,566,000","21,555,000","21,038,000","19,113,000","19,510,000","26,616,000","26,585,000","21,740,000","29,024,000","31,516,000","26,640,000","21,494,000","19,231,000","13,670,000","18,113,000","15,153,000","12,778,000","12,642,000","14,857,000","15,975,000","14,442,000","26,743,000","24,535,000","24,829,000","27,957,000","29,652,000","29,038,000","31,515,000","39,023,000","29,510,000","28,580,000","25,954,000","26,742,000","22,971,000","24,187,000","22,874,000","20,417,000","20,583,000","16,730,000","1,726,000","1,873,000","1,807,000","421,000","740,000","269,000","495,000",,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","12,373,000","14,472,000","14,598,000","19,936,000","30,909,000","21,676,000","13,566,000","21,555,000","21,038,000","19,113,000","19,510,000","26,616,000","26,585,000","21,740,000","29,024,000","31,516,000","26,640,000","21,494,000","19,231,000","13,670,000","18,113,000","15,153,000","12,778,000","12,642,000","14,857,000","15,975,000","14,442,000","26,743,000","24,535,000","24,829,000","27,957,000","29,652,000","29,038,000","31,515,000","39,023,000","29,510,000","28,580,000","25,954,000","26,742,000","22,971,000","24,187,000","22,874,000","20,417,000","20,583,000","16,730,000","1,726,000","1,873,000","1,807,000","421,000","740,000","269,000","495,000",,,,,,,,,,,,,,,,,,
