name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014
MarketCap,"499,805,250","419,996,866","327,728,245","587,315,573","861,932,914","985,449,304","835,481,494","527,856,599","633,092,932","603,036,681","931,187,779","1,188,959,127","1,123,175,849","912,258,349","751,345,297","809,480,899","1,339,662,053","1,620,049,697","1,416,682,788","1,677,088,837","1,967,610,612","1,671,450,324","1,639,538,217","2,331,815,951","1,582,476,792","1,352,367,799","2,645,250,314","2,968,030,871","2,568,308,564","1,559,262,921","1,281,093,656","624,703,737","386,440,522"
EnterpriseValue,"768,330,250","648,135,866","557,587,245","827,437,573","1,090,693,914","1,115,291,304","934,881,494","623,164,599","712,242,932","644,505,681","961,040,779","1,195,065,127","1,110,272,849","855,603,349","693,391,297","750,983,899","1,273,405,053","1,532,777,697","1,111,359,788","1,462,372,837","1,768,127,612","1,471,967,324","1,440,055,217","2,132,332,951","1,382,993,792","1,152,884,799","2,445,767,314","2,768,547,871","2,358,596,564","1,478,380,921","1,236,901,656","565,981,737","367,043,522"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.371",,,,,
ForwardPeRatio,"16.155","21.552","6.124","6.333",,"59.524",,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.292","1.813","1.43","2.338","3.444","4.061","3.575","2.616","3.288","3.452","6.081","8.853","9.686","9.113","10.266","13.66","35.566","71.198","95.498","1,699.509",,,,,,,,,,,,,
PbRatio,,,,,,,,,,,,,"40.123","15.117","7.905","5.927","6.867","6.714","4.635","8.28","7.507","5.441","4.656","5.981","3.713","2.932","5.415","15.779","12.41","24.569","54.762","15.717",
EnterprisesValueRevenueRatio,"3.543","15.018","8.564","14.565","21.057","19.824","14.891","8.007","14.213","13.449","17.265","25.554","27.052","28.669","20.143","27.171","56.273","105.367","145.029","108.573","1,804.212",,,,,,,,,,,,
EnterprisesValueEBITDARatio,"-14.581","-49.601","-50.57","-49.016","-93.063","-100.17","-65.61","484.576","-19.426","-21.089","-53.665","-51.235","-38.467","-23.707","-19.91","-17.326","-20.365","-27.708","-17.12","-26.887","-25.829","-25.656","-28.413","-45.819","-31.929","-28.56","-73.69","-99.153","-106.584","-91.123","-72.165","-34.132","-30.229"
