name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"1,928,895,000","500,109,000","496,884,000","459,469,000","472,433,000","279,124,000","246,561,000","200,984,000","133,347,000","409,181,000","461,073,000","436,509,000","491,759,000","451,622,000","412,114,000","393,109,000","436,780,000","425,444,000","378,558,000","348,769,000","400,614,000","375,837,000","335,883,000","333,481,000","344,851,000","348,615,000","310,890,000","299,956,000","322,102,000","329,241,000","278,952,000","265,029,000","290,541,000","302,524,000","238,471,000","228,874,000","255,846,000","272,959,000","222,838,000","216,864,000","231,166,000","237,851,000","193,937,000","191,500,000","200,449,000","193,231,000","162,033,000","163,621,000","168,350,000","169,637,000","134,729,000","133,105,000","147,987,000","142,119,000","122,428,000","116,886,000","131,558,000","133,140,000","100,956,000","86,327,000","88,941,000","84,349,000","63,136,000","60,072,000","60,071,000","60,071,000","33,125,000","33,125,000","33,125,000","33,125,000"
	OperatingRevenue,"1,927,925,000","499,827,000","496,763,000","459,454,000","471,882,000","278,009,000","244,991,000","198,537,000","128,200,000","403,806,000","455,630,000","429,226,000","485,474,000","447,693,000","407,559,000","385,812,000","431,024,000","417,652,000","368,947,000","338,061,000","391,353,000","367,663,000","327,663,000","325,104,000","336,506,000","340,593,000","303,251,000","292,086,000","313,705,000","320,763,000","270,834,000","257,041,000","287,573,000","302,250,000","238,063,000","227,674,000","255,280,000","272,650,000","214,620,000","216,864,000","231,166,000","237,851,000","193,937,000","191,500,000","200,449,000","193,231,000","162,033,000","163,621,000","168,350,000","169,637,000","134,729,000","133,105,000","147,987,000","142,119,000","122,428,000","116,886,000","131,558,000","133,140,000","100,956,000","86,327,000","88,941,000","84,349,000","63,136,000","60,072,000","60,071,000","60,071,000","33,125,000","33,125,000","33,125,000","33,125,000"
CostOfRevenue,"1,605,403,000","444,186,000","402,778,000","397,632,000","360,808,000","315,157,000","227,524,000","250,667,000","207,308,000","308,914,000","321,479,000","319,895,000","338,820,000","317,064,000","304,102,000","321,671,000","320,171,000","304,014,000","276,769,000","267,654,000","277,780,000","273,600,000","241,199,000","227,597,000","216,762,000","205,011,000","194,439,000","204,104,000","206,458,000","198,488,000","196,915,000","214,338,000","215,029,000","226,081,000","188,986,000","183,885,000","196,533,000","204,321,000","322,120,000","126,840,000","128,882,000","143,405,000","121,386,000","122,650,000","123,469,000","112,190,000","92,969,000","95,056,000","91,813,000","85,311,000","74,656,000","70,130,000","67,961,000","57,258,000","57,135,000","76,686,000","92,987,000","93,309,000","73,272,000","57,360,000","56,646,000","52,683,000","41,163,000","43,304,000",,,,,,
GrossProfit,"323,492,000","55,923,000","94,106,000","61,837,000","111,625,000","-36,033,000","19,037,000","-49,683,000","-73,961,000","100,267,000","139,594,000","116,614,000","152,939,000","134,558,000","108,012,000","71,438,000","116,609,000","121,430,000","101,789,000","81,115,000","122,834,000","102,237,000","94,684,000","105,884,000","128,089,000","143,604,000","116,451,000","95,852,000","115,644,000","130,753,000","82,037,000","50,691,000","75,512,000","76,443,000","49,485,000","44,989,000","59,313,000","68,638,000","-99,282,000","90,024,000","102,284,000","94,446,000","72,551,000","68,850,000","76,980,000","81,041,000","69,064,000","68,565,000","76,537,000","84,326,000","60,073,000","62,975,000","80,026,000","84,861,000","65,293,000","40,200,000","38,571,000","39,831,000","27,684,000","28,967,000","32,295,000","31,666,000","21,973,000","16,768,000",,,,,,
OperatingExpense,"65,388,000","48,552,000","49,701,000","-4,784,000","-28,080,000","-62,373,000","17,238,000","-50,187,000","-41,878,000","45,172,000","46,942,000","44,498,000","44,834,000","43,480,000","44,924,000","45,257,000","42,387,000","41,462,000","40,367,000","38,199,000","37,638,000","29,349,000","26,568,000","29,044,000","23,613,000","22,478,000","22,689,000","18,770,000","22,888,000","22,654,000","23,963,000","21,824,000","19,099,000","19,172,000","19,203,000","15,757,000","16,457,000","16,271,000","-100,171,000","52,759,000","60,416,000","58,135,000","52,377,000","52,119,000","56,268,000","53,214,000","47,906,000","48,107,000","47,314,000","47,067,000","41,008,000","40,021,000","41,228,000","39,573,000","35,893,000","31,049,000","32,024,000","119,784,000","95,777,000","77,601,000","75,440,000","70,699,000","177,608,000","16,097,000",,,,,,
	SellingGeneralAndAdministration,"83,483,000","22,350,000","21,454,000","22,047,000","17,632,000","11,609,000","8,186,000","7,967,000","8,909,000","18,455,000","19,853,000","17,591,000","20,540,000","20,926,000","19,290,000","16,798,000","18,348,000","19,078,000","15,967,000","13,884,000","12,861,000","9,998,000","3,753,000","5,650,000","5,317,000","5,808,000","4,442,000","4,053,000","5,753,000","7,101,000","6,223,000","7,808,000","6,653,000","7,818,000","5,951,000","4,514,000","5,405,000","5,808,000","-95,281,000","37,055,000","38,720,000","38,728,000","33,919,000","34,436,000","46,112,000","36,115,000","38,762,000","39,328,000","30,882,000","38,376,000","33,136,000","32,388,000","33,977,000","32,691,000","29,594,000","24,830,000","26,068,000","5,342,000","4,307,000","4,127,000","3,690,000","3,683,000","3,163,000","3,744,000",,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,865,000","33,229,000","33,268,000","29,590,000","29,517,000","40,705,000","30,865,000","34,809,000","35,420,000","26,764,000","33,293,000","29,446,000","28,481,000","29,583,000","28,224,000","26,336,000","21,731,000","22,398,000","1,008,000","879,000","817,000","3,690,000","3,683,000","3,163,000","3,744,000",,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,865,000","33,229,000","33,268,000","29,590,000","29,517,000","29,884,000","30,865,000","26,902,000","28,442,000","26,764,000","25,892,000","20,661,000","22,305,000","23,631,000","23,409,000","20,449,000","17,272,000","17,160,000","-17,126,000","-14,698,000","-12,693,000","-12,046,000","-11,324,000","-10,105,000","-8,282,000",,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,821,000",,"7,907,000","6,978,000","8,081,000","7,401,000","8,785,000","6,176,000","5,952,000","4,815,000","5,887,000","4,459,000","5,238,000","18,134,000","15,577,000","13,510,000","15,736,000","15,007,000","13,268,000","12,026,000",,,,,,
