name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
OperatingCashFlow,"-3,294,000,000","-1,034,000,000","-1,086,000,000","-685,000,000","-489,000,000","-362,000,000","-268,000,000","-228,000,000"
	CashFlowFromContinuingOperatingActivities,"-3,294,000,000","-1,034,000,000","-1,086,000,000","-685,000,000","-489,000,000","-362,000,000","-268,000,000","-228,000,000"
		NetIncomeFromContinuingOperations,"-5,867,000,000","-1,593,000,000","-2,461,000,000","-1,233,000,000","-580,000,000","-414,000,000","-353,000,000","-288,000,000"
		OperatingGainsLosses,,,"-17,000,000",,,,,
		DepreciationAmortizationDepletion,"301,000,000","118,000,000","113,000,000","49,000,000","21,000,000","14,000,000","12,000,000","7,000,000"
			DepreciationAndAmortization,"301,000,000","118,000,000","113,000,000","49,000,000","21,000,000","14,000,000","12,000,000","7,000,000"
		AssetImpairmentCharge,"283,000,000","188,000,000","64,000,000",,,"0",,
		StockBasedCompensation,"887,000,000","317,000,000",,,,"0",,
		OtherNonCashItems,"720,000,000","47,000,000","650,000,000","21,000,000","2,000,000","6,000,000","38,000,000","1,000,000"
		ChangeInWorkingCapital,"-59,000,000","-111,000,000","-5,000,000","-11,000,000","68,000,000","32,000,000","35,000,000","52,000,000"
			ChangeInReceivables,"-16,000,000","4,000,000",,,,"0",,
				ChangesInAccountReceivables,"-16,000,000","4,000,000",,,,"0",,
			ChangeInInventory,"-736,000,000","-367,000,000","-212,000,000",,,"0",,
			ChangeInPayablesAndAccruedExpense,"625,000,000","201,000,000","204,000,000","146,000,000","74,000,000","37,000,000","37,000,000","61,000,000"
			ChangeInOtherCurrentAssets,"-75,000,000","5,000,000","-58,000,000","-11,000,000","-11,000,000","-9,000,000","-5,000,000","-16,000,000"
			ChangeInOtherCurrentLiabilities,"95,000,000","39,000,000","55,000,000","1,000,000","0","-1,000,000","-1,000,000","5,000,000"
			ChangeInOtherWorkingCapital,"48,000,000","7,000,000","26,000,000","10,000,000","5,000,000","5,000,000","4,000,000","2,000,000"
InvestingCashFlow,"-1,772,000,000","-418,000,000","-456,000,000","-467,000,000","-431,000,000","-440,000,000","-310,000,000","-206,000,000"
	CashFlowFromContinuingInvestingActivities,"-1,772,000,000","-418,000,000","-456,000,000","-467,000,000","-431,000,000","-440,000,000","-310,000,000","-206,000,000"
		CapitalExpenditureReported,"-1,772,000,000","-418,000,000","-455,000,000","-469,000,000","-430,000,000","-440,000,000","-306,000,000","-207,000,000"
		NetOtherInvestingChanges,,,,,,,,"0"
FinancingCashFlow,"17,256,000,000","0","14,760,000,000","2,500,000,000","-4,000,000","2,572,000,000","0","2,500,000,000"
	CashFlowFromContinuingFinancingActivities,"17,256,000,000","0","14,760,000,000","2,500,000,000","-4,000,000","2,572,000,000","0","2,500,000,000"
		NetIssuancePaymentsOfDebt,,,"1,220,000,000","2,499,000,000",,,"0","0"
			NetLongTermDebtIssuance,,,"1,220,000,000","2,499,000,000",,,"0","0"
				LongTermDebtIssuance,,,"1,226,000,000",,,,"0",
				LongTermDebtPayments,,,"-6,000,000","-1,000,000",,,,"0"
		NetCommonStockIssuance,"13,538,000,000","1,000,000","13,534,000,000","1,000,000","2,000,000","2,651,000,000","0","2,500,000,000"
			CommonStockIssuance,"13,538,000,000","1,000,000","13,534,000,000","1,000,000","2,000,000","2,651,000,000","6,000,000","2,500,000,000"
		NetOtherFinancingCharges,,"-1,000,000",,"0","73,000,000","-79,000,000",,
EndCashPosition,"16,971,000,000","16,971,000,000","18,423,000,000","5,205,000,000","3,857,000,000","4,781,000,000","3,011,000,000","3,589,000,000"
	ChangesInCash,"12,190,000,000","-1,452,000,000","13,218,000,000","1,348,000,000","-924,000,000","1,770,000,000","-578,000,000","2,066,000,000"
	BeginningCashPosition,"4,781,000,000","18,423,000,000","5,205,000,000","3,857,000,000","4,781,000,000","3,011,000,000","3,589,000,000","1,523,000,000"
InterestPaidSupplementalData,,,"1,000,000","0",,,"1,000,000","1,000,000"
CapitalExpenditure,"-1,772,000,000","-418,000,000","-455,000,000","-469,000,000","-430,000,000","-440,000,000","-306,000,000","-207,000,000"
IssuanceOfCapitalStock,"13,538,000,000","1,000,000","13,534,000,000","1,000,000","2,000,000","2,651,000,000","6,000,000","2,500,000,000"
IssuanceOfDebt,,,"1,226,000,000",,,,"0",
RepaymentOfDebt,,,"-6,000,000","-1,000,000",,,,"0"
FreeCashFlow,"-5,066,000,000","-1,452,000,000","-1,541,000,000","-1,154,000,000","-919,000,000","-802,000,000","-574,000,000","-435,000,000"
