name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalAssets,"49,289,152,000","48,492,144,000","48,014,055,000","47,234,640,000","46,518,215,000","46,099,598,000","43,507,345,000","42,038,718,000","41,648,986,000","41,123,915,000","39,725,394,000","38,995,906,000","38,941,007,000","38,241,256,000","37,515,669,000","37,244,344,000","37,039,983,000","36,220,386,000","33,163,620,000","32,658,840,000","32,355,176,000","32,053,173,000","31,082,337,000","30,882,663,000","30,712,475,000","30,580,309,000","30,046,026,000","29,879,939,000","29,951,765,000","29,777,975,000","27,982,311,000","27,790,445,000","28,096,870,000","27,795,537,000","28,444,318,000","28,196,892,000","28,328,661,000","28,302,824,000","27,757,562,000","27,506,300,000","15,978,354,000","15,647,066,000","14,728,717,000","14,442,346,000","14,418,532,000","14,522,042,000","14,297,588,000","14,229,723,000","14,105,446,000","14,057,679,000","14,006,334,000","14,127,648,000","14,273,586,000","13,988,480,000","12,663,733,000","12,709,252,000","12,343,778,000","11,581,822,000","11,338,984,000","11,125,750,000","11,036,088,000","11,303,236,000","11,492,539,000","11,458,952,000","12,134,576,000","12,569,075,000","12,929,392,000","11,950,556,000","12,078,986,000","11,655,834,000","11,541,452,000","11,513,789,000","11,538,750,000","11,308,884,000","10,598,368,000","10,419,716,000","10,273,203,000","10,267,617,000","10,316,201,000","10,314,659,000","10,149,557,000","10,241,409,000","10,292,872,000","10,160,708,000","11,245,935,000","10,217,149,000","10,565,380,000","10,762,243,000","10,741,008,000","9,688,100,000","10,264,900,000","10,348,500,000","10,384,700,000","10,387,400,000","10,555,600,000","9,958,400,000","10,271,700,000","10,414,400,000","10,612,000,000","10,454,300,000","10,669,500,000","10,741,700,000","10,394,500,000","10,543,400,000","10,497,300,000","10,544,900,000","10,507,700,000","10,518,500,000","10,544,000,000","10,584,900,000","10,514,500,000","10,577,700,000","10,648,100,000"
	CurrentAssets,"3,473,683,000","3,270,120,000","3,073,553,000","3,268,839,000","3,146,879,000","3,130,143,000","3,220,413,000","2,405,413,000","2,562,670,000","2,414,539,000","2,220,905,000","2,131,697,000","2,300,864,000","2,292,224,000","2,153,371,000","2,277,590,000","2,771,436,000","2,487,099,000","2,403,470,000","2,330,814,000","2,511,399,000","2,477,672,000","2,414,652,000","2,415,284,000","2,590,547,000","2,618,786,000","2,367,688,000","2,449,929,000","2,792,691,000","2,692,465,000","2,101,550,000","2,068,475,000","2,365,809,000","2,087,049,000","2,018,132,000","2,051,093,000","2,158,011,000","2,227,295,000","2,138,986,000","1,954,005,000","1,523,466,000","1,357,472,000","1,327,375,000","1,337,862,000","1,406,965,000","1,317,742,000","1,235,995,000","1,212,859,000","1,243,571,000","1,267,854,000","1,479,605,000","1,625,799,000","1,747,168,000","1,505,564,000","1,374,247,000","1,393,686,000","1,301,184,000","1,286,256,000","1,415,631,000","1,305,622,000","1,458,143,000","1,731,051,000","2,190,376,000","2,322,443,000","2,675,209,000","2,376,843,000","2,748,646,000","1,801,447,000","1,978,129,000","1,667,221,000","1,805,125,000","1,863,475,000","1,943,993,000","1,772,731,000","1,533,408,000","1,427,675,000","1,562,272,000","1,521,124,000","1,411,949,000","1,384,919,000","1,290,421,000","1,385,654,000","1,265,743,000","1,389,059,000","2,614,215,000","1,150,355,000","1,360,565,000","1,447,711,000","1,377,839,000","1,071,300,000","1,176,700,000","1,067,500,000","1,067,900,000","932,900,000","864,600,000","784,400,000","959,600,000","970,700,000","1,005,900,000","957,900,000","1,107,200,000","1,066,900,000","1,019,900,000","1,065,500,000","973,400,000","917,400,000","888,900,000","752,300,000","765,400,000","779,600,000","769,500,000","779,900,000","793,700,000"
		CashCashEquivalentsAndShortTermInvestments,"46,175,000","66,773,000","88,204,000","217,397,000","34,112,000","106,599,000","729,993,000","64,890,000","47,425,000","15,432,000","22,688,000","20,578,000","35,145,000","108,068,000","59,092,000","64,154,000","303,810,000","38,165,000","125,761,000","24,638,000","45,763,000","30,251,000","40,056,000","38,726,000","50,966,000","23,947,000","155,483,000","161,299,000","71,027,000","38,703,000","156,428,000","150,083,000","89,150,000","43,364,000","57,941,000","36,055,000","159,932,000","137,723,000","155,067,000","107,714,000","346,079,000","77,529,000","91,246,000","89,787,000","94,696,000","101,701,000","121,148,000","190,346,000","111,972,000","124,973,000","332,134,000","561,126,000","502,351,000","199,641,000","82,818,000","12,128,000","24,974,000","15,104,000","207,653,000","138,823,000","214,730,000","481,911,000","50,455,000","48,744,000","36,268,000","45,782,000","86,194,000","55,483,000","74,021,000","46,989,000","97,852,000","75,265,000","76,050,000","37,196,000","118,138,000","57,028,000","98,959,000","85,393,000","70,726,000","94,023,000","106,810,000","96,658,000","130,913,000","197,646,000","1,472,454,000","200,017,000","237,972,000","301,636,000","369,738,000","255,200,000","335,400,000","220,300,000","335,700,000","136,200,000","160,900,000","131,100,000","268,700,000","143,400,000","213,100,000","137,600,000","261,400,000","194,200,000","238,900,000","275,800,000","130,000,000","30,900,000","51,200,000","31,300,000","24,700,000","34,600,000","21,700,000","30,500,000","34,300,000"
			CashAndCashEquivalents,"46,175,000","66,773,000","88,204,000","217,397,000","34,112,000","106,599,000","729,993,000","64,890,000","47,425,000","15,432,000","22,688,000","20,578,000","35,145,000","108,068,000","59,092,000","64,154,000","303,810,000","38,165,000","125,761,000","24,638,000","45,763,000","30,251,000","40,056,000","38,726,000","50,966,000","23,947,000","35,781,000","36,469,000","71,027,000","38,703,000","41,706,000","34,096,000","89,150,000","43,364,000","57,941,000","36,055,000","60,817,000","45,748,000","73,449,000","28,483,000","283,379,000","6,559,000","16,721,000","15,107,000","15,359,000","23,395,000","41,179,000","88,775,000","30,012,000","26,952,000","248,977,000","481,148,000","416,828,000","89,816,000","82,818,000","12,128,000","24,974,000","15,104,000","207,653,000","138,823,000","214,730,000","481,911,000","50,455,000","48,744,000","36,268,000","45,782,000","86,194,000","55,483,000","74,021,000","46,989,000","97,852,000","75,265,000","76,050,000","37,196,000","118,138,000","57,028,000","98,959,000","85,393,000","70,726,000","94,023,000","106,810,000","96,658,000","130,913,000","197,646,000","1,472,454,000","200,017,000","237,972,000","301,636,000","369,738,000","255,200,000","335,400,000","220,300,000","335,700,000","136,200,000","160,900,000","131,100,000","268,700,000","143,400,000","213,100,000","137,600,000","261,400,000","194,200,000","238,900,000","275,800,000","130,000,000","30,900,000","51,200,000","31,300,000","24,700,000","34,600,000","21,700,000","30,500,000","34,300,000"
				CashFinancial,"46,175,000","66,773,000","88,204,000","217,397,000","34,112,000","106,599,000",,"64,890,000","47,425,000","15,432,000","22,688,000","20,578,000","35,145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,"119,702,000","124,830,000",,,"114,722,000","115,987,000",,,,,"99,115,000","91,975,000","81,618,000","79,231,000","62,700,000","70,970,000","74,525,000","74,680,000","79,337,000","78,306,000","79,969,000","101,571,000","81,960,000","98,021,000","83,157,000","79,978,000","85,523,000","109,825,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,661,471,000","1,436,948,000","1,465,083,000","1,412,448,000","1,484,873,000","1,428,950,000","1,269,456,000","1,167,765,000","1,174,165,000","1,170,389,000","1,143,790,000","1,119,234,000","1,299,636,000","1,170,340,000","1,261,633,000","1,284,127,000","1,250,364,000","1,126,444,000","1,066,593,000","992,128,000","1,046,161,000","1,096,262,000","1,155,555,000","1,114,090,000","1,127,232,000","1,283,486,000","1,138,231,000","1,226,525,000","1,460,874,000","1,405,411,000","1,029,794,000","1,001,493,000","1,182,900,000","990,373,000","958,595,000","982,944,000","1,028,859,000","1,008,862,000","956,058,000","864,172,000","621,657,000","668,140,000","632,865,000","674,421,000","793,327,000","822,116,000","678,203,000","674,478,000","732,742,000","742,096,000","755,941,000","728,564,000","893,708,000","917,195,000","817,519,000","779,908,000","532,688,000","503,143,000","397,415,000","386,719,000","443,449,000","449,371,000","394,820,000","518,646,000","716,735,000","1,077,369,000","874,631,000","814,810,000","978,861,000","915,695,000","755,792,000","751,256,000","844,499,000","830,774,000","732,537,000","719,729,000","818,761,000","893,325,000","761,924,000","950,503,000","855,383,000","957,619,000","778,020,000","869,962,000","821,500,000","593,953,000","551,960,000","576,345,000","537,274,000","385,900,000","332,300,000","342,500,000","226,200,000","237,200,000","194,000,000","165,800,000","187,200,000","214,900,000","365,400,000","361,700,000","411,400,000","477,000,000","419,500,000","396,700,000","451,400,000","435,900,000","365,200,000","325,400,000","360,600,000","357,300,000","362,500,000","348,900,000","401,200,000"
			AccountsReceivable,"1,468,558,000","1,226,069,000","1,288,758,000","1,224,092,000","1,290,200,000","1,195,925,000","1,113,495,000","996,290,000","1,018,941,000","989,383,000","993,396,000","964,314,000","1,140,348,000","994,055,000","1,091,589,000","967,590,000","1,086,282,000","925,083,000","919,959,000","833,945,000","879,451,000","847,301,000","963,279,000","806,340,000","890,977,000","775,480,000","928,064,000","903,578,000","1,131,434,000","856,346,000","848,510,000","807,510,000","980,033,000","765,391,000","784,498,000","789,410,000","832,989,000","792,822,000","773,415,000","661,910,000","485,770,000","488,002,000","494,552,000","470,921,000","540,127,000","523,644,000","526,280,000","495,640,000","570,870,000","512,770,000","591,469,000","557,587,000","695,599,000","698,755,000","623,834,000","584,494,000","438,378,000","401,283,000","326,900,000","309,985,000","362,721,000","361,201,000","331,836,000","439,730,000","544,547,000","901,516,000","763,976,000","700,689,000","833,321,000","771,257,000","656,384,000","648,659,000","727,378,000","704,893,000","637,039,000","626,435,000","702,669,000","767,089,000","665,205,000","844,219,000","733,998,000","831,221,000","699,061,000","784,053,000","702,573,000","472,863,000","479,957,000","488,432,000","448,356,000","310,200,000","332,300,000","342,500,000","226,200,000","237,200,000","194,000,000","165,800,000","187,200,000","214,900,000","365,400,000","361,700,000","411,400,000","477,000,000","419,500,000","396,700,000","451,400,000","435,900,000","365,200,000","325,400,000","360,600,000","357,300,000","362,500,000","348,900,000","401,200,000"
				GrossAccountsReceivable,"1,900,732,000","1,643,475,000","1,730,481,000","1,649,861,000","1,681,863,000","1,554,776,000","1,408,467,000","1,266,337,000","1,281,019,000","1,214,183,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-432,174,000","-417,406,000","-441,723,000","-425,769,000","-391,663,000","-358,851,000","-294,972,000","-270,047,000","-262,078,000","-224,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
