name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalAssets,"46,826,507,000","50,249,431,000","46,923,409,000","47,154,375,000","47,442,513,000","46,671,088,000","46,067,224,000","45,819,874,000","47,119,162,000","42,172,021,000","43,127,205,000","41,893,073,000","39,882,962,000","38,020,504,000","33,289,864,000","33,833,107,000","33,361,492,000","32,272,160,000","33,005,515,000","32,263,532,000","32,628,932,000","32,772,281,000","32,779,231,000","31,970,450,000","31,413,945,000","31,476,128,000","30,566,905,000","30,725,563,000","30,299,978,000","29,089,698,000","29,105,020,000","27,843,770,000","27,364,714,000","27,015,432,000","27,166,367,000","27,808,200,000","27,447,158,000","28,148,631,000","27,117,641,000","25,576,046,000","25,884,173,000","25,493,946,000","25,066,265,000","24,238,182,000","23,701,023,000","23,941,603,000","24,385,952,000","23,736,728,000","23,501,976,000","23,516,831,000","23,876,841,000","22,768,319,000","23,333,442,000","22,734,648,000","22,377,802,000","22,435,937,000","21,125,951,000","20,839,864,000","19,927,903,000","19,347,382,000","18,158,076,000","18,059,624,000","17,115,911,000","16,924,085,000","16,300,769,000","16,252,907,000","16,339,602,000","15,872,475,000","14,989,906,000","14,395,414,000","14,378,037,000","13,987,996,000","13,760,112,000","13,581,743,000","13,100,796,000","13,628,946,000","12,962,967,000","12,245,045,000","11,905,410,000","11,190,722,000","10,856,944,000","11,130,388,000","10,505,083,000","10,285,469,000","10,045,625,000","9,748,334,000","9,016,000,000","8,819,223,000","8,549,645,000","8,374,000,000","8,174,300,000","7,992,400,000","7,044,000,000","6,809,300,000","5,935,000,000","5,704,500,000","5,632,700,000","5,399,600,000","5,378,200,000","5,292,200,000","5,184,500,000","4,620,700,000","4,472,700,000","4,380,400,000","4,239,700,000","4,221,900,000","4,100,800,000","4,110,500,000","3,961,000,000","3,898,300,000","3,467,400,000","3,366,900,000","3,315,700,000","2,916,600,000","2,868,000,000","2,882,200,000","2,662,500,000","2,635,200,000","2,029,900,000","2,097,000,000","2,077,200,000"
TotalLiabilitiesNetMinorityInterest,"41,972,983,000","44,881,060,000","41,526,961,000","41,799,824,000","42,180,169,000","41,379,527,000","40,841,115,000","40,715,451,000","42,085,002,000","37,308,102,000","38,289,540,000","37,174,598,000","35,351,253,000","33,577,459,000","29,664,104,000","30,257,062,000","29,844,150,000","28,753,826,000","29,491,076,000","28,813,987,000","29,258,038,000","29,465,924,000","29,346,820,000","28,567,712,000","28,057,680,000","28,208,489,000","27,150,743,000","27,312,730,000","26,909,726,000","25,753,492,000","25,827,708,000","24,596,124,000","24,220,115,000","23,960,459,000","24,139,393,000","24,815,318,000","24,399,266,000","25,154,950,000","24,105,166,000","22,653,325,000","23,013,772,000","22,707,294,000","22,298,715,000","21,546,008,000","21,103,335,000","21,397,725,000","21,861,964,000","21,286,701,000","21,169,259,000","21,291,457,000","21,672,847,000","20,702,157,000","21,387,391,000","20,888,391,000","20,437,299,000","20,493,561,000","19,133,381,000","18,904,480,000","18,059,340,000","17,551,474,000","16,372,128,000","16,338,602,000","15,445,993,000","15,341,075,000","14,735,334,000","14,713,753,000","14,826,060,000","14,391,500,000","13,574,702,000","12,996,920,000","13,021,378,000","12,728,921,000","12,464,241,000","12,353,113,000","11,913,389,000","12,447,335,000","11,826,127,000","11,151,488,000","10,925,398,000","10,266,308,000","10,002,280,000","10,301,905,000","9,684,444,000","9,510,149,000","9,297,351,000","9,044,758,000","8,369,121,000","8,213,358,000","7,972,697,000","7,816,800,000","7,629,100,000","7,462,500,000","6,524,800,000","6,304,200,000","5,439,700,000","5,239,200,000","5,184,100,000","4,964,100,000","4,962,000,000","4,902,700,000","4,813,300,000","4,260,800,000","4,139,500,000","4,065,300,000","3,933,800,000","3,920,300,000","3,810,900,000","3,834,400,000","3,704,600,000","3,661,400,000","3,253,300,000","3,164,000,000","3,118,600,000","2,724,300,000","2,686,500,000","2,710,200,000","2,514,300,000","2,496,500,000","1,903,400,000","1,977,500,000","1,964,100,000"
TotalEquityGrossMinorityInterest,"4,853,524,000","5,368,371,000","5,396,448,000","5,354,551,000","5,262,344,000","5,291,561,000","5,226,109,000","5,104,423,000","5,034,160,000","4,863,919,000","4,837,665,000","4,718,475,000","4,531,709,000","4,443,045,000","3,625,760,000","3,576,045,000","3,517,342,000","3,518,334,000","3,514,439,000","3,449,545,000","3,370,894,000","3,306,357,000","3,432,411,000","3,402,738,000","3,356,265,000","3,267,639,000","3,416,162,000","3,412,833,000","3,390,252,000","3,336,206,000","3,277,312,000","3,247,646,000","3,144,599,000","3,054,973,000","3,026,974,000","2,992,882,000","3,047,892,000","2,993,681,000","3,012,475,000","2,922,721,000","2,870,401,000","2,786,652,000","2,767,550,000","2,692,174,000","2,597,688,000","2,543,878,000","2,523,988,000","2,450,027,000","2,332,717,000","2,225,374,000","2,203,994,000","2,066,162,000","1,946,051,000","1,846,257,000","1,940,503,000","1,942,376,000","1,992,570,000","1,935,384,000","1,868,563,000","1,795,908,000","1,785,948,000","1,721,022,000","1,669,918,000","1,583,010,000","1,565,435,000","1,539,154,000","1,513,542,000","1,480,975,000","1,415,204,000","1,398,494,000","1,356,659,000","1,259,075,000","1,295,871,000","1,228,630,000","1,187,407,000","1,181,611,000","1,136,840,000","1,093,557,000","980,012,000","924,414,000","854,664,000","828,483,000","820,639,000","775,320,000","748,274,000","703,576,000","646,879,000","605,865,000","576,948,000","557,200,000","545,200,000","529,900,000","519,200,000","505,100,000","495,300,000","465,300,000","448,600,000","435,500,000","416,200,000","389,500,000","371,200,000","359,900,000","333,200,000","315,100,000","305,900,000","301,600,000","289,900,000","276,100,000","256,400,000","236,900,000","214,100,000","202,900,000","197,100,000","192,300,000","181,500,000","172,000,000","148,200,000","138,700,000","126,500,000","119,500,000","113,100,000"
	StockholdersEquity,"4,849,582,000","5,363,732,000","5,388,973,000","5,332,977,000","5,239,462,000","5,266,266,000","5,218,787,000","5,096,995,000","5,026,248,000","4,855,795,000","4,829,016,000","4,709,438,000","4,522,873,000","4,432,109,000","3,615,032,000","3,553,431,000","3,495,029,000","3,495,367,000","3,488,814,000","3,422,469,000","3,341,744,000","3,274,854,000","3,398,311,000","3,368,833,000","3,321,555,000","3,230,556,000","3,377,226,000","3,375,632,000","3,357,161,000","3,302,179,000","3,243,093,000","3,212,517,000","3,109,925,000","3,020,049,000","2,991,244,000","2,957,637,000","3,011,958,000","2,957,860,000","2,975,657,000","2,885,934,000","2,834,419,000","2,750,468,000","2,732,592,000","2,667,717,000","2,576,133,000","2,521,726,000","2,503,650,000","2,428,738,000","2,312,443,000","2,205,813,000","2,185,013,000","2,050,572,000","1,931,300,000","1,846,257,000","1,940,503,000","1,942,376,000","1,992,570,000","1,935,384,000","1,868,563,000","1,795,908,000","1,785,948,000","1,721,022,000","1,669,918,000","1,583,010,000","1,565,435,000","1,539,154,000","1,513,542,000","1,480,975,000","1,415,204,000","1,398,494,000","1,356,659,000","1,259,075,000","1,295,871,000","1,228,630,000","1,187,407,000","1,181,611,000","1,136,840,000","1,093,557,000","980,012,000","924,414,000","854,664,000","828,483,000","820,639,000","775,320,000","748,274,000","703,576,000","646,879,000","605,865,000","576,948,000","557,200,000","545,200,000","529,900,000","519,200,000","505,100,000","495,300,000","465,300,000","448,600,000","435,500,000","416,200,000","389,500,000","371,200,000","359,900,000","333,200,000","315,100,000","305,900,000","301,600,000","289,900,000","276,100,000","256,400,000","236,900,000","214,100,000","202,900,000","197,100,000","192,300,000","181,500,000","172,000,000","148,200,000","138,700,000","126,500,000","119,500,000","113,100,000"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","16,000","16,000","16,000","16,000","16,000","16,000","29,000","29,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"12,000","12,000","12,000","12,000","12,000","12,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,381,666,000","1,378,794,000","1,374,688,000","1,373,101,000","1,371,735,000","1,368,062,000","1,366,460,000","1,357,706,000","1,354,826,000","1,350,995,000","1,346,730,000","1,343,082,000","1,340,323,000","1,334,030,000","1,044,430,000","1,040,202,000","1,041,242,000","1,035,895,000","1,028,489,000","1,017,495,000","1,009,360,000","1,006,535,000","995,680,000","990,106,000","987,046,000","982,009,000","973,824,000","970,054,000","959,650,000","954,644,000","948,305,000","938,665,000","913,642,000","898,586,000","890,433,000","884,238,000","876,368,000","859,278,000","849,390,000","836,065,000","829,991,000","818,817,000","799,272,000","794,292,000","790,852,000","782,805,000","772,194,000","769,928,000","764,863,000","758,723,000","750,487,000","747,624,000","746,250,000","743,411,000","740,578,000","738,403,000","731,452,000","722,088,000","706,927,000","703,682,000","699,488,000","688,861,000","676,395,000","670,662,000","666,800,000","656,579,000","646,737,000","642,605,000","638,679,000","631,747,000","624,257,000","618,866,000","550,585,000","546,594,000","540,322,000","523,709,000","462,151,000","459,347,000","382,489,000","381,264,000","327,008,000","323,860,000","317,643,000","314,525,000","280,301,000","278,882,000","276,445,000","276,005,000","275,906,000","275,000,000","269,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"4,473,884,000","4,447,691,000","4,366,779,000","4,214,130,000","4,083,543,000","3,973,675,000","3,856,046,000","3,737,862,000","3,709,019,000","3,729,778,000","3,655,590,000","3,548,907,000","3,447,076,000","3,369,654,000","3,297,083,000","3,212,653,000","3,127,575,000","3,048,487,000","2,999,005,000","2,942,447,000","2,883,042,000","2,823,334,000","2,801,931,000","2,755,766,000","2,718,301,000","2,704,121,000","2,673,292,000","2,627,250,000","2,576,953,000","2,530,837,000","2,495,338,000","2,447,118,000","2,398,636,000","2,349,428,000","2,303,688,000","2,253,810,000","2,199,722,000","2,137,541,000","2,148,292,000","2,086,565,000","2,014,599,000","1,953,332,000","1,908,574,000","1,842,022,000","1,791,698,000","1,743,880,000","1,701,909,000","1,654,516,000","1,607,828,000","1,563,683,000","1,537,373,000","1,502,993,000","1,467,062,000","1,427,057,000","1,406,971,000","1,365,456,000","1,381,797,000","1,332,954,000","1,295,233,000","1,248,830,000","1,208,418,000","1,166,994,000","1,126,445,000","1,083,819,000","1,038,859,000","990,422,000","948,928,000","904,757,000","860,941,000","809,261,000","763,081,000","716,049,000","736,829,000","698,052,000","663,125,000","635,489,000","652,327,000","608,515,000","570,114,000","525,329,000","543,342,000","511,301,000","481,544,000","452,133,000","458,417,000","431,390,000","406,269,000","381,007,000","357,189,000","332,800,000","309,900,000","318,200,000","281,300,000","261,800,000","273,000,000","254,600,000","234,600,000","218,600,000","229,600,000","213,600,000","197,900,000","182,900,000","158,900,000","172,600,000","159,300,000","146,700,000","147,300,000","135,200,000","123,500,000","111,900,000","90,300,000","80,100,000","70,100,000","60,800,000","64,800,000","56,400,000","43,300,000","34,100,000","26,800,000","19,900,000","13,700,000"
		TreasuryStock,"588,147,000","535,129,000","521,671,000","481,027,000","437,230,000","411,344,000","368,894,000","368,894,000","368,894,000","329,906,000","307,062,000","281,125,000","261,000,000","198,995,000","564,123,000","564,123,000","562,601,000","552,845,000","545,441,000","545,441,000","545,441,000","544,052,000","495,031,000","494,675,000","476,905,000","477,165,000","355,670,000","273,468,000","269,749,000","239,979,000","223,849,000","222,686,000","209,152,000","202,346,000","200,255,000","199,429,000","197,519,000","188,883,000","184,422,000","175,890,000","171,593,000","150,664,000","138,829,000","114,856,000","114,734,000","112,802,000","109,498,000","109,481,000","107,909,000","105,857,000","102,088,000","101,601,000","101,493,000","101,329,000","100,801,000","97,109,000","95,007,000","88,428,000","81,619,000","67,081,000","65,639,000","61,393,000","57,443,000","51,780,000","45,915,000","40,040,000","36,561,000","35,354,000","33,443,000","30,905,000","28,714,000","27,892,000","26,955,000","24,491,000","21,856,000","21,129,000","17,979,000","17,421,000","16,362,000","16,067,000","13,664,000","12,498,000","11,142,000","9,233,000","10,684,000","10,044,000","9,391,000","8,109,000","7,844,000","7,000,000","3,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
