name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
MarketCap,"2,895,007,547","2,336,217,014","2,756,099,020","2,498,456,031","3,708,712,008","4,086,170,818","3,909,156,285","3,107,667,740","2,015,749,613","910,495,133","1,473,390,692","1,332,325,305","2,732,164,657","3,546,143,359"
EnterpriseValue,"3,825,007,547","3,199,217,014","3,642,099,020","3,339,456,031","4,568,712,008","4,865,170,818","4,682,156,285","3,819,667,740","3,169,749,613","1,967,495,133","2,593,390,692","2,463,325,305","3,862,164,657","3,547,023,359"
PeRatio,,,,,,,,,,,,"49.547","42.077","35.113"
ForwardPeRatio,,,"17.123","15.552","30.488","32.258","31.847","37.594","49.261","13.908","20.661","19.802","38.462","45.455"
PegRatio,,,,,"1.413","1.559","1.493","1.192","0.997","0.527","0.826",,"0.995","1.236"
PsRatio,"0.617","0.503","0.597","0.522","0.765","0.815","0.764","0.664","0.485","0.219","0.382","0.352","0.724","0.937"
PbRatio,"1.895","1.546","1.835","1.663","2.44","2.659","2.761","2.435","1.677","0.725","1.109","0.593","1.193","2.379"
EnterprisesValueRevenueRatio,"0.828","2.787","3.246","2.874","3.842","4.415","4.173","3.392","3.089","1.847","2.573","2.42","3.828","3.769"
EnterprisesValueEBITDARatio,"20.026","57.129","77.491","77.662","101.527","113.144","114.199","146.91","26.196","78.7","108.058","-2.722","68.967","122.311"
