name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
OtherIncomeExpense,"-38,000","99,000","-158,000","42,000","-21,000","83,000","572,000","920,000","-10,682,000","2,055,000","1,436,000","1,311,000","1,712,000","1,797,000","1,754,000","1,094,000","-650,000","335,000","349,000","195,000","73,000","81,000","101,000","62,000","28,000","23,000","7,000","9,000","8,000","8,000","10,000"
	GainOnSaleOfSecurity,,"132,000",,"38,000","13,000","80,000","109,000","104,000","501,000","2,055,000","1,436,000","1,311,000","1,705,000","1,797,000","1,754,000","1,094,000","357,000","335,000","349,000","198,000","73,000","81,000","101,000","62,000","28,000","23,000","7,000","9,000","8,000","8,000","10,000"
	SpecialIncomeCharges,,,,,"0",,,,"-11,183,000",,"0","0","0",,"0","0","-1,007,000",,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,"11,183,000",,,,,,"0",,"1,007,000",,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-90,000","-33,000","-28,000","4,000","-34,000","3,000","463,000","816,000","-16,990,000","-3,814,000","0",,"7,000",,,,,,"0","-3,000",,,,,,,,,,,
PretaxIncome,"-304,177,000","-73,811,000","-85,166,000","-71,846,000","-73,353,000","-67,470,000","-65,927,000","-65,549,000","-67,584,000","-71,179,000","-186,994,000","-39,656,000","-34,360,000","-29,152,000","-25,572,000","-30,826,000","-28,205,000","4,082,000","-16,677,000","-12,307,000","-11,589,000","-7,098,000","-4,135,000","-896,000","-1,397,000","-240,000","-554,000","493,000","-1,213,000","972,000","-731,000"
TaxProvision,"-404,000","31,000","219,000","0","-653,000","-15,000","-151,000","-93,000","-3,000","-22,240,000","-52,000","38,000","20,000","2,000","11,000","9,000","6,000",,"1,000","1,000","2,000","0","1,000","1,000","-461,000","18,000","1,192,000","-140,000","482,000","-386,000","-655,000"
NetIncomeCommonStockholders,"-303,773,000","-73,842,000","-85,385,000","-71,846,000","-72,700,000","-67,455,000","-65,776,000","-65,456,000","-67,581,000","-48,939,000","-186,942,000","-39,694,000","-34,380,000","-29,154,000","-25,583,000","-30,835,000","-28,211,000","4,082,000","-16,678,000","-12,308,000","-11,591,000","-7,098,000","-4,136,000","-897,000","-936,000","-258,000","-1,746,000","633,000","-1,695,000","1,358,000","-76,000"
	NetIncome,"-303,773,000","-73,842,000","-85,385,000","-71,846,000","-72,700,000","-67,455,000","-65,776,000","-65,456,000","-67,581,000","-48,939,000","-186,942,000","-39,694,000","-34,380,000","-29,154,000","-25,583,000","-30,835,000","-28,211,000","4,082,000","-16,678,000","-12,308,000","-11,591,000","-7,098,000","-4,136,000","-897,000","-936,000","-258,000","-1,746,000","633,000","-1,695,000","1,358,000","-76,000"
		NetIncomeIncludingNoncontrollingInterests,"-303,773,000","-73,842,000","-85,385,000","-71,846,000","-72,700,000","-67,455,000","-65,776,000","-65,456,000","-67,581,000","-48,939,000","-186,942,000","-39,694,000","-34,380,000","-29,154,000","-25,583,000","-30,835,000","-28,211,000","4,082,000","-16,678,000","-12,308,000","-11,591,000","-7,098,000","-4,136,000","-897,000","-936,000","-258,000","-1,746,000","633,000","-1,695,000","1,358,000","-76,000"
			NetIncomeContinuousOperations,"-303,773,000","-73,842,000","-85,385,000","-71,846,000","-72,700,000","-67,455,000","-65,776,000","-65,456,000","-67,581,000","-48,939,000","-186,942,000","-39,694,000","-34,380,000","-29,154,000","-25,583,000","-30,835,000","-28,211,000","4,082,000","-16,678,000","-12,308,000","-11,591,000","-7,098,000","-4,136,000","-897,000","-936,000","-258,000","-1,746,000","633,000","-1,695,000","1,358,000","-76,000"
DilutedNIAvailtoComStockholders,"-303,773,000","-73,842,000","-85,385,000","-71,846,000","-72,700,000","-67,455,000","-65,776,000","-65,456,000","-67,581,000","-48,939,000","-186,942,000","-39,694,000","-34,380,000","-29,154,000","-25,583,000","-30,835,000","-28,211,000","4,082,000","-16,678,000","-12,308,000","-11,591,000","-7,098,000","-4,136,000","-897,000","-936,000","-258,000","-1,746,000","633,000","-1,695,000","1,358,000","-76,000"
BasicEPS,,"-2.03","-2.35","-1.97","-2","-1.86","-1.9","-1.94","-2.03","-1.47","-5.91","-1.32","-1.14","-0.98","-0.86","-1.07","-1.08","0.16","-0.64","-0.5","-0.52","-0.32","-0.19","-0.04","-0.05","-0.047",,"0.115","-0.308","0.247",
DilutedEPS,,"-2.03","-2.35","-1.97","-2","-1.86","-1.9","-1.94","-2.03","-1.47","-5.91","-1.32","-1.14","-0.98","-0.86","-1.07","-1.08","0.15","-0.64","-0.5","-0.52","-0.32","-0.19","-0.04","-0.05","-0.047",,"0.115","-0.308","0.247",
BasicAverageShares,,"36,412,621","36,393,913","36,387,560","36,299,735","36,203,631","34,626,429","33,713,507","33,265,778","33,222,085","31,630,810","30,110,391","30,069,048","29,830,114","29,716,666","28,704,853","26,178,793","26,155,141","26,120,324","24,845,364","22,365,663","22,350,436","22,337,741","22,324,374","18,562,302","5,500,000",,"5,500,000","5,500,000","5,500,000",
DilutedAverageShares,,"36,412,621","36,393,913","36,387,560","36,299,735","36,203,631","34,626,429","33,713,507","33,265,778","33,222,085","31,630,810","30,110,391","30,069,048","29,830,114","29,716,666","28,704,853","26,178,793","26,633,521","26,120,324","24,845,364","22,365,663","22,350,436","22,337,741","22,324,374","18,562,302","5,500,000",,"5,500,000","5,500,000","5,500,000",
TotalExpenses,"265,293,000","64,953,000","72,501,000","65,486,000","62,351,000","55,858,000","57,172,000","55,786,000","53,667,000","68,718,000","187,103,000","46,820,000","41,492,000","36,322,000","33,375,000","34,735,000","34,223,000","28,136,000","26,492,000","24,575,000","24,000,000","19,906,000","16,737,000","13,509,000","13,791,000","12,701,000","13,086,000","12,016,000","13,586,000","11,965,000","13,451,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-303,773,000","-73,842,000","-85,385,000","-71,846,000","-72,700,000","-67,455,000","-65,776,000","-65,456,000","-67,581,000","-48,939,000","-186,942,000","-39,694,000","-34,380,000","-29,154,000","-25,583,000","-30,835,000","-28,211,000","4,082,000","-16,678,000","-12,308,000","-11,591,000","-7,098,000","-4,136,000","-897,000","-936,000","-258,000","-1,746,000","633,000","-1,695,000","1,358,000","-76,000"
NormalizedIncome,"-303,824,930.935","-73,921,200","-85,290,100","-71,884,000","-72,712,883","-67,535,000","-65,884,750.345","-65,559,896","-56,899,000","-50,351,911.744","-188,377,600.672","-40,651,030","-35,624,650","-30,465,810","-26,863,420","-31,633,620","-27,736,500","3,837,450","-16,887,400","-12,426,800","-11,634,800","-7,179,000","-4,196,600","-934,200","-954,760.2","-271,800","-1,750,200","627,600","-1,699,800","1,353,200","-82,500"
InterestIncome,,,,,,,,"104,000",,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"50,483,000","9,871,000","13,617,000","13,793,000","13,202,000","12,639,000","12,519,000","12,084,000","6,308,000","5,869,000","3,998,000","2,389,000","2,413,000","2,397,000","2,403,000","2,360,000","903,000","509,000","498,000","484,000","468,000","5,000",,,,,,,,,
NetInterestIncome,"-50,306,000","-9,871,000","-13,440,000","-13,793,000","-13,202,000","-12,639,000","-12,519,000","-12,084,000","-6,308,000","-5,869,000","-3,998,000","-2,389,000","-2,413,000","-2,397,000","-2,403,000","-2,360,000","-903,000","-509,000","-498,000","-484,000","-468,000","-5,000",,,,,,,,,
EBIT,"-253,694,000","-63,940,000","-71,549,000","-58,053,000","-60,151,000","-54,831,000","-53,408,000","-53,465,000","-61,276,000","-65,310,000","-182,996,000","-37,267,000","-31,947,000","-26,755,000","-23,169,000","-28,466,000","-27,302,000","4,591,000","-16,179,000","-11,823,000","-11,121,000","-7,093,000","-4,236,000","-958,000","-1,425,000","-263,000","-561,000","484,000","-1,221,000","964,000","-741,000"
EBITDA,"-252,457,000"
ReconciledCostOfRevenue,,,,,,,"0",,,,"124,398,000",,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"1,237,000","308,000","323,000","319,000","287,000","274,000","285,000","289,000","284,000","278,000","273,000","258,000","231,000","170,000","120,000","105,000","105,000","101,000","23,000","132,000","152,000","130,000","145,000","170,000","179,000","188,000","271,000","486,000","529,000","533,000","551,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-303,773,000","-73,842,000","-85,385,000","-71,846,000","-72,700,000","-67,455,000","-65,776,000","-65,456,000","-67,581,000","-48,939,000","-186,942,000","-39,694,000","-34,380,000","-29,154,000","-25,583,000","-30,835,000","-28,211,000","4,082,000","-16,678,000","-12,308,000","-11,591,000","-7,098,000","-4,136,000","-897,000","-936,000","-258,000","-1,746,000","633,000","-1,695,000","1,358,000","-76,000"
TotalUnusualItemsExcludingGoodwill,"52,000","132,000","-130,000","38,000","13,000","80,000","109,000","104,000","-10,682,000","2,055,000","1,436,000","1,311,000","1,705,000","1,797,000","1,754,000","1,094,000","-650,000","335,000","349,000","198,000","73,000","81,000","101,000","62,000","28,000","23,000","7,000","9,000","8,000","8,000","10,000"
TotalUnusualItems,"52,000","132,000","-130,000","38,000","13,000","80,000","109,000","104,000","-10,682,000","2,055,000","1,436,000","1,311,000","1,705,000","1,797,000","1,754,000","1,094,000","-650,000","335,000","349,000","198,000","73,000","81,000","101,000","62,000","28,000","23,000","7,000","9,000","8,000","8,000","10,000"
NormalizedEBITDA,"-252,509,000","-63,764,000","-71,096,000","-57,771,000","-59,877,000","-54,637,000","-53,232,000","-53,280,000","-50,310,000","-67,087,000","-184,159,000","-38,320,000","-33,420,000","-28,382,000","-24,803,000","-29,455,000","-26,547,000","4,357,000","-16,427,000","-11,889,000","-11,042,000","-7,044,000","-4,192,000","-850,000","-1,274,000","-98,000","-297,000","961,000","-700,000","1,489,000","-200,000"
TaxRateForCalcs,"0.001","0.4","0.27","0","0.009","0","0.002","0.001","0","0.312","0","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.4","0.4","0.4","0","0.4","0.4","0.33","0.4","0.4","0.4","0.4","0.4","0.35"
TaxEffectOfUnusualItems,"69.065","52,800","-35,100","0","117","0","249.655","104","0","642,088.256","399.328","353,970","460,350","485,190","473,580","295,380","-175,500","90,450","139,600","79,200","29,200","0","40,400","24,800","9,239.8","9,200","2,800","3,600","3,200","3,200","3,500"
