name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
MarketCap,"19,519,986,804","26,296,222,249","26,891,300,360","20,434,019,936","18,953,466,700","18,252,192,537","16,019,744,918","11,498,799,014","9,421,151,106","9,630,007,234","15,273,826,541","13,979,034,242","13,881,853,876","13,400,473,216","10,348,741,846","11,387,491,391","10,147,127,443","8,772,234,327","8,803,472,849","8,977,271,314","7,165,541,049","6,218,682,983","5,411,422,737","5,580,779,702","4,768,780,176","4,516,874,702","4,975,012,395","4,864,787,744","5,541,822,991","5,083,861,071","5,253,171,031","4,816,290,433","4,948,959,816","4,352,192,835","3,943,426,847","3,681,517,087","3,018,603,145","2,359,478,750","1,776,844,967","1,639,681,021","1,746,413,600","1,781,662,999","1,574,560,542","1,515,113,591","2,085,924,829","1,816,779,300","2,003,283,346","1,713,869,688","1,806,261,641","2,502,700,000","737,890,415","684,788,332","417,276,902","209,058,888","450,191,161","1,232,785,969","801,689,935","919,096,116","1,087,446,432","1,558,623,091","1,476,537,217","1,445,410,996","1,466,700,144","1,337,054,327","1,333,125,666","1,265,758,510"
EnterpriseValue,"21,253,741,804","28,872,010,249","29,554,899,360","23,275,967,936","22,790,810,700","22,175,737,537","19,877,566,918","14,635,383,014","11,340,518,106","11,965,133,234","17,452,705,541","15,731,702,242","15,192,374,876","13,843,953,216","11,262,253,846","11,922,277,391","10,071,533,443","9,246,871,327","9,314,594,849","9,076,046,314","7,256,749,049","7,005,144,983","6,402,920,737","6,098,788,702","5,106,340,176","5,258,763,702","5,949,723,395","5,369,430,744","5,968,039,991","5,765,232,071","5,970,027,031","5,083,077,433","5,127,533,816","4,861,895,835","4,445,300,847","4,019,950,087","3,504,758,145","3,098,428,750","2,515,794,967","2,374,701,021","2,388,386,600","2,653,097,999","2,516,489,542","2,457,042,591","2,814,906,829","2,561,815,300","2,842,389,346","2,595,366,688","2,544,983,641","3,204,281,000","1,241,004,415","1,281,282,332","738,909,902","652,215,888","1,136,244,161","1,826,203,969","1,142,403,935","1,249,412,116","1,571,061,432","1,701,927,091","1,746,280,217","1,770,676,996","1,336,143,144","1,100,507,327","1,096,578,666","1,223,231,510"
PeRatio,,,,,,,,,,,"2,382.333","6,634",,,,,,,"851.4","4,355",,,,,,,,,,,"652.75",,,,,,,,,,,,,,,,,,,,,,,,,"22.288",,,,,,,,,,
ForwardPeRatio,"250","1,666.667","138.889","250",,,,,,,"120.482","103.093","208.333","95.238","153.846","250","344.828","175.439","322.581",,,"277.778","188.679","227.273",,"50.761","90.909","75.188","86.207","93.458","129.87","58.48","49.261","85.47","333.333","303.03",,,,,,,,"67.568","128.205","51.546",,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.191","7.253","3.255","2.743","4.739","18.388","16.812",,,,,,,,"3.564","6.708","2.713",,,,,,,,,,,,,,,,,,,,
PsRatio,"2.409","4.076","6.774","15.152","23.749","9.654","3.444","1.403","0.835","0.827","1.331","1.227","1.249","1.222","0.913","1.044","0.944","0.835","0.914","0.983","0.825","0.735","0.647","0.715","0.645","0.619","0.696","0.691","0.799","0.731","0.758","0.712","0.725","0.651","0.611","0.584","0.495","0.397","0.299","0.298","0.314","0.318","0.275","0.265","0.365","0.331","0.371","0.301","0.272","0.326","0.168","0.155","0.095","0.05","0.105","0.267","0.178","0.2","0.237","0.345","0.388","0.388","0.432","0.44","0.439","0.421"
PbRatio,"31.007",,,,,,,"33.63","10.963","8.404","11.865","11.906","13.394","12.11","7.855","9.791","8.919","7.427","6.423","7.319","6.416","5.523","4.238","4.696","4.026","3.652","3.737","3.887","4.634","3.92","3.491","3.295","3.548","3.088","2.647","2.644","2.354","1.741","1.311","1.166","1.226","1.219","0.997","0.959","1.34","1.249","1.468","1.135","1.301","1.745","1.131","1.071","0.726","0.359","0.723","1.253","0.933","1.087","1.254","2.519","2.48","2.263","2.183","1.963","1.958","2.048"
EnterprisesValueRevenueRatio,"2.732","16.015","10.933","8.625","39.571","76.308","83.736","79.532","153.076","8.761","6.04","4.169","4.812","8.012","4.329","3.109","3.511","6.238","3.658","2.55","2.575","4.957","3.562","1.924","2.343","4.354","3.426","2.047","3.38","5.146","3.798","2.032","3.078","4.313","2.756","1.777","2.087","3.354","1.75","1.21","1.54","3.057","2.122","1.373","1.806","3.016","2.296","1.413","2.009","4.432","1.531","0.709","0.695","1.306","1.241","1.15","0.985","1.963","1.55","1.1","1.68","3.031","1.27","0.812","1.427","2.368"
EnterprisesValueEBITDARatio,"60.029","222.123","-5,646.714","87.79","-639.85","-162.309","-76.749","-39.202","-24.424","-248.378","531.463","40.953","53.215","164.527","707.784","35.501","45.587","110.783","-162.7","29.237","33.857","82.07","133.807","22.041","31.409","73.693","74.231","22.109","42.83","130.663","-81.378","21.292","38.168","64.888","75.778","21.503","19.455","62.358","58.804","11.853","17.753","61.029","58.735","13.246","21.48","340.939","66.253","14.657","35.618","-76.485","-39.451","8.493","20.506","-15.886","-4.23","15.379","19.792","-403.948","34.085","17.078","28.289","-732.593","76.46","12.181","38.92","52.787"
