name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,12/31/1992,09/30/1992,03/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
TotalAssets,"27,829,000,000","27,746,000,000","27,973,000,000","27,901,000,000","28,297,000,000","24,987,000,000","22,824,000,000","24,706,000,000","24,306,000,000","24,639,000,000","23,257,000,000","24,348,000,000","23,824,000,000","23,396,000,000","30,975,000,000","30,190,000,000","30,498,000,000","31,801,000,000","32,817,000,000","32,557,000,000","34,189,000,000","33,335,000,000","33,085,000,000","32,550,000,000","32,282,000,000","36,442,000,000","36,452,000,000","37,278,000,000","37,241,000,000","35,780,000,000","36,198,000,000","38,559,000,000","35,186,000,000","31,745,000,000","31,781,000,000","29,244,000,000","26,261,000,000","24,556,000,000","24,332,000,000","24,014,000,000","21,065,000,000","25,136,000,000","22,478,000,000","23,725,000,000","24,303,000,000","21,338,000,000","19,323,000,000","18,295,000,000","18,796,000,000","17,930,000,000","18,254,000,000","18,479,000,000","16,438,000,000","18,815,000,000","21,372,660,000","14,080,895,000","13,136,515,000","12,433,646,000","13,464,085,000","5,220,672,000","4,622,667,000","4,244,747,000","4,103,314,000","4,117,915,000","4,070,428,000","3,966,462,000","3,694,973,000","3,263,711,000","2,775,685,000","2,263,057,000","2,314,889,000","2,201,024,000","1,826,957,000","1,489,930,000","1,454,329,000","1,441,251,000","1,429,354,000","1,421,671,000","1,449,368,000","1,437,673,000","1,473,145,000","1,451,642,000","1,453,979,000","1,452,058,000","1,431,243,000","1,422,987,000","1,397,896,000","1,329,903,000","1,323,404,000","1,160,666,000","1,214,800,000","1,180,800,000","1,117,300,000","1,135,915,000","1,088,100,000","1,042,100,000","1,017,700,000","991,230,000","966,100,000","687,400,000","658,100,000","641,309,669","630,100,000","615,300,000","629,700,000","620,879,881","613,400,000","602,700,000","507,600,000","492,867,940","493,600,000","489,200,000","500,500,000","503,000,000","505,800,000","505,400,000","503,300,000","507,500,000","515,100,000","517,100,000","536,700,000","555,100,000","550,700,000","534,300,000","153,200,000"
	CurrentAssets,"21,340,000,000","21,141,000,000","20,926,000,000","20,888,000,000","20,921,000,000","17,723,000,000","15,120,000,000","16,415,000,000","14,941,000,000","18,035,000,000","16,475,000,000","17,569,000,000","17,123,000,000","16,925,000,000","23,076,000,000","21,767,000,000","16,904,000,000","18,426,000,000","19,310,000,000","19,549,000,000","20,740,000,000","18,476,000,000","17,363,000,000","17,146,000,000","17,388,000,000","22,655,000,000","21,337,000,000","22,756,000,000","23,455,000,000","22,417,000,000","22,835,000,000","25,761,000,000","22,808,000,000","19,606,000,000","20,943,000,000","18,625,000,000","15,597,000,000","13,871,000,000","14,119,000,000","13,822,000,000","14,776,000,000","18,993,000,000","16,153,000,000","17,394,000,000","17,741,000,000","15,105,000,000","13,680,000,000","12,682,000,000","13,137,000,000","12,698,000,000","7,616,000,000","13,083,000,000","6,881,000,000","8,396,000,000","11,355,178,000","6,957,474,000",,"3,918,496,000","9,956,214,000","4,530,902,000","3,424,866,000","3,055,838,000","3,192,589,000","2,148,732,000","2,272,221,000","2,184,060,000","1,984,087,000","1,598,565,000","1,652,828,000","1,131,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"9,557,000,000","11,472,000,000","11,842,000,000","13,097,000,000","13,422,000,000","10,612,000,000","8,772,000,000","11,353,000,000","10,578,000,000","13,739,000,000","12,703,000,000","12,866,000,000","10,867,000,000","10,993,000,000","10,385,000,000","9,581,000,000","9,614,000,000","12,051,000,000","11,786,000,000","11,691,000,000","12,105,000,000","11,714,000,000","11,989,000,000","11,795,000,000","11,902,000,000","17,429,000,000","15,702,000,000","16,620,000,000","17,737,000,000","17,412,000,000","17,543,000,000","20,560,000,000","18,188,000,000","15,523,000,000","15,549,000,000","12,944,000,000","10,127,000,000","8,562,000,000","8,052,000,000","8,595,000,000","9,343,000,000","16,195,000,000","10,482,000,000","10,424,000,000","11,095,000,000","10,433,000,000","9,143,000,000","8,998,000,000","8,313,000,000","10,564,000,000","5,357,000,000","6,576,000,000","4,895,000,000","6,474,000,000","5,526,134,000","4,468,335,000","2,416,348,000","2,625,392,000","7,227,914,000","3,444,186,000","2,895,073,000","2,451,350,000","1,317,904,000","1,364,939,000","1,341,131,000","1,396,822,000","1,137,958,000","1,280,920,000","1,324,688,000","775,385,000","1,037,064,000","1,110,236,000","531,456,000","548,226,000","98,187,000","91,351,000","86,992,000","78,122,000","78,792,000","74,219,000","122,951,000","96,268,000","178,195,000","172,324,000","213,698,000","202,441,000","215,876,000","201,702,000","557,930,000","117,744,000","452,200,000","417,700,000","534,200,000","571,162,000","422,600,000","423,000,000","386,900,000","501,347,000",,"30,000,000","24,400,000","241,643,329","73,300,000",,,"166,261,635",,,,"18,615,572",,,,,,,,,,,,,,,
			CashAndCashEquivalents,"2,160,000,000","2,321,000,000","1,945,000,000","2,194,000,000","1,942,000,000","1,699,000,000","1,862,000,000","1,855,000,000","2,381,000,000","3,794,000,000","3,266,000,000","4,008,000,000","2,764,000,000","2,656,000,000","1,053,000,000","875,000,000","1,250,000,000","1,682,000,000","2,038,000,000","2,389,000,000","2,018,000,000","1,833,000,000","2,002,000,000","1,920,000,000","1,876,000,000","2,078,000,000","2,041,000,000","2,154,000,000","2,868,000,000","2,912,000,000","3,080,000,000","3,333,000,000","3,342,000,000","3,262,000,000","3,274,000,000","3,340,000,000","2,437,000,000","3,071,000,000","3,140,000,000","3,209,000,000","3,467,000,000","7,257,000,000","2,171,000,000","2,607,000,000","2,669,000,000","2,963,000,000","2,261,000,000","2,491,000,000","2,495,000,000","5,204,000,000","5,357,000,000","2,031,000,000","4,895,000,000","6,474,000,000","5,526,134,000","4,189,247,000","1,974,813,000","2,112,832,000","1,140,641,000","3,134,713,000","2,331,521,000","1,912,235,000","280,706,000","463,677,000","464,850,000","576,123,000","443,322,000","1,129,271,000","1,245,762,000","762,708,000","1,010,407,000","1,080,261,000","483,872,000","467,704,000","70,494,000","61,905,000","59,023,000","51,394,000","55,053,000","50,361,000","87,125,000","61,015,000","135,128,000","127,263,000","166,622,000","147,705,000","158,907,000","139,821,000","118,718,000","117,744,000","0","0","0","16,462,000","0","0","0","129,147,000",,"0","0","105,543,329","0",,,"166,261,635",,,,"18,615,572",,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,257,000,000",,,,,,,,"5,204,000,000","5,357,000,000",,"4,895,000,000","6,474,000,000","5,526,134,000","4,189,247,000",,,"1,140,641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"7,397,000,000","9,151,000,000","9,897,000,000","10,903,000,000","11,480,000,000","8,913,000,000","6,910,000,000","9,498,000,000","8,197,000,000","9,945,000,000","9,437,000,000","8,858,000,000","8,103,000,000","8,337,000,000","9,332,000,000","8,706,000,000","8,364,000,000","10,369,000,000","9,748,000,000","9,302,000,000","10,087,000,000","9,881,000,000","9,987,000,000","9,875,000,000","10,026,000,000","15,351,000,000","13,661,000,000","14,466,000,000","14,869,000,000","14,500,000,000","14,463,000,000","17,227,000,000","14,846,000,000","12,261,000,000","12,275,000,000","9,604,000,000","7,690,000,000","5,491,000,000","4,912,000,000","5,386,000,000","5,876,000,000","8,938,000,000","8,311,000,000","7,817,000,000","8,426,000,000","7,470,000,000","6,882,000,000","6,507,000,000","5,818,000,000","5,360,000,000",,"4,545,000,000",,,,"279,088,000","441,535,000","512,560,000","6,087,273,000","309,473,000","563,552,000","539,115,000","1,037,198,000","901,262,000","876,281,000","820,699,000","694,636,000","151,649,000","78,926,000","12,677,000","26,657,000","29,975,000","47,584,000","80,522,000","27,693,000","29,446,000","27,969,000","26,728,000","23,739,000","23,858,000","35,826,000","35,253,000","43,067,000","45,061,000","47,076,000","54,736,000","56,969,000","61,881,000","439,212,000","0","452,200,000","417,700,000","534,200,000","554,700,000","422,600,000","423,000,000","386,900,000","372,200,000",,"30,000,000","24,400,000","136,100,000","73,300,000",,,,,,,,,,,,,,,,,,,,,,
		Receivables,"6,262,000,000","6,076,000,000","5,747,000,000","4,954,000,000","4,806,000,000","3,939,000,000","2,125,000,000","2,582,000,000","1,904,000,000","1,333,000,000","1,342,000,000","1,788,000,000","1,741,000,000","1,138,000,000","1,038,000,000","1,016,000,000","3,150,000,000","2,311,000,000","2,859,000,000","3,148,000,000","3,211,000,000","1,609,000,000","1,725,000,000","1,796,000,000","1,839,000,000","1,685,000,000","1,876,000,000","2,027,000,000","1,776,000,000","1,691,000,000","1,904,000,000","1,918,000,000","1,927,000,000","1,785,000,000","1,871,000,000","2,017,000,000","2,078,000,000","1,935,000,000","2,248,000,000","1,993,000,000","1,790,000,000","1,454,000,000","1,535,000,000","1,835,000,000","1,480,000,000","1,335,000,000","1,419,000,000","1,364,000,000","1,314,000,000","1,135,000,000","1,242,000,000","1,273,000,000","1,084,000,000","993,000,000","1,740,205,000","964,941,000","1,198,387,000","1,026,881,000","1,749,048,000","150,143,000","169,841,000","176,496,000","168,768,000","213,937,000","222,959,000","255,014,000","302,139,000","267,802,000","190,289,000","174,576,000","61,059,000","62,478,000","158,798,000","95,635,000","361,168,000","359,251,000","379,616,000","354,327,000","362,496,000","366,557,000","354,837,000","345,590,000","85,775,000","83,178,000","69,478,000","66,319,000","60,761,000","60,758,000","129,406,000","94,959,000",,,,"86,607,000",,,,"7,838,000",,,,"23,830,051",,,,"19,644,132",,,,"13,674,643",,,,,"27,500,000","32,800,000",,,,,,,,,
			AccountsReceivable,"604,000,000","546,000,000","598,000,000","596,000,000","572,000,000","502,000,000","443,000,000","430,000,000","472,000,000","475,000,000","500,000,000","508,000,000","517,000,000","474,000,000","700,000,000","682,000,000","1,914,000,000","1,805,000,000","1,853,000,000","1,757,000,000","1,725,000,000","1,609,000,000","1,725,000,000","1,796,000,000","1,839,000,000","1,685,000,000","1,876,000,000","2,027,000,000","1,776,000,000","1,691,000,000","1,904,000,000","1,918,000,000","1,927,000,000","1,750,000,000","1,871,000,000","2,017,000,000","2,028,000,000","1,841,000,000","1,970,000,000","1,865,000,000","1,603,000,000","1,424,000,000","1,446,000,000","1,481,000,000","1,449,000,000","1,285,000,000","1,384,000,000","1,351,000,000","1,236,000,000","1,079,000,000","1,242,000,000","1,170,000,000","983,000,000","939,000,000","1,185,634,000","716,849,000",,,"1,600,306,000",,,,,,,,,,,,,,"54,053,000","45,307,000","46,456,000","44,746,000","46,259,000","48,111,000","57,010,000","63,714,000","57,086,000","60,061,000","49,842,000","47,144,000","45,839,000","46,373,000","53,157,000","52,155,000","52,673,000","19,107,000",,,,"18,994,000",,,,,,,,,,,,,,,,,,,,,"27,500,000","32,800,000",,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248,092,000",,,"148,742,000",,,,,,,,,,,,,,"104,745,000","50,328,000","314,712,000","314,505,000","333,357,000","306,216,000","305,486,000","302,843,000","297,751,000","285,529,000","35,933,000","36,034,000","23,639,000","19,946,000","7,604,000","8,603,000","76,733,000","75,852,000",,,,"67,613,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278,000,000","128,000,000","187,000,000","30,000,000","89,000,000","354,000,000","31,000,000","50,000,000","35,000,000","13,000,000","78,000,000",,,"103,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
