name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"65,028,000","1,148,000","55,600,000","5,437,000","2,843,000","6,548,000","6,722,000","41,688,000","3,593,000","3,825,000","5,212,000","6,055,000","7,137,000","8,464,000","9,377,000","10,641,000","6,215,000","5,268,000","-18,000","6,180,000","3,053,000","4,153,000","33,138,000","59,047,000","5,802,000","8,421,000","9,757,000","7,945,000","6,542,000","4,414,000","21,758,000","9,415,000","7,788,000","7,979,000","24,349,000","4,469,000","1,009,000","821,000","2,184,000","1,714,000","1,841,000","1,820,000","757,000","1,427,000","1,053,000","763,000","1,099,000","394,000","462,000","621,000","1,023,000","5,506,000","71,930,000","3,078,000","3,152,000","3,125,000","3,074,000","3,069,000","3,110,000","4,130,000","3,177,000","3,205,000","155,000","106,000","1,446,000","1,420,000","2,144,000","1,855,000","2,341,000","2,572,000","2,226,000","2,449,000","2,900,000","5,867,000","2,644,000","2,644,000","2,554,000","2,749,000"
	OperatingRevenue,"65,028,000","1,148,000","55,600,000","5,437,000","2,843,000","6,548,000","6,722,000","41,688,000","3,593,000","3,825,000","5,212,000","6,055,000","7,137,000","8,464,000","9,377,000","10,641,000","6,215,000","5,268,000","-18,000","6,180,000","3,053,000","4,153,000","33,138,000","59,047,000","5,802,000","8,421,000","9,757,000","7,945,000","6,542,000","4,414,000","21,758,000","9,415,000","7,788,000","7,979,000","24,349,000","4,469,000","1,009,000","821,000","2,184,000","1,714,000","1,841,000","1,820,000","757,000","1,427,000","1,053,000","763,000","1,099,000","394,000","462,000","621,000","1,023,000","5,506,000","71,930,000","3,078,000","3,152,000","3,125,000","3,074,000","3,069,000","3,110,000","4,130,000","3,177,000","3,205,000","155,000","106,000","1,446,000","1,420,000","2,144,000","1,855,000","2,341,000","2,572,000","2,226,000","2,449,000","2,900,000","5,867,000","2,644,000","2,644,000","2,554,000","2,749,000"
CostOfRevenue,"174,312,000","45,935,000","43,498,000","48,436,000","36,443,000","31,561,000","29,221,000","24,202,000","21,790,000","21,738,000","18,334,000","20,229,000","24,017,000","23,545,000","23,277,000","21,391,000","21,582,000","22,135,000","26,251,000","24,947,000","19,809,000","19,289,000","17,301,000","19,340,000","9,723,000","13,534,000","13,249,000","11,557,000","12,636,000","8,956,000","8,779,000","11,420,000","11,737,000","12,490,000","13,824,000","13,445,000","12,347,000","9,834,000","35,643,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"-109,284,000","-44,787,000","12,102,000","-42,999,000","-33,600,000","-25,013,000","-22,499,000","17,486,000","-18,197,000","-17,913,000","-13,122,000","-14,174,000","-16,880,000","-15,081,000","-13,900,000","-10,750,000","-15,367,000","-16,867,000","-26,269,000","-18,767,000","-16,756,000","-15,136,000","15,837,000","39,707,000","-3,921,000","-5,113,000","-3,492,000","-3,612,000","-6,094,000","-4,542,000","12,979,000","-2,005,000","-3,949,000","-4,511,000","10,525,000","-8,976,000","-11,338,000","-9,013,000","-33,459,000","1,714,000","1,841,000","1,820,000","757,000","1,427,000","1,053,000","763,000","1,099,000","394,000","462,000","621,000","1,023,000","5,506,000","71,930,000","3,078,000","3,152,000","3,125,000","3,074,000","3,069,000","3,110,000","4,130,000","3,177,000",,"155,000","106,000","1,446,000","1,420,000","2,144,000",,"2,341,000","2,572,000","2,226,000",,"2,900,000","5,867,000",,,,
OperatingExpense,"114,275,000","33,070,000","33,806,000","26,202,000","21,197,000","15,598,000","13,908,000","12,302,000","14,161,000","12,449,000","10,584,000","9,753,000","9,836,000","9,437,000","7,558,000","7,164,000","8,046,000","9,264,000","10,258,000","9,657,000","8,438,000","8,115,000","6,674,000","7,217,000","7,090,000","6,841,000","5,529,000","5,276,000","4,495,000","4,367,000","4,558,000","3,993,000","4,458,000","4,259,000","4,093,000","3,635,000","3,730,000","3,634,000","-21,970,000","11,789,000","10,810,000","11,801,000","11,462,000","12,095,000","14,700,000","12,515,000","12,731,000","12,959,000","13,616,000","12,904,000","13,423,000","13,735,000","14,329,000","13,979,000","14,311,000","17,345,000","19,111,000","18,259,000","18,068,000","17,330,000","17,741,000","16,969,000","17,135,000","16,107,000","16,335,000","14,888,000","13,840,000","12,584,000","13,442,000","13,680,000","14,516,000","13,104,000","12,421,000","11,835,000",,,"7,286,000","7,756,000"
	SellingGeneralAndAdministration,"114,275,000","33,070,000","33,806,000","26,202,000","21,197,000","15,598,000","13,908,000","12,302,000","14,161,000","12,449,000","10,584,000","9,753,000","9,836,000","9,437,000","7,558,000","7,164,000","8,046,000","9,264,000","10,258,000","9,657,000","8,438,000","8,115,000","6,674,000","7,217,000","7,090,000","6,841,000","5,529,000","5,276,000","4,495,000","4,367,000","4,558,000","3,993,000","4,458,000","4,259,000","4,093,000","3,635,000","3,730,000","3,634,000","3,815,000","2,991,000","2,568,000","3,056,000","2,863,000","3,204,000","4,187,000","3,336,000","3,570,000","3,412,000","3,380,000","3,836,000","3,601,000","3,878,000","4,127,000","4,020,000","2,841,000","3,826,000","4,252,000","4,157,000","4,110,000","4,113,000","4,015,000","4,483,000","4,109,000","3,572,000","3,938,000","3,622,000","3,105,000","3,325,000","3,403,000","3,143,000","3,275,000","3,569,000","2,672,000","2,475,000",,,,
		GeneralAndAdministrativeExpense,"114,275,000","33,070,000","33,806,000","26,202,000","21,197,000","15,598,000","13,908,000","12,302,000","14,161,000","12,449,000","10,584,000","9,753,000","9,836,000","9,437,000","7,558,000","7,164,000","8,046,000","9,264,000","10,258,000","9,657,000","8,438,000","8,115,000","6,674,000","7,217,000","7,090,000","6,841,000","5,529,000","5,276,000","4,495,000","4,367,000","4,558,000","3,993,000","4,458,000","4,259,000","4,093,000","3,635,000","3,730,000","3,634,000","3,103,000","2,991,000","2,568,000","3,056,000",,"3,204,000","4,187,000","3,336,000","3,570,000","3,412,000","3,380,000","3,836,000","3,601,000","3,878,000","4,127,000","4,020,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"114,275,000","33,070,000","33,806,000","26,202,000","21,197,000","15,598,000","13,908,000","12,302,000","14,161,000","12,449,000","10,584,000","9,753,000","9,836,000","9,437,000","7,558,000","7,164,000","8,046,000","9,264,000","10,258,000","9,657,000","8,438,000","8,115,000","6,674,000","7,217,000","7,090,000","6,841,000","5,529,000","5,276,000","4,495,000","4,367,000","4,558,000","3,993,000","4,458,000","4,259,000","4,093,000","3,635,000","3,730,000","3,634,000","3,103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,"43,498,000","48,436,000","36,443,000","31,561,000","29,221,000","24,202,000","21,790,000","21,738,000","18,334,000","20,229,000","24,017,000","23,545,000","23,277,000","21,391,000","21,582,000","22,135,000","26,251,000","24,947,000","19,809,000","19,289,000","17,301,000","19,340,000","9,723,000","13,534,000","13,249,000","11,557,000","12,636,000","8,956,000","8,779,000","11,420,000","11,737,000","12,490,000","13,824,000","13,445,000","12,347,000","9,834,000","9,858,000","8,798,000","8,242,000","8,745,000","8,599,000","8,891,000","10,513,000","9,179,000","9,161,000","9,547,000","10,236,000","9,068,000","9,822,000","9,857,000","10,202,000","9,959,000","11,470,000","13,519,000","14,859,000","14,102,000","13,958,000","13,217,000","13,726,000","12,486,000","13,026,000","12,535,000","12,397,000","11,266,000","10,735,000","9,259,000","10,039,000","10,537,000","11,241,000","9,535,000","9,749,000","9,360,000",,,"7,286,000","7,756,000"
OperatingIncome,"-223,559,000","-77,857,000","-21,704,000","-69,201,000","-54,797,000","-40,611,000","-36,407,000","5,184,000","-32,358,000","-30,362,000","-23,706,000","-23,927,000","-26,716,000","-24,518,000","-21,458,000","-17,914,000","-23,413,000","-26,131,000","-36,527,000","-28,424,000","-25,194,000","-23,251,000","9,163,000","32,490,000","-11,011,000","-11,954,000","-9,021,000","-8,888,000","-10,589,000","-8,909,000","8,421,000","-5,998,000","-8,407,000","-8,770,000","6,432,000","-12,611,000","-15,068,000","-12,647,000","-11,489,000","-10,075,000","-8,969,000","-9,981,000","-10,705,000","-10,668,000","-13,647,000","-11,752,000","-11,632,000","-12,565,000","-13,154,000","-12,283,000","-12,400,000","-8,229,000","57,601,000","-10,901,000","-11,159,000","-14,220,000","-16,037,000","-15,190,000","-14,958,000","-13,200,000","-14,564,000","-13,764,000","-16,980,000","-16,001,000","-14,889,000","-13,468,000","-11,696,000","-10,729,000","-11,101,000","-11,108,000","-12,290,000","-10,655,000","-9,521,000","-5,968,000","-40,523,000","2,644,000","-4,732,000","-5,007,000"
