name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"2,423,944,000","2,450,581,000","2,398,314,000","2,305,878,000","2,187,831,000","2,166,666,000","2,081,820,000","2,046,931,000","1,387,827,000","1,364,818,000","1,301,462,000","1,220,399,000","1,147,511,000","1,092,043,000","1,052,481,000","1,016,479,000","987,591,000","894,848,000","886,612,000","862,995,000","840,162,000","841,737,000","792,166,000","716,428,000","684,314,000","662,451,000","486,897,000","466,089,000","461,739,000","463,265,000","465,578,000","466,163,000","471,184,000","481,219,000","461,718,976","468,949,611","491,238,361","542,767,734"
TotalLiabilitiesNetMinorityInterest,"888,902,000","884,795,000","882,088,000","845,973,000","807,523,000","797,075,000","774,264,000","789,894,000","412,937,000","434,398,000","427,975,000","408,020,000","395,630,000","390,543,000","391,988,000","386,837,000","385,647,000","385,771,000","375,587,000","367,955,000","356,253,000","364,388,000","361,897,000","293,993,000","274,256,000","259,720,000","78,696,000","54,402,000","38,537,000","36,307,000","31,180,000","22,253,000","17,731,000","18,002,000","14,860,871","12,469,918","10,542,838","54,020,093"
TotalEquityGrossMinorityInterest,"1,535,042,000","1,565,786,000","1,516,226,000","1,459,905,000","1,380,308,000","1,369,591,000","1,307,556,000","1,257,037,000","974,890,000","930,420,000","873,487,000","812,379,000","751,881,000","701,500,000","660,493,000","629,642,000","601,944,000","509,077,000","511,025,000","495,040,000","483,909,000","477,349,000","430,269,000","422,435,000","410,058,000","402,731,000","408,201,000","411,687,000","423,202,000","426,958,000","434,398,000","443,910,000","453,453,000","463,217,000","446,858,105","456,479,693","480,695,523","488,747,641"
	StockholdersEquity,"1,535,042,000","1,565,786,000","1,516,226,000","1,459,905,000","1,380,308,000","1,369,591,000","1,307,556,000","1,257,037,000","974,890,000","930,420,000","873,487,000","812,379,000","751,881,000","701,500,000","660,493,000","629,642,000","601,944,000","509,077,000","511,025,000","495,040,000","483,909,000","477,349,000","430,269,000","422,435,000","410,058,000","402,731,000","408,201,000","411,687,000","423,202,000","426,958,000","434,398,000","443,910,000","453,453,000","463,217,000","446,858,105","456,479,693","480,695,523","488,747,641"
		CapitalStock,"863,000","858,000","857,000","857,000","856,000","852,000","848,000","848,000","689,000","684,000","679,000","677,000","675,000","663,000","663,000","658,000","656,000","605,000","599,000","598,000","598,000","591,000","591,000","591,000","591,000","588,000","587,000","587,000","585,000","584,000","584,000","584,000","581,000","581,000","556,375","556,375","555,001","555,001"
			CommonStock,"863,000","858,000","857,000","857,000","856,000","852,000","848,000","848,000","689,000","684,000","679,000","677,000","675,000","663,000","663,000","658,000","656,000","605,000","599,000","598,000","598,000","591,000","591,000","591,000","591,000","588,000","587,000","587,000","585,000","584,000","584,000","584,000","581,000","581,000","556,375","556,375","555,001","555,001"
		AdditionalPaidInCapital,"960,667,000","955,302,000","948,395,000","944,121,000","940,827,000","937,872,000","930,906,000","927,950,000","706,021,000","707,003,000","698,393,000","692,163,000","684,635,000","682,181,000","678,165,000","670,870,000","666,905,000","585,488,000","583,447,000","580,499,000","578,081,000","576,927,000","575,148,000","573,342,000","571,585,000","570,340,000","568,090,000","566,310,000","564,915,000","562,911,000","560,605,000","558,432,000","555,963,000","553,707,000","524,280,385","522,312,405","520,045,944","517,032,619"
		RetainedEarnings,"675,821,000","608,141,000","547,617,000","487,424,000","429,902,000","377,011,000","328,743,000","290,564,000","263,716,000","205,445,000","155,250,000","105,487,000","66,387,000","33,488,000","-2,032,000","-26,843,000","-52,084,000","-74,157,000","-72,391,000","-84,703,000","-90,716,000","-94,882,000","-156,444,000","-162,619,000","-164,630,000","-160,723,000","-155,902,000","-151,103,000","-140,750,000","-132,930,000","-122,909,000","-111,933,000","-99,079,000","-84,024,000","-70,940,000","-57,067,326","-40,793,244","-28,840,538"
		TreasuryStock,"5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-97,309,000","1,485,000","19,357,000","27,503,000","8,723,000","53,856,000","47,059,000","37,675,000","4,464,000","17,288,000","19,165,000","14,052,000","184,000","-14,832,000","-16,303,000","-15,043,000","-13,533,000","-2,859,000","-630,000","-1,354,000","-4,054,000","-5,287,000","10,974,000","11,121,000","2,512,000","-7,474,000","-4,574,000","-4,107,000","-1,548,000","-3,607,000","-3,882,000","-3,173,000","-4,012,000","-7,047,000","-7,038,655","-9,321,761","887,822","559"
