name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
				MachineryFurnitureEquipment,,"115,040,000",,,,"108,665,000",,,,"99,929,000",,,,"102,884,000",,,,"85,885,000",,,,"86,994,000","104,459,000","103,894,000","102,101,000","95,195,000","95,659,000","92,214,000","85,940,000","85,066,000","84,679,000","66,764,000","63,719,000","59,796,000","57,469,000","54,590,000","51,310,000","50,816,000","28,920,000","56,458,000","27,997,000","51,772,000","49,351,000","48,497,000","47,053,000","24,342,000","43,117,000","22,679,000","21,922,000","20,533,000","20,124,000","19,493,000","18,983,000","18,471,000","18,036,000",,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"109,494,000","72,010,000","105,765,000","104,963,000","107,664,000","68,088,000","109,432,000","117,498,000","126,537,000","82,841,000","127,570,000","124,301,000","125,013,000","12,390,000",,,,"9,643,000",,,,"12,065,000","13,725,000","14,029,000","13,242,000","12,874,000","12,923,000","12,875,000","12,512,000","12,880,000","13,606,000","12,279,000","11,545,000","10,351,000","9,742,000","9,535,000","9,434,000","8,674,000","29,004,000","0","27,126,000",,"0","0","0","21,014,000","0","19,117,000","16,877,000","16,542,000","15,648,000","14,812,000","14,682,000","14,380,000","12,767,000",,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"3,127,000",,,,"3,546,000",,,,"10,005,000",,,,"6,456,000",,,,"11,267,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"17,606,000",,,,"17,403,000",,,,"16,709,000",,,,"16,556,000",,,,"14,778,000",,,,"13,644,000","14,859,000","15,028,000","14,884,000","15,112,000","13,125,000","13,042,000","12,957,000","14,429,000","13,497,000","13,131,000","11,974,000","11,147,000","8,017,000","8,100,000","7,323,000","7,231,000","6,833,000","6,689,000","6,418,000","6,117,000","5,260,000","5,092,000","5,041,000","4,574,000","3,429,000","3,372,000","3,327,000","3,277,000","3,205,000","3,122,000","3,464,000","3,449,000","3,425,000",,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-117,420,000",,,,"-105,707,000",,,,"-93,207,000",,,,"-92,877,000",,,,"-80,967,000",,,,"-82,578,000","-97,300,000","-94,672,000","-90,989,000","-86,318,000","-84,128,000","-80,353,000","-72,964,000","-72,435,000","-74,126,000","-61,587,000","-60,431,000","-58,048,000","-55,450,000","-53,228,000","-50,878,000","-49,692,000","-47,534,000","-45,408,000","-43,440,000","-40,418,000","-38,387,000","-36,382,000","-34,662,000","-32,697,000","-30,789,000","-28,975,000","-27,238,000","-25,525,000","-23,855,000","-22,260,000","-20,963,000","-19,356,000","-17,797,000",,,,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"483,380,000","480,263,000","482,479,000","492,843,000","492,751,000","492,989,000","459,700,000","448,173,000","422,568,000","485,291,000","470,329,000","494,512,000","485,765,000","469,638,000","536,414,000","538,725,000","566,816,000","550,085,000","563,864,000","542,043,000","533,633,000","527,846,000","592,044,000","576,992,000","557,024,000","518,944,000","526,841,000","512,451,000","506,695,000","538,378,000","606,716,000","118,927,000","118,800,000","119,610,000","119,637,000","124,349,000","125,462,000","129,852,000","121,623,000","121,748,000","124,659,000","76,274,000","76,426,000","77,643,000","78,893,000","80,144,000","81,610,000","83,090,000","79,071,000","40,055,000","40,724,000","40,908,000","40,407,000","40,975,000","41,805,000","22,942,000","23,304,000","23,665,887","24,019,592","24,060,186","24,550,856","25,041,525","25,608,688","26,175,851","26,743,014","27,310,177","28,065,079","11,826,260","12,271,118","12,715,976",,,,,,,,,
			Goodwill,"483,380,000","480,263,000","482,479,000","492,843,000","492,751,000","492,989,000","456,308,000","444,507,000","418,565,000","480,794,000","465,572,000","489,293,000","480,518,000","464,116,000","519,045,000","519,811,000","544,293,000","526,513,000","538,337,000","516,165,000","506,240,000","499,911,000","560,505,000","544,337,000","524,870,000","495,156,000","502,383,000","503,001,000","496,653,000","527,445,000","594,401,000","105,122,000","104,086,000","103,843,000","102,891,000","106,953,000","106,912,000","109,488,000","100,456,000","99,384,000","97,480,000","61,678,000","61,678,000","61,678,000","61,678,000","61,678,000","61,665,000","61,665,000","49,053,000","29,299,000","29,299,000","28,815,000","27,646,000","27,546,000","28,058,000","18,620,000","18,620,000","18,620,277","18,620,277","18,287,511","18,287,511","18,287,511","18,287,511","18,287,511","18,287,511","18,287,511","18,287,511","6,397,138","6,397,138","6,397,138",,,,,,,,,
			OtherIntangibleAssets,,,,,,,"3,392,000","3,666,000","4,003,000","4,497,000","4,757,000","5,219,000","5,247,000","5,522,000","17,369,000","18,914,000","22,523,000","23,572,000","25,527,000","25,878,000","27,393,000","27,935,000","31,539,000","32,655,000","32,154,000","23,788,000","24,458,000","9,450,000","10,042,000","10,933,000","12,315,000","13,805,000","14,714,000","15,767,000","16,746,000","17,396,000","18,550,000","20,364,000","21,167,000","22,364,000","27,179,000","14,596,000","14,748,000","15,965,000","17,215,000","18,466,000","19,945,000","21,425,000","30,018,000","10,756,000","11,425,000","12,093,000","12,761,000","13,429,000","13,747,000","4,322,000","4,684,000","5,045,610","5,399,315","5,772,675","6,263,345","6,754,014","7,321,177","7,888,340","8,455,503","9,022,666","9,777,568","5,429,122","5,873,980","6,318,838",,,,,,,,,
		InvestmentsAndAdvances,"93,249,000","92,977,000","85,171,000","87,631,000","54,682,000","55,759,000","37,821,000","18,746,000","52,711,000","56,176,000","55,204,000","85,911,000","85,082,000","45,173,000","21,750,000","80,541,000","87,764,000","78,290,000","75,512,000","76,438,000","74,055,000","68,543,000","67,050,000","66,560,000","71,413,000","73,799,000","75,985,000","88,295,000","91,470,000","89,703,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"23,950,000",,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243,568,411","226,447,495","211,763,470","197,437,703","189,847,379","193,644,670","117,246,471","114,837,794","107,344,401","105,188,906","95,311,731",,,"92,568,557",,,,,
		NonCurrentDeferredAssets,"63,965,000","67,760,000","77,213,000","78,935,000","72,523,000","83,205,000","79,121,000","64,548,000","63,911,000","63,225,000","60,697,000","66,401,000","61,619,000","61,453,000","64,793,000","62,014,000","60,446,000","57,529,000","41,183,000","37,299,000","29,090,000","28,482,000","19,453,000","15,713,000","15,571,000","13,068,000","831,000","125,000","5,771,000","6,126,000","4,639,000","1,404,000","1,369,000","1,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","2,009,426","5,414,082","8,915,343",,,
			NonCurrentDeferredTaxesAssets,"63,965,000","67,760,000","77,213,000","78,935,000","72,523,000","83,205,000","79,121,000","64,548,000","63,911,000","63,225,000","60,697,000","66,401,000","61,619,000","61,453,000","64,793,000","62,014,000","60,446,000","57,529,000","41,183,000","37,299,000","29,090,000","28,482,000","19,453,000","15,713,000","15,571,000","13,068,000","831,000","125,000","5,771,000","6,126,000","4,639,000","1,404,000","1,369,000","1,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","2,009,426","5,414,082","8,915,343",,,
		OtherNonCurrentAssets,"68,845,000","57,002,000","41,168,000","38,777,000","38,920,000","38,844,000","45,519,000","42,888,000","55,548,000","31,263,000","36,380,000","32,751,000","35,970,000","32,721,000","27,296,000","31,650,000","37,639,000","32,656,000","37,409,000","40,489,000","32,373,000","33,808,000","37,275,000","38,509,000","86,966,000","39,528,000","61,011,000","47,284,000","37,674,000","41,876,000","86,372,000","27,478,000","28,968,000","23,456,000","20,007,000","12,393,000","13,715,000","11,668,000","9,070,000","8,265,000","8,581,000","7,829,000","8,728,000","8,485,000","6,933,000","7,775,000","5,405,000","4,809,000","5,773,000","5,158,000","3,310,000","4,037,000","3,755,000","11,663,000","9,251,000",,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"2,911,666,000","3,041,406,000","2,903,310,000","2,786,353,000","2,875,301,000","3,079,535,000","2,925,077,000","3,002,962,000","3,229,423,000","3,196,878,000","2,971,967,000","3,014,557,000","2,980,295,000","2,785,590,000","2,509,014,000","2,457,625,000","2,524,234,000","2,560,255,000","2,396,895,000","2,355,758,000","2,193,146,000","2,246,836,000","2,291,369,000","2,370,415,000","2,360,091,000","2,156,959,000","2,083,131,000","1,885,880,000","1,883,295,000","1,876,536,000","1,797,569,000","743,106,000","732,395,000","731,756,000","731,337,000","665,348,000","631,749,000","580,529,000","479,211,000","520,911,000","502,531,000","457,804,000","478,915,000","463,153,000","489,136,000","490,943,000","464,781,000","466,294,000","444,318,000","458,953,000","437,576,000","409,701,000","376,625,000","373,977,000","368,099,000","321,032,000","294,856,000","241,027,827","164,030,298","92,422,691","51,880,062","46,100,164","41,547,237","37,274,409","41,563,897","52,450,071","37,284,558","31,508,404","27,349,991","23,786,529","18,849,541","13,493,841","7,471,605","7,245,725","6,491,467","6,387,943","7,203,315","7,659,769","29,771,858"
	CurrentLiabilities,"1,327,686,000","1,443,328,000","1,337,456,000","1,559,828,000","1,637,783,000","1,842,641,000","1,665,668,000","1,787,358,000","2,004,531,000","1,992,977,000","1,750,493,000","186,441,000","179,223,000","183,252,000","177,908,000","167,021,000","202,108,000","200,336,000","186,514,000","193,835,000","203,270,000","185,122,000","198,300,000","161,850,000","180,889,000","167,797,000","156,627,000","123,946,000","131,647,000","115,500,000","113,493,000","53,990,000","52,550,000","42,474,000","68,663,000","269,508,000","236,482,000","174,037,000","478,537,000","520,062,000","501,595,000","456,558,000","477,362,000","461,297,000","487,038,000","488,547,000","463,246,000","449,407,000","442,175,000","456,753,000","435,347,000","407,662,000","374,280,000","373,972,000","368,076,000",,,,,,,,,,,,,,,,,,,,,,,,
		PayablesAndAccruedExpenses,"110,364,000","150,899,000","126,440,000","119,735,000","113,354,000","132,306,000","105,083,000","108,764,000","99,507,000","97,229,000","88,846,000","78,601,000","83,909,000","100,586,000","98,626,000","84,408,000","111,339,000","101,756,000","90,119,000","101,356,000","124,478,000","104,789,000","109,581,000","103,809,000","125,540,000","120,806,000","110,350,000","90,698,000","99,208,000","87,796,000","86,193,000","53,990,000","52,550,000","42,474,000","68,663,000","53,508,000","64,482,000","47,037,000","28,790,000","37,423,000","35,455,000","26,624,000","13,655,000","12,592,000","11,695,000","8,131,000","23,108,000","20,796,000","19,641,000","20,247,000","18,714,000","15,861,000","13,862,000","17,602,000","19,426,000","14,110,000","13,325,000","15,346,210","12,873,697","10,260,743","13,251,350","11,715,217","8,854,483","6,504,378","12,290,106","11,330,186","11,759,179","12,117,103","7,647,431","7,635,151","5,239,780","5,011,247","2,744,419","5,037,428","4,114,244","4,018,492","5,292,887","5,908,154","3,183,982"
			Payables,"20,082,000","23,097,000","26,098,000","33,101,000","36,670,000","34,986,000","23,170,000","35,893,000","22,924,000","8,304,000","4,093,000","3,651,000","6,071,000","21,190,000","17,181,000","5,556,000","26,202,000","15,763,000","7,674,000","23,487,000","41,884,000","22,090,000","23,050,000","24,607,000","30,491,000","25,426,000","13,227,000","13,691,000","29,958,000","30,476,000","20,899,000","20,396,000","24,199,000","14,819,000","15,186,000","9,356,000","34,939,000","15,280,000","17,593,000","18,976,000","27,603,000","20,548,000","7,799,000","8,203,000","9,075,000","3,227,000","5,739,000","5,445,000","5,079,000","4,108,000","3,957,000","3,281,000","3,622,000","3,438,000","4,527,000","4,630,000","4,008,000","4,055,025","2,814,410","2,456,073","5,984,952","2,891,469","2,763,306","2,465,372","8,632,857","5,387,568","6,224,119","7,251,983","4,519,168","1,595,947","1,323,505","1,049,386","655,623","1,290,332","1,132,009","1,314,051","3,465,224","2,301,064","676,623"
				AccountsPayable,"6,339,000","3,821,000","5,379,000","5,229,000","4,817,000","5,294,000","4,285,000","4,667,000","4,328,000","4,258,000","3,469,000","3,279,000","5,682,000","6,110,000","3,773,000","5,090,000","2,330,000","4,992,000","3,605,000","3,694,000","3,924,000","2,459,000","2,808,000","3,719,000","2,377,000","4,190,000","3,693,000","3,933,000","7,838,000","19,456,000","15,352,000","20,396,000","24,199,000","14,819,000","14,446,000","9,356,000","12,590,000","12,155,000","10,234,000","10,508,000","10,915,000","7,439,000","5,148,000","5,326,000","7,498,000","3,227,000","5,739,000","5,445,000","5,079,000","4,108,000","3,957,000","3,281,000","3,622,000","3,438,000","4,527,000","4,630,000","4,008,000","4,055,025","2,814,410","2,456,073","4,219,997","2,891,469","2,763,306","1,535,840","3,623,858","2,332,685","2,738,360","312,366","1,753,492","1,413,726","1,175,776","1,049,386","655,623","1,290,332","1,132,009","1,314,051","862,515","1,363,833","676,623"
