name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"493,059,000","115,468,000","130,758,000","131,612,000","115,221,000","106,554,000","121,007,000","120,577,000","110,103,000","90,068,000","98,326,000","94,586,000","83,205,000","62,959,000","59,571,000","58,305,000","57,063,000","48,868,000","43,562,000","35,578,000","30,475,000","15,286,000","11,962,000","5,268,000","97,000","4,000","17,000","39,000","1,000","4,000","48,000","15,000","28,000","30,000","37,000","240,000","451,000","417,000","380,000","3,478,000","599,000","450,000","588,000","584,000","460,000","435,000","35,404,000","2,301,000","2,297,000","2,133,000","1,769,000","2,435,000","1,820,000","374,000","325,000","282,000","177,000","806,000","1,583,000","1,957,000","2,055,000","1,960,000","1,773,000","1,943,000","1,881,000","2,537,000","2,443,000","3,673,500","2,514,600","2,325,200","1,083,400","1,581,300","1,015,700","923,900","1,844,600","1,844,600","2,281,300","1,849,600"
	OperatingRevenue,"493,059,000","115,468,000","130,758,000","131,612,000","115,221,000","106,554,000","121,007,000","120,577,000","110,103,000","90,068,000","98,326,000","94,586,000","83,205,000","62,959,000","59,571,000","58,305,000","57,063,000","48,868,000","43,562,000","35,578,000","30,475,000","15,286,000","11,962,000","5,268,000","97,000","4,000","17,000","39,000","1,000","4,000","48,000","15,000","28,000","30,000","37,000","240,000","451,000","417,000","380,000","3,478,000","599,000","450,000","588,000","584,000","460,000","435,000","35,404,000","2,301,000","2,297,000","2,133,000","1,769,000","2,435,000","1,820,000","374,000","325,000","282,000","177,000","806,000","1,583,000","1,957,000","2,055,000","1,960,000","1,773,000","1,943,000","1,881,000","2,537,000","2,443,000","3,673,500","2,514,600","2,325,200","1,083,400","1,581,300","1,015,700","923,900","1,844,600","1,844,600","2,281,300","1,849,600"
CostOfRevenue,"17,399,000","2,950,000","2,561,000","6,682,000","5,206,000","4,692,000","5,301,000","4,801,000","5,474,000","4,974,000","5,334,000","4,689,000","4,995,000","4,580,000","4,392,000","5,375,000","5,078,000","3,485,000","3,703,000","3,213,000","3,206,000","2,938,000","2,312,000","1,320,000","774,000",,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"475,660,000","112,518,000","128,197,000","124,930,000","110,015,000","101,862,000","115,706,000","115,776,000","104,629,000","85,094,000","92,992,000","89,897,000","78,210,000","58,379,000","55,179,000","52,930,000","51,985,000","45,383,000","39,859,000","32,365,000","27,269,000","12,348,000","9,650,000","3,948,000","-677,000",,,,,,,,,,,,,,,"3,478,000","599,000","450,000","588,000","584,000","460,000","435,000","35,404,000","2,301,000","2,297,000","2,133,000","1,769,000","2,435,000","1,820,000","374,000",,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"692,343,000","225,534,000","172,854,000","140,231,000","153,724,000","168,634,000","182,868,000","201,675,000","148,639,000","174,609,000","149,391,000","135,318,000","135,301,000","146,013,000","122,454,000","114,201,000","116,064,000","100,202,000","108,718,000","98,676,000","95,703,000","101,154,000","87,881,000","76,347,000","71,246,000","50,266,000","45,582,000","39,037,000","39,498,000","40,556,000","28,602,000","25,009,000","21,751,000","17,988,000","12,201,000","11,051,000","9,608,000","6,581,000","7,199,000","5,885,000","6,028,000","6,681,000","5,902,000","5,677,000","7,044,000","6,296,000","6,275,000","6,543,000","6,593,000","7,629,000","10,475,000","11,209,000","14,641,000","15,542,000","14,536,000","16,371,000","19,220,000","19,247,000","20,288,000","19,850,000","14,658,000","15,413,000","15,323,000","14,482,000","14,745,000","12,637,000","13,142,900","16,486,000","9,008,300","8,125,400","8,538,800","7,903,800","6,901,000","7,355,900",,,"4,323,600","4,130,700"
	SellingGeneralAndAdministration,"381,046,000","96,679,000","105,912,000","81,666,000","96,789,000","111,661,000","120,752,000","81,592,000","84,344,000","101,973,000","91,871,000","72,696,000","67,981,000","93,090,000","74,271,000","61,089,000","69,472,000","60,926,000","65,539,000","62,255,000","61,523,000","65,745,000","57,663,000","50,534,000","50,768,000","27,491,000","25,116,000","20,308,000","21,119,000","24,261,000","10,420,000","8,057,000","7,952,000","6,320,000","4,276,000","3,797,000","2,496,000","2,151,000","2,298,000","1,485,000","1,556,000","1,660,000","1,478,000","1,519,000","2,729,000","1,884,000","1,518,000","1,578,000","1,552,000","1,814,000","2,639,000","1,994,000","2,662,000","2,988,000","2,390,000","2,974,000","3,184,000","3,270,000","3,010,000","2,941,000","3,163,000","3,152,000","4,404,000","2,364,000","2,296,000","2,284,000","8,899,600","2,560,100","2,445,200","2,009,800","2,163,900","1,980,600","1,494,400","1,606,600",,,,
		GeneralAndAdministrativeExpense,,,,,"96,789,000",,"120,752,000",,"84,344,000","101,973,000","91,871,000","72,696,000","67,981,000","93,090,000","74,271,000","61,089,000","69,472,000","60,926,000","65,539,000","62,255,000","61,523,000","65,745,000","57,663,000","50,534,000","50,768,000","27,491,000","25,116,000","20,308,000","21,119,000","24,261,000","10,420,000","8,057,000","7,952,000","6,320,000","4,276,000","3,797,000","2,496,000","2,151,000","2,298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,327,000","4,660,000","12,166,000","2,906,000","2,544,000","3,242,000",,"1,383,000","1,201,000","591,000","328,000","322,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,"96,789,000",,"120,752,000",,"84,344,000","101,973,000","91,871,000","72,696,000","67,981,000","93,090,000","74,271,000","61,089,000","69,472,000","60,926,000","65,539,000","62,255,000","61,523,000","65,745,000","57,663,000","50,534,000","50,768,000","27,491,000","47,269,000","14,981,000","16,459,000","12,095,000","18,362,000","5,513,000","4,710,000","6,320,000","2,893,000","2,596,000","1,905,000","1,823,000","1,976,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"311,297,000","128,855,000","66,942,000","58,565,000","56,935,000","56,973,000","62,116,000","120,083,000","64,295,000","72,636,000","57,520,000","62,622,000","67,320,000","52,923,000","48,183,000","53,112,000","46,592,000","39,276,000","43,179,000","36,421,000","34,180,000","35,409,000","30,218,000","25,813,000","20,478,000","22,775,000","20,466,000","18,729,000","18,379,000","16,295,000","18,182,000","16,952,000","13,799,000","11,668,000","7,925,000","7,254,000","7,112,000","4,430,000","4,901,000","4,400,000","4,472,000","5,021,000","4,424,000","4,158,000","4,315,000","4,412,000","4,757,000","4,965,000","5,041,000","5,815,000","7,836,000","9,215,000","11,979,000","12,554,000","12,146,000","13,397,000","16,036,000","15,171,000","17,278,000","16,909,000","11,495,000","12,261,000","10,919,000","16,099,000","12,255,000","10,126,000","10,104,300","8,064,900","6,563,100","6,115,600","6,374,900","5,923,200","5,406,600","5,749,300",,,"4,323,600","4,130,700"
