name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002
			ChangeInReceivables,"3,203,000","3,944,000","-753,000","116,000","-104,000","6,583,000","-2,245,000","-9,198,000","5,151,000","3,375,000","-1,494,000","-4,794,000","-2,665,000","6,802,000","-2,121,000","-6,036,000","5,328,000","2,366,000","-3,605,000","-2,496,000","3,389,000","1,266,000","2,206,000","-6,475,000","-4,060,000","-2,637,000","5,069,000","253,000","1,986,000","-3,029,000","-63,000","-2,870,000","-2,012,000","2,564,000","3,505,000","52,000","-1,824,000","-1,130,000","-217,000","-1,313,000","777,000","-363,000","-631,000","-863,000","-2,450,000","4,734,000","1,661,000","546,000","1,197,000","-748,000","-69,000","-820,000","-991,000","837,000","-3,123,000","2,046,000","120,000","-3,502,000","7,780,000","-1,045,000","-1,286,000","-242,000","-1,662,000","-1,005,000","3,004,000","-2,931,000","363,000","1,939,000","-349,000","1,767,000","1,069,000","-713,000","-533,000","220,000","-2,244,000","1,313,000","-304,000","-2,542,000","9,041,000"
				ChangesInAccountReceivables,"3,203,000","3,944,000","-753,000","116,000","-104,000","6,583,000","-2,245,000","-9,198,000","5,151,000","3,375,000","-1,494,000","-4,794,000","-2,665,000","6,802,000","-2,121,000","-6,036,000","5,328,000","2,366,000","-3,605,000","-2,496,000","3,389,000","1,266,000","2,206,000","-6,475,000","-4,060,000","-2,637,000","5,069,000","253,000","1,986,000","-3,029,000","-63,000","-2,870,000","-2,012,000","2,564,000","3,505,000","52,000","-1,824,000","-1,130,000","-217,000","-1,313,000","777,000","-363,000","-631,000","-863,000","-2,450,000","4,734,000","1,661,000","546,000","1,197,000","-748,000","-69,000","-820,000","-991,000","837,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237,000","1,000","58,000","-128,000","239,000"
			ChangeInPrepaidAssets,"1,858,000","-3,034,000","1,731,000","1,307,000","1,854,000","-1,288,000","388,000","-950,000","1,598,000","-1,595,000","-2,712,000","1,901,000","-226,000","-3,133,000","-40,000","80,000","-2,276,000","-1,619,000","94,000","-190,000","-644,000","-1,738,000","781,000","513,000","-1,454,000","-462,000","-165,000","1,254,000","324,000","-1,549,000","550,000","925,000","799,000","-1,455,000","377,000","536,000","526,000","-1,293,000","187,000","69,000","743,000","-143,000","2,252,000","-98,000","1,339,000","-155,000",,"-222,000","67,000","1,201,000",,,,,,,,,,,,,,,,,,,,"-1,158,000",,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-5,993,000","4,816,000","2,016,000","-876,000","-11,949,000","8,403,000","2,040,000","2,148,000","-2,596,000","1,822,000","3,038,000","1,117,000","-2,137,000","755,000","973,000","-699,000","-448,000","-866,000","4,184,000","67,000","-2,646,000","-86,000","-581,000","1,628,000","-1,871,000","870,000","2,027,000","-192,000","-2,131,000","1,615,000","-171,000","2,276,000","-2,424,000","-376,000","2,468,000","-935,000","-1,715,000","222,000","85,000","467,000","-1,558,000","1,072,000","1,244,000","-149,000","-1,205,000","225,000","845,000","1,498,000","-1,540,000","-41,000","1,072,000","-424,000","-419,000","-1,426,000","151,000","-192,000","-158,000","359,000","-85,000","-367,000","49,000","120,000","85,000","54,000","-33,000","39,000","-126,000","-1,018,000","191,000","-99,000","-93,000","-154,000","246,000","-403,000","221,000","6,209,000","-7,173,000","219,000","-577,000"
				ChangeInPayable,"1,403,000","736,000","86,000","-464,000","1,045,000","-74,000","-18,000","-37,000","244,000","140,000",,"892,000","-390,000","124,000","-290,000","1,000","509,000","102,000","-71,000","154,000","-1,400,000","-360,000","-786,000","924,000","-843,000","1,183,000","188,000","32,000","-752,000","464,000","-1,664,000","70,000","312,000","-430,000","374,000","-802,000","464,000","69,000","1,629,000","454,000","-1,463,000","1,055,000","1,364,000","-354,000","-1,205,000","225,000","904,000","1,412,000","-1,533,000","-42,000","1,309,000","-334,000","-382,000","-1,465,000",,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,"407,000",,,,"-104,000",,,,"10,000","-43,000",,,"41,000","-23,000",,,"8,000","-26,000","-1,335,000","-140,000","-226,000","879,000","-452,000","467,000","370,000","65,000","-378,000","36,000","-1,344,000","209,000","53,000","25,000","-30,000","-264,000","345,000","156,000","-84,000","168,000","247,000","750,000",,,,,,,,,,"-306,000","328,000","33,000",,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,"407,000",,,,"-104,000",,,,"10,000","-43,000",,,"41,000","-23,000",,,"8,000","-26,000","-1,335,000","-140,000","-226,000","879,000","-452,000","467,000","370,000","65,000","-378,000","36,000","-1,344,000","209,000","53,000","25,000","-30,000","-264,000","345,000","156,000","-84,000","168,000","247,000","750,000",,,,,,,,,,"-306,000","328,000","33,000",,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"1,214,000","736,000","-321,000","-246,000","1,045,000","-74,000","86,000","-284,000","244,000","140,000","-636,000","935,000","-370,000","124,000","-331,000","24,000","431,000","102,000","-79,000","180,000","-65,000","-220,000","-560,000","45,000","-391,000","716,000","-182,000","-33,000","-374,000","428,000","-320,000","-139,000","259,000","-455,000","404,000","-538,000","119,000","-87,000","146,000","4,000","200,000","244,000","31,000","-250,000","453,000","-227,000","76,000","-161,000","-7,000","138,000","-22,000","-59,000","183,000","-190,000",,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-7,396,000","4,080,000","1,930,000","-412,000","-12,994,000","8,477,000","2,058,000","2,185,000","-2,840,000","1,682,000","3,664,000","225,000","-1,747,000","631,000","1,263,000","-700,000","-957,000","-968,000","4,255,000","-87,000","-1,246,000","274,000","205,000","704,000","-1,028,000","-313,000","1,839,000","-224,000","-1,379,000","1,151,000","1,493,000","2,206,000","-2,736,000","54,000","2,094,000","-133,000","-2,179,000","153,000","-1,544,000","13,000","-95,000","17,000","-120,000",,,,"-59,000","86,000","-7,000","1,000","-237,000","-90,000","-37,000","39,000",,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInInterestPayable,"-230,000","-9,000","-51,000","-96,000","-74,000","156,000","428,000","656,000","-337,000","439,000","784,000","-274,000","-329,000","-342,000","86,000","-110,000","-207,000","-326,000","154,000","-326,000","209,000","114,000","200,000","46,000","-169,000","-272,000","-276,000","-245,000","173,000","30,000","654,000","-266,000","-153,000","116,000","749,000","-309,000","-333,000","-352,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-48,000","425,000","927,000","-1,543,000","143,000","698,000","1,772,000","-564,000","348,000","458,000","-378,000","-961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,000","85,000","-300,000","479,000","-369,000","-22,000","-208,000","-646,000","494,000","211,000","-380,000","43,000","-276,000","237,000","-107,000","1,064,000","-196,000",,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"25,000","-454,000","-923,000","1,566,000","-164,000","-711,000","-1,981,000","622,000","-388,000","-436,000","343,000","881,000","-421,000","-371,000","-1,238,000","-272,000","-322,000","-355,000","-634,000","-251,000","-135,000","-355,000","-42,000","-245,000","0","0","0","0","49,000","48,000","3,265,000","-401,000","-272,000","108,000","-478,000","-258,000","-251,000","-204,000",,,,,,,"1,837,000","-500,000","65,000","24,000","161,000","-66,000","-109,000","-193,000","4,000","-304,000","575,000","-1,510,000","-68,000","1,526,000","49,000","-1,624,000","462,000","-116,000","150,000","331,000","-385,000","132,000","-818,000","-274,000","1,285,000","-1,557,000","-196,000","-101,000","-1,379,000","-1,946,000","2,839,000","-8,863,000","3,411,000","-2,877,000",
			ChangeInOtherWorkingCapital,"-2,128,000","-921,000","-310,000","489,000","-1,386,000","-45,000","1,101,000","-305,000","-1,715,000","-624,000","-862,000","-715,000","-779,000","-1,153,000","-1,259,000","625,000","-2,578,000","219,000","-509,000","635,000","-3,030,000","-330,000","2,184,000","1,674,000","713,000","-1,689,000","217,000","-1,014,000","816,000","-150,000","2,462,000","1,044,000","-310,000","285,000","-368,000","-284,000","-195,000","-586,000","601,000","-257,000","-158,000","-1,051,000","-977,000","34,000","-1,453,000","-337,000","-1,255,000","-949,000","50,000","-226,000","681,000",,,,"157,000","10,000","8,000","131,000","-230,000","82,000",,,"20,000","17,000","1,000","-57,000",,,,,,,,,,,,,
InvestingCashFlow,"-37,740,000","-4,813,000","-12,074,000","-413,000","-20,440,000","16,218,000","-7,874,000","-5,323,000","898,000","-2,919,000","6,831,000","-13,961,000","8,791,000","-4,104,000","11,822,000","3,367,000","-605,000","-4,757,000","-8,563,000","-2,507,000","-3,259,000","-14,457,000","-14,583,000","-7,560,000","6,462,000","-5,349,000","-8,383,000","583,000","-803,000","-1,042,000","-1,415,000","-9,726,000","7,894,000","2,355,000","13,959,000","4,140,000","-981,000","-7,846,000","-5,659,000","598,000","20,736,000","-5,840,000","-17,839,000","3,345,000","-10,349,000","-14,414,000","-20,112,000","-7,304,000","-7,670,000","8,487,000","-3,739,000","-3,543,000","-7,460,000","1,690,000","6,962,000","-33,497,000","-10,761,000","17,751,000","-14,450,000","-3,390,000","-7,085,000","-5,984,000","-2,727,000","8,446,000","-403,000","-1,406,000","162,000","-7,183,000","-469,000","-254,000","-480,000","-141,000","-1,630,000","-935,000","-912,000","-1,066,000","-595,000","-48,000","40,817,000"
	CashFlowFromContinuingInvestingActivities,"-37,740,000","-4,813,000","-12,074,000","-413,000","-20,440,000","16,218,000","-7,874,000","-5,323,000","898,000","-2,919,000","6,831,000","-13,961,000","8,791,000","-4,104,000","11,822,000","3,367,000","-605,000","-4,757,000","-8,563,000","-2,507,000","-3,259,000","-14,457,000","-14,583,000","-7,560,000","6,462,000","-5,349,000","-8,383,000","583,000","-803,000","-1,042,000","-1,415,000","-9,726,000","7,894,000","2,355,000","13,959,000","4,140,000","-981,000","-7,846,000","-5,659,000","598,000","20,736,000","-5,840,000","-17,839,000","3,345,000","-10,349,000","-14,414,000","-20,112,000","-7,304,000","-7,670,000","8,487,000","-3,739,000","-3,543,000","-7,460,000","1,690,000","6,962,000","-33,497,000","-10,761,000","17,751,000","-14,450,000","-3,390,000","-7,085,000","-5,984,000","-2,727,000","8,446,000","-403,000","-1,406,000","162,000","-7,183,000","-469,000","-254,000","-480,000","-141,000","-1,630,000","-935,000","-912,000","-1,066,000","-595,000","-48,000","40,817,000"
		CapitalExpenditureReported,,,,,,,,,,,,,,,,,,"-850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"-2,045,000","-909,000","-687,000","-246,000","-203,000","-1,057,000","-394,000","-1,163,000","-588,000","-790,000","-797,000","-1,313,000","-728,000","-623,000","-406,000","-663,000","-1,795,000","-455,000","-795,000","-1,065,000","-840,000","-1,435,000","-356,000","-1,291,000","-329,000","-411,000","-1,011,000","-427,000","-369,000","-377,000","-658,000","-593,000","-88,000","-77,000","-68,000","-191,000","-337,000","-298,000","-338,000","-143,000","-114,000","-87,000","-172,000","-8,000","-130,000","-73,000","-21,000","-251,000","-206,000","-250,000","-51,000","-150,000","-90,000","-74,000","-50,000","-46,000","-234,000","-122,000","-64,000","-96,000","-158,000","-481,000","-121,000","-82,000","-164,000","-57,000","-231,000","-164,000","-398,000","-254,000","-395,000","-141,000","-1,630,000","-905,000","-890,000","-1,016,000","-595,000","-48,000","98,000"
			PurchaseOfPPE,"-2,045,000","-909,000","-687,000","-246,000","-203,000","-1,057,000","-394,000","-1,163,000","-588,000","-790,000","-797,000","-1,313,000","-728,000","-623,000","-406,000","-663,000","-1,795,000","-455,000","-795,000","-1,065,000","-840,000","-1,435,000","-356,000","-1,291,000","-329,000","-411,000","-1,011,000","-427,000","-369,000","-377,000","-658,000","-593,000","-88,000","-77,000","-68,000","-191,000","-337,000","-298,000","-338,000","-143,000","-114,000","-87,000","-172,000","-8,000","-140,000","-73,000","-21,000","-251,000","-206,000","-250,000","-54,000","-150,000","-90,000","-74,000","-50,000","-46,000","-234,000","-126,000","-72,000","-96,000","-158,000","-481,000","-121,000","-82,000","-164,000","-57,000","-232,000","-169,000","-400,000","-260,000","-400,000","-148,000","-1,630,000","-947,000","-994,000","-1,016,000","-595,000","-86,000","-26,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,"3,000","0","0","0","0","0","0","4,000",,,,,,,,,"1,000","5,000","2,000","6,000","5,000","7,000","0","42,000","104,000","0","0","38,000",
		NetIntangiblesPurchaseAndSale,,,,,,,"0",,,,"2,776,000","-10,140,000","0","0","0","-270,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,,,,,,"0",,,,"2,776,000","-10,140,000","0","0","0","-270,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,"0","473,000","-30,364,000","0",,"0","0","-204,000","0",,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,,,"0","473,000","-30,364,000","0",,"0","0","-204,000","0",,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
