name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994
TotalAssets,"4,378,873,000","4,179,098,000","3,975,444,000","3,863,828,000","3,816,853,000","3,791,938,000","3,738,857,000","3,651,884,000","3,662,774,000","3,518,828,000","3,376,725,000","3,254,901,000","3,178,654,000","3,142,691,000","3,125,327,000","3,110,354,000","3,044,595,000","2,941,062,000","2,927,826,000","2,863,963,000","2,805,058,000","2,793,263,000","2,767,563,000","2,728,198,000","2,732,419,000","2,718,051,000","2,706,680,000","2,572,258,000","2,553,758,000","2,581,995,000","2,576,511,000","2,590,890,000","2,582,738,000","2,597,510,000","2,611,115,000","2,611,718,000","2,628,749,000","2,608,842,000","2,611,483,000","2,671,180,000","2,640,706,000","2,666,657,000","2,699,732,000","2,735,741,000","2,704,016,000","2,750,054,000","2,883,119,000","3,029,501,000","3,086,196,000","3,204,586,000","3,123,617,000","3,198,798,000","3,212,339,000","3,223,876,000","3,314,386,000","3,290,607,000","3,265,644,000","3,258,033,000","3,255,281,000","3,314,664,000","3,237,106,000","3,224,399,000","3,189,008,000","3,167,180,000","3,127,437,000","3,226,243,000","2,939,892,000","2,769,358,000","2,709,506,000","2,713,193,000","2,696,350,000","2,680,866,000","2,629,787,000","2,648,023,000","2,641,215,000","2,633,814,000","2,598,575,000","2,629,973,000","2,633,290,000","2,671,437,000","2,660,208,000","2,621,400,000","2,635,387,000","2,616,919,000","2,641,699,000","2,618,493,000","2,677,355,000","2,591,747,000","2,550,859,000","2,526,963,000","2,525,700,000","2,565,000,000","2,560,300,000","2,554,462,000","2,563,300,000","2,423,900,000","2,154,700,000","2,272,163,000","1,684,000,000","1,620,100,000","1,208,200,000","1,022,600,000","939,500,000","884,300,000","866,100,000","753,900,000","737,600,000","729,900,000","717,700,000","679,900,000"
	CurrentAssets,"329,965,000","318,658,000","315,892,000","328,486,000","418,211,000","424,922,000","379,814,000","355,129,000","404,551,000","421,781,000","291,952,000","221,970,000","218,191,000","227,827,000","252,078,000","248,202,000","240,949,000","204,755,000","180,097,000","175,705,000","183,601,000","172,988,000","168,597,000","157,942,000","154,426,000","167,130,000","206,910,000","136,588,000","136,550,000","141,559,000","147,056,000","154,736,000","164,696,000","183,904,000","171,704,000","166,885,000","188,676,000","173,799,000","4,785,000","6,605,000","4,985,000","13,215,000","51,365,000","38,766,000","17,595,000","29,144,000","127,943,000","89,510,000","133,196,000","185,288,000","22,311,000","62,422,000","49,691,000","13,705,000","42,044,000","127,971,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000,000"
		CashCashEquivalentsAndShortTermInvestments,"44,456,000","58,591,000","52,268,000","55,574,000","97,723,000","162,090,000","171,121,000","94,955,000","129,117,000","21,120,000","27,957,000","33,445,000","20,422,000","43,102,000","52,728,000","61,834,000","19,782,000","21,146,000","9,496,000","11,607,000","18,998,000","9,859,000","8,074,000","4,376,000","3,180,000","3,987,000","66,939,000","5,127,000","3,557,000","9,500,000","14,259,000","4,825,000","3,908,000","7,577,000","7,343,000","4,734,000","23,319,000","4,938,000","2,808,000","5,136,000","2,104,000","10,153,000","47,913,000","34,548,000","13,513,000","25,963,000","124,099,000","86,199,000","107,192,000","182,943,000","19,072,000","54,962,000","37,802,000","3,182,000","6,858,000","14,413,000","6,085,000","5,757,000","63,391,000","67,545,000","55,356,000","16,135,000","9,713,000","86,000","0","8,237,000","0","872,000","751,000","4,924,000","7,356,000","0","7,749,000","821,000","7,130,000","5,002,000","3,189,000",,"1,419,000","2,630,000","2,075,000","0","13,244,000","8,699,000","13,363,000","7,731,000","2,034,000","5,509,000","4,368,000","2,609,000",,,,"21,823,000",,,,"13,222,000",,,,"7,646,000",,,,,,,,"29,400,000"
			CashAndCashEquivalents,"44,456,000","58,591,000","52,268,000","55,574,000","97,723,000","162,090,000","171,121,000","94,955,000","129,117,000","21,120,000","27,957,000","33,445,000","20,422,000","43,102,000","52,728,000","61,834,000","19,782,000","21,146,000","9,496,000","11,607,000","18,998,000","9,859,000","8,074,000","4,376,000","3,180,000","3,987,000","66,939,000","5,127,000","3,557,000","9,500,000","14,259,000","4,825,000","3,908,000","7,577,000","7,343,000","4,734,000","23,319,000","4,938,000","2,808,000","5,136,000","2,104,000","10,153,000","47,913,000","34,548,000","13,513,000","25,963,000","124,099,000","86,199,000","107,192,000","182,943,000","19,072,000","54,962,000","37,802,000","3,182,000","6,858,000","14,413,000","6,085,000","5,757,000","2,388,000","4,149,000","2,308,000","16,135,000","9,713,000","86,000","0","8,237,000","0","872,000","751,000","4,924,000","7,356,000","0","7,749,000","821,000","7,130,000","5,002,000","3,189,000",,"1,419,000","2,630,000","2,075,000","0","13,244,000","8,699,000","13,363,000","7,731,000","2,034,000","5,509,000","4,368,000","2,609,000",,,,"21,823,000",,,,"13,222,000",,,,"7,646,000",,,,,,,,"29,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,003,000","63,396,000","53,048,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"109,300,000","103,831,000","101,231,000","97,960,000","98,899,000","90,281,000","87,646,000","87,416,000","87,800,000","86,232,000","80,993,000","82,239,000","80,434,000","76,264,000","74,163,000","76,204,000","76,156,000","75,127,000","74,156,000","73,433,000","73,123,000","72,139,000","70,241,000","69,056,000","69,782,000","67,947,000","68,853,000","67,515,000","68,165,000","65,486,000","62,781,000","63,346,000","63,521,000","62,122,000","60,961,000","60,114,000","59,236,000","59,159,000","1,977,000","1,469,000","2,881,000","3,062,000","3,452,000","4,202,000","4,070,000","3,064,000","3,717,000","3,130,000","4,059,000","2,243,000","3,137,000","7,447,000","11,780,000","10,414,000","9,207,000","10,530,000","42,635,000","42,330,000","42,887,000","42,245,000","29,667,000","28,839,000","28,245,000","34,198,000","33,129,000","33,807,000","31,035,000","29,122,000","29,402,000","25,300,000","23,451,000","22,197,000","23,236,000","22,906,000","24,210,000","24,967,000","26,537,000","24,855,000","27,180,000","25,973,000","27,078,000","27,398,000","26,101,000","24,350,000","26,358,000","24,583,000","27,799,000","28,908,000","29,157,000","27,061,000",,,,"24,501,000",,,,"16,424,000",,,,"12,957,000",,,,,,,,"5,600,000"
			AccountsReceivable,"109,300,000","103,831,000","101,231,000","97,960,000","98,899,000","90,281,000","87,646,000","87,416,000","87,800,000","86,232,000","80,993,000","82,239,000","80,434,000","76,264,000","74,163,000","76,204,000","76,156,000","75,127,000","74,156,000","73,433,000","73,123,000","72,139,000","70,241,000","69,056,000","69,782,000","67,947,000","68,853,000","67,515,000","68,165,000","65,486,000","62,781,000","63,346,000","63,521,000","62,122,000","60,961,000","60,114,000","59,236,000","59,159,000","1,977,000","1,469,000","2,881,000","3,062,000","3,452,000","4,202,000","4,070,000","3,064,000","3,717,000","3,130,000","4,059,000","2,243,000","3,137,000","7,447,000","11,780,000","10,414,000","9,207,000","10,530,000","12,068,000","9,665,000","10,932,000","10,974,000","9,602,000","8,014,000","7,810,000","7,527,000","8,465,000","8,897,000","8,031,000","7,475,000","8,962,000","6,986,000","6,768,000","6,853,000","8,511,000","8,994,000","10,934,000","11,190,000","12,130,000","10,578,000","11,993,000","11,132,000","11,499,000","11,956,000","10,632,000","9,704,000","11,667,000","9,793,000","10,912,000","11,583,000","11,917,000","9,924,000",,,,"9,982,000",,,,"6,280,000",,,,"4,667,000",,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,775,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,567,000","32,665,000","31,955,000","31,271,000","20,065,000","20,825,000","20,435,000","26,671,000","24,664,000","24,910,000","23,004,000","21,647,000","20,440,000","18,314,000","16,683,000","15,344,000","14,725,000","13,912,000","13,276,000","13,777,000","14,407,000","14,277,000","15,187,000","14,841,000","15,579,000","15,442,000","15,469,000","14,646,000","14,691,000","14,790,000","16,887,000","17,325,000","17,240,000","17,137,000",,,,"14,519,000",,,,"10,144,000",,,,"8,290,000",,,,,,,,
