name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"1,033,039,000","232,982,000","278,194,000","237,398,000","285,042,000","241,044,000","277,310,000","225,580,000","167,712,000","204,477,000","200,540,000","157,405,000","168,079,000","158,369,000","168,673,000","144,148,000","132,101,000","125,801,000","162,692,000","131,458,000","126,948,000","122,123,000","127,541,000","109,774,000","119,709,000","107,252,000","116,813,000","116,588,000","109,659,000","72,151,000","78,977,000","76,110,000","68,551,000","66,498,000","67,991,000","36,501,000"
	OperatingRevenue,"1,033,039,000","232,982,000","316,208,000","229,698,000","271,242,000","224,530,000","260,837,000","216,187,000","155,651,000","197,853,000","195,262,000","155,188,000","167,202,000","156,599,000","165,979,000","142,541,000","129,674,000","122,799,000","156,108,000","125,422,000","121,673,000","119,047,000","122,240,000","102,557,000","116,247,000","103,445,000","115,123,000","115,081,000","107,195,000","70,983,000","78,309,000","75,186,000","67,328,000","65,818,000","65,988,000","35,856,000"
CostOfRevenue,"977,451,000","234,496,000","275,970,000","211,389,000","257,728,000","218,735,000","250,744,000","200,009,000","140,033,000","177,170,000","172,352,000","130,939,000","151,572,000","148,462,000","144,144,000","114,029,000","115,785,000","130,342,000","141,671,000","110,340,000","108,761,000","103,647,000","106,455,000","86,854,000","100,097,000","91,497,000","94,308,000","102,532,000","96,254,000","68,952,000","70,834,000","68,044,000","65,652,000","65,499,000","60,301,000","32,779,000"
GrossProfit,"55,588,000","-1,514,000","2,224,000","26,009,000","27,314,000","22,309,000","26,566,000","25,571,000","27,679,000","27,307,000","28,188,000","26,466,000","16,507,000","9,907,000","24,529,000","30,119,000","16,316,000","-4,541,000","21,021,000","21,118,000","18,187,000","18,476,000","21,086,000","22,920,000","19,612,000","15,755,000","22,505,000","14,056,000","13,405,000","3,199,000","8,143,000","8,066,000","2,899,000","999,000","7,690,000","3,722,000"
OperatingExpense,"177,457,000","33,691,000","136,514,000","15,491,000","11,833,000","11,270,000","14,229,000","12,621,000","9,043,000","9,452,000","7,722,000","7,800,000","11,030,000","9,837,000","6,235,000","7,315,000","7,287,000","6,804,000","8,281,000","7,131,000","6,370,000","8,325,000","13,100,000","6,545,000","4,392,000","5,017,000","5,184,000","4,779,000","4,627,000","3,310,000","3,733,000","2,837,000","2,503,000","2,059,000","2,732,000","4,384,000"
	SellingGeneralAndAdministration,"177,457,000","33,691,000","136,514,000","15,491,000","11,833,000","11,270,000","14,229,000","12,621,000","9,043,000","9,452,000","7,722,000","7,800,000","11,030,000","9,837,000","6,235,000","7,315,000","7,287,000","6,804,000","8,281,000","7,131,000","6,370,000","8,325,000","13,100,000","6,545,000","4,392,000","5,017,000","5,184,000","4,779,000","4,627,000","3,310,000","3,733,000","2,837,000","2,503,000","2,059,000","2,732,000","4,384,000"
		GeneralAndAdministrativeExpense,,,"75,320,000","15,491,000","11,833,000","11,270,000","14,229,000","12,621,000","9,043,000","9,452,000","7,722,000","7,800,000","11,030,000","9,837,000","6,235,000","7,315,000","7,287,000","6,804,000","8,281,000","7,131,000","6,370,000","8,325,000","13,100,000","6,545,000","4,392,000","5,017,000","5,184,000","4,779,000","4,627,000","3,310,000","3,733,000","2,837,000","2,503,000","2,059,000","2,732,000","4,384,000"
			OtherGandA,,,"75,320,000","15,491,000","11,833,000","11,270,000","14,229,000","12,621,000","9,043,000","9,452,000","7,722,000","7,800,000","11,030,000","9,837,000","6,235,000","7,315,000","7,287,000","6,804,000","8,281,000","7,131,000","6,370,000","8,325,000","13,100,000","6,545,000","4,392,000","5,017,000","5,184,000","4,779,000","4,627,000","3,310,000","3,733,000","2,837,000","2,503,000","2,059,000","2,732,000","4,384,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,658,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,658,000",,,,,,
