name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"1,389,997,000","1,386,784,000","1,463,526,000","1,560,952,000","1,464,170,000","1,378,825,000","1,312,336,000","1,208,252,000","1,193,564,000","1,054,057,000","1,016,176,000","813,330,000","704,020,000","639,851,000","623,704,000","618,497,000","579,887,000","569,624,000","587,114,000","601,507,000","586,955,000","623,297,000","627,495,000","590,573,000","607,831,000","645,400,000","690,917,000","692,513,000","655,624,000","605,161,000","572,297,000","533,870,000","479,363,000","444,075,000","432,428,000","376,766,000","345,327,000","359,484,000","335,987,000","305,582,000","277,534,000","272,488,000","274,808,000","285,257,000","262,770,000","258,530,000","266,918,000","266,094,000","254,257,000","262,936,000","251,561,000","238,444,000","216,686,000","219,757,000","202,979,000","205,903,000","186,526,000","195,855,000","181,546,000","175,868,000","160,288,000","154,475,000","147,696,000","131,963,000","121,030,000","119,054,000","118,831,000","116,873,000","114,289,000","107,462,000","102,890,000","101,694,000","89,211,000","87,354,000","86,966,000","92,630,000","102,769,000","106,806,000","109,368,000","114,106,000","105,277,000","107,495,000","108,856,000","108,615,000","100,695,000","98,602,000","113,087,000","111,902,000","109,914,000","112,700,000","121,800,000","119,400,000","121,900,000","122,700,000","122,100,000","116,600,000","106,900,000","105,400,000","107,500,000","108,100,000","101,400,000","96,600,000","92,300,000","89,300,000","84,100,000"
	CurrentAssets,"356,533,000","345,341,000","431,126,000","515,097,000","450,547,000","413,173,000","400,025,000","320,687,000","336,003,000","218,648,000","209,392,000","178,756,000","260,860,000","231,571,000","220,644,000","212,020,000","174,903,000","168,348,000","179,143,000","190,714,000","166,073,000","201,238,000","204,551,000","168,320,000","182,495,000","223,603,000","272,269,000","281,258,000","250,407,000","207,462,000","187,670,000","174,422,000","156,471,000","164,278,000","173,372,000","138,996,000","132,250,000","162,342,000","150,510,000","134,087,000","120,023,000","125,723,000","128,165,000","142,200,000","118,822,000","112,004,000","119,768,000","120,468,000","106,486,000","113,030,000","101,989,000","86,409,000","65,356,000","68,854,000","60,767,000","78,795,000","122,076,000","135,793,000","135,810,000","139,806,000","125,227,000","120,562,000","113,759,000","100,912,000","91,169,000","89,189,000","91,332,000","92,199,000","93,110,000","87,768,000","83,015,000","82,147,000","69,767,000","67,819,000","64,960,000","70,952,000","80,270,000","83,537,000","85,002,000","88,747,000","79,296,000","80,471,000","80,930,000","79,477,000","71,294,000","68,407,000","82,955,000","81,110,000","79,648,000","82,300,000","91,600,000","88,100,000","89,500,000","89,500,000","90,000,000","83,600,000","74,500,000","73,900,000","76,400,000","79,700,000","75,400,000","77,700,000","74,400,000","74,200,000","71,600,000"
		CashCashEquivalentsAndShortTermInvestments,"15,769,000","26,853,000","86,504,000","102,953,000","144,658,000","163,282,000","157,130,000","86,716,000","129,504,000","36,670,000","27,128,000","3,017,000","102,887,000","108,399,000","68,887,000","76,179,000","46,645,000","65,637,000","70,045,000","71,651,000","59,893,000","91,035,000","77,266,000","27,580,000","51,128,000","94,193,000","134,612,000","146,983,000","122,156,000","76,402,000","57,178,000","31,282,000","27,976,000","49,524,000","43,726,000","24,874,000","32,294,000","74,463,000","62,836,000","41,143,000","38,161,000","49,450,000","48,123,000","66,315,000","45,322,000","48,969,000","53,190,000","53,679,000","38,664,000","55,481,000","44,802,000","28,594,000","4,145,000","9,074,000","10,569,000","19,386,000","71,162,000","95,489,000","91,005,000","92,785,000","81,474,000","82,370,000","75,525,000","65,124,000","59,173,000","63,941,000","61,646,000","64,691,000","62,423,000","59,794,000","57,013,000","55,069,000","45,979,000","42,890,000","34,757,000","31,990,000","46,795,000","52,609,000","49,072,000","50,894,000","45,211,000","47,869,000","44,473,000","43,429,000","35,361,000","35,114,000","45,686,000","40,675,000","40,188,000","44,300,000","51,900,000","45,700,000","7,100,000","8,700,000","11,600,000","4,300,000","300,000",,,,,"5,100,000","32,600,000","34,500,000","32,600,000"
			CashAndCashEquivalents,"15,769,000","26,853,000","86,504,000","102,953,000","144,658,000","163,282,000","157,130,000","86,716,000","129,504,000","36,670,000","27,128,000","3,017,000","102,887,000","108,399,000","68,887,000","76,179,000","46,645,000","65,637,000","70,045,000","71,651,000","59,893,000","91,035,000","77,266,000","27,580,000","51,128,000","94,193,000","134,612,000","146,983,000","122,156,000","76,402,000","57,178,000","31,282,000","27,976,000","49,524,000","43,726,000","24,874,000","32,294,000","74,463,000","62,836,000","41,143,000","38,161,000","49,450,000","48,123,000","66,315,000","45,322,000","48,969,000","53,190,000","53,679,000","38,664,000","55,481,000","44,802,000","28,594,000","4,145,000","9,074,000","10,569,000","19,386,000","71,162,000","79,289,000","71,580,000","72,040,000","61,449,000","63,147,000","56,896,000","45,124,000","59,173,000","41,516,000","37,396,000","40,591,000","38,523,000","35,794,000","37,013,000","52,068,000","24,746,000","27,792,000","19,626,000","1,050,000","11,608,000","20,608,000","17,406,000","13,923,000","31,232,000","47,869,000","11,139,000","9,389,000","1,114,000","6,256,000","9,675,000","5,303,000","4,358,000","5,300,000","7,800,000","4,000,000","7,100,000","8,700,000","11,600,000","4,300,000","300,000",,,,,"5,100,000","32,600,000","34,500,000","32,600,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,190,000","53,679,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"16,200,000","19,425,000","20,745,000","20,025,000","19,223,000","18,629,000","20,000,000",,"22,425,000","24,250,000","24,100,000","23,900,000","24,000,000","20,000,000","3,001,000","21,233,000","15,098,000","15,131,000","30,940,000","35,187,000","32,001,000","31,666,000","36,971,000","13,979,000",,"33,334,000","34,040,000","34,247,000","28,858,000","36,011,000","35,372,000","35,830,000","39,000,000","44,100,000","41,700,000",,,,,,,,,,,,,
		Receivables,"154,160,000","108,440,000","124,040,000","126,354,000","109,157,000","88,751,000","96,850,000","102,755,000","67,076,000","65,036,000","74,667,000","79,049,000","55,358,000","39,787,000","69,251,000","58,887,000","57,959,000","43,016,000","44,562,000","54,105,000","42,212,000","43,372,000","51,229,000","60,170,000","50,212,000","57,589,000","59,289,000","56,092,000","53,342,000","63,260,000","49,671,000","57,762,000","45,967,000","44,019,000","52,574,000","43,480,000","30,264,000","34,454,000","34,130,000","34,813,000","24,801,000","33,584,000","30,787,000","26,503,000","21,627,000","20,017,000","26,270,000","26,801,000","24,471,000","22,551,000","24,331,000","24,980,000","16,958,000","31,094,000","21,310,000","28,351,000","20,164,000","17,972,000","20,941,000","24,249,000","19,737,000","17,770,000","18,887,000","19,343,000","15,820,000","9,534,000","14,438,000","12,455,000","10,489,000","12,826,000","12,335,000","15,273,000","9,571,000","10,432,000","14,528,000","22,957,000","17,986,000","17,830,000","19,802,000","23,247,000","20,005,000","19,219,000","16,712,000","17,610,000","17,355,000","12,593,000","13,857,000","17,779,000","19,052,000","16,200,000","14,300,000","18,600,000","15,100,000","12,100,000","17,000,000","19,800,000","21,300,000","16,500,000","21,400,000","23,600,000","19,100,000","18,100,000","20,500,000","25,400,000","24,500,000"
			AccountsReceivable,"101,884,000","55,022,000","83,121,000","113,458,000","105,042,000","78,358,000","93,809,000","99,320,000","58,253,000","54,404,000","68,687,000","69,420,000","54,525,000","34,073,000","52,812,000","54,063,000","49,007,000","33,749,000","43,182,000","51,678,000","35,314,000","36,694,000","46,191,000","56,694,000","45,183,000","38,984,000","57,121,000","52,575,000","44,346,000","36,860,000","49,671,000","57,762,000","45,967,000","42,001,000","52,574,000","43,480,000","30,264,000","31,479,000","34,130,000","34,813,000","24,801,000","23,233,000","30,787,000","26,503,000","21,627,000","20,017,000","26,270,000","26,801,000","24,471,000","17,856,000","24,331,000","24,980,000","16,958,000","18,057,000","21,310,000","28,351,000","20,164,000","17,972,000","20,941,000","24,249,000","19,737,000","17,770,000","18,887,000","19,343,000","15,820,000","9,534,000","14,438,000","12,455,000","10,489,000","12,826,000","12,335,000","15,273,000","9,571,000","10,432,000","14,528,000","22,957,000","17,986,000","17,830,000","19,802,000","23,247,000","20,005,000","19,219,000","16,712,000","17,610,000","17,355,000",,,,,,"14,300,000",,,,"17,000,000",,,,"21,400,000",,,,,,
				GrossAccountsReceivable,,,,,,,,,,"54,451,000",,,,,"52,851,000","54,090,000","49,054,000",,"43,352,000","51,695,000","35,318,000","36,694,000","46,265,000","56,883,000","45,394,000","39,228,000","57,212,000","52,605,000","44,448,000","37,004,000","49,991,000","58,042,000","46,302,000","42,161,000","52,658,000","43,633,000","30,420,000","31,604,000","34,199,000","34,872,000","24,891,000","23,299,000","30,848,000","26,564,000",,"20,138,000",,,,"18,055,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,"-47,000",,,,,"-39,000","-27,000","-47,000",,"-170,000","-17,000","-4,000","0","-74,000","-189,000","-211,000","-244,000","-91,000","-30,000","-102,000","-144,000","-320,000","-280,000","-335,000","-160,000","-84,000","-153,000","-156,000","-125,000","-69,000","-59,000","-90,000","-66,000","-61,000","-61,000",,"-121,000",,,,"-199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
