name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997
MarketCap,"2,294,963,795","2,501,319,669","2,256,996,000","2,449,161,263","1,866,307,495","2,075,071,886","1,520,146,442","799,017,357","1,085,536,036","570,493,977","385,258,658","399,893,887","519,666,133","660,263,680","665,715,800","1,104,123,030","1,623,234,200","2,270,853,820","2,399,420,800","1,969,554,770","1,950,465,660","2,101,111,799","2,312,054,400","2,111,250,940","2,518,027,935","1,795,344,223","1,762,234,871","2,532,346,376","2,280,491,478","3,378,086,686","3,864,183,617","3,393,282,450","2,910,554,164","3,425,636,391","3,352,167,633","3,534,745,962","2,890,331,753","2,462,741,160","2,660,944,100","2,618,686,060","2,661,297,300","2,409,689,520","2,149,860,250","1,779,972,030","2,024,133,937","2,064,791,499","1,787,729,000","1,722,649,923","1,461,099,713","1,326,377,460","1,167,871,906","1,042,438,090","1,162,275,620","978,145,203","666,659,737","958,386,000","823,980,620","848,905,200","1,047,381,401","1,239,529,140","1,166,043,060","1,335,337,470","1,413,616,400","1,479,725,100","1,273,354,720","1,349,038,090","1,346,900,130","1,164,759,916","1,392,197,640","1,099,577,200","1,289,435,120","1,091,134,700","869,357,060","998,918,850","786,960,000","758,384,800","596,420,700","567,473,180","401,452,300","464,373,000","351,932,520","457,564,750","436,901,960","386,386,200","416,894,550","259,446,600","346,914,750","230,272,992","260,532,750","276,261,264","196,295,000","160,943,640","342,168,750","456,891,184","502,102,550","506,646,300","505,519,450","490,843,750","425,246,500","364,497,000","297,072,000","191,859,000","170,197,500"
EnterpriseValue,"5,913,963,795","6,050,319,669","5,869,996,000","5,835,161,263","5,413,237,495","5,611,409,886","5,289,367,442","4,410,711,357","4,765,807,036","4,635,825,977","4,577,183,658","3,396,904,887","3,682,409,133","3,844,297,680","4,581,880,800","1,440,958,030","2,083,639,200","2,688,609,820","2,825,255,800","2,339,743,770","2,403,444,660","2,631,885,799","2,892,796,400","2,692,769,940","2,943,672,935","2,239,233,223","2,249,504,871","3,064,352,376","2,805,962,478","3,905,613,686","4,394,104,617","3,826,326,450","3,196,196,164","3,685,571,391","3,605,549,633","3,688,338,962","3,052,431,753","2,629,809,160","2,802,444,100","2,760,186,060","2,761,160,300","2,605,135,520","2,359,035,250","1,995,588,030","2,226,507,937","2,252,439,499","1,975,377,000","2,004,883,923","1,693,137,713","1,558,415,460","1,395,641,906","1,291,047,090","1,410,884,620","1,279,818,203","1,021,077,737","1,312,804,000","1,150,209,620","1,189,650,200","1,385,729,401","1,442,743,140","1,341,034,060","1,502,573,470","1,591,768,400","1,663,068,100","1,443,454,720","1,551,511,090","1,549,373,130","1,365,139,916","1,578,209,640","1,269,600,200","1,459,458,120","1,233,840,700","1,025,789,060","1,155,350,850","915,577,000","887,001,800","733,426,700","703,903,180","541,490,300","592,339,000","458,224,520","568,450,750","541,847,960","471,492,200","508,591,550","349,434,600","444,707,750","315,256,992","358,931,750","372,761,264","292,795,000","229,643,640","411,368,750","526,091,184","585,102,550","571,546,300","570,419,450","576,543,750","477,846,500","417,097,000","322,672,000","220,459,000","227,697,500"
PeRatio,"9.626","11.357","10.596","18.231","12.451","10.182","11.098",,,,,,,,"5.848","6.666","9.555","14.664","18.45","15.145","15.474","16.415","18.427","16.696","19.755","13.719","12.97","18.279","16.801","25.847","29.496","26.992","23.448","28.643","29.251","32.775","28.73","25.095","27.263","26.838","29.194","28.994","27.704","24.02","25.303","26.352","22.84","22.777","22.046","20.072","18.958","17.471","19.587","17.258","13.875","19.946","17.009","17.522","21.244","24.117","23.274","26.658","28.982","30.885","29.549","32.959","33.33","29.904","35.495","29.778","35.122","34.859","32.343","37.388","34.483","33.448","29.971","29.465","21.629","25.579","20.697","26.611","28.383","30.896","31.479","22.159","34.606","73.906",,,,"12.074","17.857","23.93","26.563","37.67","37.586","32.849","40.164","34.426","30.38",,
ForwardPeRatio,"7.681","9.506","9.363","10.718","8.953","9.833","8.46","4.363","16.393","8.795","5.498","6.173","5.359","6.911","8.347","6.246","9.017","13.158","17.241","14.306","14.43","15.385","17.668","16.181","18.727","14.164","11.779","17.065","14.749","20.121","23.256","23.419","20.243","22.831","22.321","27.397","23.365","19.724","21.368","20.661","23.697","22.779","20.284","17.123","21.645","22.173","19.268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,"1.382","1.669","1.249","1.804","2.633","3.449","2.861","2.886","3.076","3.536","3.236",,,"1.964","2.009","1.134","1.34","1.551","1.562","1.349","1.796","1.756","2.151","1.836","1.33","1.439","1.393","1.598","1.532","1.397","1.127","1.42","1.489","1.233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.085","0.094","0.087","0.097","0.072","0.076","0.055","0.03","0.042","0.023","0.015","0.018","0.028","0.046","0.062","0.108","0.164","0.236","0.256","0.212","0.213","0.236","0.266","0.248","0.303","0.216","0.213","0.31","0.29","0.447","0.538","0.499","0.437","0.531","0.535","0.583","0.503","0.441","0.49","0.482","0.509","0.478","0.442","0.379","0.446","0.466","0.404","0.413","0.403","0.367","0.336","0.3","0.336","0.278","0.191","0.274","0.245","0.268","0.348","0.436","0.423","0.5","0.548","0.591","0.524","0.595","0.602","0.544","0.713","0.591","0.697","0.668","0.553","0.64","0.549","0.533","0.437","0.432","0.324","0.391","0.303","0.406","0.401","0.372","0.414","0.266","0.365","0.252","0.286","0.311","0.221","0.191","0.413","0.554","0.683","0.681","0.679","0.966","0.717","0.614","0.666",,
PbRatio,"1.286","1.489","1.42","1.664","1.434","1.687","1.322","0.714","0.928","0.518","0.342","0.264","0.339","0.444","0.363","0.598","0.896","1.294","1.405","1.171","1.197","1.322","1.489","1.389","1.69","1.247","1.241","1.832","1.685","2.587","3.023","2.729","2.424","2.955","2.96","3.216","2.72","2.394","2.652","2.61","2.719","2.543","2.358","2.006","2.379","2.62","2.264","2.733","2.428","2.193","2.085","1.907","2.135","1.854","1.346","1.934","1.716","1.823","2.322","2.81","2.732","3.238","3.562","3.913","3.503","4.203","4.196","3.77","4.966","4.147","4.863","4.648","3.927","4.513","4.047","3.9","3.18","3.149","2.356","2.824","2.194","2.937","2.922","2.786","3.067","1.996","2.743","1.892","2.209","2.44","1.734","1.357","2.856","3.814","4.598","4.853","4.842","5.935","5.801","4.973","4.776","3.235","9.352"
EnterprisesValueRevenueRatio,"0.208","0.835","0.792","0.834","0.8","0.848","0.768","0.661","0.62","0.695","0.746","0.564","0.575","0.645","0.745","0.502","0.804","1.015","1.118","0.952","1.027","1.111","1.266","1.182","1.33","1.05","1.099","1.476","1.361","1.847","2.179","1.92","1.811","2.069","2.19","2.302","1.859","1.679","1.938","1.958","2.055","1.877","1.833","1.639","1.922","1.871","1.773","1.904","1.713","1.581","1.554","1.459","1.653","1.439","1.205","1.519","1.261","1.341","1.668","1.959","1.897","2.051","2.381","2.573","2.329","2.435","2.578","2.372","2.907","2.376","2.892","2.584","2.298","2.574","2.328","2.326","1.999","1.936","1.6","1.905","1.482","1.893","1.898","1.682","1.886","1.352","1.819","1.291","1.563","1.626","1.265","1.051","1.918","2.319","2.713","2.859","3.002","3.073","2.685","2.405","2.915","2.039","2.202"
EnterprisesValueEBITDARatio,"7.896","29.514","29.35","31.541","33.367","32.192","28.565","36.365","18.059","29.661","67.256","-9.503","24.16","25.383","-14.176","210.42","29.027","25.843","45.186","29.805","26.829","30.595","42.722","36.256","35.797","26.288","39.131","43.412","35.108","42.9","67.523","53.123","46.298","48.887","59.965","62.13","45.974","40.984","56.306","65.598","51.909","44.225","49.871","55.936","58.853","45.285","48.312","52.385","46.754","38.165","40.616","38.063","39.83","34.293","31.143","41.79","37.433","39.186","55.31","49.951","47.273","50.866","60.62","60.049","53.56","56.888","63.395","74.342","68.821","56.122","73.259","59.328","52.203","61.491","57.396","56.307","61.308","49.897","40.039","48.06","35.746","44.275","48.336","40.206","45.749","27.639","54.97","35.699","46.171","58.235","-172.232","153.096","146.917","37.848","48.759","51.031","54.848","50.574","48.76","54.881","52.044","34.447","40.66"
