name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,11/30/1995,08/31/1995,05/31/1995
TotalAssets,"17,087,010,000","17,121,488,000","17,633,940,000","17,810,311,000","17,647,268,000","16,988,516,000","17,046,672,000","19,305,091,000","17,596,300,000","17,311,394,000","17,451,830,000","19,930,960,000","22,605,944,000","19,110,252,000","19,357,789,000","19,435,564,000","18,942,372,000","18,948,193,000","19,013,339,000","19,341,784,000","19,388,264,000","18,741,257,000","18,925,653,000","18,691,630,000","18,514,198,000","18,514,875,000","18,894,828,000","18,946,818,000","18,366,663,000","17,942,715,000","18,101,416,000","17,925,571,000","17,398,342,000","17,098,877,000","16,827,319,000","16,455,509,000","16,413,477,000","16,018,596,000","10,824,112,000","9,254,933,000","9,157,084,000","8,892,172,000","8,706,668,000","8,192,721,000","8,322,941,000","8,114,424,000","7,627,105,000","7,577,681,000","7,691,718,000","7,558,236,000","7,537,708,000","7,441,034,000","7,235,411,000","7,286,091,000","7,171,893,000","7,049,560,000","6,990,432,000","6,943,960,000","6,781,435,000","6,671,382,000","6,537,997,000","6,491,816,000","6,344,130,000","6,341,411,000","6,189,454,000","6,279,762,000","2,868,535,000","2,751,493,000","2,649,812,000","2,511,959,000","2,430,891,000","2,136,374,000","2,050,354,000","1,945,530,000","2,037,865,000","2,049,391,000","1,979,674,000","1,775,693,000","1,767,974,000","1,784,650,000","1,664,832,000","1,662,683,000","1,653,093,000","1,684,023,000","1,625,737,000","1,596,632,000","1,671,283,000","1,855,149,000","2,019,986,000","2,056,718,000","2,197,000,000","2,106,400,000","2,047,400,000","1,915,600,000","1,749,200,000","1,597,000,000","1,471,900,000","695,300,000","554,800,000","486,200,000","385,500,000","374,100,000","320,400,000","291,000,000","228,200,000","191,400,000","98,600,000","77,600,000"
	CurrentAssets,"3,128,714,000","3,167,723,000","3,839,538,000","3,978,586,000","3,866,681,000","3,148,724,000","3,429,675,000","5,779,830,000","4,023,939,000","3,690,170,000","3,998,718,000","6,390,629,000","9,225,076,000","8,424,159,000","8,929,501,000","9,085,362,000","8,673,555,000","8,744,358,000","4,033,549,000","4,023,768,000","4,603,900,000","3,980,228,000","4,261,359,000","4,496,217,000","4,199,560,000","4,503,280,000","4,737,886,000","4,780,921,000","4,300,795,000","3,876,797,000","4,178,435,000","4,161,247,000","3,707,233,000","3,472,278,000","3,381,408,000","3,131,834,000","3,191,168,000","2,878,794,000","2,325,674,000","2,178,751,000","2,374,400,000","2,281,608,000","2,370,167,000","2,513,364,000","2,726,916,000","2,622,854,000","2,262,005,000","2,265,150,000","2,461,251,000","2,302,521,000","2,308,533,000","2,233,397,000","2,031,463,000","2,128,304,000","2,063,989,000","1,989,239,000","2,018,477,000","1,976,250,000","1,920,520,000","1,887,480,000","1,748,032,000","1,709,496,000","1,612,758,000","1,629,623,000","1,537,439,000","1,654,408,000","1,029,181,000","979,208,000","961,917,000","868,720,000","826,874,000","748,433,000","689,495,000","605,058,000","740,576,000","765,867,000","742,426,000","544,526,000","558,056,000","591,312,000","475,293,000","474,664,000","456,104,000","483,341,000","418,957,000","397,875,000","449,162,000","606,309,000","644,501,000","654,748,000","657,900,000","592,500,000","574,200,000","559,500,000","487,900,000","405,700,000","441,600,000","186,100,000","172,000,000","152,200,000","132,700,000","131,300,000","115,900,000","131,400,000","88,900,000","113,900,000","37,700,000","29,800,000"
		CashCashEquivalentsAndShortTermInvestments,"346,909,000","484,210,000","1,072,432,000","1,080,333,000","895,265,000","345,059,000","729,874,000","3,083,025,000","1,391,140,000","1,113,944,000","1,353,969,000","3,580,851,000","463,277,000","325,973,000","452,945,000","393,792,000","363,476,000","551,750,000","983,468,000","923,433,000","1,785,497,000","1,223,385,000","1,572,974,000","1,677,582,000","1,437,895,000","1,907,200,000","1,970,267,000","1,875,876,000","1,433,636,000","1,302,640,000","1,669,157,000","1,484,808,000","1,116,149,000","953,050,000","977,490,000","624,698,000","706,813,000","540,886,000","388,030,000","282,074,000","457,906,000","411,151,000","565,867,000","752,839,000","1,029,016,000","883,120,000","557,510,000","597,642,000","778,816,000","565,934,000","602,360,000","563,222,000","431,096,000","446,413,000","439,561,000","378,124,000","525,175,000","487,324,000","413,477,000","418,849,000","362,199,000","310,202,000","260,278,000","339,319,000","279,146,000","431,811,000","337,196,000","312,761,000","317,879,000","251,979,000","226,942,000","200,701,000","153,156,000","61,657,000","272,109,000","315,606,000","304,994,000","96,475,000","115,361,000","137,020,000","31,697,000","36,711,000","45,255,000","85,258,000","17,443,000","31,207,000","38,574,000","190,672,000","150,377,000","107,981,000","70,700,000","24,700,000","39,900,000","41,500,000","32,800,000","1,100,000","65,500,000","5,400,000","15,500,000","6,000,000","7,100,000","19,900,000","5,400,000","40,000,000","10,600,000","73,200,000","1,400,000","2,000,000"
			CashAndCashEquivalents,"327,502,000","461,900,000","1,045,742,000","1,043,632,000","884,205,000","324,958,000","710,514,000","2,928,910,000","1,381,764,000","1,102,372,000","1,253,256,000","3,575,638,000","459,242,000","323,038,000","448,215,000","389,264,000","358,874,000","508,234,000","846,110,000","711,997,000","1,472,232,000","913,187,000","913,496,000","1,283,416,000","1,041,427,000","1,499,116,000","1,047,419,000","933,735,000","1,011,271,000","965,241,000","1,527,035,000","1,420,973,000","1,108,069,000","946,249,000","970,694,000","617,904,000","699,671,000","533,748,000","382,194,000","273,445,000","449,290,000","393,752,000","541,206,000","729,825,000","1,006,010,000","860,117,000","534,565,000","574,716,000","755,909,000","539,459,000","581,680,000","544,113,000","405,683,000","410,881,000","387,947,000","326,986,000","479,316,000","447,046,000","391,300,000","396,902,000","356,384,000","310,202,000","260,278,000","339,319,000","279,146,000","431,811,000","337,196,000","312,761,000","317,879,000","251,979,000","226,942,000","200,701,000","153,156,000","61,657,000","272,109,000","315,606,000","304,994,000","96,475,000","115,361,000","137,020,000","31,697,000","36,711,000","45,255,000","85,258,000","17,443,000","31,207,000","38,574,000","190,672,000","150,377,000","107,981,000","70,700,000","24,700,000","39,900,000","41,500,000","32,800,000","1,100,000","65,500,000","5,400,000","15,500,000","6,000,000","7,100,000","19,900,000","5,400,000","40,000,000","10,600,000","73,200,000","1,400,000","2,000,000"
			OtherShortTermInvestments,"19,407,000","22,310,000","26,690,000","36,701,000","11,060,000","20,101,000","19,360,000","154,115,000","9,376,000","11,572,000","100,713,000","5,213,000","4,035,000","2,935,000","4,730,000","4,528,000","4,602,000","43,516,000","137,358,000","211,436,000","313,265,000","310,198,000","659,478,000","394,166,000","396,468,000","408,084,000","922,848,000","942,141,000","422,365,000","337,399,000","142,122,000","63,835,000","8,080,000","6,801,000","6,796,000","6,794,000","7,142,000","7,138,000","5,836,000","8,629,000","8,616,000","17,399,000","24,661,000","23,014,000","23,006,000","23,003,000","22,945,000","22,926,000","22,907,000","26,475,000","20,680,000","19,109,000","25,413,000","35,532,000","51,614,000","51,138,000","45,859,000","40,278,000","22,177,000","21,947,000","5,815,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,501,743,000","2,410,508,000","2,491,083,000","2,550,678,000","2,604,494,000","2,438,821,000","2,428,212,000","2,428,828,000","2,370,537,000","2,305,065,000","2,391,606,000","2,551,588,000","2,485,653,000","2,397,018,000","2,256,871,000","2,337,450,000","2,265,164,000","2,137,109,000","2,690,448,000","2,698,567,000","2,440,217,000","2,381,381,000","2,310,574,000","2,433,484,000","2,381,689,000","2,220,183,000","2,165,787,000","2,317,152,000","2,098,895,000","2,010,604,000","1,815,275,000","2,012,837,000","1,913,745,000","1,844,568,000","1,763,941,000","1,844,887,000","1,815,513,000","1,742,428,000","1,489,114,000","1,473,068,000","1,483,362,000","1,464,995,000","1,407,228,000","1,412,285,000","1,356,921,000","1,393,672,000","1,376,405,000","1,302,247,000","1,328,824,000","1,369,359,000","1,142,861,000","1,355,261,000","1,283,221,000","1,346,760,000","1,286,764,000","1,267,008,000","1,145,075,000","1,126,693,000","1,162,567,000","1,132,111,000","1,052,690,000","1,081,227,000","1,032,540,000","994,896,000","995,112,000","970,180,000","504,018,000","489,970,000","472,983,000","462,095,000","434,669,000","402,046,000","400,444,000","387,933,000","356,542,000","346,209,000","346,145,000","344,292,000","339,955,000","347,064,000","344,238,000","333,546,000","318,035,000","297,907,000","299,424,000","293,242,000","302,640,000","303,355,000","366,100,000","435,974,000","457,800,000","444,200,000","441,800,000","416,800,000","382,400,000","338,300,000","298,700,000","153,000,000","131,800,000","122,800,000","103,100,000","91,300,000","95,600,000","82,800,000","69,600,000","35,800,000","31,800,000","24,100,000"
			AccountsReceivable,"2,044,346,000","1,957,583,000","2,027,599,000","1,947,466,000","2,040,813,000","1,824,282,000","1,804,390,000","1,772,259,000","1,820,132,000","1,795,598,000","1,901,225,000","2,010,801,000","1,953,422,000","1,858,608,000","1,847,086,000","1,842,108,000","1,830,590,000","1,714,750,000","2,091,074,000","2,053,812,000","1,900,561,000","1,917,302,000","1,850,425,000","1,875,403,000","1,855,285,000","1,724,228,000","1,699,892,000","1,666,969,000","1,675,182,000","1,525,849,000","1,468,563,000","1,550,252,000","1,539,728,000","1,485,163,000","1,404,050,000","1,445,099,000","1,516,642,000","1,421,303,000","1,248,050,000","1,249,995,000","1,266,869,000","1,195,163,000","1,165,010,000","1,132,051,000","1,069,437,000","1,048,976,000","1,082,676,000","1,070,633,000","1,103,786,000","1,105,903,000","1,142,861,000","1,128,330,000","1,088,584,000","1,075,457,000","1,056,691,000","1,046,665,000","959,837,000","927,949,000","976,285,000","959,812,000","906,510,000","932,385,000","902,745,000","859,165,000","859,138,000","853,560,000","502,887,000","489,970,000","472,983,000","462,095,000","434,669,000","402,046,000","400,444,000","387,933,000","356,542,000","346,209,000","346,145,000","344,292,000","339,955,000","347,064,000","344,238,000","333,546,000","318,035,000","297,907,000","299,424,000",,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"1,957,583,000",,,,"1,824,282,000","1,804,390,000",,"1,824,554,000","1,803,926,000","1,916,315,000","2,039,823,000",,"1,911,532,000",,,,"1,933,149,000","2,312,403,000","2,294,730,000","2,143,023,000","2,169,358,000","2,102,018,000","2,154,832,000","2,136,273,000","1,988,372,000","1,961,742,000","1,932,766,000","1,930,328,000","1,768,523,000","1,703,755,000","1,795,130,000","1,786,836,000","1,722,306,000","1,625,652,000","1,674,844,000","1,756,311,000","1,666,425,000","1,480,177,000","1,503,194,000","1,556,107,000","1,445,506,000","1,396,676,000","1,357,201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"0",,,,"0",,,"-4,422,000","-8,328,000","-15,090,000","-29,022,000",,"-52,924,000",,,,"-218,399,000","-221,329,000","-240,918,000","-242,462,000","-252,056,000","-251,593,000","-279,429,000","-280,988,000","-264,144,000","-261,850,000","-265,797,000","-255,146,000","-242,674,000","-235,192,000","-244,878,000","-247,108,000","-237,143,000","-221,602,000","-229,745,000","-239,669,000","-245,122,000","-232,127,000","-253,199,000","-289,238,000","-250,343,000","-231,666,000","-225,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"16,034,000","25,604,000","52,688,000","61,782,000","28,160,000","70,163,000","75,441,000","41,963,000","31,324,000","19,772,000","16,236,000","15,783,000","42,650,000","68,614,000","26,002,000","23,540,000","18,660,000","49,440,000","0","0","0","10,596,000","8,196,000","0","856,000","60,070,000","48,963,000","193,681,000","0","83,839,000","0","6,965,000","0","10,315,000","64,351,000","68,047,000","0","55,454,000","33,625,000","11,586,000",,"0","0","5,451,000","10,419,000","40,330,000","44,284,000",,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
