name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,02/28/2017
TotalAssets,"1,794,614,000","1,746,742,000","1,585,779,000","1,498,345,000","1,455,848,000","1,453,420,000","1,434,279,000","1,413,079,000","1,490,829,000","3,466,406,000","3,533,133,000","3,531,132,000","3,437,973,000","3,433,523,000","3,300,097,000","658,810,997","656,553,066","653,937,462","652,747,926","652,648,888","412,522"
	CurrentAssets,"530,252,000","518,793,000","376,753,000","312,861,000","289,218,000","281,526,000","214,862,000","182,504,000","229,245,000","293,218,000","292,255,000","230,497,000","203,245,000","292,359,000","211,713,000","355,398","725,655","993,742","1,138,019","1,996,189","412,522"
		CashCashEquivalentsAndShortTermInvestments,"346,396,000","366,982,000","245,023,000","190,282,000","178,194,000","192,561,000","148,533,000","116,850,000","146,492,000","182,633,000","164,489,000","96,709,000","76,307,000","135,758,000","36,715,000","242,065","571,738","851,466","955,993","1,776,071","325,000"
			CashAndCashEquivalents,"346,396,000","366,982,000","245,023,000","190,282,000","178,194,000","192,561,000","148,533,000","116,850,000","146,492,000","182,633,000","164,489,000","96,709,000","76,307,000","135,758,000","36,715,000","242,065","571,738","851,466","955,993","1,776,071","325,000"
				CashFinancial,,,,,,,,,,,,"96,709,000","76,307,000","135,758,000",,"242,065","571,738","851,466","955,993","1,776,071","325,000"
		Receivables,"179,652,000","149,769,000","130,100,000","119,241,000","107,229,000","81,559,000","61,243,000","60,525,000","77,744,000","105,775,000","120,664,000","126,940,000","107,388,000","140,284,000","167,174,000",,,,,,
			AccountsReceivable,"179,652,000","149,769,000","130,100,000","119,241,000","107,229,000","81,559,000","61,243,000","60,525,000","77,744,000","105,775,000","120,664,000","126,940,000","107,388,000","140,284,000","167,174,000",,,,,,
		PrepaidAssets,"2,516,000","615,000","63,000","1,244,000","983,000","3,805,000","473,000","642,000","863,000","299,000","2,055,000","1,186,000","12,858,000","12,259,000","5,791,000","113,333","153,917","142,276","182,026","220,118",
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,"87,522"
		OtherCurrentAssets,"1,688,000","1,427,000","1,567,000","2,094,000","2,812,000","3,601,000","4,613,000","4,487,000","4,146,000","4,511,000","5,047,000","5,662,000","6,692,000","4,058,000","2,033,000",,,,,,
	TotalNonCurrentAssets,"1,264,362,000","1,227,949,000","1,209,026,000","1,185,484,000","1,166,630,000","1,171,894,000","1,219,417,000","1,230,575,000","1,261,584,000","3,173,188,000","3,240,878,000","3,300,635,000","3,234,728,000","3,141,164,000","3,088,384,000","658,455,599","655,827,411","652,943,720","651,609,907","650,652,699","0"
		NetPPE,"1,248,491,000","1,216,087,000","1,195,875,000","1,171,633,000","1,147,802,000","1,149,527,000","1,169,949,000","1,181,420,000","1,209,606,000","3,116,757,000","3,180,166,000","3,235,266,000","3,168,544,000","3,073,204,000","3,016,671,000",,,,,,
			GrossPPE,"2,474,340,000","2,388,848,000","2,315,224,000","2,242,971,000","2,175,781,000","2,134,537,000","2,109,837,000","2,076,556,000","2,053,861,000","3,818,308,000","3,744,067,000","3,655,239,000","3,462,402,000","3,251,102,000","3,081,740,000",,,,,,
				Properties,"2,467,167,000","2,381,812,000","2,308,425,000","2,237,851,000","2,170,928,000","2,130,125,000","2,105,774,000","2,073,009,000","2,050,470,000","3,815,221,000","3,741,357,000","3,653,368,000","3,462,223,000","3,250,742,000","3,081,740,000",,,,,,
				OtherProperties,"7,173,000","7,036,000","6,799,000","5,120,000","4,853,000","4,412,000","4,063,000","3,547,000","3,391,000","3,087,000","2,710,000","1,871,000","179,000","360,000",,,,,,,
			AccumulatedDepreciation,"-1,225,849,000","-1,172,761,000","-1,119,349,000","-1,071,338,000","-1,027,979,000","-985,010,000","-939,888,000","-895,136,000","-844,255,000","-701,551,000","-563,901,000","-419,973,000","-293,858,000","-177,898,000","-65,069,000",,,,,,
		GoodwillAndOtherIntangibleAssets,,"0","0","0","7,233,000","9,346,000","12,973,000","16,599,000","20,225,000","23,851,000","27,477,000","31,104,000","34,730,000","38,356,000","41,983,000",,,,,,
			OtherIntangibleAssets,,,,,"7,233,000","9,346,000","12,973,000","16,599,000","20,225,000","23,851,000","27,477,000","31,104,000","34,730,000","38,356,000","41,983,000",,,,,,
		InvestmentsAndAdvances,,,,,,"0","21,789,000","20,782,000","20,171,000","19,730,000","19,482,000","19,390,000","19,261,000","18,873,000","18,409,000","655,322,929","654,912,726","652,839,151","651,609,907","650,652,699",
			LongTermEquityInvestment,,,,,,"0","21,789,000","20,782,000","20,171,000","19,730,000","19,482,000","19,390,000","19,261,000","18,873,000","18,409,000",,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,"19,482,000","19,390,000","19,261,000","18,873,000","18,409,000",,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,"655,322,929","654,912,726","652,839,151","651,609,907","650,652,699",
		NonCurrentDeferredAssets,"7,017,000","3,701,000","4,291,000","4,881,000","5,465,000","6,042,000","6,632,000","7,222,000","7,806,000","8,390,000","8,980,000","9,570,000","10,154,000","10,731,000","11,321,000","3,132,670","914,685","104,569",,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,"2,306,270","914,685","104,569",,,
		OtherNonCurrentAssets,"8,854,000","8,161,000","8,860,000","8,970,000","6,130,000","6,979,000","8,074,000","4,552,000","3,776,000","4,460,000","4,773,000","5,305,000","2,039,000","67,960,000",,,,,,,
TotalLiabilitiesNetMinorityInterest,"722,246,000","701,493,000","680,262,000","655,689,000","611,836,000","613,998,000","622,098,000","610,755,000","661,939,000","737,877,000","749,180,000","746,984,000","721,396,000","725,568,000","657,088,000","34,332,073","28,712,718","24,554,828","23,979,470","24,549,645","423,245"
	CurrentLiabilities,"238,734,000","218,545,000","190,685,000","167,949,000","125,935,000","128,949,000","124,462,000","120,313,000","170,700,000","175,208,000","190,311,000","201,131,000","184,460,000","197,361,000","178,072,000","11,582,073","5,962,718","1,804,828","1,229,470","1,799,645","423,245"
		PayablesAndAccruedExpenses,"190,769,000","157,845,000","136,262,000","130,316,000","111,281,000","108,382,000","101,955,000","97,167,000","134,057,000","139,903,000","186,627,000","197,000,000","181,992,000","196,357,000","178,072,000","10,582,073","5,962,718","1,804,828","1,229,470","1,799,645","123,245"
			Payables,"146,887,000","127,909,000","107,460,000","92,134,000","80,702,000","70,771,000","63,475,000","64,534,000","86,154,000","79,428,000",,,,,,"25,658","759,964","359,823",,,
				AccountsPayable,"134,652,000","127,909,000","107,460,000","92,134,000","74,125,000","62,626,000","63,475,000","64,534,000","86,154,000","79,428,000",,,,,,,,,,,
				TotalTaxPayable,"12,235,000",,,,"6,577,000","8,145,000",,,,,,,,,,"25,658","759,964","359,823",,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,"25,658","759,964","359,823",,,
			CurrentAccruedExpenses,"43,882,000","29,936,000","28,802,000","38,182,000","30,579,000","37,611,000","38,480,000","32,633,000","47,903,000","60,475,000",,,,,,"10,556,415","5,202,754","1,445,005","1,229,470","1,799,645","123,245"
				InterestPayable,,,,"10,000,000",,"10,000,000","7,027,000","10,000,000",,"10,000,000",,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,,,"1,004,000",,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,"1,000,000",,,,,"300,000"
			CurrentDebt,,,,,,,,,,,,,,,,"1,000,000",,,,,"300,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,"1,000,000",,,,,"300,000"
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,"1,000,000",,,,,"300,000"
		OtherCurrentLiabilities,"47,965,000","60,700,000","54,423,000","37,633,000","14,654,000","20,567,000","22,507,000","23,146,000","36,643,000","35,305,000","3,684,000","4,131,000","2,468,000",,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"483,512,000","482,948,000","489,577,000","487,740,000","485,901,000","485,049,000","497,636,000","490,442,000","491,239,000","562,669,000","558,869,000","545,853,000","536,936,000","528,207,000","479,016,000","22,750,000","22,750,000","22,750,000","22,750,000","22,750,000","0"
		LongTermProvisions,"90,523,000","89,715,000","96,062,000","94,154,000","89,209,000","88,232,000","100,800,000","98,491,000","97,008,000","93,524,000","93,102,000","91,917,000","89,218,000","84,979,000","43,437,000",,,,,,
		LongTermDebtAndCapitalLeaseObligation,"388,647,000","388,087,000","387,537,000","386,996,000","391,448,000","391,115,000","390,787,000","390,464,000","390,147,000","389,835,000","389,528,000","389,225,000","388,928,000","388,635,000","388,343,000",,,,,,
			LongTermDebt,"388,647,000","388,087,000","387,537,000","386,996,000","391,448,000","391,115,000","390,787,000","390,464,000","390,147,000","389,835,000","389,528,000","389,225,000","388,928,000","388,635,000","388,343,000",,,,,,
		NonCurrentDeferredLiabilities,,,,,,"0","0","0","3,181,000","77,834,000","74,200,000","62,288,000","58,096,000","54,593,000","47,236,000","22,750,000","22,750,000","22,750,000","22,750,000","22,750,000",
			NonCurrentDeferredTaxesLiabilities,,,,,,"0","0","0","3,181,000","77,834,000","74,200,000","62,288,000","58,096,000","54,593,000","47,236,000",,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,"0","0",,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,"619,478,920","622,840,340","624,382,630","623,768,450","623,099,240",
		OtherNonCurrentLiabilities,"4,342,000","5,146,000","5,978,000","6,590,000","5,244,000","5,702,000","6,049,000","1,487,000","903,000","1,476,000","2,039,000","2,423,000","694,000","139,572,000",,,,,,,
TotalEquityGrossMinorityInterest,"1,072,368,000","1,045,249,000","905,517,000","842,656,000","844,012,000","839,422,000","812,181,000","802,324,000","828,890,000","2,728,529,000","2,783,953,000","2,784,148,000","2,716,577,000","2,707,955,000","2,643,009,000","624,478,924","627,840,348","629,382,634","628,768,456","628,099,243","-10,723"
	StockholdersEquity,"897,588,000","816,757,000","694,636,000","623,556,000","609,814,000","548,162,000","532,634,000","527,045,000","543,192,000","1,776,051,000","1,769,779,000","1,739,580,000","1,685,213,000","1,676,769,000","1,651,050,000","624,478,924","627,840,348","629,382,634","628,768,456","628,099,243","-10,723"
		CapitalStock,"24,000","24,000","24,000","24,000","25,000","26,000","26,000","26,000","26,000","26,000","26,000","25,000","25,000","25,000","25,000","619,480,850","622,842,236","624,384,511","623,770,337","623,101,134","1,150"
			CommonStock,"24,000","24,000","24,000","24,000","25,000","26,000","26,000","26,000","26,000","26,000","26,000","25,000","25,000","25,000","25,000","619,480,850","622,842,236","624,384,511","623,770,337","623,101,134","1,150"
		AdditionalPaidInCapital,"1,649,111,000","1,689,500,000","1,665,805,000","1,684,579,000","1,731,234,000","1,712,544,000","1,709,043,000","1,706,121,000","1,703,996,000","1,703,362,000","1,704,652,000","1,672,516,000","1,636,655,000","1,641,237,000","1,647,905,000","8,369,589","5,008,203","3,465,928","4,080,102","4,749,305","23,850"
		RetainedEarnings,"-542,129,000","-708,168,000","-858,397,000","-977,761,000","-1,062,206,000","-1,125,450,000","-1,153,195,000","-1,162,342,000","-1,144,070,000","82,940,000","74,823,000","67,039,000","48,533,000","35,507,000","3,120,000","-3,371,515","-10,091","1,532,195","918,017","248,804","-35,723"
		TreasuryStock,"209,418,000","164,599,000","112,796,000","83,286,000","59,239,000","38,958,000","23,240,000","16,760,000","16,760,000","10,277,000","9,722,000",,,,,,,,,,
	MinorityInterest,"174,780,000","228,492,000","210,881,000","219,100,000","234,198,000","291,260,000","279,547,000","275,279,000","285,698,000","952,478,000","1,014,174,000","1,044,568,000","1,031,364,000","1,031,186,000","991,959,000",,,,,,
