name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
MarketCap,"1,166,607,060","1,963,624,248","2,406,954,412","3,344,461,570","4,809,628,686","3,536,534,748","3,582,012,476","1,864,081,283","1,731,191,147","939,116,711","916,691,135","959,141,410","1,515,895,668","1,315,280,491","1,040,417,894","1,048,585,677","431,865,780","231,724,585","209,950,438","83,486,056","23,777,327","29,901,608","57,449,638","75,353,517","81,567,077","59,408,355","76,175,123","49,591,800","76,952,161","65,524,133","85,578,782","82,549,222"
EnterpriseValue,"867,811,060","1,636,491,248","2,065,371,412","2,995,665,570","4,456,929,686","3,329,933,748","3,386,625,476","1,671,430,283","1,718,073,147","903,910,711","877,797,135","917,706,410","1,460,503,668","1,250,836,491","1,027,768,894","1,045,815,677","423,435,780","248,901,585","240,178,438","108,309,056","44,019,327","34,209,608","61,757,638","86,469,517","73,665,077","45,344,355","58,016,123","28,528,800","53,696,161","40,575,133","59,337,782","93,530,222"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.45","114.148",
ForwardPeRatio,,,,,,,,,,,,,,,"2,500",,,,,,,,,,,,,,,,,
PsRatio,"3.746","6.52","8.469","12.607","20.095","16.467","19.147","10.914","10.785","7.242","7.815","8.917","15.713","14.671","12.504","14.761","6.121","3.848","3.404","1.639","0.458","0.544","1.049","1.408","1.866","2.09","2.596","1.705","2.686","1.885","3.392","3.018"
PbRatio,"2.55","4.215","5.098","6.97","10.2","12.736","13.334","7.148","17.076","9.486","9.398","10.295","15.923","13.772","23.439","38.647","13.187",,,"7.057","1.625","0.826","1.587","2.362","3.987","2.014","2.247","1.349","1.95","1.587","2.085",
EnterprisesValueRevenueRatio,"2.814","20.607","26.071","39.631","60.076","49.406","57.749","31.318","41.101","23.552","24.505","27.142","46.433","48.142","43.718","49.368","23.758","17.712","19.21","8.884","3.654","2.953","5.687","6.931","6.862","6.91","8.727","3.989","7.532","5.623","7.462","14.056"
EnterprisesValueEBITDARatio,"-24.704","-105.451","-172.086","-524.911","-2,344.519","1,882.382","-7,190.288","-3,602.22","-462.345","-256.793","-227.291","-173.578","-259.645","-295.357","37.773","-55.516","-32.49","-43.79","53.791","-9.132","-24.015","-8.208","-134.842","-33.489","-7.697","-4.915","-14.83","-8.59","-21.049","-27.434","95.093","375.623"
