name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
OperatingCashFlow,"4,357,000,000","1,131,000,000","1,421,000,000","928,000,000","877,000,000","915,000,000","1,649,000,000","757,000,000","1,274,000,000","284,000,000","2,083,000,000","836,000,000","581,000,000","465,000,000","2,063,000,000","703,000,000","775,000,000","407,000,000","1,796,000,000","535,000,000","819,000,000","-557,000,000","1,700,000,000","801,000,000","791,000,000","-454,000,000","2,316,000,000","841,000,000","853,000,000","-282,000,000","2,413,000,000","781,000,000","945,000,000","-577,000,000","5,212,000,000","780,000,000","803,000,000","-385,000,000","1,748,000,000","967,000,000","2,059,000,000","-851,000,000","2,855,000,000","1,369,000,000","1,282,000,000","-986,000,000","2,524,000,000","445,000,000","784,000,000","-5,000,000","1,815,000,000","1,549,000,000","1,297,000,000","423,000,000","1,612,000,000","1,180,000,000","1,132,000,000","217,000,000","1,291,000,000","870,000,000","1,249,000,000","161,000,000","924,000,000","1,190,000,000","1,126,000,000","480,000,000","1,426,000,000","746,000,000","1,050,000,000","242,000,000","1,520,000,000","1,156,000,000","838,000,000","494,000,000","1,299,000,000","1,241,000,000","1,264,000,000","315,000,000","1,494,000,000","1,081,000,000","929,000,000","216,000,000","1,916,000,000","784,000,000","626,000,000","2,000,000"
	CashFlowFromContinuingOperatingActivities,"4,357,000,000","1,131,000,000","1,421,000,000","928,000,000","877,000,000","915,000,000","1,649,000,000","757,000,000","1,274,000,000","284,000,000","2,083,000,000","836,000,000","581,000,000","465,000,000","2,063,000,000","703,000,000","775,000,000","407,000,000","1,796,000,000","535,000,000","819,000,000","-557,000,000","1,700,000,000","801,000,000","791,000,000","-454,000,000","2,316,000,000","841,000,000","853,000,000","-282,000,000","2,413,000,000","781,000,000","945,000,000","-577,000,000","5,212,000,000","780,000,000","803,000,000","-385,000,000","1,748,000,000","967,000,000","2,059,000,000","-851,000,000","2,855,000,000","1,369,000,000","1,282,000,000","-986,000,000","2,524,000,000","445,000,000","784,000,000","-5,000,000","1,815,000,000","1,549,000,000","1,297,000,000","423,000,000","1,689,000,000","2,040,000,000","1,132,000,000","217,000,000","1,291,000,000","870,000,000","1,249,000,000","161,000,000","924,000,000","1,190,000,000","1,126,000,000","480,000,000","1,426,000,000","746,000,000","1,050,000,000","242,000,000","1,520,000,000","1,156,000,000","838,000,000","494,000,000","1,299,000,000","1,241,000,000","1,264,000,000","315,000,000","1,494,000,000","1,081,000,000","929,000,000","216,000,000","1,916,000,000","784,000,000","626,000,000","2,000,000"
		NetIncomeFromContinuingOperations,"4,207,000,000","861,000,000","1,005,000,000","1,262,000,000","1,079,000,000","968,000,000","1,159,000,000","1,122,000,000","528,000,000","760,000,000","729,000,000","1,428,000,000","808,000,000","920,000,000","826,000,000","1,300,000,000","325,000,000","944,000,000","810,000,000","993,000,000","500,000,000","633,000,000","93,000,000","548,000,000","471,000,000","557,000,000","-716,000,000","7,268,000,000","427,000,000","312,000,000","507,000,000","902,000,000","642,000,000","150,000,000","1,714,000,000","1,030,000,000","617,000,000","574,000,000","543,000,000","659,000,000","1,034,000,000","819,000,000","842,000,000","927,000,000",,,,,"939,000,000","1,893,000,000","711,000,000","826,000,000","829,000,000","662,000,000","163,000,000","1,398,000,000","732,000,000","608,000,000","585,000,000","596,000,000","707,000,000","702,000,000","624,000,000","748,000,000","682,000,000","1,006,000,000","773,000,000","674,000,000","472,000,000","713,000,000","628,000,000","779,000,000","698,000,000","560,000,000","869,000,000","810,000,000","949,000,000","848,000,000","931,000,000","869,000,000","901,000,000","693,000,000","548,000,000","503,000,000","505,000,000","326,000,000"
		OperatingGainsLosses,"-1,138,000,000","-74,000,000","-100,000,000","-355,000,000","-609,000,000","39,000,000","-377,000,000","-429,000,000","-210,000,000","-209,000,000","-105,000,000","-114,000,000","-129,000,000","-136,000,000","-170,000,000","-971,000,000","49,000,000","-94,000,000","-266,000,000","-290,000,000","-53,000,000","-66,000,000","336,000,000","-45,000,000","-88,000,000","-128,000,000","1,059,000,000","-7,135,000,000","131,000,000","157,000,000","-215,000,000","-413,000,000","1,000,000","492,000,000","606,000,000","0","-6,000,000","-22,000,000",,,"112,000,000","69,000,000","42,000,000","91,000,000",,,,,"0","-1,596,000,000","-11,000,000","0",,,"-122,000,000","218,000,000","58,000,000","34,000,000","61,000,000","503,000,000","-8,000,000","-12,000,000","37,000,000","-337,000,000","-71,000,000","171,000,000","236,000,000","-7,000,000","21,000,000","-12,000,000","182,000,000","27,000,000","97,000,000","296,000,000","-25,000,000",,,,"-85,000,000","0","231,000,000","27,000,000","16,000,000","37,000,000","-8,000,000","29,000,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0","-121,000,000","-71,000,000","0","-3,000,000",,,"0","0",,,"-2,000,000","-187,000,000",,,"-9,000,000","0",,,"1,091,000,000","-7,151,000,000","131,000,000","-551,000,000","-215,000,000","-413,000,000","0","0","-2,000,000","0","-6,000,000","-22,000,000",,,,,,,,,"6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,176,000,000","-112,000,000","-100,000,000","-355,000,000","-609,000,000","-71,000,000","-562,000,000","-429,000,000","-210,000,000","-209,000,000","-105,000,000","-111,000,000","-88,000,000","-136,000,000","-170,000,000","-971,000,000","-91,000,000","-94,000,000","-264,000,000","-103,000,000","-67,000,000","-66,000,000","-83,000,000","-45,000,000","-88,000,000","-128,000,000","-72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,000,000","69,000,000","42,000,000","91,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,104,000,000","275,000,000","276,000,000","273,000,000","280,000,000","284,000,000","303,000,000","285,000,000","272,000,000","256,000,000","270,000,000","260,000,000","259,000,000","258,000,000","198,000,000","206,000,000","200,000,000","207,000,000","212,000,000","209,000,000","195,000,000","200,000,000","208,000,000","207,000,000","201,000,000","207,000,000","231,000,000","206,000,000","225,000,000","232,000,000","262,000,000","264,000,000","271,000,000","262,000,000","269,000,000","276,000,000","266,000,000","266,000,000","280,000,000","356,000,000","352,000,000","357,000,000","368,000,000","375,000,000","370,000,000","372,000,000","421,000,000","340,000,000","366,000,000","313,000,000","272,000,000","227,000,000","217,000,000","215,000,000","234,000,000","245,000,000","259,000,000","248,000,000","224,000,000","220,000,000","222,000,000","220,000,000","237,000,000","221,000,000","217,000,000","216,000,000","228,000,000","215,000,000","218,000,000","218,000,000","246,000,000","209,000,000","215,000,000","209,000,000","223,000,000","202,000,000","195,000,000","193,000,000","194,000,000","178,000,000","172,000,000","172,000,000","418,000,000","389,000,000","410,000,000","425,000,000"
			DepreciationAndAmortization,"1,104,000,000","275,000,000","276,000,000","273,000,000","280,000,000","284,000,000","303,000,000","285,000,000","272,000,000","256,000,000","270,000,000","260,000,000","259,000,000","258,000,000","198,000,000","206,000,000","200,000,000","207,000,000","212,000,000","209,000,000","195,000,000","200,000,000","208,000,000","207,000,000","201,000,000","207,000,000","231,000,000","206,000,000","225,000,000","232,000,000","262,000,000","264,000,000","271,000,000","262,000,000","269,000,000","276,000,000","266,000,000","266,000,000","280,000,000","356,000,000","352,000,000","357,000,000","368,000,000","375,000,000","370,000,000","372,000,000","421,000,000","340,000,000","366,000,000","313,000,000","272,000,000","227,000,000","217,000,000","215,000,000","234,000,000","245,000,000","259,000,000","248,000,000","224,000,000","220,000,000","222,000,000","220,000,000","237,000,000","221,000,000","217,000,000","216,000,000","228,000,000","215,000,000","218,000,000","218,000,000","246,000,000","209,000,000","215,000,000","209,000,000","223,000,000","202,000,000","195,000,000","193,000,000","194,000,000","178,000,000","172,000,000","172,000,000","418,000,000","389,000,000","410,000,000","425,000,000"
