name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"3,400,000","-2,900,000","-14,100,000","59,400,000","-39,000,000","-50,300,000","-2,800,000","15,200,000","70,300,000","-19,900,000","38,000,000","64,300,000","62,200,000","27,400,000","104,500,000","-6,000,000","-4,200,000","-19,100,000","-23,200,000","32,300,000","5,100,000","-40,700,000","22,900,000","32,900,000","4,400,000","-56,100,000","80,300,000","136,100,000","70,600,000","89,400,000","168,300,000","122,600,000","-103,700,000","39,600,000","-71,200,000","75,600,000","68,500,000","-33,800,000","90,668,000","244,886,000","27,464,000","17,090,000","64,337,000","69,999,000","-27,652,000","-42,906,000","46,441,000","45,135,000","-14,764,000","57,331,000","-9,724,000","53,140,000","24,805,000","32,633,000","54,662,000","-36,026,000","49,276,000","62,429,000","41,787,000","43,643,000","39,290,000","42,826,000","33,710,000","34,263,000","38,680,000","60,115,000","63,768,000"
	CashFlowFromContinuingOperatingActivities,"3,400,000","-2,900,000","-14,100,000","59,400,000","-39,000,000","-50,300,000","-2,800,000","15,200,000","70,300,000","-19,900,000","38,000,000","64,300,000","62,200,000","27,400,000","105,200,000","-6,000,000","-4,200,000","-19,100,000","0","32,300,000","5,100,000","-40,700,000","22,900,000","32,900,000","4,400,000","-56,100,000","80,300,000","136,100,000","70,600,000","89,400,000","168,300,000","122,600,000","-103,700,000","39,600,000","-71,200,000","75,600,000","68,500,000","-33,800,000","90,668,000","244,886,000","27,464,000","17,090,000","64,337,000","69,999,000","-27,652,000","-42,906,000","46,441,000","45,135,000","-14,764,000","57,331,000","-9,724,000","53,140,000","24,805,000","32,633,000","54,662,000","-36,026,000","49,276,000","62,429,000","41,787,000","43,643,000","39,290,000","42,826,000","33,710,000","34,263,000","38,680,000","60,115,000","63,768,000"
		NetIncomeFromContinuingOperations,"-209,500,000","-95,500,000","-87,100,000","51,500,000","-78,400,000","-146,100,000","-82,100,000","-56,100,000","3,600,000","-14,400,000","-38,600,000","-4,600,000","-16,800,000","16,400,000","19,100,000","-16,000,000","-51,200,000","-2,900,000","-11,100,000","-23,600,000","9,600,000","-6,200,000","-79,600,000","-33,400,000","-147,900,000","-67,700,000","-116,800,000","-48,900,000","2,500,000","23,800,000","-63,500,000","9,400,000","-8,300,000","-49,800,000","-15,500,000","-34,800,000","7,800,000","46,000,000","45,736,000","42,416,000","65,662,000","51,923,000","26,872,000","19,614,000","-7,651,000","4,201,000","9,454,000","21,221,000","-907,000","-13,067,000","8,167,000","3,967,000","-25,987,000","75,638,000","18,536,000","-12,515,000","41,808,000","-3,392,000","7,791,000","9,456,000","37,417,000","28,210,000","31,522,000","35,674,000","23,154,000","3,532,000","32,145,000"
		OperatingGainsLosses,,,,,,,"17,400,000","9,200,000","1,200,000","-31,600,000","12,500,000","5,400,000","11,900,000","2,200,000","-31,100,000","2,400,000","57,400,000","-1,400,000","-241,700,000","12,300,000","-1,000,000","-9,200,000","5,300,000","5,400,000","95,200,000","7,300,000","29,000,000","39,500,000","16,600,000","27,900,000","31,400,000","25,900,000","-23,600,000","-5,900,000","15,800,000","-2,400,000","4,000,000","-24,500,000",,,,,,,,,,,,,"4,455,000","0",,,,,,,,,,,"13,000","28,000","-20,765,000","20,815,000","5,017,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,"700,000","1,900,000",,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,"11,700,000",,,,,,"2,400,000","200,000","1,300,000","1,500,000","200,000","-1,500,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"18,400,000","9,200,000","1,200,000","-31,600,000","5,900,000","5,400,000","12,200,000","2,600,000","-29,800,000","2,400,000","-800,000","-2,000,000","-1,400,000","9,700,000","-1,300,000","-10,600,000","3,600,000","4,900,000","-23,800,000","-4,600,000","11,800,000","5,000,000","-5,200,000","27,900,000","23,200,000","25,600,000","-23,600,000","-24,600,000","-2,800,000","-2,400,000","4,000,000","-24,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,"-400,000","200,000","100,000","100,000","200,000","300,000","7,100,000","11,100,000","14,300,000","34,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,,,,,,"26,300,000","26,200,000","26,200,000","26,400,000","27,500,000","27,400,000","27,000,000","28,200,000","29,300,000","29,600,000","29,500,000","29,700,000","24,200,000","48,600,000","40,900,000","41,100,000","44,000,000","44,500,000","43,800,000","38,800,000","38,000,000","36,000,000","36,000,000","35,400,000","37,600,000","35,400,000","35,400,000","30,200,000","29,600,000","29,400,000","29,500,000","29,300,000","17,526,000","27,696,000","23,301,000","23,146,000","22,461,000","17,222,000","17,065,000","17,645,000","10,223,000","18,420,000","18,017,000","17,491,000","18,081,000","18,766,000","18,084,000","17,732,000","18,319,000","16,480,000","15,250,000","11,680,000","4,211,000","4,248,000","4,775,000","4,541,000","3,365,000","2,822,000","2,961,000","2,673,000","2,972,000"
			DepreciationAndAmortization,,,,,,,"26,300,000","26,200,000","26,200,000","26,400,000","27,500,000","27,400,000","27,000,000","28,200,000","29,300,000","29,600,000","29,500,000","29,700,000","24,200,000","48,600,000","40,900,000","41,100,000","44,000,000","44,500,000","43,800,000","38,800,000","38,000,000","36,000,000","36,000,000","35,400,000","37,600,000","35,400,000","35,400,000","30,200,000","29,600,000","29,400,000","29,500,000","29,300,000","17,526,000","27,696,000","23,301,000","23,146,000","22,461,000","17,222,000","17,065,000","17,645,000","10,223,000","18,420,000","18,017,000","17,491,000","18,081,000","18,766,000","18,084,000","17,732,000","18,319,000","16,480,000","15,250,000","11,680,000","4,211,000","4,248,000","4,775,000","4,541,000","3,365,000","2,822,000","2,961,000","2,673,000","2,972,000"
