name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,05/31/1989,05/31/1988,05/31/1987,05/31/1986
TotalAssets,"1,139,248,000","1,188,361,000","1,189,046,000","1,224,053,000","1,225,829,000","1,254,178,000","1,316,422,000","1,405,397,000","1,441,386,000","1,359,186,000","1,340,143,000","1,351,679,000","1,342,396,000","989,331,000","986,686,000","1,002,226,000","992,056,000","1,017,797,000","983,860,000","968,514,000","928,006,000","911,266,000","816,718,000","816,030,000","806,903,000","799,587,000","804,974,000","809,042,000","778,763,000","778,859,000","767,542,000","768,923,000","743,465,000","750,394,000","749,298,000","746,696,000","748,663,000","758,115,000","730,694,000","733,011,000","731,584,000","727,802,000","685,821,000","694,446,000","697,250,000","700,184,000","696,640,000","704,411,000","700,300,000","704,740,000","710,822,000","711,523,000","705,190,000","709,927,000","718,406,000","721,648,000","670,661,000","676,546,000","682,017,000","698,383,000","640,830,000","678,575,000","603,911,000","587,234,000","816,177,000","803,999,000","811,542,000","787,499,000","823,892,000","828,170,000","751,751,000","744,869,000","741,615,000","744,086,000","743,441,000","755,457,000","748,660,000","753,256,000","768,830,000","774,786,000","772,704,000","773,344,000","773,911,000","758,659,000","765,041,000","751,576,000","740,791,000","723,776,000","701,444,000","687,500,000","678,200,000","676,100,000","649,100,000","633,500,000","616,600,000","608,500,000","563,100,000","555,300,000","550,800,000","522,000,000","516,900,000","525,100,000","475,300,000","455,300,000","427,600,000","413,200,000","415,200,000","407,100,000","392,100,000","381,100,000","370,800,000","361,600,000","335,900,000","327,600,000","314,300,000","309,500,000","290,300,000","285,100,000","278,600,000","274,400,000","268,500,000","264,300,000","256,600,000","255,100,000","250,000,000","245,200,000","236,700,000","230,800,000","219,000,000","214,400,000","197,900,000","181,400,000","167,300,000","156,300,000"
	CurrentAssets,"64,739,000","99,946,000","83,967,000","85,888,000","63,654,000","67,817,000","91,690,000","157,990,000","173,327,000","79,264,000","54,923,000","63,859,000","56,224,000","68,949,000","57,368,000","67,303,000","57,455,000","76,721,000","62,458,000","62,168,000","40,017,000","36,143,000","41,334,000","43,825,000","45,329,000","47,388,000","61,722,000","45,573,000","35,911,000","42,005,000","36,352,000","36,665,000","31,410,000","39,810,000","40,429,000","36,137,000","36,145,000","37,719,000","35,654,000","33,636,000","29,606,000","30,386,000","28,920,000","32,157,000","32,606,000","31,789,000","33,567,000","35,293,000","34,213,000","34,009,000","32,661,000","30,144,000","31,861,000","33,142,000","45,614,000","49,227,000","41,689,000","45,473,000","48,302,000","59,353,000","82,423,000","144,529,000","86,929,000","78,903,000","331,870,000","321,308,000","331,355,000","332,100,000","382,621,000","399,121,000","309,242,000","38,152,000","39,763,000","43,967,000","39,601,000","50,865,000","32,254,000","26,003,000","33,186,000","37,409,000","34,005,000","34,026,000","35,789,000","28,265,000","43,173,000","33,408,000","33,304,000","28,395,000","32,145,000","26,200,000","22,300,000","26,700,000","24,400,000","23,700,000","24,000,000","28,400,000","21,800,000","23,400,000","36,700,000","18,200,000","31,900,000","52,600,000","18,500,000","31,600,000","26,600,000","28,700,000","44,200,000","21,600,000","27,100,000","26,300,000","23,100,000","27,400,000","32,300,000","34,800,000","28,800,000","33,400,000","25,000,000","26,200,000","26,100,000","24,700,000","20,800,000","19,100,000","18,400,000","19,500,000","18,400,000","20,600,000","24,400,000","22,100,000","19,100,000","20,600,000","16,700,000","21,700,000","17,800,000","21,400,000"
		CashCashEquivalentsAndShortTermInvestments,"19,431,000","22,275,000","8,629,000","8,667,000","6,013,000","8,160,000","8,244,000","79,596,000","126,472,000","26,687,000","7,451,000","11,693,000","8,361,000","22,416,000","7,346,000","13,304,000","8,211,000","16,248,000","6,566,000","8,334,000","10,718,000","3,239,000","5,870,000","8,344,000","8,963,000","6,118,000","5,721,000","6,723,000","6,330,000","9,033,000","5,435,000","6,780,000","4,260,000","12,530,000","12,214,000","10,158,000","8,626,000","9,729,000","7,640,000","6,020,000","13,733,000","11,235,000","6,756,000","8,890,000","10,076,000","9,508,000","9,991,000","9,132,000","9,886,000","7,371,000","8,231,000","6,796,000","11,025,000","10,413,000","12,823,000","13,440,000","9,503,000","10,724,000","12,629,000","12,018,000","22,876,000","11,507,000","46,268,000","34,528,000","292,684,000","273,632,000","283,847,000","259,057,000","176,261,000","195,881,000","13,691,000","9,629,000","3,490,000","7,194,000","4,490,000","6,039,000","6,515,000","2,629,000","4,975,000","5,614,000","7,137,000","6,175,000","4,649,000","1,499,000","3,525,000","463,000","2,120,000","2,935,000","10,117,000","6,900,000","4,300,000","3,500,000","2,400,000","1,400,000","3,000,000","4,700,000","7,000,000","7,400,000","21,900,000","8,000,000","21,000,000","40,200,000","1,900,000","15,500,000","12,700,000","13,800,000","27,500,000","8,800,000","9,500,000","6,400,000","7,500,000","10,000,000","15,400,000","15,700,000","8,000,000","15,800,000","7,200,000","8,400,000","9,400,000","8,100,000","4,700,000","4,200,000","4,100,000","7,400,000","6,300,000","10,300,000","14,300,000","10,200,000","6,000,000","8,200,000","6,400,000","11,900,000","7,800,000","8,000,000"
			CashAndCashEquivalents,"19,431,000","17,658,000","8,629,000","8,667,000","6,013,000","6,745,000","8,244,000","79,596,000","126,472,000","20,862,000","7,451,000","11,693,000","8,361,000","17,114,000","7,346,000","13,304,000","8,211,000","16,248,000","6,566,000","8,334,000","10,718,000","3,239,000","5,870,000","8,344,000","8,963,000","6,118,000","5,721,000","6,723,000","6,330,000","9,033,000","5,435,000","6,780,000","4,260,000","12,530,000","12,214,000","10,158,000","8,626,000","9,729,000","7,640,000","6,020,000","13,733,000","11,235,000","6,756,000","8,890,000","10,076,000","9,508,000","9,991,000","9,132,000","9,886,000","7,371,000","8,231,000","6,796,000","11,025,000","10,413,000","12,823,000","13,440,000","9,503,000","10,724,000","12,629,000","12,018,000","22,876,000","11,507,000","46,268,000","34,528,000","292,684,000","273,632,000","283,847,000","259,057,000","176,261,000","195,881,000","13,691,000","9,629,000","3,490,000","7,194,000","4,490,000","6,039,000","6,515,000","2,629,000","4,975,000","5,614,000","7,137,000","6,175,000","4,649,000","1,499,000","3,525,000","463,000","2,120,000","2,935,000","10,117,000","6,900,000","4,300,000","3,500,000","2,400,000","1,400,000","3,000,000","4,700,000","7,000,000","7,400,000","21,900,000","8,000,000","21,000,000","40,200,000","1,900,000","15,500,000","12,700,000","13,800,000","27,500,000","8,800,000","9,500,000","6,400,000","7,500,000","10,000,000","15,400,000","15,700,000","8,000,000","15,800,000","7,200,000","8,400,000","9,400,000","8,100,000","4,700,000","4,200,000","4,100,000","7,400,000","6,300,000","10,300,000","14,300,000","10,200,000","6,000,000","8,200,000","6,400,000","11,900,000","7,800,000","8,000,000"
				CashFinancial,,"17,658,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,"4,617,000",,,,"1,415,000",,,,"5,825,000",,,,"5,302,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"21,407,000","55,672,000","41,859,000","36,177,000","31,439,000","39,206,000","61,341,000","58,892,000","25,203,000","35,381,000","23,566,000","28,476,000","26,211,000","31,667,000","29,537,000","34,392,000","30,878,000","42,565,000","34,627,000","32,983,000","13,646,000","16,433,000","19,334,000","19,335,000","10,762,000","13,421,000","19,829,000","20,361,000","11,036,000","14,608,000","12,232,000","12,430,000","10,665,000","10,311,000","11,712,000","8,823,000","11,214,000","9,811,000","10,553,000","11,417,000","1,072,000","10,523,000","9,836,000","10,712,000","9,673,000","9,421,000","10,176,000","16,143,000","15,469,000","15,371,000","12,448,000","12,433,000","12,806,000","14,257,000","16,619,000","21,308,000","18,499,000","20,681,000","20,517,000","26,628,000","16,554,000","17,634,000","19,659,000","17,907,000","16,081,000","17,545,000","16,489,000","12,486,000","11,031,000","12,623,000","13,687,000","15,757,000","19,555,000","21,885,000","22,518,000","29,685,000","16,961,000","16,792,000","22,015,000","19,804,000","19,217,000","18,535,000","21,438,000","16,954,000","27,139,000","20,055,000","23,278,000","14,376,000","12,110,000","14,200,000","15,000,000","12,800,000","12,800,000","16,600,000","18,000,000","15,600,000","10,600,000","11,800,000","10,000,000","6,600,000","7,300,000","8,900,000","14,200,000","13,700,000","9,900,000","11,200,000","1,600,000","6,200,000","13,600,000","16,400,000","13,100,000","14,300,000","14,600,000","16,100,000","17,600,000","15,900,000","15,500,000","15,400,000","15,400,000","14,500,000","14,300,000","13,000,000","11,000,000","9,500,000","10,000,000","8,500,000","8,600,000","8,500,000","10,400,000","10,000,000","7,400,000","7,200,000","7,600,000","10,300,000"
			AccountsReceivable,"21,407,000","8,981,000","18,808,000","11,303,000","6,572,000","405,000","6,907,000","7,312,000","14,765,000","9,327,000","23,566,000","28,072,000","20,329,000","8,538,000","26,006,000","30,992,000","19,157,000","11,247,000","24,269,000","24,762,000","13,646,000","6,349,000","15,456,000","19,335,000","10,762,000","13,421,000","19,829,000","6,363,000","10,866,000","14,608,000","12,232,000","5,023,000","10,665,000","10,311,000","11,712,000","4,539,000","8,192,000","11,078,000","10,553,000","4,193,000","8,943,000","11,532,000","10,773,000","3,807,000","8,962,000","9,421,000","10,176,000","9,323,000","8,601,000","13,422,000","12,303,000","12,239,000","11,233,000","13,956,000","14,257,000","16,549,000","18,145,000","17,795,000","16,771,000","19,956,000","15,816,000","17,634,000","16,201,000","4,715,000","16,081,000","14,653,000","13,771,000","8,911,000","8,144,000","10,187,000","11,386,000","6,533,000","14,380,000","17,467,000","18,369,000","26,059,000","13,539,000","13,602,000","18,043,000","16,044,000","14,366,000","14,499,000","18,502,000","14,207,000",,"20,055,000",,,"12,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"22,283,000","9,982,000","19,942,000","12,454,000","7,768,000","1,689,000","7,941,000","8,584,000","15,763,000","10,089,000","23,836,000",,,"8,899,000","26,238,000","31,185,000","19,370,000","11,408,000","24,439,000","24,982,000","13,852,000","6,553,000","15,644,000","19,516,000","11,006,000","13,675,000","20,074,000","6,608,000","12,460,000","16,110,000","13,721,000","6,446,000","12,156,000","11,743,000","13,042,000","5,863,000","9,522,000",,"11,690,000","5,259,000",,,,"4,687,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-876,000","-1,001,000","-1,134,000","-1,151,000","-1,196,000","-1,284,000","-1,034,000","-1,272,000","-998,000","-762,000","-270,000",,,"-361,000","-232,000","-193,000","-213,000","-161,000","-170,000","-220,000","-206,000","-204,000","-188,000","-181,000","-244,000","-254,000","-245,000","-245,000","-1,594,000","-1,502,000","-1,489,000","-1,423,000","-1,491,000","-1,432,000","-1,330,000","-1,324,000","-1,330,000",,"-1,137,000","-1,066,000",,,,"-880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
