name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"2,248,100,000","564,100,000","615,100,000","553,700,000","515,200,000","417,600,000","369,600,000","363,300,000","344,800,000","320,900,000","286,369,000","254,323,000","265,367,000","260,141,000","257,389,000","234,079,000","290,213,000","314,842,000","248,886,000","242,610,000","228,261,000","204,594,000","174,545,000","146,154,000","129,831,000","112,229,000","103,420,000","122,816,000","117,549,000","125,318,000","120,015,000","117,041,000","132,677,000","144,224,000","126,268,000","107,183,000","110,107,000","100,464,000","90,067,000","100,849,000","101,949,000","110,565,000","86,873,000","105,306,000","133,741,000","126,719,000","120,303,000","118,486,000","105,878,000","98,467,000","72,781,000","41,324,000","23,252,000","22,400,000","47,070,000","60,128,000","67,364,000","92,357,000","92,758,000","95,535,000","104,722,000","110,792,000","107,499,000","104,065,000","68,469,000","57,195,000","38,780,000","27,540,000","39,289,000","41,924,000","41,348,000","47,509,000","54,508,000","40,837,000","25,758,000","16,726,000","17,410,000","17,626,000"
	OperatingRevenue,"2,248,100,000","564,100,000","615,100,000","553,700,000","515,200,000","417,600,000","369,600,000","363,300,000","344,800,000","320,900,000","286,369,000","254,323,000","265,367,000","260,141,000","257,389,000","234,079,000","290,213,000","314,842,000","248,886,000","242,610,000","228,261,000","204,594,000","174,545,000","146,154,000","129,831,000","112,229,000","103,420,000","122,816,000","117,549,000","125,318,000","120,015,000","117,041,000","132,677,000","144,224,000","126,268,000","107,183,000","110,107,000","100,464,000","90,067,000","100,849,000","101,949,000","110,565,000","86,873,000","105,306,000","133,741,000","126,719,000","120,303,000","118,486,000","105,878,000","98,467,000","72,781,000","41,324,000","23,252,000","22,400,000","47,070,000","60,128,000","67,364,000","92,357,000","92,758,000","95,535,000","104,722,000","110,792,000","107,499,000","104,065,000","68,469,000","57,195,000","38,780,000","27,540,000","39,289,000","41,924,000","41,348,000","47,509,000","54,508,000","40,837,000","25,758,000","16,726,000","17,410,000","17,626,000"
CostOfRevenue,"1,791,300,000","450,400,000","486,000,000","439,600,000","415,300,000","330,700,000","292,000,000","288,700,000","270,900,000","255,200,000","230,039,000","206,819,000","217,198,000","215,344,000","211,412,000","199,084,000","244,148,000","266,038,000","204,819,000","199,914,000","184,890,000","167,099,000","144,844,000","122,663,000","110,810,000","97,659,000","90,079,000","103,868,000","98,727,000","105,399,000","101,652,000","106,734,000","111,525,000","120,913,000","104,698,000","91,350,000","94,004,000","86,641,000","78,516,000","86,526,000","87,695,000","94,905,000","77,278,000","92,454,000","114,748,000","109,167,000","105,532,000","101,285,000","91,083,000","86,091,000","64,324,000","38,041,000","24,106,000","25,270,000","46,654,000","54,660,000","59,842,000","80,297,000","81,241,000","82,165,000","88,906,000","94,035,000","91,085,000","88,694,000","57,759,000","49,004,000","33,516,000","24,967,000","33,698,000","35,275,000","34,945,000","39,706,000","45,586,000","34,756,000","21,695,000","14,605,000","14,768,000","16,245,000"
GrossProfit,"456,800,000","113,700,000","129,100,000","114,100,000","99,900,000","86,900,000","77,600,000","74,600,000","73,900,000","65,700,000","56,330,000","47,504,000","48,169,000","44,797,000","45,977,000","34,995,000","46,065,000","48,804,000","44,067,000","42,696,000","43,371,000","37,495,000","29,701,000","23,491,000","19,021,000","14,570,000","13,341,000","18,948,000","18,822,000","19,919,000","18,363,000","10,307,000","21,152,000","23,311,000","21,570,000","15,833,000","16,103,000","13,823,000","11,551,000","14,323,000","14,254,000","15,660,000","9,595,000","12,852,000","18,993,000","17,552,000","14,771,000","17,201,000","14,795,000","12,376,000","8,457,000","3,283,000","-854,000","-2,870,000","416,000","5,468,000","7,522,000","12,060,000","11,517,000","13,370,000","15,816,000","16,757,000","16,414,000","15,371,000","10,710,000","8,191,000","5,264,000","2,573,000","5,591,000","6,649,000","6,403,000","7,803,000","8,922,000","6,081,000","4,063,000","2,121,000","2,642,000","1,381,000"
OperatingExpense,"265,800,000","68,000,000","66,300,000","63,500,000","68,000,000","46,500,000","44,500,000","39,700,000","43,100,000","43,100,000","51,839,000","39,246,000","39,198,000","36,617,000","35,767,000","34,073,000","23,401,000","21,896,000","22,110,000","19,434,000","18,966,000","17,722,000","17,031,000","16,791,000","15,302,000","15,268,000","16,655,000","15,869,000","15,394,000","17,271,000","13,437,000","14,270,000","13,093,000","14,150,000","13,302,000","12,442,000","12,476,000","13,202,000","12,962,000","13,687,000","9,338,000","9,393,000","8,039,000","8,542,000","9,500,000","9,365,000","9,009,000","8,675,000","8,226,000","7,753,000","6,325,000","5,048,000","5,430,000","7,288,000","7,860,000","7,776,000","8,185,000","9,048,000","8,946,000","7,842,000","8,303,000","8,862,000","8,093,000","7,321,000","5,495,000","4,443,000","4,601,000","3,496,000","4,473,000","4,945,000","4,072,000","4,600,000","3,753,000","3,336,000","2,298,000","1,687,000","2,872,000","1,552,000"
	SellingGeneralAndAdministration,"238,700,000","61,200,000","58,600,000","57,000,000","61,900,000","42,300,000","40,400,000","36,200,000","39,300,000","39,700,000","48,225,000","35,612,000","35,277,000","33,186,000","31,708,000","30,789,000","20,486,000","18,867,000","18,846,000","16,712,000","16,192,000","14,816,000","14,213,000","14,344,000","12,943,000","12,992,000","14,396,000","13,517,000","12,993,000","14,705,000","11,741,000","12,464,000","11,295,000","12,383,000","11,915,000","11,032,000","10,987,000","11,945,000","11,844,000","12,378,000","8,050,000","7,987,000","6,777,000","7,290,000","8,063,000","7,760,000","7,473,000","7,220,000","6,836,000","6,696,000","5,548,000","4,277,000","4,682,000","6,372,000","6,831,000","7,292,000","7,579,000","8,263,000","8,236,000","7,194,000","7,518,000","8,020,000","7,179,000","6,515,000","4,762,000","3,845,000","4,171,000","3,001,000","3,724,000","4,258,000","3,558,000","3,914,000","3,092,000","2,784,000","2,163,000","1,328,000","2,537,000","1,226,000"
		GeneralAndAdministrativeExpense,"184,300,000","47,400,000","44,500,000","43,200,000","49,200,000","34,700,000","33,000,000","30,200,000","33,400,000","33,900,000","42,463,000","29,735,000","29,911,000","27,791,000","26,676,000","26,950,000","16,856,000","15,062,000","15,162,000","13,050,000","12,841,000","11,765,000","11,182,000","11,525,000","10,158,000","10,059,000","11,391,000","10,673,000","10,188,000","11,860,000","9,055,000","9,971,000","8,703,000","9,722,000","9,428,000","8,471,000","8,522,000","9,626,000","10,026,000","10,573,000","6,384,000","6,243,000","5,274,000","5,611,000","6,045,000","5,703,000","5,509,000","5,359,000","4,941,000","5,063,000","4,077,000","3,250,000","3,517,000","5,342,000",,,,,,,,,,,,,,,,,,,,,,"733,000","1,984,000","755,000"
			OtherGandA,"184,300,000","47,400,000","44,500,000","43,200,000","49,200,000","34,700,000","33,000,000","30,200,000","33,400,000","33,900,000","42,463,000","29,735,000","29,911,000","27,791,000","26,676,000","26,950,000","16,856,000","15,062,000","15,162,000","13,050,000","12,841,000","11,765,000","11,182,000","11,525,000","10,158,000","10,059,000","11,391,000","10,673,000","10,188,000","11,860,000","9,055,000","9,971,000","8,703,000","9,722,000","9,428,000","8,471,000","8,522,000","9,626,000","10,026,000","10,573,000","6,384,000","6,243,000","5,274,000","5,611,000","6,045,000","5,703,000","5,509,000","5,359,000","4,941,000","5,063,000","4,077,000","3,250,000","3,517,000","5,342,000",,,,,,,,,,,,,,,,,,,,,,"733,000","1,984,000","755,000"
		SellingAndMarketingExpense,"54,400,000","13,800,000","14,100,000","13,800,000","12,700,000","7,600,000","7,400,000","6,000,000","5,900,000","5,800,000","5,762,000","5,877,000","5,366,000","5,395,000","5,032,000","3,839,000","3,630,000","3,805,000","3,684,000","3,662,000","3,351,000","3,051,000","3,031,000","2,819,000","2,785,000","2,933,000","3,005,000","2,844,000","2,805,000","2,845,000","2,686,000","2,493,000","2,592,000","2,661,000","2,487,000","2,561,000","2,465,000","2,319,000","1,818,000","1,805,000","1,666,000","1,744,000","1,503,000","1,679,000","2,018,000","2,057,000","1,964,000","1,861,000","1,895,000","1,633,000","1,471,000","1,027,000","1,165,000","1,030,000",,,,,,,,,,,,,,,,,,,,,,"595,000","553,000","471,000"
	ResearchAndDevelopment,"27,100,000","6,800,000","7,700,000","6,500,000","6,100,000","4,200,000","4,100,000","3,500,000","3,800,000","3,400,000","3,614,000","3,634,000","3,921,000","3,431,000","4,059,000","3,284,000","2,915,000","3,029,000","3,264,000","2,722,000","2,774,000","2,906,000","2,818,000","2,447,000","2,359,000","2,276,000","2,259,000","2,352,000","2,401,000","2,566,000","1,696,000","1,806,000","1,798,000","1,767,000","1,387,000","1,410,000","1,489,000","1,257,000","1,118,000","1,309,000","1,288,000","1,406,000","1,262,000","1,252,000","1,437,000","1,605,000","1,536,000","1,455,000","1,390,000","1,057,000","777,000","771,000","748,000","916,000","1,029,000","484,000","606,000","785,000","710,000","648,000","785,000","842,000","914,000","806,000","733,000","598,000","430,000","495,000","749,000","687,000","514,000","686,000","661,000","552,000","338,000","290,000","268,000","259,000"
