name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005
TotalAssets,"3,699,640,000","3,930,665,000","3,760,648,000","3,758,311,000","3,737,874,000","3,739,810,000","3,753,082,000","3,769,713,000","3,920,816,000","3,516,757,000","3,751,931,000","3,525,367,000","3,433,442,000","3,592,429,000","3,623,890,000","3,623,990,000","3,635,690,000","3,999,967,000","4,060,650,000","4,320,312,000","4,350,740,000","4,449,347,000","4,388,297,000","4,298,499,000","4,355,017,000","4,434,535,000","4,739,874,000","4,781,302,000","4,819,862,000","4,795,501,000","4,778,302,000","4,661,826,000","4,611,945,000","4,666,088,000","4,576,553,000","4,523,302,000","4,538,661,000","4,254,875,000","4,285,831,000","4,328,308,000","4,326,698,000","4,447,834,000","4,613,118,000","4,560,206,000","4,563,272,000","4,373,480,000","4,389,585,000","4,405,501,000","4,428,410,000","4,395,345,000","4,431,851,000","4,494,484,000","4,542,347,000","4,557,330,000","4,604,707,000","4,718,266,000","4,579,951,000","4,579,746,000","4,537,123,000","4,551,577,000","4,378,714,000","4,450,690,000","4,429,794,000","4,398,350,000"
	CurrentAssets,"196,400,000","320,424,000","328,415,000","327,665,000","312,638,000","308,709,000","217,953,000","225,398,000","210,074,000","198,316,000","234,751,000","222,750,000","207,193,000","224,107,000","233,496,000","222,811,000","214,532,000","252,329,000","259,751,000","251,004,000","233,652,000","222,989,000","218,372,000","235,566,000","212,567,000","254,145,000","341,708,000","287,609,000","239,830,000","238,633,000","237,868,000","221,729,000","210,172,000","202,295,000","202,035,000","187,113,000","189,642,000","173,316,000","218,064,000","236,484,000","217,368,000","288,951,000","198,143,000","207,278,000","219,063,000","276,750,000","296,052,000","294,893,000","284,519,000","219,724,000","230,831,000","220,356,000","232,304,000","216,509,000","246,985,000","324,653,000","242,507,000","211,108,000","206,546,000","189,967,000","187,426,000","175,027,000","167,110,000","170,287,000"
		CashCashEquivalentsAndShortTermInvestments,"7,211,000","7,419,000","8,189,000","8,122,000","10,689,000","7,331,000","23,958,000","36,469,000","7,920,000","13,545,000","10,284,000","7,748,000","4,625,000","4,571,000","6,807,000","8,944,000","6,729,000","7,382,000","36,108,000","9,596,000","6,808,000","6,992,000","6,032,000","21,109,000","4,732,000","5,441,000","7,702,000","8,997,000","7,479,000","12,306,000","8,815,000","8,563,000","9,271,000","6,973,000","15,972,000","10,500,000","17,575,000","12,957,000","20,763,000","26,869,000","28,679,000","139,690,000","16,128,000","21,404,000","42,151,000","56,718,000","67,539,000","81,066,000","76,994,000","10,004,000","17,339,000","17,529,000","31,905,000","20,333,000","47,977,000","135,756,000","56,665,000","65,016,000","58,847,000","55,677,000","55,055,000","44,131,000","37,268,000","48,973,000"
			CashAndCashEquivalents,"7,211,000","7,419,000","8,189,000","8,122,000","10,689,000","7,331,000","23,958,000","36,469,000","7,920,000","13,545,000","10,284,000","7,748,000","4,625,000","4,571,000","6,807,000","8,944,000","6,729,000","7,382,000","36,108,000","9,596,000","6,808,000","6,992,000","6,032,000","21,109,000","4,732,000","5,441,000","7,702,000","8,997,000","7,479,000","12,306,000","8,815,000","8,563,000","9,271,000","6,973,000","15,972,000","10,500,000","17,575,000","12,957,000","20,763,000","26,869,000","28,679,000","139,690,000","16,128,000","21,404,000","42,151,000","56,718,000","67,539,000","81,066,000","76,994,000","10,004,000","17,339,000","17,529,000","31,905,000","20,333,000","47,977,000","135,756,000","56,665,000","65,016,000","58,847,000","55,677,000","55,055,000","44,131,000","37,268,000","48,973,000"
		Receivables,"167,871,000","284,127,000","287,049,000","281,942,000","279,302,000","278,101,000","165,921,000","155,912,000","150,213,000","159,344,000","157,288,000","181,916,000","179,039,000","173,389,000","182,467,000","184,687,000","182,775,000","175,299,000","195,411,000","201,732,000","195,888,000","192,342,000","183,596,000","175,965,000","183,127,000","223,861,000","221,208,000","242,115,000","205,472,000","197,243,000","192,320,000","181,034,000","169,556,000","170,551,000","166,493,000","159,209,000","153,697,000","147,337,000","160,748,000","154,184,000","151,104,000","130,311,000","131,737,000","138,988,000","134,174,000","196,308,000","191,711,000","188,961,000","188,925,000","188,264,000","191,272,000","182,379,000","185,572,000","174,388,000","173,685,000","167,793,000","167,810,000","124,285,000","121,484,000","110,769,000","114,006,000","108,473,000","110,067,000","99,190,000"
			AccountsReceivable,"167,871,000","165,627,000","168,549,000","163,442,000","160,802,000","159,601,000","165,921,000","155,912,000","150,213,000","159,344,000","157,288,000","181,916,000","179,039,000","173,389,000","179,267,000","181,487,000","179,575,000","175,299,000","195,411,000","201,732,000","195,888,000","192,342,000","183,596,000","175,965,000","183,127,000","178,461,000","175,808,000","196,715,000","205,472,000","197,243,000","192,320,000","181,034,000","169,556,000","170,551,000","166,493,000","159,209,000","153,697,000","147,337,000","141,561,000","134,824,000","132,169,000","130,154,000","131,903,000","139,372,000","134,493,000","135,304,000","129,955,000","127,736,000","129,518,000","129,525,000","132,749,000","124,389,000","128,400,000","127,474,000","126,935,000","121,210,000","121,393,000",,,,,,,
				GrossAccountsReceivable,"171,871,000","169,627,000","173,514,000","168,407,000","165,767,000","164,154,000","170,752,000","160,777,000","150,213,000","159,344,000","157,288,000","181,916,000","179,039,000","173,893,000","179,866,000","182,084,000","180,042,000","175,838,000","195,946,000","202,319,000","196,325,000","192,539,000","183,901,000","176,106,000","183,263,000","178,544,000","175,894,000","196,825,000","205,578,000","197,474,000","192,612,000","181,319,000","169,829,000","170,897,000","166,799,000","159,477,000","154,072,000","147,683,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,000,000","-4,000,000","-4,965,000","-4,965,000","-4,965,000","-4,553,000","-4,831,000","-4,865,000",,,,,,"-504,000","-599,000","-597,000","-467,000","-539,000","-535,000","-587,000","-437,000","-197,000","-305,000","-141,000","-136,000","-83,000","-86,000","-110,000","-106,000","-231,000","-292,000","-285,000","-273,000","-346,000","-306,000","-268,000","-375,000","-346,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"0","118,500,000","118,500,000","118,500,000","118,500,000","118,500,000",,,,,,,,"0","3,200,000","3,200,000","3,200,000",,,,,"0",,"0","0","45,400,000","45,400,000","45,400,000",,,,,,,,,,,"19,000,000","19,000,000","19,000,000","0","0","0","0","61,144,000","60,671,000","60,101,000","59,407,000","58,739,000","58,523,000","57,990,000","57,172,000","46,914,000","46,750,000","46,583,000","46,417,000",,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"533,000","569,000","449,000","788,000","643,000","537,000","594,000","1,158,000",,,,,,,,,,,,,,,,,,
