name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"1,414,892,000","395,599,000","369,309,000","339,195,000","310,788,000","281,365,000","252,065,000","228,385,000","203,608,000","198,968,000","186,186,000","173,621,000","163,255,000","151,798,000","144,022,000","131,826,000","122,576,000","114,556,000","106,541,000","97,726,000","89,093,000","82,252,000","76,444,000","70,589,000","64,974,000","58,960,000","53,126,000","47,711,000","42,941,000","38,166,000","34,156,000","30,448,000","27,098,000","24,174,000","22,379,000","20,179,000"
	OperatingRevenue,"1,414,892,000","395,599,000","369,309,000","339,195,000","310,788,000","281,365,000","252,065,000","228,385,000","203,608,000","198,968,000","186,186,000","173,621,000","163,255,000","151,798,000","144,022,000","131,826,000","122,576,000","114,556,000","106,541,000","97,726,000","89,093,000","82,252,000","76,444,000","70,589,000","64,974,000","58,960,000","53,126,000","47,711,000","42,941,000","38,166,000","34,156,000","30,448,000","27,098,000","24,174,000","22,379,000","20,179,000"
CostOfRevenue,"277,059,000","72,936,000","71,639,000","69,606,000","62,877,000","54,734,000","47,295,000","42,603,000","38,777,000","38,285,000","35,975,000","33,263,000","31,142,000","29,578,000","27,364,000","25,765,000","24,851,000","22,377,000","21,056,000","19,010,000","18,591,000","17,072,000","16,887,000","15,812,000","15,195,000","13,971,000","13,707,000","12,478,000","11,273,000","10,465,000","10,523,000","9,705,000","8,282,000","7,664,000","7,855,000","7,382,000"
GrossProfit,"1,137,833,000","322,663,000","297,670,000","269,589,000","247,911,000","226,631,000","204,770,000","185,782,000","164,831,000","160,683,000","150,211,000","140,358,000","132,113,000","122,220,000","116,658,000","106,061,000","97,725,000","92,179,000","85,485,000","78,716,000","70,502,000","65,180,000","59,557,000","54,777,000","49,779,000","44,989,000","39,419,000","35,233,000","31,668,000","27,701,000","23,633,000","20,743,000","18,816,000","16,510,000","14,524,000","12,797,000"
OperatingExpense,"1,188,754,000","333,817,000","305,908,000","284,516,000","264,513,000","241,663,000","212,411,000","201,243,000","178,456,000","174,785,000","158,369,000","154,430,000","147,838,000","131,256,000","124,490,000","121,111,000","111,777,000","103,503,000","94,918,000","90,842,000","81,079,000","73,180,000","73,377,000","64,728,000","60,809,000","54,850,000","49,868,000","48,523,000","42,990,000","39,113,000","43,585,000","31,700,000","27,093,000","25,924,000","22,891,000","22,297,000"
	SellingGeneralAndAdministration,"862,444,000","241,081,000","222,911,000","206,043,000","192,409,000","173,267,000","156,848,000","146,787,000","129,084,000","128,583,000","115,612,000","114,583,000","107,382,000","96,079,000","92,485,000","90,350,000","83,292,000","77,151,000","72,632,000","72,014,000","65,190,000","59,810,000","60,562,000","52,628,000","49,531,000","45,046,000","41,198,000","40,395,000","34,832,000","31,612,000","32,445,000","26,842,000","22,145,000","21,231,000","18,835,000","18,026,000"
		GeneralAndAdministrativeExpense,"156,646,000","43,947,000","42,066,000","36,027,000","34,610,000","32,250,000","28,997,000","27,488,000","26,484,000","26,255,000","25,194,000","23,300,000","23,303,000","21,174,000","21,525,000","19,057,000","18,011,000","17,241,000","15,057,000","14,110,000","14,482,000","13,138,000","13,446,000","11,435,000","10,391,000","9,848,000","9,626,000","9,527,000","8,541,000","7,715,000","8,336,000","5,162,000","5,051,000","5,305,000","4,441,000","3,287,000"
			OtherGandA,"156,646,000","43,947,000","42,066,000","36,027,000","34,610,000","32,250,000","28,997,000","27,488,000","26,484,000","26,255,000","25,194,000","23,300,000","23,303,000","21,174,000","21,525,000","19,057,000","18,011,000","17,241,000","15,057,000","14,110,000","14,482,000","13,138,000","13,446,000","11,435,000","10,391,000","9,848,000","9,626,000","9,527,000","8,541,000","7,715,000","8,336,000","5,162,000","5,051,000","5,305,000","4,441,000","3,287,000"
		SellingAndMarketingExpense,"705,798,000","197,134,000","180,845,000","170,016,000","157,799,000","141,017,000","127,851,000","119,299,000","102,600,000","102,328,000","90,418,000","91,283,000","84,079,000","74,905,000","70,960,000","71,293,000","65,281,000","59,910,000","57,575,000","57,904,000","50,708,000","46,672,000","47,116,000","41,193,000","39,140,000","35,198,000","31,572,000","30,868,000","26,291,000","23,897,000","24,109,000","21,680,000","17,094,000","15,926,000","14,394,000","14,739,000"
	ResearchAndDevelopment,"326,310,000","92,736,000","82,997,000","78,473,000","72,104,000","68,396,000","55,563,000","54,456,000","49,372,000","46,202,000","42,757,000","39,847,000","40,456,000","35,177,000","32,005,000","30,761,000","28,485,000","26,352,000","22,286,000","18,828,000","15,889,000","13,370,000","12,815,000","12,100,000","11,278,000","9,804,000","8,670,000","8,128,000","8,158,000","7,501,000","11,140,000","4,858,000","4,948,000","4,693,000","4,056,000","4,271,000"
OperatingIncome,"-50,921,000","-11,154,000","-8,238,000","-14,927,000","-16,602,000","-15,032,000","-7,641,000","-15,461,000","-13,625,000","-14,102,000","-8,158,000","-14,072,000","-15,725,000","-9,036,000","-7,832,000","-15,050,000","-14,052,000","-11,324,000","-9,433,000","-12,126,000","-10,577,000","-8,000,000","-13,820,000","-9,951,000","-11,030,000","-9,861,000","-10,449,000","-13,290,000","-11,322,000","-11,412,000","-19,952,000","-10,957,000","-8,277,000","-9,414,000","-8,367,000","-9,500,000"
NetNonOperatingInterestIncomeExpense,"-20,620,000","-435,000","-5,779,000","-7,568,000","-6,838,000","-8,924,000","-6,603,000","-6,104,000","-14,674,000","-1,896,000","-1,226,000","-575,000","-249,000","-1,339,000","-2,649,000","-2,977,000","-3,234,000","-3,350,000","-3,708,000","-3,789,000","-2,098,000","251,000","262,000","127,000","108,000","92,000","104,000","100,000","22,000","-22,000","-21,000","-138,000","-69,000","-49,000","-12,000","7,000"
	InterestIncomeNonOperating,"1,213,000","515,000","127,000","230,000","341,000","475,000","623,000","958,000","2,135,000","4,057,000","4,646,000","5,185,000","5,424,000","4,174,000","2,844,000","2,416,000","2,092,000","1,824,000","1,526,000","1,274,000","734,000","303,000","250,000","224,000","201,000","179,000","149,000","131,000","101,000","10,000","42,000","0","1,000","2,000","5,000","7,000"
	InterestExpenseNonOperating,"21,833,000","950,000","5,906,000","7,798,000","7,179,000","9,399,000","7,226,000","7,062,000","16,809,000","5,953,000","5,872,000","5,760,000","5,673,000","5,513,000","5,493,000","5,393,000","5,326,000","5,174,000","5,234,000","5,063,000","2,832,000","52,000","-12,000","97,000","93,000","87,000","45,000","31,000","79,000","32,000","63,000","138,000","70,000","51,000","17,000","0"
OtherIncomeExpense,"13,122,000","3,692,000","-974,000","9,877,000","528,000","660,000","441,000","-7,000","-91,000","-1,052,000","380,000","-89,000","-672,000","-12,000","-405,000","-277,000","-527,000","-283,000","-308,000","-26,000","-97,000","-128,000","-56,000","-365,000","-202,000","-333,000","241,000","-186,000","-55,000","628,000","185,000","302,000","67,000","-2,000","-46,000","-18,000"
	OtherNonOperatingIncomeExpenses,"13,122,000","3,692,000","-974,000","9,877,000","528,000","660,000","441,000","-7,000","-91,000","-1,052,000","380,000","-89,000","-672,000","-12,000","-405,000","-277,000","-527,000","-283,000","-308,000","-26,000","-97,000","-128,000","-56,000","-365,000","-202,000","-333,000","241,000","-186,000","-55,000","628,000","185,000","302,000","67,000","-2,000","-46,000","-18,000"
PretaxIncome,"-58,419,000","-7,897,000","-14,991,000","-12,618,000","-22,912,000","-23,296,000","-13,803,000","-21,572,000","-28,390,000","-17,050,000","-9,004,000","-14,736,000","-16,646,000","-10,387,000","-10,886,000","-18,304,000","-17,813,000","-14,957,000","-13,449,000","-15,941,000","-12,772,000","-7,877,000","-13,614,000","-10,189,000","-11,124,000","-10,102,000","-10,104,000","-13,376,000","-11,355,000","-10,806,000","-19,788,000","-10,793,000","-8,279,000","-9,465,000","-8,425,000","-9,511,000"
TaxProvision,"5,600,000","1,444,000","1,380,000","1,117,000","1,660,000","-137,000","1,613,000","926,000","1,011,000","666,000","1,298,000","251,000","711,000","713,000","606,000","359,000","412,000","491,000","-1,914,000","-5,358,000","-3,251,000","198,000","215,000","326,000","-60,000","52,000","147,000","176,000","37,000","52,000","-92,000",,"0","0",,
NetIncomeCommonStockholders,"-64,019,000","-9,341,000","-16,371,000","-13,735,000","-24,572,000","-23,159,000","-15,416,000","-22,498,000","-29,401,000","-17,716,000","-10,302,000","-14,987,000","-17,357,000","-11,100,000","-11,492,000","-18,663,000","-18,225,000","-15,448,000","-11,535,000","-10,583,000","-9,521,000","-8,075,000","-13,829,000","-10,515,000","-11,064,000","-10,154,000","-10,251,000","-13,552,000","-11,392,000","-10,858,000","-19,987,000","-10,806,000","-8,292,000","-9,477,000","-8,439,000","-9,524,000"
	NetIncome,"-64,019,000","-9,341,000","-16,371,000","-13,735,000","-24,572,000","-23,159,000","-15,416,000","-22,498,000","-29,401,000","-17,716,000","-10,302,000","-14,987,000","-17,357,000","-11,100,000","-11,492,000","-18,663,000","-18,225,000","-15,448,000","-11,535,000","-10,583,000","-9,521,000","-8,075,000","-13,829,000","-10,515,000","-11,064,000","-10,154,000","-10,251,000","-13,552,000","-11,392,000","-10,858,000","-19,696,000","-10,793,000","-8,279,000","-9,465,000","-8,425,000","-9,511,000"
		NetIncomeIncludingNoncontrollingInterests,"-64,019,000","-9,341,000","-16,371,000","-13,735,000","-24,572,000","-23,159,000","-15,416,000","-22,498,000","-29,401,000","-17,716,000","-10,302,000","-14,987,000","-17,357,000","-11,100,000","-11,492,000","-18,663,000","-18,225,000","-15,448,000","-11,535,000","-10,583,000","-9,521,000","-8,075,000","-13,829,000","-10,515,000","-11,064,000","-10,154,000","-10,251,000","-13,552,000","-11,392,000","-10,858,000","-19,696,000","-10,793,000","-8,279,000","-9,465,000","-8,425,000","-9,511,000"
			NetIncomeContinuousOperations,"-64,019,000","-9,341,000","-16,371,000","-13,735,000","-24,572,000","-23,159,000","-15,416,000","-22,498,000","-29,401,000","-17,716,000","-10,302,000","-14,987,000","-17,357,000","-11,100,000","-11,492,000","-18,663,000","-18,225,000","-15,448,000","-11,535,000","-10,583,000","-9,521,000","-8,075,000","-13,829,000","-10,515,000","-11,064,000","-10,154,000","-10,251,000","-13,552,000","-11,392,000","-10,858,000","-19,696,000","-10,793,000","-8,279,000","-9,465,000","-8,425,000","-9,511,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"291,000","13,000","13,000","12,000","14,000","13,000"
DilutedNIAvailtoComStockholders,"-64,019,000","-9,341,000","-16,371,000","-13,735,000","-24,572,000","-23,159,000","-15,416,000","-22,498,000","-29,401,000","-17,716,000","-10,302,000","-14,987,000","-17,357,000","-11,100,000","-11,492,000","-18,663,000","-18,225,000","-15,448,000","-11,535,000","-10,583,000","-9,521,000","-8,075,000","-13,829,000","-10,515,000","-11,064,000","-10,154,000","-10,251,000","-13,552,000","-11,392,000","-10,858,000","-19,987,000","-10,806,000","-8,292,000","-9,477,000","-8,439,000","-9,524,000"
BasicEPS,,"-0.2","-0.35","-0.29","-0.53","-0.5","-0.34","-0.49","-0.67","-0.41","-0.24","-0.35","-0.41","-0.27","-0.29","-0.48","-0.48","-0.41","-0.31","-0.29","-0.26","-0.22","-0.39","-0.3","-0.32","-0.29","-0.3","-0.4","-0.34","-0.34","-0.69","-0.356","-0.329","-0.377",,"-0.378"
