name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
MarketCap,"2,589,427,453","2,671,680,894","2,686,326,532","2,638,487,411","2,721,105,695","2,940,711,734","2,369,191,518","1,648,891,148","2,025,979,206","1,720,584,526","2,808,159,951","2,517,148,021","2,475,567,338","2,495,433,715","2,256,980,078","2,976,162,120","2,829,570,445","2,571,183,841","2,623,159,436","2,648,989,117","2,315,388,243","2,337,557,190","2,691,324,672","1,964,105,742","1,720,546,846","1,626,115,589","1,703,410,700","1,662,023,838","1,785,408,587","1,728,613,515","1,763,832,741","1,646,245,101","1,805,961,285","1,679,472,218","1,771,561,020","1,452,844,001","1,517,141,280","1,397,508,569","1,215,418,926","1,282,057,144","1,312,716,096","1,422,934,712","1,233,539,288","884,808,861","1,129,653,198","1,241,649,214","1,355,935,376","1,143,821,489","1,134,237,195","1,567,071,659","1,287,845,505","1,112,957,686","703,181,920","535,104,109","1,497,089,306","1,851,198,462","1,465,283,970","1,548,085,590","1,436,318,636","1,489,649,382","1,769,238,418","1,872,342,585","1,944,601,096","1,869,707,654","1,731,278,322","1,817,826,551","1,871,076,580","1,891,803,870","1,801,985,223","1,801,071,684","2,021,150,021","1,871,636,877","2,055,625,509","2,049,897,134","1,833,114,340","1,628,671,174","1,374,207,125","1,200,170,427","1,233,188,176","1,227,723,660","1,351,668,249","1,143,676,567","1,105,327,412","1,010,880,960","1,113,596,842","815,200,551","728,268,378","654,099,908","697,718,348","697,742,430","762,878,437","772,164,911","744,659,840","607,314,264","714,836,292","807,589,983","935,984,421","901,340,000","850,397,395","683,683,972","589,190,394","486,074,958"
PeRatio,"10.146","10.553","10.953","11.315","14.858","17.718","14.128","9.442","11.196","8.615","13.417","12.069","11.675","11.738","11.316","15.734","15.97","16.483","17.964","18.565","17.525","17.525","20.299","15.272","12.98","12.029","12.238","11.807","12.382","11.417","11.59","10.914","12.796","13.34","16.172","14.608","16.245","14.964","13.014","12.303","11.759","12.515","10.914","7.827","9.671","10.48","11.645","9.28","8.973","12.643","9.953","8.769","5.543","4.041","11.37","13.636","10.903","11.425","11.966","13.671","16.104","16.213","16.618","14.84","13.74","14.613","13.58","13.737","13.269","13.896","16.923","16.129","17.509","17.8","15.327","13.796","11.996","10.938","12.213","13.055","16.869","14.281","13.641","15.016","14.665","11.055","9.065","8.223","8.76","9.546","10.98","11.538","11.783","10.258","12.593","14.362","16.496","17.243","16.558","15.785","13.604","11.372"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.785",,,"10.152","9.425","11.99","8.795","9.488","9.001","7.862","9.355","8.873","12.092","12.739","8.17","9.399","9.606","12.285",,,"13.774",,"12.077","7.639",,"13.736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.979",,,"1.015","0.943","1.199","0.88","0.948","0.9","0.786","0.936","0.887","1.209","1.273","0.817","0.94","0.96","1.229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.339","4.514","4.565","4.558","5.159","5.505","4.363","2.956","3.612","3","4.798","4.349","4.275","4.383","4.068","5.415","5.301","4.933","5.075","5.241","4.616","4.635","5.415","3.906","3.399","3.234","3.33","3.31","3.55","3.322","3.391","3.153","3.52","3.389","3.643","2.829","2.983","2.791","2.427","2.587","2.565","2.72","2.345","1.682","2.137","2.34","2.417","2.001","1.939","2.576","2.197","1.947","1.256","0.994","2.87","3.608","2.925","3.129","3.054","3.295","3.962","4.057","4.279","4.068","3.767","3.982","4.098","4.145","4.031","4.317","5.326","5.225","5.958","6.095","5.332","4.797","4.092","3.704","3.991","4.163","5.141","4.418","4.22","4.575","4.773","3.651","3.045","2.726","2.903","2.99","3.357","3.509","3.594","3.018","3.638","4.472","5.029","5.179","4.836","19.016","16.388","13.699"
PbRatio,"1.206","1.157","1.171","1.154","1.241","1.35","1.107","0.77","0.946","0.812","1.358","1.222","1.247","1.287","1.214","1.583","1.545","1.398","1.445","1.474","1.324","1.355","1.541","1.128","1.012","0.976","1.028","1.021","1.103","1.094","1.147","1.072","1.232","1.179","1.252","1.04","1.057","0.973","0.847","0.9","0.94","1.024","0.898","0.644","0.835","0.976","1.084","0.904","0.907","1.3","1.072","0.949","0.617","0.48","1.421","1.86","1.481","1.6","1.535","1.704","2.008","2.224","2.357","2.383","2.206","2.266","2.319","2.345","2.31","2.37","2.684","2.552","3.08","3.357","3.175","2.981","2.418","2.183","2.253","2.336","2.754","2.301","2.224","2.117","2.398","1.955","2.049","1.934","2.063","2","2.159","2.242","2.055","1.609","1.93","2.258","2.616","2.548","2.492","2.409","2.076","1.713"
