name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,"119,981,000","128,261,000","122,407,000","120,938,000","108,578,000","113,210,000","130,954,000","117,175,000","188,732,000","213,226,000","201,396,000","159,098,000","142,831,000","110,346,000",,,,"164,104,000","146,919,000",,,,,,,,,,,,,,,,,,,,,,,,,"297,000",,,,,,,,,,,,,,,,,
		Inventory,"73,596,000","72,869,000","66,630,000","65,885,000","66,024,000","63,670,000","65,311,000","70,991,000","72,931,000","74,467,000","78,306,000","74,159,000","72,463,000","76,333,000","77,497,000","82,470,000","84,208,000","90,691,000","94,294,000","94,087,000","95,060,000","93,801,000","116,191,000","116,447,000","123,494,000","129,411,000","379,598,000","400,845,000","417,815,000","403,571,000","428,910,000","420,126,000","421,313,000","413,927,000","461,104,000","455,695,000","430,862,000","387,710,000","405,590,000","414,037,000","397,378,000","361,685,000","383,889,000","396,670,000","395,630,000","396,287,000","412,564,000","427,947,000","488,324,000","489,982,000","574,768,000","580,395,000","663,964,000","527,099,000","503,459,000","433,489,000","482,012,000","411,436,000","427,865,000","208,744,000","218,960,000","175,812,000","165,028,000","129,316,000","107,257,000","106,242,000","90,963,000","95,394,000","85,893,000","93,334,000","96,286,000","89,968,000","90,954,000","91,215,000","90,932,000","91,332,000","97,767,000","111,606,000","107,146,000","102,748,000","129,099,000","125,161,000","109,213,000","120,939,000","20,523,000","14,722,000","8,237,000"
			RawMaterials,"62,248,000","63,628,000","59,478,000","58,331,000","58,666,000","57,433,000","58,906,000","64,774,000","63,889,000","66,121,000","67,262,000","64,403,000","62,216,000","65,645,000","65,393,000","67,092,000","70,401,000","72,528,000","73,665,000","76,002,000","82,307,000","80,641,000","99,277,000","102,471,000","106,280,000","109,634,000","255,008,000","255,368,000","271,256,000","269,370,000","249,646,000","244,202,000","240,234,000","233,216,000","233,312,000","237,711,000","238,644,000","232,737,000","239,403,000","240,682,000","238,525,000","225,804,000","227,939,000","233,372,000","242,925,000","244,618,000","249,512,000","264,757,000","272,241,000","284,849,000","299,758,000","311,611,000","378,369,000","318,035,000","288,358,000",,,,,"113,671,000","96,687,000","83,688,000","82,422,000","71,591,000","68,342,000","66,282,000","63,900,000","62,599,000","61,524,000","61,115,000","62,472,000","60,064,000","62,393,000","61,538,000","64,980,000","73,827,000","71,892,000","75,420,000",,"67,912,000","80,679,000","75,702,000","64,252,000","47,222,000",,,
			WorkInProcess,"11,348,000","9,241,000","7,152,000","7,554,000","7,358,000","6,237,000","6,405,000","6,217,000","9,042,000","8,346,000","11,044,000","9,756,000","10,247,000","10,688,000","12,104,000","15,378,000","13,807,000","18,163,000","20,629,000","18,085,000","12,753,000","13,160,000","16,914,000","13,976,000","17,214,000","19,777,000","77,933,000","98,298,000","37,620,000","100,499,000","142,554,000","139,505,000","140,545,000","139,763,000","51,677,000","169,709,000","151,288,000","120,930,000","122,776,000","126,328,000","125,247,000","103,414,000","124,722,000","128,180,000","114,606,000","116,371,000","116,979,000","114,895,000","168,971,000","154,763,000","230,611,000","238,285,000","260,688,000","191,692,000","192,604,000","144,425,000","184,661,000","139,956,000","176,939,000","103,005,000","131,243,000","100,866,000","92,524,000","67,576,000","48,934,000","50,047,000","36,324,000","40,560,000","33,200,000","41,632,000","43,818,000","37,510,000","39,260,000","37,202,000","31,912,000","22,516,000","30,724,000","38,788,000",,"25,114,000","38,936,000","36,997,000","14,482,000","35,012,000",,,
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,657,000","47,179,000","108,939,000","33,702,000","36,710,000","36,419,000","40,534,000","40,948,000","176,115,000","48,275,000","40,930,000","34,043,000","43,411,000","47,027,000","33,606,000","32,467,000","31,228,000","35,118,000","38,099,000","35,298,000","46,073,000","48,295,000","47,112,000","50,370,000","44,399,000","30,499,000","24,907,000","17,372,000","22,497,000","23,011,000","31,200,000","24,940,000","22,274,000","2,552,000","911,000","416,000","29,000","851,000","782,000","1,736,000","2,044,000","3,216,000","3,703,000","3,555,000","2,761,000","4,435,000","3,413,000","5,020,000","6,071,000","5,457,000","4,498,000","7,427,000",,"9,722,000","9,484,000","12,462,000","30,479,000","38,705,000",,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"266,053,000","266,151,000","246,540,000","228,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,484,000","-9,881,000","-9,158,000","-9,947,000","-10,702,000","-10,801,000","-11,823,000","-11,305,000","-10,981,000","-12,534,000","-12,968,000","-12,765,000","-12,041,000","-14,112,000","-12,545,000","-12,031,000","-10,468,000","-9,347,000","-10,029,000",,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,491,000","1,490,000","1,490,000","1,490,000","1,514,000","1,514,000","1,269,000","1,269,000","1,283,000","1,283,000","1,283,000","1,283,000","1,284,000","1,283,000","1,136,000","1,121,000","1,122,000","1,757,000","1,637,000","1,941,000","7,435,000","16,394,000","20,416,000","14,871,000","4,961,000","7,964,000","11,552,000","7,563,000","7,633,000","15,066,000","15,603,000","9,133,000",,"3,745,000","3,738,000","4,301,000","5,594,000","3,995,000","2,650,000","4,801,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,661,000","71,489,000","81,480,000","79,856,000","95,073,000","104,476,000","129,384,000","117,576,000","89,818,000","80,555,000","82,459,000","88,508,000","40,168,000","33,190,000","33,360,000","37,401,000","47,902,000","38,110,000","36,902,000","36,093,000","20,839,000","20,170,000","22,510,000","25,913,000","27,162,000","28,988,000","28,939,000","38,782,000","38,443,000","42,262,000","35,785,000","41,648,000","38,391,000","6,500,000","7,011,000","7,310,000","5,581,000","7,610,000","7,100,000","6,138,000","6,138,000","6,138,000","6,701,000","5,819,000","5,819,000","5,819,000","10,890,000","10,890,000","10,890,000","10,890,000",,,,"8,360,000",,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,661,000","71,489,000","81,480,000","79,856,000","95,073,000","104,476,000","129,384,000","117,576,000","89,818,000","80,555,000","82,459,000","88,508,000","40,168,000","33,190,000","33,360,000","37,401,000","47,902,000","38,110,000","36,902,000","36,093,000","20,839,000","20,170,000","22,510,000","25,913,000","27,162,000","28,988,000","28,939,000","38,782,000","38,443,000","42,262,000","35,785,000","41,648,000","38,391,000","6,500,000","7,011,000","7,310,000","5,581,000","7,610,000","7,100,000","6,138,000","6,138,000","6,138,000","6,701,000","5,819,000","5,819,000","5,819,000","10,890,000","10,890,000","10,890,000","10,890,000",,,,"8,360,000",,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,"0","0","0","0","300,000","300,000","300,000","300,000","300,000","300,000","254,000","254,000","923,000","379,000","184,000","376,000","420,000","263,000","397,000","453,000","537,000","189,000","293,000","358,000","442,000","102,000","23,290,000","20,994,000","21,746,000","31,243,000","53,485,000","3,871,000","4,013,000","4,322,000","4,759,000","4,472,000",,,"7,301,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"6,364,000","7,201,000","7,652,000","12,265,000","12,818,000","12,819,000","14,056,000","11,106,000","8,969,000","9,186,000","14,068,000","8,506,000","9,207,000","10,706,000","9,696,000","9,808,000","6,999,000","6,220,000","5,256,000","6,290,000","4,839,000","6,081,000","5,307,000","5,918,000","4,141,000","6,123,000","67,467,000","66,815,000","74,376,000","61,503,000","65,596,000","65,904,000","64,309,000","58,285,000","78,298,000","90,609,000","94,532,000","93,475,000","94,262,000","94,455,000","272,154,000","112,483,000","248,036,000","105,360,000","94,485,000","252,620,000","310,031,000","276,452,000","116,867,000","176,965,000","317,045,000","277,754,000","281,213,000","369,939,000","154,081,000","159,703,000","170,370,000","349,091,000","135,586,000","33,980,000","25,374,000","21,800,000","21,817,000","22,491,000","19,036,000","12,572,000","12,946,000","13,206,000","11,548,000","8,976,000","15,774,000","13,938,000","11,156,000","7,933,000","8,400,000","7,258,000","24,904,000","23,613,000","34,860,000","19,283,000","31,712,000","30,912,000","24,720,000","20,284,000","1,678,000","1,623,000","1,367,000"
	TotalNonCurrentAssets,"2,403,636,000","2,403,396,000","2,431,518,000","2,507,803,000","2,534,221,000","2,597,711,000","2,653,968,000","2,719,504,000","2,793,095,000","2,877,772,000","2,847,662,000","2,429,795,000","2,405,590,000","2,296,319,000","2,298,692,000","2,257,533,000","2,226,130,000","2,186,844,000","2,191,644,000","2,206,049,000","2,204,534,000","2,199,094,000","2,287,588,000","2,342,496,000","2,405,138,000","2,421,460,000","3,528,332,000","3,586,407,000","3,570,558,000","3,591,471,000","3,567,624,000","3,398,702,000","3,035,974,000","3,006,026,000","3,018,482,000","3,010,369,000","3,040,965,000","3,016,879,000","3,064,533,000","3,072,470,000","3,241,722,000","3,236,735,000","3,261,854,000","3,506,756,000","3,543,850,000","3,580,932,000","3,738,694,000","3,730,336,000","3,819,096,000","3,873,787,000","3,942,121,000","3,937,041,000","4,307,971,000","4,397,497,000","5,613,233,000","5,487,127,000","5,428,481,000","5,386,919,000","5,422,257,000","1,974,163,000","1,944,588,000","1,891,843,000","1,869,215,000","1,855,880,000","1,819,710,000","1,780,559,000","1,762,010,000","1,752,898,000","1,749,060,000","1,673,967,000","1,657,302,000","1,661,241,000","1,672,158,000","1,680,822,000","1,695,635,000","1,692,427,000","1,683,776,000","1,041,256,000","1,029,354,000","1,025,759,000","1,088,276,000","1,104,220,000","958,620,000","931,738,000","494,868,000","494,733,000","413,243,000"
		NetPPE,"2,247,250,000","2,244,017,000","2,270,482,000","2,340,804,000","2,361,149,000","2,408,910,000","2,454,862,000","2,506,277,000","2,581,079,000","2,577,299,000","2,599,002,000","2,312,392,000","2,284,373,000","2,171,038,000","2,165,845,000","2,125,287,000","2,089,026,000","2,076,927,000","2,073,753,000","2,083,355,000","2,076,409,000","2,079,099,000","2,161,603,000","2,210,986,000","2,264,098,000","2,267,788,000","3,293,366,000","3,340,635,000","3,334,161,000","3,326,892,000","3,294,933,000","3,175,249,000","2,834,188,000","2,820,272,000","2,832,962,000","2,835,847,000","2,859,422,000","2,842,031,000","2,851,115,000","2,835,059,000","3,012,581,000","3,004,452,000","2,995,714,000","3,035,154,000","3,060,273,000","3,092,652,000","3,273,752,000","3,290,207,000","3,352,654,000","3,404,354,000","3,436,559,000","3,444,643,000","3,681,265,000","3,673,866,000","3,690,747,000","3,616,355,000","3,563,528,000","3,533,505,000","3,495,237,000","1,503,432,000","1,479,058,000","1,446,510,000","1,421,919,000","1,400,978,000","1,371,104,000","1,350,462,000","1,339,317,000","1,325,783,000","1,321,806,000","1,257,487,000","1,240,840,000","1,244,777,000","1,254,331,000","1,263,207,000","1,277,154,000","1,276,794,000","1,271,944,000","635,740,000","624,763,000","616,582,000","648,059,000","691,019,000","604,694,000","589,625,000","343,657,000","342,127,000","298,303,000"
			GrossPPE,"3,529,013,000","3,510,428,000","3,535,869,000","3,654,755,000","3,657,723,000","3,709,840,000","3,752,883,000","3,806,423,000","3,955,880,000","3,947,634,000","4,022,812,000","3,749,325,000","3,715,404,000","3,578,352,000","3,569,024,000","3,514,188,000","3,463,369,000","3,440,965,000","3,435,357,000","3,448,421,000","3,416,895,000","3,407,484,000","3,526,381,000","3,553,793,000","3,589,042,000","3,563,828,000","5,701,993,000","5,727,703,000","5,670,666,000","5,617,186,000","5,567,800,000","5,482,080,000","5,051,225,000","4,971,250,000","4,944,248,000","4,888,623,000","4,875,385,000","4,817,383,000","4,782,299,000","4,694,631,000","4,956,511,000","4,882,333,000","4,807,741,000","4,797,293,000","4,738,125,000","4,836,599,000","4,960,443,000","4,874,801,000","4,874,100,000","4,862,389,000","4,816,093,000","4,861,592,000","5,230,379,000","5,176,144,000","5,109,972,000","4,972,018,000","4,858,667,000","4,756,053,000","4,684,741,000","2,031,020,000","1,977,838,000","1,915,101,000","1,883,929,000","1,834,428,000","1,776,161,000","1,702,422,000","1,665,211,000","1,626,751,000","1,601,687,000","1,515,090,000","1,475,893,000","1,461,346,000","1,453,063,000","1,446,617,000","1,442,375,000","1,422,710,000","1,395,461,000","745,709,000","723,715,000","703,229,000","739,043,000","765,911,000","668,410,000","645,259,000","394,267,000","386,518,000","336,683,000"
				Properties,"43,932,000","43,540,000","43,373,000","44,721,000","44,644,000","45,167,000","45,337,000","51,236,000","51,031,000","50,743,000","49,706,000","46,517,000","46,476,000","47,067,000","46,993,000","46,667,000","46,052,000","45,754,000","49,698,000","49,968,000","49,009,000","48,964,000","48,836,000","54,134,000","53,745,000","53,175,000","206,257,000","206,382,000","202,890,000","206,257,000","204,900,000","201,328,000","199,127,000","197,778,000","194,595,000","190,376,000","185,868,000","186,410,000","0","0","0","151,939,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"0",,"0",,"0","0","0",,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184,974,000","179,896,000","179,497,000","176,782,000","175,441,000","173,987,000","170,578,000","166,273,000","164,624,000","161,184,000","172,122,000","174,004,000","176,460,000","171,662,000","177,767,000","182,972,000","180,480,000","194,127,000","181,678,000","175,925,000","169,326,000",,,,,,,"163,625,000",,"141,114,000",,"133,027,000","122,794,000","117,128,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"168,144,000","169,398,000","179,943,000","185,795,000","188,835,000","191,548,000","209,477,000","211,593,000","208,199,000","209,752,000","204,860,000","199,375,000","199,817,000","195,940,000","194,169,000","194,023,000","192,439,000","190,429,000","189,521,000","187,808,000","180,374,000","102,312,000","103,806,000","105,795,000","108,751,000","108,998,000","294,581,000","297,082,000","294,476,000","297,239,000","301,645,000","301,524,000","292,946,000","288,042,000","281,901,000","278,810,000","268,296,000","261,520,000","4,439,443,000","4,363,945,000","4,620,072,000","4,553,612,000","4,482,535,000","4,475,671,000","4,422,474,000","4,527,556,000","4,661,052,000","4,583,759,000","4,574,179,000","4,562,950,000","4,516,021,000","4,568,224,000","4,934,977,000","4,882,295,000","4,821,233,000","4,688,906,000","4,591,473,000","4,507,733,000","4,466,501,000","1,812,745,000","1,766,917,000","1,715,266,000","1,688,612,000","1,643,524,000","1,600,205,000","1,538,797,000","1,510,204,000","1,485,637,000","1,461,803,000","1,382,063,000","1,353,099,000","1,344,218,000","1,340,023,000","1,334,065,000","1,442,375,000","1,316,214,000","1,292,716,000","652,856,000","638,053,000","618,975,000","659,645,000","699,099,000","615,512,000","592,449,000",,,
				OtherProperties,"3,316,937,000","3,297,490,000","3,312,553,000","3,424,239,000","3,424,244,000","3,473,125,000","3,498,069,000","3,543,594,000","3,696,650,000","3,687,139,000","3,768,246,000","3,503,433,000","3,469,111,000","3,335,345,000","3,327,862,000","3,273,498,000","3,224,878,000","3,204,782,000","3,196,138,000","3,210,645,000","3,187,512,000","3,256,208,000","3,373,739,000","3,393,864,000","3,426,546,000","3,401,655,000","5,201,155,000","5,224,239,000","5,173,300,000","5,113,690,000","5,061,255,000","4,979,228,000","4,559,152,000","4,485,430,000","4,467,752,000","4,419,437,000","4,421,221,000","4,369,453,000","157,882,000","150,790,000","156,942,000",,"149,765,000","147,635,000","145,073,000","142,770,000","134,767,000","129,858,000","127,799,000","125,435,000","123,612,000","121,706,000","117,635,000","110,877,000","108,259,000","88,985,000","85,516,000","72,395,000","48,914,000","218,275,000","210,921,000","199,835,000","195,317,000","190,904,000","175,956,000",,"155,007,000",,"139,884,000",,,,"113,040,000","112,552,000",,"106,496,000","102,745,000","92,853,000","85,662,000","84,254,000","79,398,000","66,812,000","52,898,000","52,810,000",,,
