name,01/31/2022,07/31/2021,01/31/2021,07/31/2020,01/31/2020,07/31/2019,01/31/2019,07/31/2018,01/31/2018
TotalAssets,"1,166,787,000","1,383,910,000","1,277,862,000","1,104,846,000","1,217,100,000","1,222,103,000","1,095,948,000","1,183,251,000","1,181,658,000"
TotalLiabilitiesNetMinorityInterest,"350,054,000","533,087,000","442,530,000","382,652,000","331,796,000","328,065,000","196,054,000","234,224,000","205,388,000"
TotalEquityGrossMinorityInterest,"816,733,000","850,823,000","835,332,000","722,194,000","885,304,000","894,038,000","899,894,000","949,027,000","976,270,000"
	StockholdersEquity,"816,733,000","850,823,000","835,332,000","722,194,000","885,304,000","894,038,000","899,894,000","949,027,000","976,270,000"
		CapitalStock,"58,051,000","58,051,000","58,051,000","58,051,000","58,051,000","58,051,000","101,976,000","101,976,000","101,976,000"
			PreferredStock,"58,050,000","58,050,000","58,050,000","58,050,000","58,050,000","58,050,000","101,975,000","101,975,000","101,975,000"
			CommonStock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
		AdditionalPaidInCapital,"979,946,000","975,860,000","991,407,000","987,533,000","986,609,000","981,765,000","992,214,000","986,459,000","998,297,000"
		RetainedEarnings,"-221,264,000","-183,088,000","-214,126,000","-323,390,000","-159,356,000","-145,778,000","-194,296,000","-18,534,000","-35,652,000"
		OtherEquityInterest,,,,,,,,,"-101,975,000"
TotalCapitalization,"1,104,527,000","1,329,887,000","1,148,529,000","956,076,000","1,169,785,000","1,168,813,000","1,055,198,000","1,142,367,000","1,144,400,000"
PreferredStockEquity,"58,050,000","58,050,000","58,050,000","58,050,000","58,050,000","58,050,000","101,975,000","101,975,000","101,975,000"
CommonStockEquity,"758,683,000","792,773,000","777,282,000","664,144,000","827,254,000","835,988,000","797,919,000","847,052,000","874,295,000"
NetTangibleAssets,"816,733,000","850,823,000","835,332,000","722,194,000","885,304,000","894,038,000","899,894,000","949,027,000","976,270,000"
InvestedCapital,"1,046,477,000","1,271,837,000","1,090,479,000","898,026,000","1,111,735,000","1,110,763,000","953,223,000","1,040,392,000","1,042,425,000"
TangibleBookValue,"758,683,000","792,773,000","777,282,000","664,144,000","827,254,000","835,988,000","797,919,000","847,052,000","874,295,000"
TotalDebt,"287,794,000","479,064,000","313,197,000","233,882,000","284,481,000","274,775,000","155,304,000","193,340,000","168,130,000"
NetDebt,"261,910,000","446,633,000","280,520,000","208,413,000","260,874,000","249,859,000","134,476,000","161,294,000","146,028,000"
ShareIssued,"134,572,411","133,904,000","133,278,000","132,555,000","131,679,000","131,021,000","130,311,000","129,590,000","128,866,000"
OrdinarySharesNumber,"134,572,411","133,904,000","133,278,000","132,555,000","131,679,000","131,021,000","130,311,000","129,590,000","128,866,000"
