name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2012
TotalAssets,"2,522,462,000","2,712,612,000","2,533,110,000","2,541,275,000","1,214,718,000","938,960,000","866,474,000","757,122,000","314,218,000","395,120,000","335,321,000","334,837,000","311,397,000","360,012,000","321,115,000","330,398,000","337,414,000","383,635,000","354,889,000","461,963,000","454,252,000","519,775,000","505,953,000","502,686,000","486,949,000","536,736,000","427,888,000","430,770,000","302,854,000","296,481,000","238,766,000","227,128,000","127,711,000","149,887,000","113,125,000","108,014,000"
	CurrentAssets,"1,009,764,000","1,178,116,000","974,250,000","1,004,032,000","887,754,000","607,071,000","529,599,000","410,188,000","236,854,000","313,050,000","263,179,000","270,037,000","244,050,000","300,541,000","260,949,000","266,523,000","267,262,000","304,656,000","282,463,000","342,326,000","333,062,000","391,577,000","356,230,000","352,524,000","325,028,000","365,707,000","266,846,000","266,650,000","246,475,000","237,977,000","210,338,000","202,021,000","103,559,000","128,819,000","93,910,000","91,367,000"
		CashCashEquivalentsAndShortTermInvestments,"204,589,000","230,401,000","188,182,000","192,970,000","468,550,000","117,676,000","103,797,000","107,490,000","71,283,000","88,888,000","85,122,000","86,111,000","80,714,000","87,976,000","96,840,000","104,319,000","119,307,000","129,146,000","139,005,000","192,606,000","187,971,000","189,973,000","193,200,000","186,888,000","158,414,000","139,748,000","101,326,000","111,228,000","120,336,000","97,196,000","104,089,000","105,688,000","24,464,000","29,956,000","20,959,000","21,616,000"
			CashAndCashEquivalents,"204,589,000","230,401,000","188,182,000","192,970,000","468,550,000","117,676,000","103,797,000","107,490,000","71,283,000","88,888,000","85,122,000","86,111,000","80,714,000","80,452,000","82,354,000","72,247,000","67,516,000","76,642,000","99,525,000","165,241,000","149,367,000","149,423,000","154,264,000","147,188,000","136,567,000","116,499,000","79,865,000","99,234,000","120,336,000","97,196,000","104,089,000","105,688,000","24,464,000","29,956,000","20,959,000","21,616,000"
				CashFinancial,,"222,532,000",,,,"109,808,000",,"103,949,000","67,743,000","75,387,000","71,675,000",,"67,413,000","66,760,000","63,276,000","57,913,000","62,321,000",,"82,336,000","136,082,000","131,560,000","133,647,000","136,943,000","130,693,000","110,842,000","97,242,000","52,126,000","61,301,000","64,365,000","41,233,000","48,134,000","36,738,000","24,464,000","29,956,000","20,959,000","21,616,000"
				CashEquivalents,,"7,869,000",,,,"7,868,000",,"3,541,000","3,540,000","13,501,000","13,447,000",,"13,301,000","13,692,000","19,078,000","14,334,000","5,195,000",,"17,189,000","29,159,000","17,807,000","15,776,000","17,321,000","16,495,000","25,725,000","19,257,000","27,739,000","37,933,000","55,971,000","55,963,000","55,955,000","68,950,000",,,,
			OtherShortTermInvestments,,,,,,,,,,"0","0","0","0","7,524,000","14,486,000","32,072,000","51,791,000","52,504,000","39,480,000","27,365,000","38,604,000","40,550,000","38,936,000","39,700,000","21,847,000","23,249,000","21,461,000","11,994,000",,,,,,,,
		Receivables,"782,956,000","927,781,000","765,076,000","780,502,000","401,836,000","471,666,000","412,435,000","292,433,000","158,248,000","217,571,000","172,284,000","178,025,000","155,888,000","205,683,000","155,328,000","153,163,000","137,534,000","165,890,000","132,958,000","138,963,000","133,575,000","192,064,000","152,639,000","158,333,000","159,268,000","218,235,000","158,804,000","147,706,000","120,723,000","133,267,000","99,913,000","91,174,000","74,674,000","94,722,000","69,639,000","67,335,000"
			AccountsReceivable,"782,956,000","927,781,000","765,076,000","780,502,000","401,836,000","471,666,000","412,435,000","292,433,000","158,248,000","217,571,000","172,284,000","178,025,000","155,888,000","205,683,000","155,328,000","153,163,000","137,534,000","165,890,000","132,958,000","138,963,000","133,575,000","192,064,000","152,639,000","158,333,000","159,268,000","218,235,000","158,804,000","147,706,000","120,723,000","133,267,000","99,913,000","91,174,000","74,674,000","94,722,000","69,639,000","67,335,000"
				GrossAccountsReceivable,,"931,256,000",,,,"474,026,000",,,,"220,971,000",,,,"206,983,000",,,,"166,390,000",,,,"192,764,000",,,,"219,235,000",,,,"133,567,000",,,,"95,422,000","119,639,000","117,335,000"
				AllowanceForDoubtfulAccountsReceivable,,"-3,475,000",,,,"-2,360,000",,,,"-3,400,000",,,,"-1,300,000",,,,"-500,000",,,,"-700,000",,,,"-1,000,000",,,,"-300,000",,,,"-700,000","-50,000,000","-50,000,000"
		PrepaidAssets,"22,219,000","19,934,000","20,992,000","30,560,000","17,368,000","17,729,000","13,367,000","10,265,000","7,323,000","6,591,000","5,773,000","5,901,000","7,448,000","6,882,000","8,781,000","9,041,000","10,421,000","9,620,000","10,420,000","10,680,000","11,516,000","9,440,000","10,291,000","7,203,000","7,046,000","7,424,000","6,416,000","7,416,000","5,395,000","7,114,000","5,536,000","4,459,000","4,021,000","3,741,000","2,912,000","2,016,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,"80,000","77,000",,"100,000","100,000","100,000","300,000","300,000","300,000","300,000","21,000","400,000","800,000","700,000","400,000","400,000","400,000","400,000"
