name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
TotalAssets,"40,605,742,000","42,693,484,000","37,554,285,000","36,619,015,000","34,669,389,000","33,127,504,000","30,250,972,000","29,753,608,000","26,244,886,000","26,561,355,000","24,143,092,000","24,016,276,000","23,556,760,000","23,351,119,000","21,462,360,000","20,531,470,000","20,987,904,000","21,771,583,000","20,279,503,000","20,353,599,000","20,576,137,000","20,682,532,000","19,726,146,000","19,734,076,000","19,302,913,000","19,094,245,000","18,597,965,000","18,418,727,000","16,730,123,000","17,500,960,000","16,284,028,000","15,562,690,000","15,945,830,000","16,911,852,000","16,184,233,000","15,253,217,000","15,705,470,000","14,927,196,000","13,285,845,000","13,182,662,000","13,641,157,000","13,541,398,000","12,139,084,000","12,770,576,000","13,352,320,000","12,404,932,000","11,340,041,000","11,062,280,000","10,724,056,000","11,663,355,000","10,235,496,000","9,955,126,000","10,246,858,000","10,976,596,000","9,337,341,000","8,806,522,000","8,935,417,000","9,342,959,000","8,020,060,000","8,034,044,000","8,000,033,000","8,917,765,000","7,672,757,000","7,632,832,000","7,637,312,000","8,247,789,000","7,087,925,000","6,979,652,000","6,914,933,000","7,805,006,000","6,872,262,000","6,932,602,000","6,861,265,000","7,748,981,000","7,028,053,000","7,148,668,000","7,342,127,000","8,035,559,000","7,202,095,000","7,309,967,000","8,285,558,000","8,730,932,000","7,236,625,000","7,282,977,000","7,001,075,000","7,866,883,000","7,252,548,000","7,097,424,000","7,303,760,000","8,131,321,000","7,024,000,000","7,036,500,000","7,346,500,000","7,648,100,000","6,790,800,000","7,304,000,000","6,948,900,000","7,054,000,000","6,513,000,000","6,492,100,000","6,443,200,000","6,512,000,000","6,096,600,000","6,034,800,000","6,122,300,000","6,281,300,000","5,619,900,000","5,668,300,000","5,928,500,000","6,599,000,000","6,041,200,000","6,240,500,000","6,392,700,000","6,528,800,000","6,126,300,000","6,082,900,000","4,815,200,000","5,003,200,000","4,558,400,000","4,597,800,000","4,656,800,000","4,692,100,000","4,099,800,000","4,126,000,000","4,099,400,000","4,271,600,000","3,953,200,000","4,150,600,000","3,761,900,000","4,038,100,000","3,773,400,000"
TotalLiabilitiesNetMinorityInterest,"37,857,337,000","39,548,060,000","34,441,445,000","33,528,771,000","31,711,150,000","30,110,556,000","27,396,792,000","26,976,213,000","23,581,445,000","23,954,915,000","21,579,226,000","21,538,486,000","21,205,917,000","21,122,649,000","19,258,896,000","18,329,658,000","18,820,518,000","19,590,052,000","18,177,960,000","18,282,480,000","18,565,259,000","18,720,148,000","17,701,518,000","17,731,344,000","17,354,954,000","17,200,551,000","16,697,108,000","16,561,671,000","15,047,747,000","15,857,202,000","14,668,679,000","13,961,348,000","14,403,632,000","15,405,787,000","14,720,578,000","14,026,745,000","14,419,912,000","13,647,851,000","11,991,670,000","11,930,664,000","12,428,486,000","12,350,266,000","10,968,785,000","11,637,620,000","12,273,331,000","11,344,072,000","10,249,861,000","9,993,782,000","9,694,605,000","10,647,804,000","9,221,868,000","8,963,142,000","9,261,874,000","10,001,785,000","8,403,253,000","7,889,509,000","8,011,618,000","8,452,385,000","7,135,751,000","7,173,616,000","7,140,781,000","8,068,890,000","6,817,918,000","6,809,896,000","6,809,489,000","7,414,326,000","6,256,979,000","6,152,694,000","6,099,950,000","6,985,824,000","6,052,712,000","6,126,637,000","6,037,341,000","6,937,058,000","6,219,567,000","6,342,213,000","6,542,286,000","7,232,759,000","6,401,553,000","6,519,404,000","7,515,093,000","7,962,355,000","6,473,260,000","6,540,131,000","6,272,432,000","7,163,949,000","6,566,590,000","6,430,862,000","6,645,502,000","7,476,330,000","6,371,900,000","6,391,500,000","6,688,000,000","6,985,300,000","6,139,700,000","6,660,400,000","6,310,900,000","6,429,800,000","5,901,900,000","5,897,900,000","5,865,100,000","5,929,500,000","5,529,100,000","5,480,900,000","5,558,600,000","5,658,800,000","5,009,000,000","5,066,900,000","5,344,300,000","6,041,700,000","5,476,100,000","5,672,400,000","5,818,900,000","5,942,200,000","5,558,600,000","5,519,700,000","4,402,800,000","4,603,500,000","4,166,100,000","4,210,800,000","4,276,300,000","4,319,400,000","3,734,500,000","3,768,100,000","3,749,000,000","3,928,500,000","3,616,000,000","3,819,900,000","3,438,100,000","3,722,100,000","3,463,800,000"
TotalEquityGrossMinorityInterest,"2,748,405,000","3,145,424,000","3,112,840,000","3,090,244,000","2,958,239,000","3,016,948,000","2,854,180,000","2,777,395,000","2,663,441,000","2,606,440,000","2,563,866,000","2,477,790,000","2,350,843,000","2,228,470,000","2,203,464,000","2,201,812,000","2,167,386,000","2,181,531,000","2,101,543,000","2,071,119,000","2,010,878,000","1,962,384,000","2,024,628,000","2,002,732,000","1,947,959,000","1,893,694,000","1,900,857,000","1,857,056,000","1,682,376,000","1,643,758,000","1,615,349,000","1,601,342,000","1,542,198,000","1,506,065,000","1,463,655,000","1,226,472,000","1,285,558,000","1,279,345,000","1,294,175,000","1,251,998,000","1,212,671,000","1,191,132,000","1,170,299,000","1,132,956,000","1,078,989,000","1,060,860,000","1,090,180,000","1,068,498,000","1,029,451,000","1,015,551,000","1,013,628,000","991,984,000","984,984,000","974,811,000","934,088,000","917,013,000","923,799,000","890,574,000","884,309,000","860,428,000","859,252,000","848,875,000","854,839,000","822,936,000","827,823,000","833,463,000","830,946,000","826,958,000","814,983,000","819,182,000","819,550,000","805,965,000","823,924,000","811,923,000","808,486,000","806,455,000","799,841,000","802,800,000","800,542,000","790,563,000","770,465,000","768,577,000","763,365,000","742,846,000","728,643,000","702,934,000","685,958,000","666,562,000","658,258,000","654,991,000","652,100,000","645,000,000","658,500,000","662,800,000","651,100,000","643,600,000","638,000,000","624,200,000","611,100,000","594,200,000","578,100,000","582,500,000","567,500,000","553,900,000","563,700,000","622,500,000","610,900,000","601,400,000","584,200,000","557,300,000","565,100,000","568,100,000","573,800,000","586,600,000","567,700,000","563,200,000","412,400,000","399,700,000","392,300,000","387,000,000","380,500,000","372,700,000","365,300,000","357,900,000","350,400,000","343,100,000","337,200,000","330,700,000","323,800,000","316,000,000","309,600,000"
	StockholdersEquity,"2,748,405,000","3,145,424,000","3,112,840,000","3,090,244,000","2,958,239,000","3,016,948,000","2,854,180,000","2,777,395,000","2,663,441,000","2,606,440,000","2,563,866,000","2,477,790,000","2,350,843,000","2,228,470,000","2,203,464,000","2,201,812,000","2,167,386,000","2,181,531,000","2,101,543,000","2,071,119,000","2,010,878,000","1,962,384,000","2,024,628,000","2,002,732,000","1,947,959,000","1,893,694,000","1,900,857,000","1,857,056,000","1,682,376,000","1,643,758,000","1,615,349,000","1,601,342,000","1,542,198,000","1,506,065,000","1,463,655,000","1,226,472,000","1,285,558,000","1,279,345,000","1,294,175,000","1,251,998,000","1,212,671,000","1,191,132,000","1,170,299,000","1,132,956,000","1,078,989,000","1,060,860,000","1,090,180,000","1,068,498,000","1,029,451,000","1,015,551,000","1,013,628,000","991,984,000","984,984,000","974,811,000","934,088,000","917,013,000","923,799,000","890,574,000","884,309,000","860,428,000","859,252,000","848,875,000","854,839,000","822,936,000","827,823,000","833,463,000","830,946,000","826,958,000","814,983,000","819,182,000","819,550,000","805,965,000","823,924,000","811,923,000","808,486,000","806,455,000","799,841,000","802,800,000","800,542,000","790,563,000","770,465,000","768,577,000","763,365,000","742,846,000","728,643,000","702,934,000","685,958,000","666,562,000","658,258,000","654,991,000","652,100,000","645,000,000","658,500,000","662,800,000","651,100,000","643,600,000","638,000,000","624,200,000","611,100,000","594,200,000","578,100,000","582,500,000","567,500,000","553,900,000","563,700,000","622,500,000","610,900,000","601,400,000","584,200,000","557,300,000","565,100,000","568,100,000","573,800,000","586,600,000","567,700,000","563,200,000","412,400,000","399,700,000","392,300,000","387,000,000","380,500,000","372,700,000","365,300,000","357,900,000","350,400,000","343,100,000","337,200,000","330,700,000","323,800,000","316,000,000","309,600,000"
		CapitalStock,"55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","24,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","55,057,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","27,528,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","26,472,000","24,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,109,585,000","1,110,520,000","1,102,818,000","1,098,139,000","1,093,667,000","1,090,450,000","1,085,375,000","1,081,713,000","1,073,089,000","1,073,764,000","1,069,510,000","1,065,301,000","1,060,630,000","1,054,601,000","1,054,801,000","1,050,660,000","1,046,673,000","1,046,095,000","1,042,022,000","1,037,898,000","1,033,225,000","1,033,419,000","1,028,869,000","1,023,195,000","1,017,420,000","1,019,889,000","1,015,383,000","1,009,965,000","892,658,000","894,602,000","891,353,000","887,086,000","883,195,000","882,407,000","862,153,000","736,456,000","732,209,000","732,069,000","730,274,000","726,708,000","722,977,000","723,299,000","721,511,000","719,990,000","718,158,000","718,306,000","716,278,000","715,038,000","713,062,000","712,774,000","711,373,000","709,839,000","708,044,000","707,812,000","706,584,000","705,136,000","703,429,000","702,914,000","701,620,000","700,616,000","700,161,000","699,794,000","699,029,000","698,485,000","726,244,000","728,108,000","727,987,000","727,880,000","726,673,000","726,595,000","726,488,000","726,480,000","726,406,000","726,405,000","726,377,000","726,367,000","726,366,000","726,368,000","726,376,000","726,389,000","726,347,000","726,347,000","683,226,000","683,231,000","683,219,000","683,220,000","683,366,000","683,407,000","683,407,000","683,410,000","608,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"2,265,129,000","2,176,998,000","2,116,568,000","2,040,134,000","1,968,318,000","1,891,246,000","1,750,389,000","1,692,289,000","1,646,751,000","1,672,438,000","1,621,198,000","1,573,586,000","1,531,396,000","1,488,421,000","1,477,732,000","1,434,342,000","1,393,485,000","1,338,110,000","1,239,865,000","1,204,436,000","1,174,587,000","1,142,887,000","1,112,613,000","1,083,280,000","1,058,131,000","1,033,990,000","1,016,206,000","1,005,563,000","986,923,000","963,911,000","947,664,000","922,268,000","897,826,000","884,630,000","860,138,000","834,445,000","813,245,000","787,015,000","774,641,000","756,835,000","735,978,000","697,923,000","682,942,000","664,805,000","646,383,000","623,415,000","612,265,000","596,973,000","581,443,000","562,748,000","546,370,000","529,448,000","517,486,000","502,073,000","489,012,000","473,998,000","457,028,000","430,824,000","421,729,000","406,048,000","391,880,000","380,464,000","370,184,000","359,868,000","350,568,000","342,675,000","333,096,000","321,667,000","312,807,000","305,986,000","299,084,000","291,623,000","287,760,000","281,556,000","268,449,000","259,564,000","250,439,000","240,295,000","232,544,000","225,477,000","215,935,000","200,780,000","235,265,000","222,630,000","210,168,000","196,705,000","185,382,000","173,325,000","160,957,000","148,728,000","211,200,000","199,600,000","187,400,000","175,000,000","161,800,000","158,500,000","148,300,000","137,200,000","176,100,000","164,900,000","154,000,000","142,900,000","172,100,000","161,800,000","151,100,000","136,900,000","208,100,000","199,500,000","191,200,000","182,200,000","173,900,000","166,400,000","218,400,000","208,600,000","200,900,000","194,500,000","187,200,000","180,500,000","172,700,000","166,300,000","159,800,000","152,200,000","188,400,000","181,100,000","173,600,000","166,300,000","160,500,000","153,900,000","147,000,000","139,200,000","132,900,000"
		TreasuryStock,"338,238,000","323,465,000","325,910,000","326,193,000","328,000,000","338,145,000","335,744,000","335,926,000","330,846,000","277,999,000","277,920,000","278,771,000","278,601,000","273,827,000","228,485,000","209,288,000","210,438,000","212,206,000","212,733,000","202,647,000","207,832,000","211,437,000","214,423,000","214,095,000","215,117,000","211,524,000","212,319,000","211,388,000","279,072,000","280,818,000","280,552,000","279,970,000","280,583,000","283,389,000","298,015,000","377,259,000","378,525,000","380,384,000","367,210,000","367,846,000","365,209,000","366,246,000","366,497,000","362,007,000","360,420,000","361,383,000","360,819,000","358,948,000","356,742,000","355,482,000","355,496,000","346,598,000","342,078,000","331,236,000","330,888,000","329,751,000","327,851,000","310,467,000","292,680,000","278,435,000","278,007,000","269,181,000","253,666,000","252,884,000","248,032,000","241,394,000","237,002,000","236,208,000","230,999,000","230,308,000","229,447,000","228,135,000","227,807,000","226,749,000","224,402,000","223,731,000","223,185,000","215,069,000","210,975,000","210,498,000","209,478,000","206,113,000","206,089,000","202,642,000","201,669,000","200,248,000","197,653,000","197,006,000","191,136,000","183,292,000","179,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-343,128,000","126,314,000","164,307,000","223,107,000","169,197,000","318,340,000","299,103,000","284,262,000","219,390,000","83,180,000","96,021,000","62,617,000","-17,639,000","-95,782,000","-155,641,000","-128,959,000","-117,391,000","-45,525,000","-22,668,000","-23,625,000","-44,159,000","-57,542,000","42,512,000","55,295,000","32,468,000","-3,718,000","26,530,000","-2,141,000","26,810,000","11,006,000","1,827,000","16,901,000","-13,297,000","-32,640,000","-15,678,000","-22,227,000","63,572,000","85,588,000","101,413,000","81,244,000","63,868,000","81,099,000","77,286,000","55,111,000","19,811,000","25,465,000","67,399,000","60,378,000","36,631,000","40,454,000","56,324,000","44,238,000","46,475,000","41,105,000","14,323,000","12,573,000","36,136,000","12,246,000","-1,417,000","-22,858,000","-9,839,000","-17,259,000","-15,765,000","-37,590,000","-28,485,000","-23,454,000","-20,663,000","-13,909,000","-21,026,000","-10,619,000","-4,103,000","-11,531,000","10,037,000","3,183,000","10,534,000","16,727,000","18,693,000","23,678,000","25,069,000","21,667,000","10,133,000","20,035,000","24,491,000","13,155,000","10,453,000","-3,215,000","-11,609,000","-19,636,000","-21,442,000","-20,327,000","-13,000,000","-2,400,000","6,700,000","13,700,000","15,000,000","5,800,000","6,200,000","3,900,000","3,500,000","-1,700,000","-7,800,000","-1,800,000","-10,000,000","-13,200,000","-6,300,000","3,600,000","200,000","-2,700,000","-16,100,000","-35,200,000","-21,000,000","-17,600,000","-5,100,000","14,300,000",,,,,,,,,,,,,,,,,
