name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014
OperatingCashFlow,"4,389,000,000","379,000,000","-76,000,000","2,956,000,000","1,130,000,000","822,000,000","963,000,000","747,000,000","1,472,000,000","100,000,000","-79,000,000","1,432,000,000","1,196,000,000","987,000,000","382,000,000","1,326,000,000","1,249,000,000","247,000,000","142,000,000","826,000,000","891,000,000","636,000,000","-1,464,000,000","2,212,000,000","1,714,000,000","1,107,000,000","-75,000,000","-158,000,000","2,063,000,000","1,188,000,000","568,000,000","1,026,000,000","2,473,000,000"
	CashFlowFromContinuingOperatingActivities,"4,389,000,000","379,000,000","-76,000,000","2,956,000,000","1,130,000,000","822,000,000","963,000,000","747,000,000","1,472,000,000","100,000,000","-79,000,000","1,432,000,000","1,196,000,000","987,000,000","382,000,000","1,326,000,000","1,249,000,000","247,000,000","142,000,000","826,000,000","891,000,000","636,000,000","-1,464,000,000","2,212,000,000","1,714,000,000","1,107,000,000","-75,000,000","-158,000,000","2,063,000,000","1,188,000,000","568,000,000","1,026,000,000","2,473,000,000"
		NetIncomeFromContinuingOperations,"3,708,000,000","250,000,000","513,000,000","2,553,000,000","392,000,000","259,000,000","223,000,000","157,000,000","9,000,000","-821,000,000","333,000,000","480,000,000","-27,000,000","419,000,000","177,000,000","-757,000,000","451,000,000","778,000,000","1,436,000,000","524,000,000","165,000,000","-612,000,000","267,000,000","302,000,000","2,272,000,000","320,000,000","267,000,000","1,385,000,000","224,000,000","305,000,000","547,000,000","516,000,000","266,000,000"
		OperatingGainsLosses,"-214,000,000","-33,000,000","-31,000,000","-71,000,000","-79,000,000","-4,000,000","-26,000,000","-17,000,000","-27,000,000","10,000,000","-33,000,000","1,000,000","-3,000,000","-3,000,000","-15,000,000","-15,000,000","-11,000,000","10,000,000","-22,000,000","-1,000,000","-1,000,000","3,000,000","22,000,000","-247,000,000","-2,097,000,000",,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,"0",,,,"-251,000,000","-2,169,000,000",,,,,,,,
			EarningsLossesFromEquityInvestments,"-214,000,000","-33,000,000","-31,000,000","-71,000,000","-79,000,000","-4,000,000","-26,000,000","-17,000,000","-27,000,000","10,000,000","-33,000,000","1,000,000","-3,000,000","-3,000,000","-15,000,000","-15,000,000","-11,000,000","10,000,000","-22,000,000","-1,000,000","-1,000,000","3,000,000","22,000,000","4,000,000","72,000,000",,,,,,,,
		DepreciationAmortizationDepletion,"2,526,000,000","621,000,000","621,000,000","641,000,000","643,000,000","639,000,000","674,000,000","652,000,000","642,000,000","641,000,000","690,000,000","616,000,000","632,000,000","648,000,000","639,000,000","645,000,000","641,000,000","655,000,000","635,000,000","682,000,000","737,000,000","792,000,000","840,000,000","872,000,000","954,000,000","960,000,000","989,000,000","988,000,000","989,000,000","973,000,000","997,000,000","1,031,000,000","1,016,000,000"
			DepreciationAndAmortization,"2,526,000,000","621,000,000","621,000,000","641,000,000","643,000,000","639,000,000","674,000,000","652,000,000","642,000,000","641,000,000","690,000,000","616,000,000","632,000,000","648,000,000","639,000,000","645,000,000","641,000,000","655,000,000","635,000,000","682,000,000","737,000,000","792,000,000","840,000,000","872,000,000","954,000,000","960,000,000","989,000,000","988,000,000","989,000,000","973,000,000","997,000,000","1,031,000,000","1,016,000,000"
		DeferredTax,"-126,000,000","-91,000,000","37,000,000","-11,000,000","-61,000,000","-24,000,000","-71,000,000","-80,000,000","-111,000,000","-75,000,000","-28,000,000","194,000,000","541,000,000","-26,000,000","370,000,000","3,444,000,000","-51,000,000","171,000,000","-1,335,000,000","-1,267,000,000","-361,000,000","631,000,000","-125,000,000","-333,000,000","-981,000,000","-276,000,000","245,000,000","-1,646,000,000","74,000,000","157,000,000","-1,107,000,000","-76,000,000","-76,000,000"
			DeferredIncomeTax,"-126,000,000","-91,000,000","37,000,000","-11,000,000","-61,000,000","-24,000,000","-71,000,000","-80,000,000","-111,000,000","-75,000,000","-28,000,000","194,000,000","541,000,000","-26,000,000","370,000,000","3,444,000,000","-51,000,000","171,000,000","-1,335,000,000","-1,267,000,000","-361,000,000","631,000,000","-125,000,000","-333,000,000","-981,000,000","-276,000,000","245,000,000","-1,646,000,000","74,000,000","157,000,000","-1,107,000,000","-76,000,000","-76,000,000"
