name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
OperatingCashFlow,"-11,939,302","-15,677,555","1,148,140","1,329,984","1,260,129","4,029,984","2,081,275","2,230,640","1,372,250","-110,884","4,578,094","2,139,574","2,658,574","237,307","1,790,863","719,056","-1,353,429","-1,118,165","-1,214,893","-387,652","-1,058,154","-585,240","-383,827","-340,507","-546,931","-211,046","-270,314","-389,839"
	CashFlowFromContinuingOperatingActivities,"-11,939,302","-15,677,555","1,148,140","1,329,984","1,260,129","4,029,984","2,081,275","2,230,640","1,372,250","-110,884","4,578,094","2,139,574","2,658,574","237,307","1,790,863","719,056","-1,353,429","-1,118,165","-1,214,893","-387,652","-1,058,154","-585,240","-383,827","-340,507","-546,931","-211,046","-270,314","-389,839"
		NetIncomeFromContinuingOperations,"-16,271,481","16,368,771","-13,884,916","-28,778,635","10,023,299","88,120,060","18,322,539","3,466,171","3,435,451","-24,727,697","4,037,398","667,605","-2,096,790","-4,089,478","-3,522,078","-1,924,474","-1,602,730","-2,109,549","-2,489,474","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291"
		OperatingGainsLosses,"-12,938,612","-25,809,174","-93,862,695","3,562,362","-1,297,057","-5,120,724","-2,676,979","-3,348,268","-4,191,252","-473,014","-100,208","-164,369","-330,224","-232,856","-256,191","-507,342","35,161","-283,662","-8,765","84,382","204,967","8,231","253,407","6,623","-17,826","44,161","-69,398","-4,151"
			GainLossOnSaleOfBusiness,,"-24,977,740",,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,"20,751","50,015","18,919","195,597","2,760","43,254","-17,721","68,792","0",,,"1,249","132,895",,,,,,,,
			GainLossOnInvestmentSecurities,"9,013,308","-4,452,534","-93,978,269","3,860,087","-883,928","-5,015,994","-5,841","-2,026,193","-3,643,607","-26,268","-139,772","-7,565","-304,462","-120,382","-327,452","-389,947",,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"2,936,679","3,675,303","56,567","-359,203","-435,988","-140,297","-2,781,008","-1,342,826","-597,660","-465,665","-156,033","-159,564","-69,016","-94,753","2,469","-117,395","-101,429","-283,662","-10,014","-48,513","-23,464","8,231","-5,697","6,623","-17,826","44,161","8,752","-4,151"
		DepreciationAmortizationDepletion,"15,472,845","4,241,660","3,723,335","3,876,268","3,631,582","3,459,730","2,964,425","3,038,066","2,982,319","2,820,472","3,026,931","5,061,235","4,635,274","4,606,888","3,954,755","2,081,307","1,000,558","1,092,084","1,309,436","791,883","655,914","596,693","386,415","501,082","432,184","317,460","246,499","189,331"
			DepreciationAndAmortization,"15,472,845","4,241,660","3,723,335","3,876,268","3,631,582","3,459,730","2,964,425","3,038,066","2,982,319","2,820,472","3,026,931","5,061,235","4,635,274","4,606,888","3,954,755","2,081,307","1,000,558","1,092,084","1,309,436","791,883","655,914","596,693","386,415","501,082","432,184","317,460","246,499","189,331"
