name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,01/31/2021
TotalAssets,"317,270,733","317,450,324","317,534,079","317,770,291","294,574","55,000"
	CurrentAssets,"672,485","793,971","1,272,711","1,519,149",,
		CashCashEquivalentsAndShortTermInvestments,"121,018","279,211","368,618","511,264",,
			CashAndCashEquivalents,"121,018","279,211","368,618","511,264",,
				CashFinancial,"121,018","279,211","368,618","511,264",,
		PrepaidAssets,"551,467","514,760","904,093","1,007,885",,
	TotalNonCurrentAssets,"316,598,248","316,656,353","316,261,368","316,251,142","294,574","55,000"
		NonCurrentDeferredAssets,"255,948","377,828",,,"294,574","55,000"
		OtherNonCurrentAssets,"316,342,300","316,278,525","316,261,368","316,251,142",,
TotalLiabilitiesNetMinorityInterest,"20,867,227","23,484,056","25,279,142","35,070,922","270,930","31,000"
	CurrentLiabilities,"556,777","587,931","331,329","191,358","270,930","31,000"
		PayablesAndAccruedExpenses,"556,777","587,931","331,329","191,358","151,279","31,000"
			Payables,"556,777","587,931","331,329","191,358",,
				AccountsPayable,"506,777","397,701","231,329","141,358",,
				TotalTaxPayable,"50,000","190,230","100,000","50,000",,
			CurrentAccruedExpenses,,,,,"151,279","31,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,"119,651",
			CurrentDebt,,,,,"119,651",
				CurrentNotesPayable,,,,,"119,651","0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"20,310,450","22,896,125","24,947,813","34,879,564","0","0"
		LongTermDebtAndCapitalLeaseObligation,"190,137",,,,,
			LongTermDebt,"190,137",,,,,
		NonCurrentDeferredLiabilities,"11,068,750","11,068,750","11,068,750","11,068,750",,
		TradeandOtherPayablesNonCurrent,,"11,068,750","11,068,750","11,068,750",,
		DerivativeProductLiabilities,"9,051,563","11,827,375","13,879,063","23,810,814",,
TotalEquityGrossMinorityInterest,"296,403,506","293,966,268","292,254,937","282,699,369","23,644","24,000"
	StockholdersEquity,"296,403,506","293,966,268","292,254,937","282,699,369","23,644","24,000"
		CapitalStock,"316,250,791","316,250,791","316,250,791","277,700,537","790","790"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"316,250,791","316,250,791","316,250,791","277,700,537","790","790"
		AdditionalPaidInCapital,"0","0","0","6,637,766","24,210","24,210"
		RetainedEarnings,"-19,847,285","-22,284,523","-23,995,854","-1,638,934","-1,356","-1,000"
TotalCapitalization,"296,593,643","293,966,268","292,254,937","282,699,369","23,644","24,000"
CommonStockEquity,"296,403,506","293,966,268","292,254,937","282,699,369","23,644","24,000"
NetTangibleAssets,"296,403,506","293,966,268","292,254,937","282,699,369","23,644","24,000"
WorkingCapital,"115,708","206,040","941,382","1,327,791",,
InvestedCapital,"296,593,643","293,966,268","292,254,937","282,699,369","143,295","24,000"
TangibleBookValue,"296,403,506","293,966,268","292,254,937","282,699,369","23,644","24,000"
TotalDebt,"190,137",,,,"119,651",
NetDebt,"69,119",,,,"119,651",
ShareIssued,"39,531,250","39,531,250","39,531,250","39,531,250","39,531,250","39,531,250"
OrdinarySharesNumber,"39,531,250","39,531,250","39,531,250","39,531,250","39,531,250","39,531,250"
