name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"-239,352,000","-73,802,000","-53,849,000","-57,693,000","-54,008,000","-62,391,000","-62,692,000","-40,515,000","-36,635,000","-65,292,000","-53,822,000","-42,182,000","-33,795,000","-29,090,000","-31,549,000","-27,928,000","-23,923,000","-17,849,000","-20,964,000","-21,446,000","-17,496,000","-18,803,000","-12,159,000","-12,209,000","-3,748,000","-4,552,000","-6,579,000","-3,843,421","-4,499,930","-3,458,649","-3,314,930","-1,728,763","-1,322,191","-2,267,363","-2,253,190","-427,073","-681,929","-300,000","0","-280,739","-1,200,511","-760,217","-2,709,654","-1,649,502","-1,265,568","-564,475","-369,592","-113,320","-82,274","-55,619","-12,161","-536","-414","-1,337","-13,847","-988","-14,510","-27,958"
	CashFlowFromContinuingOperatingActivities,"-239,352,000","-73,802,000","-53,849,000","-57,693,000","-54,008,000","-62,391,000","-62,692,000","-40,515,000","-36,635,000","-65,292,000","-53,822,000","-42,182,000","-33,795,000","-29,090,000","-31,549,000","-27,928,000","-23,923,000","-17,849,000","-20,964,000","-21,446,000","-17,496,000","-18,803,000","-12,159,000","-12,209,000","-3,748,000","-4,552,000","-6,579,000","-3,843,421","-4,499,930","-3,458,649","-3,314,930","-1,728,763","-1,322,191","-2,267,363","-2,253,190","-427,073","-681,929","-300,000","0","-280,739","-1,200,511","-760,217","-2,709,654","-1,649,502","-1,265,568","-564,475","-369,592","-113,320","-82,274","-55,619","-12,161","-536","-414","-1,337","-13,847","-988","-14,510","-27,958"
		NetIncomeFromContinuingOperations,"-358,410,000","-91,607,000","-99,330,000","-86,122,000","-81,351,000","-75,449,000","-68,397,000","-58,571,000","-63,018,000","-69,595,000","-63,568,000","-49,487,000","-47,551,000","-36,950,000","-32,575,000","-33,830,000","-30,660,000","-26,515,000","-25,854,000","-22,149,000","-23,377,000","-20,684,000","-15,688,000","-18,759,000","-11,563,000","-6,884,000","-8,377,000","-7,617,450","-6,367,491","-5,298,059","-4,866,715","-2,798,311","-2,110,169","-2,259,514","-11,496,516","-9,409,063","-3,429,255","-1,046,529","3,466,241",,,,,,"-10,959,740","-564,296","-741,922","-713,757","-84,629","-67,680","-2,345","-3,470","-3,345","-6,612","-14,338","-2,471","-15,035","-25,296"
		OperatingGainsLosses,,,,,,,,,,,,,,,"0","0","0","9,000",,,,,,,"4,585,000","1,483,000","2,529,000","1,921,703","1,283,989","1,017,308","662,808","555,103","438,951","901,650","389,879","136,944","133,032","87,386",,,,,,,,,,"0",,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,"4,585,000","1,483,000","2,529,000","1,921,703","1,283,989","1,017,308","662,808","555,103","438,951","901,650","389,879","136,944","133,032","87,386",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"16,184,000","4,978,000","12,214,000","1,028,000","366,000","372,000","321,000","307,000","260,000","252,000","294,000","315,000","289,000","271,000","252,000","251,000","225,000","228,000","242,000","246,000","243,000","221,000","290,000","148,000","271,000","269,000","308,000","265,357","240,194","185,449","65,441","5,052","1,163","16,565","2,188","1,793","1,150","1,956","1,554","1,552","1,553","1,552","-53,160","19,068","18,679","18,117","58,250","174",,,"333","333","333","333","333","333","333","333"
			DepreciationAndAmortization,"16,184,000","4,978,000","12,214,000","1,028,000","366,000","372,000","321,000","307,000","260,000","252,000","294,000","315,000","289,000","271,000","252,000","251,000","225,000","228,000","242,000","246,000","243,000","221,000","290,000","148,000","271,000","269,000","308,000","265,357","240,194","185,449","65,441","5,052","1,163","16,565","2,188","1,793","1,150","1,956","1,554","1,552","1,553","1,552","-53,160","19,068","18,679","18,117","58,250","174",,,"333","333","333","333","333","333","333","333"
				Depreciation,"16,184,000","4,978,000","12,214,000","1,028,000","366,000","372,000","321,000","307,000","260,000","252,000","294,000","315,000","289,000","271,000","252,000","251,000","225,000","228,000","242,000","246,000","243,000","221,000","290,000","148,000","271,000","269,000","308,000","265,357","240,194","185,449","65,441","5,052","1,163","16,565","2,188","1,793","1,150","1,956",,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,117","58,250","174","173","0","333","333","333","333","333","333","333","333"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,117","58,250","174","173","0","333","333","333","333","333","333","333","333"
		AmortizationOfSecurities,"4,488,000","541,000","836,000","1,315,000","1,796,000","2,066,000","1,506,000","376,000","33,000","-50,000","-386,000","-605,000","-1,198,000","-1,232,000","-944,000","-387,000","-1,000","0","0","-18,000","9,000","28,000","-5,000",,,,,,,,,,,,,,,,,,,,"2,401,575",,,,,,,,,,,,,,,
		AssetImpairmentCharge,,"314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"75,089,000","22,265,000","19,104,000","19,306,000","14,414,000","16,941,000","10,232,000","10,706,000","10,537,000","9,412,000","5,407,000","6,598,000","6,426,000","5,846,000","5,185,000","5,516,000","5,222,000","4,104,000","2,760,000","2,619,000","3,293,000","3,296,000","3,123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,,,"5,223,000","122,000","2,285,000","2,573,000","1,671,000","1,458,000","1,870,000","1,989,000","1,934,000","1,606,000","1,089,000",,,,,,,,,,,"772,000","296,000","218,000","465,130","637,425","450,445","430,384","384,181","423,054","17,700","9,784,507","9,148,726",,,"791,220","5,182,068","-1,287,749","-1,997,378","-5,394,788","-15,872,901","9,609,556","-53,652","85,475","590,548",,,,,,,,,,
		ChangeInWorkingCapital,"22,983,000","-10,293,000","20,957,000","1,557,000","10,645,000","-8,606,000","-8,927,000","4,996,000","14,095,000","-7,181,000","2,426,000","-937,000","6,633,000","1,886,000","-3,467,000","522,000","1,291,000","4,325,000","1,888,000","-2,144,000","2,336,000","-1,664,000","121,000","-2,174,000","2,187,000","284,000","-1,257,000","1,121,839","-294,047","186,208","393,152","125,212","-75,190","-943,764","-933,248","-305,473","317,276","657,187","2,395,766","761,613","85,685","1,235,609","176,683","81,870","65,937","35,356","1,503","9,715","-1,284","12,061","-10,149","2,601","2,598","4,942","158","1,150","192","-2,995"
			ChangeInPrepaidAssets,"3,127,000","-3,715,000","-9,218,000","3,834,000","1,029,000","7,130,000","-6,754,000","1,130,000","252,000","-1,316,000","-4,063,000","1,300,000","-2,107,000","1,592,000","-1,421,000","-2,248,000","1,972,000","-368,000","4,078,000","-1,578,000","-1,021,000","-2,354,000","-1,768,000","-492,000","-589,000","84,000","-32,000","133,275","-249,526","-62,749","-9,919","22,995","44,881","49,625","-164,838","257","-985","-875","-2,275","19,628","25,422","-20,186","-4,473","2,500","5,292","-4,345","1,553","0","0","-5,000",,"1",,,,,,
			ChangeInPayablesAndAccruedExpense,"23,674,000","-7,268,000","30,446,000","2,787,000","8,843,000","-14,416,000","3,722,000","5,706,000","15,121,000","-3,404,000","8,323,000","-574,000","10,449,000","1,236,000","-2,046,000","2,770,000","-681,000","4,693,000","1,443,000","-566,000","3,357,000","690,000","1,889,000","-1,682,000","2,776,000","200,000","-1,225,000","988,564","-44,521","248,957","403,071","102,217","46,986","-1,160,446","-768,410","-305,730","318,261","658,062","2,398,041","741,985","77,882","1,238,176","173,047","107,870","58,145","42,201","4,800","9,715","-1,284","17,061","-10,300","6,500","-1,150","4,942","158","1,150","192","-2,995"
				ChangeInPayable,"4,887,000","-2,104,000","7,716,000","-5,690,000","4,965,000","-15,000","-12,132,000","16,264,000","672,000","-7,768,000","6,081,000","-3,326,000","5,369,000","4,582,000","-3,275,000","1,096,000","-1,553,000","5,239,000","-1,779,000","-839,000","1,521,000","1,466,000","-1,544,000","-1,682,000","2,776,000","200,000","-1,225,000","988,564","-44,521","248,957","403,071","102,217","46,986","-1,160,446","-1,214,153","-305,730","318,261","658,062","-533,820","741,985","327,882","372,176",,,,,,,,,,,,"4,942","158","1,150","192","-2,995"
					ChangeInAccountPayable,"4,887,000","-2,104,000","7,716,000","-5,690,000","4,965,000","-15,000","-12,132,000","16,264,000","672,000","-7,768,000","6,081,000","-3,326,000","5,369,000","4,582,000","-3,275,000","1,096,000","-1,553,000","5,239,000","-1,779,000","-839,000","1,521,000","1,466,000","-1,544,000","-1,682,000","2,776,000","200,000","-1,225,000","988,564","-44,521","248,957","656,302","102,217","46,986","-1,160,446","-1,214,153","-305,730","318,261","658,062",,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"18,787,000","-5,164,000","22,730,000","8,477,000","3,878,000","-14,401,000","15,854,000","-10,558,000","14,449,000","4,364,000","2,242,000","2,752,000","5,080,000","-3,346,000","1,229,000","1,674,000","872,000","-546,000","3,222,000","273,000","1,836,000","-776,000",,,,,,,,,,,,"0",,,"0","0","2,931,861","0","-250,000","866,000",,,,,,,,,,,,,,,,
					ChangeInInterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,"-25,138,000","2,501,000","-2,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,500","-2,500",,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-3,818,000","690,000","-25,568,000","20,074,000","-1,728,000","1,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"17,619",,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,"-5,895,000","-1,840,000","-1,278,000","-2,461,000","-1,834,000","-1,663,000","-1,709,000","-942,000",,,,,,,,,,,,,,,,,,,,"167,057",,,,,,,,,"8,109",,,,,,,,,,,,,,,
InvestingCashFlow,"9,437,000","86,516,000","69,338,000","12,748,000","-159,165,000","77,211,000","58,753,000","-52,955,000","-423,756,000","100,105,000","26,814,000","3,495,000","58,683,000","1,033,000","-206,382,000","-149,373,000","-30,502,000","-22,000","58,000","14,487,000","25,330,000","18,802,000","25,765,000","-16,557,000","-167,000","-147,000","9,737,000","-212,734","-99,895,123","-782,143","-1,426,016","-160,272","-2,305","-3,437","-1","-12,704","0","0","0","0","0","0","-60,737","-3,455","-16,861","0","2,981","0","-2,125","-856",,,"0","0","0","0","0","0"
