name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"2,280,847,151","2,813,841,150","3,650,893,500","2,630,729,740","2,482,080,550","1,822,692,120","1,259,347,840","812,289,240","622,092,240","372,500,370","1,280,905,450","996,918,500","1,010,613,506","834,005,848","482,442,870","795,359,854","570,131,067","480,901,392","443,541,630","236,673,036","188,241,659","262,527,201","332,343,400","301,422,060","227,672,362","247,690,000","323,841,500","484,948,590","835,104,000","617,710,080","467,903,800"
EnterpriseValue,"2,566,423,151","2,959,783,150","3,910,727,500","2,864,051,740","2,739,949,550","2,057,913,120","1,603,024,840","1,158,876,240","987,165,240","667,811,370","1,643,904,450","1,340,112,500","1,179,594,506","964,272,848","679,924,870","999,349,854","777,113,067","652,154,392","681,485,630","482,309,036","418,299,659","455,104,201","579,416,400","557,293,060","475,524,362","462,067,000","588,032,500","572,901,590","924,103,000","693,603,080","648,051,800"
PeRatio,"12.117","16.688","27.839","26.293","41.816","45.152","35.541","21.814","13.146","7.389","28.545","24.236","26.4","22.822","12.431","22.548","19.762","19.484","29.661","16.481","13.358","21.043","27.822","36.71","23.297","22.381","27.536","32.97","59.259","53.61","43.252"
ForwardPeRatio,"12.771","18.248","25.51","25.381","29.07","28.409","26.247","27.027","25.381","6.402","22.727","22.222","23.866","20.04","13.405","24.938","20.534","18.657",,,,,,,,,,,,,
PsRatio,"1.566","2.106","3.133","2.519","2.773","2.217","1.576","1.016","0.745","0.443","1.575","1.261","1.322","1.121","0.667","1.132","0.843","0.718","0.697","0.378","0.303","0.431","0.56","0.504","0.408","0.484","0.704","1.156","1.819","1.585","1.217"
PbRatio,"3.803","5.086","7.586","5.981","6.285","5.027","3.816","2.518","1.934","1.187","4.492","3.616","3.842","3.276","2.053","3.55","2.707","2.369","2.421","1.31","1.046","1.487","2.017","1.848","1.41","1.55","2.177","3.262","5.864","4.474","10.051"
EnterprisesValueRevenueRatio,"1.724","7.722","8.048","9.159","8.945","7.95","5.302","6.281","6.681","3.54","5.788","7.159","6.35","5.003","2.677","5.945","4.797","3.819","3.032","3.371","3.001","2.792","2.905","4.16","3.564","3.091","3.034","4.417","9.626","6.716","4.965"
EnterprisesValueEBITDARatio,"8.982","42.427","39.43","57.135","39.63","42.888","28.444","46.575","62.286","28.221","33.909","52.236","41.685","44.482","19.985","75.309","54.496","41.037","23.78","49.316","46.201","36.496","23.112","65.874","55.754","45.699","24.722","198.855","123.675","65.546","32.114"
