name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"546,201,000","176,001,000","164,598,000","-31,378,000","236,980,000","167,993,000","-42,103,000","59,000","170,349,000","106,317,000","120,783,000","43,915,000","117,415,000","160,097,000","66,489,000","6,888,000","110,308,000","172,927,000","94,737,000","33,250,000","116,193,000","146,951,000","38,768,000","51,994,000","95,660,000","160,439,000","97,757,000","36,865,000","67,785,000","162,960,000","74,627,000","47,946,000","39,843,000","107,365,000","46,456,000","9,351,000","33,257,000","107,824,000","47,981,000","12,151,000","33,748,000","82,892,000","30,412,000","-4,771,000","24,583,000","79,687,000","47,453,000","-2,797,000","-15,502,000","68,802,000","22,445,000","13,258,000","7,533,000","88,438,000","45,286,000","-3,363,000","-14,110,000","43,819,000","11,030,000","11,947,000","-2,414,000","53,384,000","10,440,000","-5,920,000","-4,669,000","34,895,000"
	CashFlowFromContinuingOperatingActivities,"546,201,000","176,001,000","164,598,000","-31,378,000","236,980,000","167,993,000","-42,103,000","59,000","170,349,000","106,317,000","120,783,000","43,915,000","117,415,000","160,097,000","66,489,000","6,888,000","110,308,000","172,927,000","94,737,000","33,250,000","116,193,000","146,951,000","38,768,000","51,994,000","95,660,000","160,439,000","97,757,000","36,865,000","67,785,000","162,960,000","74,627,000","47,946,000","39,843,000","107,365,000","46,456,000","9,351,000","33,257,000","107,824,000","47,981,000","12,151,000","33,748,000","82,892,000","30,412,000","-4,771,000","24,583,000","79,687,000","47,453,000","-2,797,000","-15,502,000","68,802,000","22,445,000","13,258,000","7,533,000","88,438,000","45,286,000","-3,363,000","-14,110,000","43,819,000","11,030,000","11,947,000","-2,414,000","53,384,000","10,440,000","-5,920,000","-4,669,000","34,895,000"
		NetIncomeFromContinuingOperations,"137,103,000","-7,881,000","10,703,000","39,254,000","95,027,000","6,869,000","-28,838,000","-29,142,000","-93,104,000","-33,009,000","60,521,000","43,929,000","70,543,000","57,124,000","41,446,000","15,147,000","50,016,000","55,193,000","82,502,000","22,293,000","48,475,000","41,632,000","41,310,000","45,453,000","60,847,000","71,980,000","56,709,000","44,460,000","54,338,000","64,823,000","4,751,000","14,110,000","33,367,000","34,075,000","17,264,000","16,997,000","25,687,000","31,831,000","14,642,000","16,886,000","25,183,000","21,703,000","10,810,000","9,486,000","11,949,000","17,153,000","12,381,000","13,159,000","17,562,000","22,600,000","10,541,000","13,776,000","23,852,000","28,162,000","18,199,000","4,890,000","2,646,000","9,672,000","4,771,000","7,015,000","9,976,000","9,747,000","-1,546,000","-1,250,000","4,703,000","6,833,000"
		OperatingGainsLosses,,,,,,,,,,,"78,000","-259,000","-1,598,000","-6,696,000","86,000","3,765,000","-1,359,000","-132,000","2,715,000","1,718,000","2,353,000","2,548,000","1,471,000","3,982,000","1,478,000","-1,950,000","1,587,000","1,407,000","-1,180,000","2,816,000","3,133,000","1,192,000","1,425,000","1,350,000","3,033,000","2,034,000","1,618,000","1,315,000","1,925,000","686,000","1,417,000","56,000","793,000","185,000","3,719,000","97,000","1,524,000","-114,000","610,000","858,000","3,036,000","761,000","1,019,000","82,000","1,423,000","170,000","224,000","367,000","619,000","17,000","3,000","-99,000","-262,000",,,
			GainLossOnSaleOfPPE,,,,,,,,,,,"78,000","-259,000","-1,598,000","-6,696,000","86,000","3,765,000","-1,359,000","-132,000","2,715,000","1,718,000","2,353,000","2,548,000","1,471,000","3,982,000","1,478,000","-1,950,000","1,587,000","1,407,000","-1,180,000","2,816,000","3,133,000","1,192,000","1,425,000","1,350,000","3,033,000","2,034,000","1,618,000","1,315,000","1,925,000","686,000","1,417,000","56,000","793,000","185,000","3,719,000","97,000","1,524,000","-114,000","610,000","858,000","3,036,000","761,000","1,019,000","82,000","1,423,000","170,000",,,,,,,,,,
		DepreciationAmortizationDepletion,"184,204,000","46,343,000","46,940,000","46,399,000","44,522,000","43,174,000","43,982,000","45,290,000","43,296,000","43,699,000","41,740,000","39,436,000","38,494,000","36,182,000","36,710,000","34,658,000","29,834,000","28,149,000","29,142,000","31,893,000","30,129,000","30,549,000","29,254,000","25,881,000","25,396,000","24,685,000","24,500,000","24,346,000","24,904,000","24,347,000","23,054,000","22,174,000","19,750,000","18,431,000","17,374,000","17,106,000","17,892,000","16,892,000","16,667,000","15,704,000","13,162,000","11,970,000","11,253,000","10,676,000","10,156,000","9,890,000","9,144,000","8,779,000","8,351,000","8,691,000","7,872,000","7,633,000","7,251,000","6,882,000","6,299,000","6,219,000","5,956,000","5,015,000","4,379,000","4,238,000","3,715,000","3,660,000","18,183,000","-12,344,000","2,519,000","2,226,000"
			DepreciationAndAmortization,"184,204,000","46,343,000","46,940,000","46,399,000","44,522,000","43,174,000","43,982,000","45,290,000","43,296,000","43,699,000","41,740,000","39,436,000","38,494,000","36,182,000","36,710,000","34,658,000","29,834,000","28,149,000","29,142,000","31,893,000","30,129,000","30,549,000","29,254,000","25,881,000","25,396,000","24,685,000","24,500,000","24,346,000","24,904,000","24,347,000","23,054,000","22,174,000","19,750,000","18,431,000","17,374,000","17,106,000","17,892,000","16,892,000","16,667,000","15,704,000","13,162,000","11,970,000","11,253,000","10,676,000","10,156,000","9,890,000","9,144,000","8,779,000","8,351,000","8,691,000","7,872,000","7,633,000","7,251,000","6,882,000","6,299,000","6,219,000","5,956,000","5,015,000","4,379,000","4,238,000","3,715,000","3,660,000","18,183,000","-12,344,000","2,519,000","2,226,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,015,000","4,379,000","4,238,000","3,715,000","3,660,000","18,183,000",,,
		DeferredTax,,,,,,,,,,,"20,671,000","12,161,000","19,531,000","16,103,000","16,462,000","-3,481,000","12,506,000","12,735,000","-21,823,000","12,301,000","49,609,000","2,386,000","27,510,000","-417,000","519,000","2,234,000","6,320,000","940,000","-274,000","1,993,000","-8,685,000","-6,678,000","5,962,000","2,048,000","-965,000","-3,901,000","-1,286,000","4,207,000","1,595,000","5,355,000","266,000","-854,000","9,636,000","-1,602,000","-348,000","6,291,000","-4,042,000","5,576,000","-4,907,000","2,636,000","-2,882,000","3,410,000","-5,867,000","12,107,000","7,324,000","-6,076,000","2,093,000","2,567,000","2,507,000","1,411,000","837,000","2,554,000",,,"0","0"
			DeferredIncomeTax,,,,,,,,,,,"20,671,000","12,161,000","19,531,000","16,103,000","16,462,000","-3,481,000","12,506,000","12,735,000","-21,823,000","12,301,000","49,609,000","2,386,000","27,510,000","-417,000","519,000","2,234,000","6,320,000","940,000","-274,000","1,993,000","-8,685,000","-6,678,000","5,962,000","2,048,000","-965,000","-3,901,000","-1,286,000","4,207,000","1,595,000","5,355,000","266,000","-854,000","9,636,000","-1,602,000","-348,000","6,291,000","-4,042,000","5,576,000","-4,907,000","2,636,000","-2,882,000","3,410,000","-5,867,000","12,107,000","7,324,000","-6,076,000","2,093,000","2,567,000","2,507,000","1,411,000","837,000","2,554,000",,,"0","0"
