name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
MarketCap,"8,513,957,333","8,814,442,741","4,993,678,661","5,735,885,151","7,829,741,604","8,078,261,575","9,356,814,000","7,424,487,000","2,184,892,004","237,275,286","369,923,194","412,748,042","244,004,455","243,379,336"
EnterpriseValue,"12,692,011,333","12,763,237,741","8,742,036,661","9,243,351,151","8,818,630,604","8,836,104,575","10,344,497,000","8,291,410,000","2,992,107,004","829,234,286","797,662,194","702,965,042","372,885,455","437,270,336"
PeRatio,"22.663","86.959","150.875","17.903",,,,,,,,,,
ForwardPeRatio,"16.34","18.215","13.661","17.212","119.048","58.824","60.976","44.843","86.957","526.316","222.222","263.158",,
PsRatio,"5.123","6.497","5.583","7.69","10.453","10.841","9.964","4.984","1.322","1.08","2.38","2.901","2.094","2.08"
PbRatio,"4.028","4.935","3.016","3.258","27.422","21.934","103.116","51.93","30.548","2.798","4.339","5.193","3.182","0.907"
EnterprisesValueRevenueRatio,"7.545","25.268","13.478","30.34","39.397","60.653","71.001","60.584","31.64","11.126","11.436","14.157","9.377","14.6"
EnterprisesValueEBITDARatio,"20.024","47.484","37.621","126.36","126.289","-734.323","386.306","-851.624","-20.342","-18.301","-23.17","-13.801","-8.749","-7.963"
