name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
OperatingCashFlow,"413,300,000","127,700,000","122,400,000","58,300,000","104,900,000","136,400,000","71,400,000","6,500,000","53,500,000","48,300,000","72,700,000","47,300,000","43,400,000","47,300,000","58,900,000","4,600,000","7,900,000","33,900,000","63,400,000","39,800,000","48,400,000","52,100,000","52,400,000","0","113,200,000","36,600,000","94,500,000","12,300,000","31,568,000","128,129,000","-16,017,000","60,420,000","40,493,000","5,329,000","56,854,000","28,920,000","32,542,000","24,739,000","15,262,000","29,614,000","21,664,000","19,502,000","29,170,000","31,057,000","25,228,000","21,034,000","24,310,000","19,141,000","36,454,000","21,919,000","25,716,000","29,919,000","6,171,000","33,458,000","39,388,000","2,574,000","25,521,000","24,566,000","21,253,000","5,047,000","11,614,000","14,004,000","-3,014,000","3,710,000","5,327,000","328,000","9,122,000","10,004,000","23,820,000","11,324,000","7,226,000","175,000","4,564,000","4,373,000","4,399,000","1,446,000","4,504,000","3,057,000","5,188,000","-1,085,000","3,339,000","2,677,000"
	CashFlowFromContinuingOperatingActivities,"413,300,000","127,700,000","122,400,000","58,300,000","104,900,000","136,400,000","71,400,000","6,500,000","53,500,000","48,300,000","72,700,000","47,300,000","43,400,000","47,300,000","58,900,000","4,600,000","7,900,000","33,900,000","63,400,000","39,800,000","48,400,000","52,100,000","52,400,000","0","113,200,000","36,600,000","94,500,000","12,300,000","31,568,000","128,129,000","-16,017,000","60,420,000","40,493,000","5,329,000","56,854,000","28,920,000","32,542,000","24,739,000","15,262,000","29,614,000","21,664,000","19,502,000","29,170,000","31,057,000","25,228,000","21,034,000","24,310,000","19,141,000","36,454,000","21,919,000","25,716,000","29,919,000","6,171,000","33,458,000","39,388,000","2,574,000","25,521,000","24,566,000","21,253,000","5,047,000","11,614,000","14,004,000","-3,014,000","3,710,000","5,327,000","328,000","9,122,000","10,004,000","23,820,000","11,324,000","7,226,000","175,000","4,564,000","4,373,000","4,399,000","1,446,000","4,504,000","3,057,000","5,188,000","-1,085,000","3,339,000","2,677,000"
		NetIncomeFromContinuingOperations,"193,600,000","64,900,000","69,500,000","40,200,000","19,000,000","13,800,000","49,600,000","-2,800,000","90,000,000","5,000,000","19,800,000","4,000,000","-46,200,000","6,700,000","12,800,000","3,800,000","-1,500,000","-13,700,000","-82,400,000","-26,500,000","17,800,000","4,500,000","22,800,000","3,700,000","-7,100,000","20,500,000","35,000,000","23,800,000","31,359,000","32,483,000","19,972,000","26,586,000","34,472,000","-40,056,000","17,334,000","34,939,000","45,320,000","36,446,000","11,114,000","6,053,000",,,,,,"13,496,000","17,678,000","18,699,000","19,328,000","11,606,000","12,227,000","9,804,000","13,082,000","6,086,000","21,197,000","13,959,000","2,634,000","3,008,000","14,196,000","11,262,000","7,431,000","5,635,000","9,341,000","4,127,000","1,763,000","1,623,000","4,803,000","5,512,000","12,156,000","11,674,000","9,724,000","4,431,000","3,719,000","3,505,000","3,501,000","2,267,000","2,604,000","2,069,000","1,845,000","1,200,000","2,573,000","2,438,000"
		OperatingGainsLosses,"7,400,000","-9,100,000","800,000","8,600,000","7,100,000","-900,000","-33,600,000","-200,000","-104,800,000","300,000","100,000","500,000","400,000","500,000","500,000","500,000","300,000","600,000",,,,,,,"4,100,000","3,400,000","-100,000","800,000","-637,000","-125,000",,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,"1,865,000","3,548,000","3,355,000","1,011,000","1,193,000",,,,,,,"617,000","0",,,,
			GainLossOnSaleOfPPE,"-5,400,000","-5,400,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-1,700,000","-1,200,000","400,000","0","-900,000","-1,300,000","100,000","-700,000","1,000,000","-300,000","-300,000","0","-100,000","0","100,000","100,000",,"0","500,000","-400,000","-200,000","-800,000",,,"4,100,000","3,400,000","-100,000","800,000","-637,000","-125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"6,100,000","-2,500,000","400,000","500,000","7,700,000","400,000","500,000","500,000","500,000","600,000","400,000","500,000","500,000","500,000","400,000","400,000","400,000","600,000","400,000","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"141,100,000","43,400,000","35,600,000","30,400,000","31,700,000","32,800,000","36,600,000","30,600,000","15,800,000","17,700,000","19,200,000","25,400,000","26,400,000","26,400,000","27,200,000","30,000,000","32,200,000","27,200,000","32,000,000","31,400,000","22,300,000","22,400,000","22,500,000","25,300,000","25,200,000","25,600,000","26,400,000","27,000,000","26,495,000","26,024,000","51,370,000","8,511,000","6,524,000","6,266,000","5,340,000","3,506,000","2,878,000","2,592,000","2,674,000","2,702,000","2,431,000","2,445,000","2,665,000","2,868,000","2,985,000","2,889,000","2,758,000","2,537,000","2,357,000","2,149,000","2,083,000","2,088,000","1,880,000","1,377,000","1,669,000","1,412,000","1,262,000","1,202,000","1,123,000","1,070,000","926,000","881,000","732,000","669,000","656,000","642,000","619,000","592,000","601,000","563,000","388,000","324,000","347,000","335,000","398,000","450,000","541,000","512,000","484,000","478,000","419,000","424,000"
			DepreciationAndAmortization,"141,100,000","43,400,000","35,600,000","30,400,000","31,700,000","32,800,000","36,600,000","30,600,000","15,800,000","17,700,000","19,200,000","25,400,000","26,400,000","26,400,000","27,200,000","30,000,000","32,200,000","27,200,000","32,000,000","31,400,000","22,300,000","22,400,000","22,500,000","25,300,000","25,200,000","25,600,000","26,400,000","27,000,000","26,495,000","26,024,000","51,370,000","8,511,000","6,524,000","6,266,000","5,340,000","3,506,000","2,878,000","2,592,000","2,674,000","2,702,000","2,431,000","2,445,000","2,665,000","2,868,000","2,985,000","2,889,000","2,758,000","2,537,000","2,357,000","2,149,000","2,083,000","2,088,000","1,880,000","1,377,000","1,669,000","1,412,000","1,262,000","1,202,000","1,123,000","1,070,000","926,000","881,000","732,000","669,000","656,000","642,000","619,000","592,000","601,000","563,000","388,000","324,000","347,000","335,000","398,000","450,000","541,000","512,000","484,000","478,000","419,000","424,000"
				Depreciation,"24,000,000","6,300,000","6,400,000","5,200,000","6,100,000","5,300,000","5,000,000","5,200,000","4,800,000","6,600,000","8,100,000","7,200,000","8,100,000","8,300,000","9,200,000","10,000,000","10,300,000","8,500,000","8,800,000","11,300,000","8,200,000","8,400,000","8,000,000","8,600,000","7,800,000","7,900,000","7,600,000","7,900,000","7,549,000","6,732,000","6,271,000","4,248,000","3,884,000","3,626,000","3,483,000","3,244,000","2,878,000","3,093,000","2,413,000","2,462,000",,,"2,665,000","2,868,000",,"2,889,000","2,758,000","2,537,000",,"2,149,000","2,083,000","2,088,000",,"1,731,000","1,530,000","1,197,000","1,047,000","987,000","908,000","855,000","711,000","666,000","517,000","454,000","441,000","427,000","404,000","377,000","316,000","277,000","246,000","222,000","227,000","221,000","266,000","299,000","388,000","375,000","358,000","338,000","299,000","274,000"
