name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
MarketCap,"571,300,506","665,812,080","776,532,120","782,675,120","845,966,540","865,290,580","930,980,280","629,570,940","831,026,920","724,195,830","1,186,252,490","1,094,992,800","1,139,347,273","1,085,466,411","993,332,280","1,452,649,582","1,426,654,833","1,318,976,041","1,524,587,053","1,437,667,750","1,348,496,684","1,254,003,989","1,427,014,800","1,324,436,175","1,214,223,860","1,065,413,760","1,050,010,170","975,024,400","987,285,200","1,045,981,500","1,009,401,960","889,907,200","882,980,950","856,224,600","699,759,970","635,249,600","507,684,600","491,243,598","453,100,050","452,368,800","422,369,250","470,723,530","335,469,600","212,558,200","317,497,600","327,301,700","299,868,155","224,352,000","269,193,000","232,992,349","210,445,640","172,489,350","129,066,500","53,176,262","129,000,564","288,937,915","243,846,089","376,127,750","436,336,147","494,466,550","616,551,522","588,629,674","523,142,886","506,061,728","449,893,603","483,593,148","413,453,684","432,549,952","457,203,823","496,342,784","481,284,199"
EnterpriseValue,"1,048,200,506","1,123,612,080","1,227,932,120","1,231,875,120","1,018,266,540","1,044,190,580","1,106,980,280","1,006,870,940","1,048,326,920","930,895,830","1,398,452,490","1,326,592,800","1,394,847,273","1,314,666,411","1,235,532,280","1,698,949,582","1,690,554,833","1,569,976,041","1,723,287,053","1,649,267,750","1,569,296,684","1,471,803,989","1,630,914,800","1,539,136,175","1,447,923,860","1,290,613,760","1,290,710,170","1,112,524,400","1,151,685,200","1,207,681,500","1,171,801,960","991,107,200","1,010,780,950","994,724,600","844,659,970","801,149,600","690,384,600","665,743,598","627,600,050","653,368,800","618,769,250","644,123,530","515,169,600","392,258,200","514,397,600","532,001,700","496,468,155","432,052,000","480,093,000","465,292,349","524,045,640","490,189,350","461,966,500","387,676,262","490,300,564","654,237,915","603,946,089","734,827,750","766,036,147","840,266,550","972,951,522","870,629,674","589,442,886","554,461,728","498,293,603","687,593,148","595,553,684","614,649,952","646,603,823","701,942,784","687,184,199"
PeRatio,"13.319",,,,,,,,"13.972","13.23","22.793","21.707","35.366","29.659","23.474","30.175","18.446","16.752","19.967","19.487","19.199","17.535","20.53","19.952","19.559","18.034","14.451","13.585","14.038","15.519","18.659","17.196","17.658","17.473","15.724","15.119","12.219","12.763","11.813","13.018","13.974","16.341","12.539","7.966","12.743","13.905","12.224","10.411","13.165","38.634",,,,,,"11","7.361","10.742","11.66","19.017","5.723","6.18","14.072","12.82","11.404",,,,,,
ForwardPeRatio,,,,,,,,,,,,"18.868","21.186","17.123","13.87","17.391","18.797","17.762","19.342","17.889","20.121","17.361","19.194","16.367","17.182","13.87","14.925","13.774","14.993","16.129","16.155","13.717","12.953","12.5","10.02","9.579","7.686","7.856","7.273","7.788","8.032","10.929","10.173","7.092","10.256","11.561","12.048",,,,,,,"4.84",,,"41.841",,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,"3.423","2.773","3.48","3.763","3.556","3.866","1.79","2.011","1.737","1.919",,"1.719","1.387","1.494","1.378","1.5","1.612","1.616","1.371","1.295","1.25","0.668","0.639","0.512","0.524","0.485","0.519","0.536","0.729","0.782","0.545","0.789","0.89","0.927",,,,,,,"0.285",,,"2.457",,,,,,,,,,,,,,
PsRatio,"0.527","0.649","0.802","0.878","1.074","1.09","1.165","0.751","0.896","0.777","1.233","1.113","1.136","1.055","0.966","1.431","1.44","1.364","1.617","1.547","1.456","1.356","1.529","1.414","1.345","1.22","1.148","1.099","1.102","1.169","1.135","1.02","1.026","1.005","0.84","0.775","0.624","0.611","0.566","0.603","0.582","0.669","0.507","0.322","0.491","0.517","0.464","0.356","0.429","0.386","0.356","0.304","0.214","0.08","0.177","0.294","0.276","0.381","0.446","0.619","0.896","0.993","0.694","0.684","0.609","0.688","0.566","0.592","0.608","0.644","0.622"
PbRatio,"1.856","2.107","2.372","2.279","2.34","2.354","2.537","1.759","2.028","1.782","2.925","2.694","2.889","2.782","2.489","3.708","3.465","3.298","3.853","3.81","3.869","3.707","4.054","3.87","3.71","3.419","3.416","3.209","3.439","3.623","3.442","3.003","3.118","3.201","2.838","2.784","2.401","2.484","2.291","2.41","2.244","2.823","1.868","1.141","1.666","1.843","1.884","1.384","1.968","1.564","1.954","1.633","1.268","0.536","1.168","1.411","1.065","1.705","1.515","2.194","3.027","3.184","2.28","2.073","1.843","3","1.911","1.999","2.235","2.509","2.208"
EnterprisesValueRevenueRatio,"0.965","3.945","4.646","4.598","3.781","4.6","5.35","5.28","6.495","3.985","6.547","5.723","5.505","5.485","5.129","6.631","6.231","5.891","7.063","6.729","6.31","6.079","7.396","6.609","5.886","5.331","5.602","4.804","5.139","5.292","5.41","4.298","4.387","4.419","4.122","3.742","3.252","3.123","3.259","3.167","2.923","3.25","3.113","2.243","2.812","3.08","3.097","2.675","2.848","2.781","3.392","3.266","3.417","2.891","3.344","3.525","3.105","3.574","2.995","3.336","3.77","3.875","3.326","3.921","3.489","4.162","3.312","3.665","3.416","3.57","3.874"
EnterprisesValueEBITDARatio,"33.276","49.281","183.273","54.268","-49.192","47.036","47.307","44.95","-22.117","28.91","45.404","43.927","46.495","50.178","46.449","67.152","352.199","46.865","61.109","44.098","42.072","42.293","54.364","44.356","34.557","32.591","43.753","33.611","32.812","33.547","48.025","33.147","30.354","32.938","27.785","33.662","23.167","22.644","27.287","27.803","21.118","27.41","24.073","19.228","21.797","23.645","23.199","22.043","22.646","19.069","25.563","25.267","-219.984","29.149","-8.483","30.572","25.81","24.909","35.301","32.071","43.435","22.555","45.693","31.684","3.385","49.467","99.259","69.062","27.283","34.75","-6.844"
