name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalAssets,"89,761,000,000","92,175,000,000","91,449,000,000","88,944,000,000","84,810,000,000","84,656,000,000","82,127,000,000","80,729,000,000","75,654,000,000","76,731,000,000","75,773,985,000","72,043,816,000","66,692,481,000","64,535,245,000","62,972,642,000","59,766,497,000","60,954,823,000","60,514,818,000","58,694,031,000","58,138,072,000","53,805,820,000","53,097,879,000","54,832,498,000","53,876,703,000","52,186,624,000","50,383,152,000","47,606,120,000","47,460,271,000","44,691,268,000","44,679,611,000","42,910,363,000","43,171,051,000","40,541,581,000","39,674,473,000","39,526,555,000","38,790,621,000","40,197,101,000","40,360,438,000","39,924,013,000","38,344,323,000","32,286,082,000","32,104,032,000","31,183,454,000","30,659,277,000","29,510,019,000","29,081,908,000","28,934,028,000","27,220,606,000","26,722,458,000","25,249,501,000","24,162,113,000","22,649,349,000","21,634,314,000","21,658,818,000","21,844,347,000","22,410,167,000","21,812,508,000","21,598,009,000","21,099,347,000","20,334,435,000","19,825,895,000","19,036,837,000","18,478,247,000","17,816,667,000","16,563,929,000","16,193,866,000","15,449,916,000","15,029,570,000","14,429,437,000","14,048,129,000","13,313,386,000","12,508,978,000","12,705,062,000","12,113,374,000","10,525,534,000","10,265,273,000","9,571,243,000","8,892,597,000","7,729,164,000","7,491,170,000","7,226,268,000","6,894,345,000","6,505,424,000","6,212,159,000","6,136,090,000","6,061,860,000","5,922,161,000","5,812,316,000","5,385,203,000","5,123,743,000","5,179,700,000","6,728,900,000","6,410,700,000","6,318,553,000","5,846,500,000","5,537,100,000","5,074,900,000","4,673,550,000","3,756,400,000","3,361,100,000","3,148,000,000","2,893,654,000","2,714,800,000","2,498,500,000","2,352,200,000","1,989,900,000","1,885,700,000","1,588,800,000","1,506,600,000","1,394,300,000","1,345,900,000","1,309,000,000","1,286,800,000","1,249,600,000","1,190,900,000","1,117,400,000","928,100,000"
TotalLiabilitiesNetMinorityInterest,"80,489,000,000","79,161,000,000","78,564,000,000","75,500,000,000","72,720,000,000","70,304,000,000","68,913,000,000","68,176,000,000","66,353,000,000","65,130,000,000","64,250,251,000","61,334,805,000","57,022,373,000","56,084,692,000","54,393,319,000","51,164,795,000","51,946,562,000","50,945,283,000","50,596,913,000","50,166,917,000","46,385,790,000","46,004,797,000","46,839,016,000","46,296,057,000","45,467,755,000","44,247,771,000","41,365,054,000","40,977,038,000","37,541,243,000","37,656,159,000","36,230,365,000","36,482,092,000","34,291,035,000","33,738,946,000","33,630,905,000","32,902,701,000","33,282,013,000","33,450,251,000","33,189,978,000","32,096,706,000","26,356,727,000","25,966,927,000","25,520,568,000","25,334,752,000","24,487,155,000","24,041,341,000","23,936,219,000","22,777,915,000","22,557,024,000","21,381,574,000","20,389,437,000","19,550,176,000","19,161,120,000","19,042,010,000","19,237,480,000","19,348,760,000","18,753,635,000","18,408,177,000","18,059,380,000","17,439,866,000","16,936,638,000","16,221,453,000","15,703,204,000","15,350,646,000","14,079,062,000","13,666,382,000","12,923,641,000","12,548,904,000","12,125,896,000","11,769,104,000","11,198,004,000","10,553,743,000","10,644,150,000","10,007,359,000","8,923,577,000","8,666,763,000","8,163,357,000","7,511,958,000","6,548,623,000","6,404,249,000","6,231,682,000","5,888,757,000","5,586,907,000","5,324,025,000","5,255,513,000","5,198,937,000","5,091,953,000","5,032,846,000","4,570,657,000","4,383,265,000","4,530,900,000","6,028,800,000","5,670,500,000","5,562,582,000","5,054,400,000","4,769,300,000","4,545,600,000","4,165,964,000","3,277,600,000","2,913,600,000","2,734,100,000","2,461,314,000","2,319,700,000","2,118,900,000","1,977,100,000","1,605,100,000","1,540,700,000","1,256,800,000","1,202,000,000","1,107,500,000","1,060,300,000","1,027,800,000","1,007,000,000","966,500,000","919,600,000","849,000,000","816,300,000"
TotalEquityGrossMinorityInterest,"9,272,000,000","13,014,000,000","12,885,000,000","13,444,000,000","12,090,000,000","14,352,000,000","13,214,000,000","12,553,000,000","9,301,000,000","11,601,000,000","11,523,734,000","10,709,011,000","9,670,108,000","8,450,553,000","8,579,323,000","8,601,702,000","9,008,261,000","9,569,535,000","8,097,118,000","7,971,155,000","7,420,030,000","7,093,082,000","7,993,482,000","7,580,646,000","6,718,869,000","6,135,381,000","6,241,066,000","6,483,233,000","7,150,025,000","7,023,452,000","6,679,998,000","6,688,959,000","6,250,546,000","5,935,527,000","5,895,650,000","5,887,920,000","6,915,088,000","6,910,187,000","6,734,035,000","6,247,617,000","5,929,355,000","6,137,105,000","5,662,886,000","5,324,525,000","5,022,864,000","5,040,567,000","4,997,809,000","4,442,691,000","4,165,434,000","3,867,927,000","3,772,676,000","3,099,173,000","2,473,194,000","2,616,808,000","2,606,867,000","3,061,407,000","3,058,873,000","3,189,832,000","3,039,967,000","2,894,569,000","2,889,257,000","2,815,384,000","2,775,043,000","2,466,021,000","2,484,867,000","2,527,484,000","2,526,275,000","2,480,666,000","2,303,541,000","2,279,025,000","2,115,382,000","1,955,235,000","2,060,912,000","2,106,015,000","1,601,957,000","1,598,510,000","1,407,886,000","1,380,639,000","1,180,541,000","1,086,921,000","994,586,000","1,005,588,000","918,517,000","888,134,000","880,577,000","862,923,000","829,899,000","779,470,000","810,185,000","736,713,000","648,800,000","700,100,000","740,200,000","752,224,000","792,100,000","767,800,000","529,300,000","507,586,000","478,800,000","447,500,000","413,900,000","432,340,000","395,100,000","379,600,000","375,100,000","384,800,000","345,000,000","332,000,000","304,600,000","286,800,000","285,600,000","281,200,000","279,800,000","283,100,000","271,300,000","268,400,000","111,800,000"
	StockholdersEquity,"9,182,000,000","13,014,000,000","12,885,000,000","13,444,000,000","12,090,000,000","14,352,000,000","13,214,000,000","12,553,000,000","9,301,000,000","11,601,000,000","11,523,734,000","10,709,011,000","9,670,108,000","8,450,553,000","8,579,323,000","8,601,702,000","9,008,261,000","9,569,535,000","8,097,118,000","7,971,155,000","7,420,030,000","7,093,082,000","7,993,482,000","7,580,646,000","6,718,869,000","6,135,381,000","6,241,066,000","6,483,233,000","7,150,025,000","7,023,452,000","6,679,998,000","6,688,959,000","6,250,546,000","5,935,527,000","5,895,650,000","5,887,920,000","6,915,088,000","6,910,187,000","6,734,035,000","6,247,617,000","5,929,355,000","6,137,105,000","5,662,886,000","5,324,525,000","5,022,864,000","5,040,567,000","4,997,809,000","4,442,691,000","4,165,434,000","3,867,927,000","3,772,676,000","3,099,173,000","2,473,194,000","2,616,808,000","2,606,867,000","3,061,407,000","3,058,873,000","3,189,832,000","3,039,967,000","2,894,569,000","2,889,257,000","2,815,384,000","2,775,043,000","2,466,021,000","2,484,867,000","2,527,484,000","2,526,275,000","2,480,666,000","2,303,541,000","2,279,025,000","2,115,382,000","1,955,235,000","2,060,912,000","1,947,723,000","1,443,695,000","1,440,278,000","1,249,683,000","1,222,463,000","1,180,541,000","1,086,921,000","994,586,000","1,005,588,000","918,517,000","888,134,000","880,577,000","862,923,000","829,590,000","779,470,000","805,824,000","732,948,000","646,600,000","697,700,000","737,100,000","748,477,000","784,700,000","760,700,000","521,100,000","499,321,000","471,200,000","440,200,000","407,700,000","425,558,000","386,700,000","372,600,000","367,000,000","376,900,000","337,600,000","324,100,000","294,200,000","276,800,000","275,900,000","271,700,000","276,600,000","279,400,000","267,800,000","265,000,000","106,400,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","734,000","734,000","734,000","734,000","734,000","734,000","734,000","734,000","734,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000",,,,"466,000",,,,"261,000",,,,"174,000",,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","791,000","734,000","734,000","734,000","734,000","734,000","734,000","734,000","734,000","734,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","631,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000","511,000",,,,"466,000",,,,"261,000",,,,"174,000",,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"2,465,000,000","2,461,000,000","2,447,000,000","2,430,000,000","2,411,000,000","2,406,000,000","2,421,000,000","2,413,000,000","1,942,000,000","1,937,000,000","1,927,943,000","1,920,144,000","1,906,291,000","1,898,652,000","1,899,144,000","1,887,336,000","1,880,352,000","1,870,906,000","1,865,699,000","1,860,001,000","1,858,226,000","1,848,611,000","1,842,390,000","1,834,995,000","1,827,646,000","1,816,142,000","1,812,377,000","1,805,858,000","1,802,774,000","1,798,279,000","1,784,818,000","1,783,856,000","1,782,838,000","1,777,906,000","1,778,307,000","1,772,811,000","1,765,255,000","1,755,421,000","1,743,822,000","1,740,415,000","1,736,184,000","1,727,774,000","1,719,683,000","1,713,893,000","1,708,096,000","1,478,398,000","1,477,011,000","1,473,305,000","1,469,807,000","1,463,101,000","1,460,361,000","1,457,711,000","1,455,022,000","1,450,041,000","1,118,288,000","1,115,540,000","1,112,977,000","1,103,956,000","1,094,966,000","1,090,648,000","1,087,730,000","1,081,433,000","1,065,306,000","1,064,125,000","1,059,967,000","1,053,814,000","1,050,679,000","1,048,828,000","1,047,667,000","1,046,515,000","1,045,087,000","1,044,228,000","1,043,256,000","1,042,444,000","613,916,000","614,144,000","614,442,000","613,042,000","612,003,000","612,347,000","611,832,000","611,806,000","612,807,000","612,455,000","612,434,000","611,349,000","611,049,000","611,022,000","611,040,000","611,016,000",,,,"486,669,000",,,,"264,748,000",,,,"264,399,000",,,,,,,,,,,,,,,
		RetainedEarnings,"8,446,000,000","8,563,000,000","8,458,000,000","8,531,000,000","8,235,000,000","8,148,000,000","8,066,000,000","7,901,000,000","7,802,000,000","7,952,000,000","7,765,678,000","7,549,737,000","7,412,081,000","7,284,949,000","7,215,526,000","6,952,170,000","6,797,545,000","6,736,265,000","5,712,590,000","5,523,622,000","5,329,464,000","5,199,130,000","5,039,470,000","4,870,711,000","4,668,588,000","4,620,303,000","4,482,709,000","4,425,302,000","4,339,028,000","4,239,647,000","4,074,047,000","3,941,777,000","3,772,776,000","3,659,938,000","3,544,632,000","3,428,646,000","3,521,492,000","3,357,255,000","3,154,317,000","3,033,505,000","2,906,310,000","3,131,934,000","2,989,231,000","2,856,009,000","2,738,868,000","2,587,403,000","2,402,167,000","2,282,968,000","2,165,410,000","2,055,549,000","1,952,934,000","1,841,497,000","1,691,292,000","1,682,087,000","1,679,568,000","1,660,041,000","1,556,127,000","1,540,122,000","1,482,970,000","1,412,105,000","1,343,795,000","1,307,743,000","1,238,434,000","1,169,910,000","1,111,785,000","1,048,215,000","985,676,000","923,684,000","907,502,000","846,572,000","796,765,000","761,110,000","699,508,000","641,502,000","588,413,000","549,651,000","510,076,000","480,301,000","449,876,000","419,250,000","394,158,000","369,349,000","400,412,000","394,393,000","366,843,000","348,158,000","341,880,000","315,729,000","299,814,000","282,389,000","269,700,000","289,600,000","271,200,000","251,512,000","247,300,000","228,800,000","211,100,000","196,685,000","175,900,000","163,000,000","149,300,000","147,824,000","130,700,000","119,400,000","107,200,000","97,800,000","83,300,000","73,300,000","62,800,000","54,900,000","41,700,000","34,200,000","25,700,000","18,600,000","6,600,000",,
		TreasuryStock,"1,675,000,000","1,653,000,000","1,604,000,000","1,559,000,000","1,559,000,000","1,562,000,000","1,563,000,000","1,563,000,000","1,574,000,000","1,426,000,000","1,429,024,000","1,403,774,000","1,415,020,000","1,370,602,000","1,348,943,000","1,243,566,000","1,098,823,000","1,102,058,000","1,107,719,000","1,085,157,000","1,089,606,000","1,094,779,000","1,101,495,000","1,111,225,000","1,108,539,000","1,010,139,000","961,290,000","898,082,000","876,804,000","672,394,000","679,265,000","666,125,000","585,358,000","508,715,000","528,081,000","496,462,000","349,190,000","312,182,000","316,542,000","326,292,000","325,732,000","346,449,000","352,106,000","310,856,000","323,689,000","295,000","8,774,000","9,570,000","11,817,000","17,578,000","25,647,000","26,275,000","28,190,000","34,697,000","36,201,000","36,698,000","40,414,000","48,598,000","49,894,000","50,184,000","61,835,000","74,689,000","76,583,000","84,342,000","84,706,000","89,033,000","14,156,000","14,215,000","15,291,000","19,974,000","22,495,000","23,632,000","25,633,000","28,028,000","32,736,000","36,239,000","39,702,000","41,789,000","42,750,000","42,769,000","43,402,000","36,818,000","37,333,000","38,037,000","38,102,000","39,224,000","39,632,000","37,139,000","21,205,000","19,718,000",,,,"20,475,000",,,,"21,462,000",,,,"9,668,000",,,,,,,,,,,,,,,
