name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
OperatingCashFlow,"899,000,000","54,000,000","233,000,000","297,000,000","315,000,000","224,000,000","431,000,000","176,000,000","247,000,000","108,000,000","265,000,000","225,000,000","153,000,000","42,000,000","325,000,000","194,000,000","150,000,000","116,000,000","268,000,000","7,000,000","86,000,000","117,000,000","127,000,000","123,000,000","27,000,000","95,000,000","-4,861,000","96,349,000","-16,084,000","35,596,000","118,647,000","19,765,000","60,158,000","49,755,000","57,777,000","45,933,000","66,892,000","24,164,000","48,348,000","50,328,000","48,102,000","36,553,000","44,898,000","27,235,000","12,657,000","-5,169,000","38,721,000","34,408,000","37,156,000","30,174,000","42,715,000","30,555,000","33,642,000","-1,214,000","57,776,000","29,954,000","18,348,000","32,204,000","48,297,000","37,052,000","45,916,000","26,855,000","47,497,000","-7,524,000","22,656,000","25,623,000","18,744,000","41,687,000","10,328,000","21,831,000","38,602,000","25,281,000","9,992,000","37,381,000","38,514,000","21,757,000","17,811,000","26,437,000","4,151,000","-4,796,000","-7,821,000","-4,927,000","15,370,000","2,880,000","-15,882,000","11,708,000","-9,403,000","47,826,000","49,026,000","46,472,000","13,700,000","-11,000,000","7,300,000","13,000,000","22,300,000","800,000","4,700,000","3,900,000","-7,000,000","-1,100,000","4,400,000","-1,600,000","900,000","-3,000,000","3,900,000","-300,000","-300,000","11,600,000","16,300,000","6,200,000","-500,000","1,800,000","7,400,000","-500,000","1,400,000","2,900,000","5,400,000","900,000","3,500,000","600,000"
	CashFlowFromContinuingOperatingActivities,"899,000,000","54,000,000","233,000,000","297,000,000","315,000,000","224,000,000","431,000,000","176,000,000","247,000,000","108,000,000","265,000,000","225,000,000","153,000,000","42,000,000","325,000,000","194,000,000","150,000,000","116,000,000","268,000,000","7,000,000","86,000,000","117,000,000","127,000,000","123,000,000","27,000,000","95,000,000","-4,861,000","96,349,000","-16,084,000","35,596,000","118,647,000","19,765,000","60,158,000","49,755,000","57,777,000","45,933,000","66,892,000","24,164,000","48,348,000","50,328,000","48,102,000","36,553,000","44,898,000","27,235,000","12,657,000","-5,169,000","38,721,000","34,408,000","37,156,000","30,174,000","42,715,000","30,555,000","33,642,000","-1,214,000","57,776,000","29,954,000","18,348,000","32,204,000","48,297,000","37,052,000","45,916,000","26,855,000","47,497,000","-7,524,000","22,656,000","25,623,000","18,744,000","41,687,000","10,328,000","21,831,000","38,602,000","25,281,000","9,992,000","37,381,000","38,514,000","21,757,000","17,811,000","26,437,000","4,151,000","-4,796,000","-7,821,000","-4,927,000","15,370,000","2,880,000","-15,882,000","11,708,000","-9,403,000","47,826,000","49,026,000","46,472,000","13,700,000","-11,000,000","7,300,000","13,000,000","22,300,000","800,000","4,700,000","3,900,000","-7,000,000","-1,100,000","4,400,000","-1,600,000","900,000","-3,000,000","3,900,000","-300,000","-300,000","11,600,000","16,300,000","6,200,000","-500,000","1,800,000","7,400,000","-500,000","1,400,000","2,900,000","5,400,000","900,000","3,500,000","600,000"
		NetIncomeFromContinuingOperations,"814,000,000","205,000,000","191,000,000","199,000,000","219,000,000","228,000,000","199,000,000","116,000,000","100,000,000","89,000,000","169,000,000","136,000,000","124,000,000","115,000,000","115,000,000","127,000,000","70,000,000","109,000,000","4,000,000","-12,000,000","17,000,000","8,000,000","17,000,000","-76,000,000","-49,000,000","-29,000,000","-6,495,000","-28,950,000","-76,258,000","-25,297,000","-51,679,000","14,945,000","27,557,000","41,606,000","41,650,000","38,600,000","30,566,000","23,542,000","34,990,000","27,097,000","30,653,000","30,164,000","35,044,000","45,001,000","32,964,000","61,634,000","28,217,000","26,151,000","22,677,000","24,733,000","17,630,000","11,111,000","9,011,000","9,352,000","-117,361,000","25,770,000","25,526,000","27,644,000","30,803,000","26,961,000","25,633,000","26,716,000","21,446,000","-4,263,000","27,672,000","26,091,000","28,294,000","29,439,000","26,763,000","27,107,000","31,961,000","31,320,000","29,428,000","27,934,000","24,395,000","22,999,000","22,262,000","22,040,000","20,326,000","19,869,000","16,460,000","14,940,000","15,247,000","14,881,000","14,471,000","16,930,000","17,154,000","22,589,000","16,651,000","15,228,000","19,900,000","19,900,000","17,100,000","12,700,000","7,100,000","11,300,000","11,300,000","10,400,000","11,700,000","9,900,000","7,300,000","11,200,000","8,700,000","8,700,000","6,300,000","5,200,000","6,600,000","6,200,000","5,700,000","5,100,000","4,100,000","5,300,000","5,100,000","4,300,000","3,600,000","3,200,000","3,200,000","3,100,000","2,300,000","2,600,000"
		OperatingGainsLosses,"-56,000,000","-38,000,000","-13,000,000","-4,000,000","-1,000,000","-12,000,000","-4,000,000","0","3,000,000","34,000,000","-11,000,000","5,000,000","15,000,000","8,000,000","6,000,000","-5,000,000","-6,000,000","-12,000,000","16,000,000","48,000,000",,,,"0","-1,000,000","-1,000,000","-603,000","-3,361,000","1,653,000","-1,689,000","4,059,000","-99,000","2,470,000","12,000","-149,000","-10,000","46,000","136,000","-184,000","31,000","-549,000","83,000","-1,761,000","1,296,000","-792,000","-67,204,000","0","0","24,000","-82,000","472,000",,,,"0",,,,"0","0","0","1,853,000","767,000",,,"-2,013,000","983,000","732,000","815,000","1,285,000","641,000","830,000","2,368,000","3,148,000","2,317,000","504,000",,,"3,082,000","0",,,"1,274,000",,,"-296,000","1,505,000","-2,898,000","10,404,000","-1,553,000",,"13,700,000",,,,,,"1,400,000",,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-201,000","0",,,"-317,000","0","-613,000","0","-1,992,000","1,248,000","-788,000","-67,213,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,658,000","86,000","37,000","12,000","52,000","-10,000","46,000","136,000","133,000","31,000","64,000","83,000","231,000","48,000","-4,000","9,000",,,,"-82,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-56,000,000","-38,000,000","-13,000,000","-4,000,000","-1,000,000","-12,000,000","-4,000,000","0","3,000,000","34,000,000","-12,000,000","5,000,000","15,000,000","8,000,000","6,000,000","-6,000,000","-6,000,000","-12,000,000","0","-1,000,000",,,,"0","-1,000,000","-1,000,000","-603,000","-3,361,000","1,653,000","-1,689,000","2,401,000","-185,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"195,000,000","52,000,000","51,000,000","48,000,000","44,000,000","44,000,000","43,000,000","35,000,000","34,000,000","34,000,000","36,000,000","44,000,000","48,000,000","47,000,000","44,000,000","45,000,000","43,000,000","43,000,000","54,000,000","68,000,000","72,000,000","69,000,000","70,000,000","80,000,000","77,000,000","77,000,000","79,582,000","78,553,000","82,162,000","79,703,000","54,148,000","9,127,000","9,093,000","9,003,000","8,798,000","7,900,000","8,040,000","7,372,000","7,271,000","6,942,000","6,005,000","5,959,000","6,015,000","5,834,000","6,219,000","5,932,000","7,511,000","7,677,000","8,207,000","7,814,000","8,504,000","8,462,000","7,994,000","7,953,000","10,163,000","9,811,000","9,519,000","9,088,000","7,718,000","6,941,000","6,390,000","5,853,000","4,749,000","4,038,000","3,631,000","3,669,000","3,545,000","3,160,000","3,306,000","3,093,000","3,225,000","2,950,000","3,030,000","3,050,000","2,961,000","2,836,000","2,874,000","2,909,000","4,044,000","2,898,000","3,943,000","2,734,000","3,872,000","3,470,000","3,296,000","3,844,000","4,930,000","5,883,000","3,995,000","2,527,000","1,700,000","2,400,000","3,200,000","1,700,000","4,700,000","1,100,000","4,300,000","1,200,000","2,100,000","-900,000","1,600,000","1,500,000","1,600,000","700,000","700,000","800,000","400,000","200,000","400,000","400,000","400,000","200,000","300,000","200,000","300,000","200,000","200,000","200,000","200,000","100,000"
			DepreciationAndAmortization,"195,000,000","52,000,000","51,000,000","48,000,000","44,000,000","44,000,000","43,000,000","35,000,000","34,000,000","34,000,000","36,000,000","44,000,000","48,000,000","47,000,000","44,000,000","45,000,000","43,000,000","43,000,000","54,000,000","68,000,000","72,000,000","69,000,000","70,000,000","80,000,000","77,000,000","77,000,000","79,582,000","78,553,000","82,162,000","79,703,000","54,148,000","9,127,000","9,093,000","9,003,000","8,798,000","7,900,000","8,040,000","7,372,000","7,271,000","6,942,000","6,005,000","5,959,000","6,015,000","5,834,000","6,219,000","5,932,000","7,511,000","7,677,000","8,207,000","7,814,000","8,504,000","8,462,000","7,994,000","7,953,000","10,163,000","9,811,000","9,519,000","9,088,000","7,718,000","6,941,000","6,390,000","5,853,000","4,749,000","4,038,000","3,631,000","3,669,000","3,545,000","3,160,000","3,306,000","3,093,000","3,225,000","2,950,000","3,030,000","3,050,000","2,961,000","2,836,000","2,874,000","2,909,000","4,044,000","2,898,000","3,943,000","2,734,000","3,872,000","3,470,000","3,296,000","3,844,000","4,930,000","5,883,000","3,995,000","2,527,000","1,700,000","2,400,000","3,200,000","1,700,000","4,700,000","1,100,000","4,300,000","1,200,000","2,100,000","-900,000","1,600,000","1,500,000","1,600,000","700,000","700,000","800,000","400,000","200,000","400,000","400,000","400,000","200,000","300,000","200,000","300,000","200,000","200,000","200,000","200,000","100,000"
		DeferredTax,"-104,000,000","-37,000,000","-63,000,000","-1,000,000","-3,000,000","-2,000,000","-38,000,000","-8,000,000","8,000,000","-2,000,000","-42,000,000","3,000,000","7,000,000","-10,000,000","-15,000,000","14,000,000","5,000,000","-2,000,000","10,000,000","-9,000,000","-1,000,000","-9,000,000","-40,000,000","-7,000,000","0","3,000,000","-86,338,000","-13,149,000","-24,314,000","-199,000","-48,849,000","1,530,000","2,961,000","18,000","3,041,000","449,000","3,449,000","990,000","5,312,000","2,388,000","758,000","-391,000","5,093,000","1,804,000","1,359,000","2,540,000","-4,555,000","247,000","-574,000","3,535,000","8,291,000","2,549,000","-1,553,000","3,263,000","-18,514,000","-1,439,000","368,000","-3,553,000","-615,000","-2,969,000","-796,000","-1,097,000","-5,392,000","1,074,000","-2,513,000","94,000","149,000","-1,842,000","897,000","-38,000","-1,853,000","180,000","-1,774,000","1,089,000","-1,159,000","777,000","-249,000","-66,000","713,000","1,093,000","-1,549,000","-873,000","1,022,000","1,532,000","794,000","-475,000","-2,574,000","-383,000","-3,720,000","601,000",,,,,"400,000",,,"2,100,000","-1,000,000","-600,000","-3,200,000","1,600,000","0","-1,000,000","100,000","400,000","200,000",,,,,"-400,000",,,,"-300,000","-200,000",,,
