name,ttm,03/31/2022,12/31/2021
MarketCap,"355,878,010","356,237,120","356,596,230"
EnterpriseValue,"355,933,396","356,292,506","356,651,616"
EnterprisesValueEBITDARatio,,"-1,400.086","-2,200.833"
