name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalAssets,"2,018,522,000","2,018,187,000","1,946,409,000","2,044,948,000","2,009,953,000","2,060,839,000","2,003,726,000","1,933,895,000","1,925,909,000","1,880,131,000","1,753,971,000","1,688,050,000","1,635,176,000","1,543,683,000","1,523,657,000","1,276,315,000","1,235,327,000","1,231,410,000","1,181,508,000","1,140,791,000","1,133,216,000","1,155,107,000","1,230,517,000","1,199,837,000","1,190,614,000","1,187,203,000","1,156,700,000","1,142,821,000","1,119,107,000","1,140,519,000","1,191,618,000","1,105,138,000","1,094,873,000","1,135,797,000","1,183,103,000","1,142,206,000","1,137,268,000","1,090,061,000","1,204,986,000","1,162,611,000","1,152,704,000","1,150,856,000","1,145,181,000","1,120,173,000","1,126,941,000","1,153,504,000","1,119,142,000","1,066,632,000","845,483,000","912,433,000","849,241,000","835,289,000","834,358,000","846,610,000","775,315,000","877,309,000","867,046,000","840,971,000","788,250,000","839,023,000","798,868,000","810,294,000","816,003,000","776,355,000","909,777,000","896,621,000","991,355,000","951,496,000","960,578,000","954,688,000","901,147,000","896,417,000","972,829,000","879,228,000","544,933,000","490,704,000","489,502,000","530,007,000","502,233,000","457,901,000","472,072,000","431,553,000","729,547,000","706,779,000","703,551,000","704,750,000","704,796,000","676,398,000","712,313,000","673,193,000","639,800,000","633,900,000","611,200,000","580,020,000","537,200,000","479,400,000","388,900,000"
	CurrentAssets,"581,845,000","559,447,000","478,042,000","564,199,000","520,312,000","575,343,000","569,414,000","521,400,000","504,113,000","461,284,000","420,872,000","338,372,000","278,351,000","304,101,000","271,622,000","484,180,000","441,013,000","437,274,000","385,689,000","344,383,000","335,474,000","359,760,000","432,491,000","406,439,000","398,590,000","395,828,000","362,894,000","346,175,000","322,891,000","342,055,000","395,187,000","308,723,000","300,360,000","339,318,000","394,869,000","351,238,000","346,247,000","300,062,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"457,480,000","426,674,000","345,085,000","424,201,000","382,695,000","438,771,000","437,159,000","372,603,000","381,010,000","340,635,000","309,005,000","227,010,000","162,111,000","190,490,000","157,059,000","417,561,000","377,556,000","369,538,000","328,271,000","282,775,000","277,654,000","301,149,000","380,508,000","352,451,000","342,018,000","346,815,000","321,762,000","299,877,000","279,630,000","297,338,000","352,275,000","263,595,000","256,709,000","292,178,000","350,514,000","302,945,000","306,857,000","258,628,000","326,996,000","327,129,000","310,584,000","322,317,000","322,189,000","294,147,000","317,455,000","333,641,000","315,910,000","283,120,000","75,756,000","121,990,000","87,274,000","63,978,000","71,225,000","58,647,000","59,995,000","155,021,000","183,235,000","146,271,000","87,142,000","129,269,000","134,103,000","134,914,000","113,138,000","191,179,000","295,626,000","284,218,000","301,633,000","240,234,000","275,325,000","258,271,000","209,062,000","191,528,000","270,810,000","233,990,000","174,215,000","118,623,000","119,044,000","150,932,000","124,210,000","76,479,000","85,660,000","78,113,000","142,611,000","90,700,000","254,864,000","235,225,000","219,199,000","201,681,000","253,956,000","237,928,000","147,000,000","156,300,000","179,300,000","198,979,000","168,000,000","132,900,000","63,900,000"
			CashAndCashEquivalents,"262,043,000","233,327,000","201,692,000","253,732,000","222,605,000","301,819,000","322,847,000","277,840,000","308,349,000","249,174,000","196,513,000","179,961,000","134,485,000","156,832,000","116,943,000","375,172,000","325,609,000","316,264,000","161,410,000","115,168,000","94,629,000","104,839,000","185,104,000","153,860,000","147,762,000","172,628,000","141,157,000","109,087,000","91,833,000","115,267,000","90,465,000","61,081,000","71,575,000","104,443,000","78,262,000","87,394,000","56,427,000","67,585,000","183,484,000","85,247,000","51,525,000","49,273,000","132,796,000","155,248,000","176,825,000","198,756,000","222,684,000","205,942,000","41,573,000","90,452,000","61,001,000","43,124,000","51,621,000","45,438,000","44,881,000","141,027,000","170,453,000","120,350,000","57,063,000","105,467,000","111,391,000","118,721,000","75,694,000","148,980,000","257,663,000","245,846,000","295,007,000","238,581,000","273,712,000","256,213,000","207,286,000","189,752,000","269,265,000","232,464,000","172,375,000","117,594,000","118,034,000","149,909,000","122,738,000","76,274,000","84,624,000","73,511,000","88,991,000","59,383,000","223,032,000","149,920,000","137,249,000","122,003,000","187,060,000","171,490,000","147,000,000","156,300,000","179,300,000","185,581,000","168,000,000","132,900,000","59,900,000"
			OtherShortTermInvestments,"195,437,000","193,347,000","143,393,000","170,469,000","160,090,000","136,952,000","114,312,000","94,763,000","72,661,000","91,461,000","112,492,000","47,049,000","27,626,000","33,658,000","40,116,000","42,389,000","51,947,000","53,274,000","166,861,000","167,607,000","183,025,000","196,310,000","195,404,000","198,591,000","194,256,000","174,187,000","180,605,000","190,790,000","187,797,000","182,071,000","261,810,000","202,514,000","185,134,000","187,735,000","272,252,000","215,551,000","250,430,000","191,043,000","143,512,000","241,882,000","259,059,000","273,044,000","189,393,000","138,899,000","140,630,000","134,885,000","93,226,000","77,178,000","34,183,000","31,538,000","26,273,000","20,854,000","19,604,000","13,209,000","15,114,000","13,994,000","12,782,000","25,921,000","30,079,000","23,802,000","22,712,000","16,193,000","37,444,000","42,199,000","37,963,000","38,372,000","6,626,000","1,653,000","1,613,000","2,058,000","1,776,000","1,776,000","1,545,000","1,526,000","1,840,000","1,029,000","1,010,000","1,023,000","1,472,000","205,000","1,036,000","4,602,000","53,620,000","31,317,000","31,832,000","85,305,000","81,950,000","79,678,000","66,896,000","66,438,000",,,,"13,398,000",,,"4,000,000"
		Receivables,"84,825,000","96,273,000","98,755,000","97,485,000","99,888,000","105,964,000","106,695,000","120,521,000","96,313,000","102,081,000","92,837,000","89,099,000","96,800,000","95,079,000","94,852,000","44,706,000","50,057,000","53,482,000","45,530,000","45,097,000","44,725,000","44,804,000","39,040,000","39,469,000","41,396,000","33,524,000","28,407,000","29,877,000","28,611,000","27,965,000","28,635,000","27,972,000","28,653,000","29,320,000","27,019,000","23,732,000","24,607,000","24,120,000","32,382,000","24,552,000","40,551,000","21,526,000","19,115,000","19,676,000","20,140,000","21,228,000","20,557,000","18,170,000","21,991,000","10,684,000","15,386,000","22,396,000","23,491,000","23,878,000","22,795,000","23,888,000","25,644,000","27,093,000","25,845,000","24,542,000","24,451,000","23,297,000","27,519,000","25,213,000","47,105,000","45,804,000","42,551,000","41,057,000","32,687,000","33,827,000","31,197,000","38,123,000","38,870,000","38,261,000","28,607,000","28,549,000","28,963,000","31,185,000","28,657,000","29,114,000","32,835,000","32,581,000","37,309,000","39,977,000","35,724,000","36,943,000","34,974,000","33,052,000","34,003,000","35,163,000","66,600,000","55,300,000","33,300,000","30,969,000","30,500,000","33,900,000","34,400,000"
			AccountsReceivable,"55,510,000","65,317,000","67,374,000","64,709,000","67,213,000","64,857,000","71,976,000","88,008,000","49,763,000","64,492,000","59,832,000","46,686,000","48,708,000","60,094,000","94,852,000","44,706,000","50,057,000","53,482,000","45,530,000","45,097,000","44,725,000","44,804,000","39,040,000","39,469,000","41,396,000","33,524,000","28,407,000","29,877,000","28,611,000","27,965,000","28,635,000","27,972,000","28,653,000","29,320,000","27,019,000","23,732,000","24,607,000","24,120,000",,,,,"19,115,000","19,676,000","20,140,000","21,228,000","20,557,000","18,170,000","21,991,000","10,684,000","15,386,000","22,396,000","23,491,000","23,878,000","22,795,000","23,888,000",,,,,,,,,,,,,,,,,,,,,"28,963,000","31,185,000","28,657,000","29,114,000","32,835,000","32,581,000","37,309,000","39,977,000","35,724,000",,,,,,,,,,,,
				GrossAccountsReceivable,"55,531,000","65,338,000","67,390,000","64,725,000","67,229,000","64,873,000","71,990,000","88,022,000","49,777,000","64,506,000",,"46,690,000","48,899,000","60,144,000","94,863,000","44,717,000","50,146,000","53,542,000","45,587,000","45,126,000","44,786,000","44,888,000",,"39,471,000","41,397,000","33,583,000","28,424,000","29,905,000","28,625,000","27,999,000","28,698,000","28,009,000","28,681,000","29,379,000","27,069,000","23,768,000","24,665,000","24,170,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-21,000","-21,000","-16,000","-16,000","-16,000","-16,000","-14,000","-14,000","-14,000","-14,000",,"-4,000","-191,000","-50,000","-11,000","-11,000","-89,000","-60,000","-57,000","-29,000","-61,000","-84,000",,"-2,000","-1,000","-59,000","-17,000","-28,000","-14,000","-34,000","-63,000","-37,000","-28,000","-59,000","-50,000","-36,000","-58,000","-50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"29,315,000","30,956,000","31,381,000","32,776,000","32,675,000","41,107,000","34,719,000","32,513,000","46,550,000","37,589,000","33,005,000","42,413,000","48,092,000","34,985,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"32,283,000","29,322,000","27,445,000","34,115,000","27,395,000","22,130,000","17,721,000","20,443,000","18,643,000","16,748,000","15,610,000","19,991,000","17,177,000","16,513,000","18,177,000","19,906,000","11,404,000","11,747,000","9,690,000","14,424,000","10,846,000","9,994,000","9,718,000","11,214,000","10,996,000","10,722,000","9,309,000","12,784,000","11,001,000","12,931,000","8,827,000","12,265,000","10,401,000","12,860,000","12,146,000","19,602,000","10,252,000","12,986,000","12,211,000","17,329,000","11,455,000","17,420,000","16,460,000","25,340,000","9,488,000","15,861,000","13,617,000","16,898,000","10,290,000","27,090,000","11,382,000","15,081,000","10,255,000","11,324,000","19,304,000","18,916,000","7,283,000","14,618,000","11,745,000","13,504,000","9,740,000","10,247,000","22,633,000","13,658,000","9,304,000","6,676,000","15,743,000","20,825,000","6,048,000","14,262,000","34,107,000","26,581,000","5,403,000","8,219,000","7,180,000","7,160,000","4,338,000","7,335,000","5,456,000","6,634,000","3,653,000","2,633,000","3,447,000","7,783,000","3,343,000","3,156,000","4,764,000","6,080,000",,"3,305,000",,,,"4,688,000",,,
		OtherCurrentAssets,"7,257,000","7,178,000","6,757,000","8,398,000","10,334,000","8,478,000","7,839,000","7,833,000","8,147,000","1,820,000","3,420,000","2,272,000","2,263,000","2,019,000","1,534,000","2,007,000","1,996,000","2,507,000","2,198,000","2,087,000","2,249,000","3,813,000","3,225,000","3,305,000","4,180,000","4,767,000","3,416,000","3,637,000","3,649,000","3,821,000","5,450,000","4,891,000","4,597,000","4,960,000","5,190,000","4,959,000","4,531,000","4,328,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"1,436,677,000","1,458,740,000","1,468,367,000","1,480,749,000","1,489,641,000","1,485,496,000","1,434,312,000","1,412,495,000","1,421,796,000","1,418,847,000","1,333,099,000","1,349,678,000","1,356,825,000","1,239,582,000","1,252,035,000","792,135,000","794,314,000","794,136,000","795,819,000","796,408,000","797,742,000","795,347,000","798,026,000","793,398,000","792,024,000","791,375,000","793,806,000","796,646,000","796,216,000","798,464,000","796,431,000","796,415,000","794,513,000","796,479,000","788,234,000","790,968,000","791,021,000","789,999,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,"150,162,000","155,271,000","161,139,000","164,783,000","169,938,000","174,688,000","152,771,000","148,968,000","152,762,000","152,239,000","154,071,000","159,987,000","163,147,000","53,229,000","52,644,000","39,338,000","38,698,000","37,670,000","38,654,000","37,843,000","38,737,000","39,280,000","39,738,000","38,315,000","37,417,000","35,743,000","36,458,000","37,434,000","37,354,000","38,638,000","36,633,000","37,205,000","38,590,000","40,088,000","41,000,000","40,921,000","40,737,000","38,912,000","39,077,000","38,140,000","38,183,000","38,228,000","39,139,000","39,800,000","38,420,000","38,516,000","38,315,000","38,811,000","39,210,000","40,027,000","27,587,000","27,982,000","27,864,000","29,389,000","28,920,000","29,014,000","28,119,000","25,873,000","23,457,000","23,343,000","23,684,000","24,168,000","24,790,000","22,294,000","23,001,000","22,006,000","22,757,000","24,880,000","26,278,000","27,166,000","28,468,000","28,870,000","29,865,000","30,892,000","32,240,000","30,878,000","32,389,000","33,722,000","35,680,000","33,397,000","34,162,000","34,521,000","35,392,000","35,640,000","36,098,000","36,406,000","34,296,000","32,258,000","31,718,000","31,305,000","31,400,000","31,600,000","21,200,000","21,550,000","20,900,000","20,600,000","21,500,000"
			GrossPPE,"267,050,000","268,895,000","271,461,000","278,540,000","279,801,000","281,005,000","254,523,000","250,371,000","250,186,000","247,005,000","244,814,000","251,590,000","252,503,000","143,166,000","139,190,000","115,141,000","112,019,000","108,231,000","107,798,000","106,401,000","104,890,000","103,490,000","101,682,000","98,679,000","95,341,000","91,777,000","90,380,000","97,286,000","95,187,000","96,068,000","92,301,000","96,823,000","95,863,000","94,879,000","96,873,000","95,229,000","93,241,000","89,822,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
