name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"260,867,000","35,054,000","81,057,000","45,297,000","99,459,000","39,612,000","97,547,000","48,219,000","97,355,000","50,077,000","91,700,000","61,294,000","99,817,000","47,769,000","93,140,000","38,830,000","57,976,000","36,394,000","39,343,000","33,029,000","33,986,000","18,286,000","9,101,000","36,139,000","36,497,000","21,960,000","34,658,000","34,193,000","34,037,000","14,513,000","31,290,000","38,932,000","21,600,000","10,069,000","26,512,000","16,168,763","16,148,794","9,360,443","11,598,738","12,352,928","13,498,780","4,523,232","5,109,239","7,665,017","11,136,895","9,870,700","3,552,311","12,503,128","11,327,016","11,189,837"
	CashFlowFromContinuingOperatingActivities,"260,867,000","35,054,000","81,057,000","45,297,000","99,459,000","39,612,000","97,547,000","48,219,000","97,355,000","50,077,000","91,700,000","61,294,000","99,817,000","47,769,000","93,140,000","38,830,000","57,976,000","36,394,000","39,343,000","33,029,000","33,986,000","18,286,000","9,101,000","36,139,000","36,497,000","21,960,000","34,658,000","34,193,000","34,037,000","14,513,000","31,290,000","38,932,000","21,600,000","10,069,000","26,512,000","16,168,763","16,148,794","9,360,443","11,598,738","12,352,928","13,498,780","4,523,232","5,109,239","7,665,017","11,136,895","9,870,700","3,552,311","12,503,128","11,327,016","11,189,837"
		NetIncomeFromContinuingOperations,"13,162,000","3,254,000","3,105,000","4,115,000","2,688,000","371,000","-1,474,000","6,519,000","2,684,000","-602,461,000","9,281,000","13,315,000","9,949,000","6,587,000","10,185,000","-563,000","-4,803,000","-15,370,000","4,546,000","4,789,000","553,000","1,552,000","3,269,000","-2,146,000","3,274,000","8,538,000","-159,630,000","9,805,000","-15,904,000","11,456,000","8,500,000","5,013,000","7,518,000","3,915,000","4,437,000","1,711,765","2,401,434","2,520,801","947,672",,,,,,,"534,956",,,,"4,021,598"
		OperatingGainsLosses,"-1,512,000","-179,000","-276,000","48,000","-1,105,000","-1,255,000","261,000","1,686,000","-787,000","-1,014,000","1,329,000","-1,975,000","1,546,000","40,000","636,000","1,250,000","11,402,000","-324,000","-300,000","50,000","-13,000","-244,000","-23,000","-155,000","1,072,000","-122,000","-1,742,000","920,000","-23,000","-195,000","-5,000","63,000","-2,520,000","229,000","231,000","-51,458","129,689","-25,231","-71,840","-562,196","-764,046","-515,850","-757,778","-792,228","-454,220","-445,928","-23,760","-44,121","-18,315","-3,603"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-81,121",,,,,,,,,,,
		DepreciationAmortizationDepletion,"236,803,000","59,064,000","59,247,000","59,265,000","59,227,000","61,030,000","59,796,000","60,072,000","60,338,000","58,762,000","58,227,000","57,513,000","56,783,000","58,924,000","56,749,000","59,403,000","72,428,000","25,112,000","25,110,000","24,808,000","24,534,000","24,151,000","23,636,000","23,195,000","23,412,000","22,094,000","21,640,000","21,360,000","21,507,000","20,731,000","19,631,000","18,261,000","17,044,000","16,220,000","15,690,000","13,376,487","12,172,638","11,677,875","11,290,067","10,929,044","10,232,773","9,428,434","8,694,172","8,228,381","7,912,746","7,902,480","6,373,670","6,137,869","6,072,765","5,985,019"
			DepreciationAndAmortization,"236,803,000","59,064,000","59,247,000","59,265,000","59,227,000","61,030,000","59,796,000","60,072,000","60,338,000","58,762,000","58,227,000","57,513,000","56,783,000","58,924,000","56,749,000","59,403,000","72,428,000","25,112,000","25,110,000","24,808,000","24,534,000","24,151,000","23,636,000","23,195,000","23,412,000","22,094,000","21,640,000","21,360,000","21,507,000","20,731,000","19,631,000","18,261,000","17,044,000","16,220,000","15,690,000","13,376,487","12,172,638","11,677,875","11,290,067","10,929,044","10,232,773","9,428,434","8,694,172","8,228,381","7,912,746","7,902,480","6,373,670","6,137,869","6,072,765","5,985,019"
		DeferredTax,"-147,000","-204,000","59,000","32,000","-34,000","-99,000","180,000","78,000","149,000","123,000","1,024,000","152,000","186,000","14,000","-800,000","-1,038,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-147,000","-204,000","59,000","32,000","-34,000","-99,000","180,000","78,000","149,000","123,000","1,024,000","152,000","186,000","14,000","-800,000","-1,038,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"403,544","363,405",,"274,738","268,683","278,548","3,155,439","98,064","98,065","98,065"
