name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
TotalAssets,"10,557,000,000","10,627,000,000","10,400,000,000","8,132,000,000","8,214,000,000","8,157,000,000","8,445,000,000","8,233,000,000","7,615,000,000","7,031,000,000","7,184,000,000","7,230,000,000","7,000,000,000","6,383,000,000","6,199,000,000","6,375,000,000","6,376,000,000","6,374,000,000","6,172,000,000","6,190,000,000","6,234,000,000","6,352,000,000","6,008,000,000","5,859,000,000","5,896,000,000","6,024,000,000","6,042,000,000","6,312,000,000","6,319,000,000","6,269,000,000","6,125,000,000","6,080,000,000","6,107,000,000","6,225,000,000","6,279,000,000","6,047,000,000","6,251,000,000","6,392,000,000","5,863,000,000","5,812,000,000","5,824,000,000","6,001,000,000","5,715,000,000","5,937,000,000","5,805,000,000"
	CurrentAssets,"2,786,000,000","2,790,000,000","2,794,000,000","2,317,000,000","2,443,000,000","2,444,000,000","2,881,000,000","2,739,000,000","2,137,000,000","1,785,000,000","2,025,000,000","2,123,000,000","1,922,000,000","1,745,000,000","1,859,000,000","2,152,000,000","2,210,000,000","2,195,000,000","1,939,000,000","2,033,000,000","2,063,000,000","2,142,000,000","2,344,000,000","2,197,000,000","2,203,000,000","2,284,000,000","2,419,000,000","2,694,000,000","2,628,000,000","2,546,000,000","2,380,000,000","2,327,000,000","2,544,000,000","2,676,000,000","2,531,000,000","2,269,000,000","2,391,000,000","2,484,000,000","2,226,000,000","2,167,000,000","2,156,000,000","2,268,000,000","2,082,000,000","1,994,000,000","1,832,000,000"
		CashCashEquivalentsAndShortTermInvestments,"330,000,000","627,000,000","555,000,000","348,000,000","407,000,000","512,000,000","744,000,000","631,000,000","28,000,000","75,000,000","32,000,000","29,000,000","51,000,000","240,000,000","68,000,000","398,000,000","528,000,000","701,000,000","499,000,000","553,000,000","608,000,000","720,000,000","957,000,000","852,000,000","793,000,000","894,000,000","671,000,000","960,000,000","904,000,000","990,000,000","769,000,000","592,000,000","742,000,000","1,043,000,000","895,000,000","623,000,000","652,000,000","1,057,000,000","766,000,000","669,000,000","551,000,000","915,000,000","536,000,000","381,000,000","225,000,000"
			CashAndCashEquivalents,"330,000,000","627,000,000","555,000,000","348,000,000","407,000,000","512,000,000","744,000,000","631,000,000","28,000,000","75,000,000","32,000,000","29,000,000","51,000,000","240,000,000","68,000,000","398,000,000","528,000,000","701,000,000","499,000,000","553,000,000","608,000,000","720,000,000","957,000,000","852,000,000","793,000,000","894,000,000","671,000,000","960,000,000","904,000,000","990,000,000","769,000,000","592,000,000","742,000,000","1,043,000,000","895,000,000","623,000,000","652,000,000","1,057,000,000","766,000,000","669,000,000","551,000,000","915,000,000","536,000,000","381,000,000","225,000,000"
		Receivables,"2,191,000,000","1,952,000,000","2,030,000,000","1,766,000,000","1,828,000,000","1,617,000,000","1,789,000,000","1,732,000,000","1,737,000,000","1,455,000,000","1,707,000,000","1,823,000,000","1,625,000,000","1,255,000,000","1,511,000,000","1,442,000,000","1,407,000,000","1,188,000,000","1,200,000,000","1,201,000,000","1,178,000,000","1,164,000,000","1,046,000,000","1,022,000,000","1,086,000,000","1,074,000,000","1,278,000,000","1,244,000,000","1,219,000,000","1,038,000,000","1,144,000,000","1,216,000,000","1,299,000,000","1,123,000,000","1,055,000,000","1,101,000,000","1,199,000,000","905,000,000","883,000,000","878,000,000","954,000,000","711,000,000","781,000,000","898,000,000","896,000,000"
			AccountsReceivable,"671,000,000","433,000,000","446,000,000","443,000,000","407,000,000","397,000,000","492,000,000","494,000,000","418,000,000","318,000,000","489,000,000","564,000,000","375,000,000","261,000,000","472,000,000","364,000,000","343,000,000","444,000,000","1,200,000,000","1,201,000,000","1,178,000,000","318,000,000","1,046,000,000","1,022,000,000","1,086,000,000","236,000,000","1,278,000,000","1,244,000,000","1,219,000,000","244,000,000","1,144,000,000","1,216,000,000","1,299,000,000","171,000,000","1,055,000,000","1,101,000,000","1,199,000,000","191,000,000","883,000,000","878,000,000","954,000,000","711,000,000","781,000,000","898,000,000","896,000,000"
				GrossAccountsReceivable,"673,000,000","442,000,000","448,000,000","445,000,000","409,000,000","399,000,000","493,000,000","495,000,000","421,000,000","321,000,000","493,000,000","571,000,000","382,000,000","261,000,000","481,000,000","377,000,000","356,000,000",,"1,215,000,000","1,229,000,000","1,211,000,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,000,000","-9,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-1,000,000","-1,000,000","-3,000,000","-3,000,000","-4,000,000","-7,000,000","-7,000,000",,"-9,000,000","-13,000,000","-13,000,000",,"-15,000,000","-28,000,000","-33,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"171,000,000","209,000,000","221,000,000","141,000,000","133,000,000","171,000,000","163,000,000","104,000,000","108,000,000","148,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,349,000,000","1,310,000,000","1,363,000,000","1,182,000,000","1,288,000,000","1,049,000,000","1,134,000,000","1,134,000,000","1,211,000,000","989,000,000","1,218,000,000","1,259,000,000","1,250,000,000","1,003,000,000","1,039,000,000","1,078,000,000","1,064,000,000","759,000,000",,,,"850,000,000",,,,"842,000,000",,,,"801,000,000",,,,"959,000,000",,,,"718,000,000",,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,"-9,000,000",,,,"-15,000,000",,,,"-4,000,000",,,,"-4,000,000",,,,"-7,000,000",,,,"-7,000,000",,,,"-4,000,000",,,,,,,
		Inventory,"188,000,000","161,000,000","143,000,000","139,000,000","142,000,000","137,000,000","152,000,000","160,000,000","154,000,000","136,000,000","139,000,000","126,000,000","127,000,000","128,000,000","180,000,000","174,000,000","188,000,000","183,000,000","183,000,000","204,000,000","230,000,000","210,000,000","268,000,000","280,000,000","283,000,000","285,000,000","308,000,000","319,000,000","336,000,000","339,000,000","272,000,000","294,000,000","315,000,000","311,000,000","340,000,000","321,000,000","310,000,000","288,000,000","332,000,000","357,000,000","384,000,000","380,000,000","463,000,000","389,000,000","372,000,000"
		PrepaidAssets,"77,000,000","50,000,000","66,000,000","64,000,000","66,000,000","45,000,000","42,000,000","43,000,000","40,000,000","24,000,000","147,000,000","145,000,000","119,000,000","122,000,000","100,000,000","138,000,000","87,000,000","123,000,000","57,000,000","75,000,000","47,000,000","48,000,000","73,000,000","43,000,000","41,000,000","31,000,000","36,000,000","39,000,000","37,000,000","50,000,000","28,000,000","46,000,000","25,000,000","29,000,000","23,000,000","45,000,000","21,000,000","21,000,000","31,000,000","41,000,000","32,000,000","30,000,000","34,000,000","40,000,000","46,000,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"126,000,000","132,000,000","132,000,000","129,000,000","167,000,000","179,000,000","163,000,000","170,000,000","218,000,000","179,000,000","209,000,000","213,000,000","214,000,000","222,000,000","235,000,000","232,000,000","268,000,000","286,000,000","293,000,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"126,000,000","132,000,000","132,000,000","129,000,000","167,000,000","179,000,000","163,000,000","170,000,000","218,000,000","179,000,000","209,000,000","213,000,000","214,000,000","222,000,000","235,000,000","232,000,000","268,000,000","286,000,000","293,000,000"
		AssetsHeldForSaleCurrent,,"0","0","0","0","133,000,000","154,000,000","173,000,000","178,000,000","95,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"7,771,000,000","7,837,000,000","7,606,000,000","5,815,000,000","5,771,000,000","5,713,000,000","5,564,000,000","5,494,000,000","5,478,000,000","5,246,000,000","5,159,000,000","5,107,000,000","5,078,000,000","4,638,000,000","4,340,000,000","4,223,000,000","4,166,000,000","4,179,000,000","4,233,000,000","4,157,000,000","4,171,000,000","4,210,000,000","3,664,000,000","3,663,000,000","3,693,000,000","3,740,000,000","3,623,000,000","3,618,000,000","3,691,000,000","3,723,000,000","3,745,000,000","3,753,000,000","3,563,000,000","3,549,000,000","3,748,000,000","3,778,000,000","3,860,000,000","3,908,000,000","3,637,000,000","3,645,000,000","3,668,000,000","3,733,000,000","3,633,000,000","3,943,000,000","3,973,000,000"
		NetPPE,"3,329,000,000","3,348,000,000","3,289,000,000","3,212,000,000","3,183,000,000","3,170,000,000","3,094,000,000","3,053,000,000","3,033,000,000","3,033,000,000","2,908,000,000","2,842,000,000","2,789,000,000","2,517,000,000","2,332,000,000","2,258,000,000","2,219,000,000","2,215,000,000","2,093,000,000","2,034,000,000","1,986,000,000","1,986,000,000","1,841,000,000","1,813,000,000","1,809,000,000","1,827,000,000","1,750,000,000","1,757,000,000","1,768,000,000","1,792,000,000","1,852,000,000","1,850,000,000","1,856,000,000","1,897,000,000","1,964,000,000","1,990,000,000","2,004,000,000","2,034,000,000","1,988,000,000","1,992,000,000","2,005,000,000","2,033,000,000","1,979,000,000","1,985,000,000","2,006,000,000"
